playedMatches,goals,assists,penalties,player.id,player.name,player.firstName,player.lastName,player.dateOfBirth,player.nationality,player.section,player.position,player.shirtNumber,player.lastUpdated,team.id,team.name,team.shortName,team.tla,team.crest,team.address,team.website,team.founded,team.clubColors,team.venue,team.lastUpdated,competition_code,competition_name,season_start_year
33,29,8.0,5.0,8279,Viktor Gyökeres,Viktor,Gyökeres,1998-06-04,Sweden,Centre-Forward,,9.0,2024-12-26T09:41:07Z,498,Sporting Clube de Portugal,Sporting CP,SPO,https://crests.football-data.org/498.png,"Edifício Visconde de Alvalade, Apartado 42099 Lisboa 1601-801",http://www.sporting.pt,1906.0,Green / White,Estádio José Alvalade,2022-07-26T17:38:53Z,PPL,Primeira Liga,2023
28,21,5.0,3.0,74554,Simon Banza,Simon,Banza,1996-08-13,DR Congo,Centre-Forward,,23.0,2024-11-01T22:50:30Z,5613,Sporting Clube de Braga,Braga,SCB,https://crests.football-data.org/5613.png,"Parque Norte, Monte Crasto, Apartado 12 Braga 4700-087",http://www.scbraga.pt,1921.0,Red / White,Estádio Municipal de Braga,2022-02-19T08:44:56Z,PPL,Primeira Liga,2023
30,20,3.0,,32780,Rafa Mújica,,Rafa Mújica,1998-10-29,Spain,Centre-Forward,,,2024-11-01T22:50:30Z,712,FC Arouca,Arouca,FCA,https://crests.football-data.org/712.png,Rua Doutor Ângelo Miranda Arouca 4540-140,http://www.fcarouca.eu,1952.0,Yellow / Blue,Estádio Municipal de Arouca,2022-02-25T16:58:25Z,PPL,Primeira Liga,2023
32,15,1.0,,81736,Samuel Essende,Samuel,Essende,1998-01-23,DR Congo,Offence,,,2024-10-10T09:41:18Z,5589,FC Vizela,Vizela,VIZ,https://crests.football-data.org/5589.png,"Rua Fonseca e Castro, Apartado 131 Vizela 4815-902",http://www.fcvizela.pt,1939.0,Blue / White,Estádio da Capital do Móvel,2022-02-19T08:40:09Z,PPL,Primeira Liga,2023
31,15,4.0,,45400,Paulinho,,Paulinho,1992-11-09,Portugal,Centre-Forward,,,2024-11-01T22:50:30Z,498,Sporting Clube de Portugal,Sporting CP,SPO,https://crests.football-data.org/498.png,"Edifício Visconde de Alvalade, Apartado 42099 Lisboa 1601-801",http://www.sporting.pt,1906.0,Green / White,Estádio José Alvalade,2022-07-26T17:38:53Z,PPL,Primeira Liga,2023
34,15,10.0,3.0,3880,Cristo González,,Cristo,1997-10-24,Spain,Offence,,,2023-07-30T19:37:04Z,712,FC Arouca,Arouca,FCA,https://crests.football-data.org/712.png,Rua Doutor Ângelo Miranda Arouca 4540-140,http://www.fcarouca.eu,1952.0,Yellow / Blue,Estádio Municipal de Arouca,2022-02-25T16:58:25Z,PPL,Primeira Liga,2023
30,15,,3.0,28129,Jhonder Cádiz,Jhonder,Cádíz,1995-07-29,Venezuela,Centre-Forward,,,2024-11-01T22:50:30Z,5531,FC Famalicão,Famalicão,FAM,https://crests.football-data.org/5531.png,null Vila Nova de Famalicão null,http://www.fcfamalicao.pt,1931.0,Blue / White,Estádio Municipal 22 de Junho,2022-08-07T11:37:24Z,PPL,Primeira Liga,2023
33,14,12.0,,16748,Rafa Silva,,Rafa Silva,1993-05-17,Portugal,Offence,,,2024-10-03T09:45:37Z,1903,Sport Lisboa e Benfica,SL Benfica,BEN,https://crests.football-data.org/1903.png,Avenida General Norton de Matos 1500 Lissabon null,https://www.slbenfica.pt,1904.0,,Estádio do Sport Lisboa e Benfica,2024-11-06T20:07:52Z,PPL,Primeira Liga,2023
33,14,1.0,5.0,32309,Héctor Hernández,,Héctor Hernández,1995-09-14,Spain,Offence,,,2023-07-30T19:37:06Z,1103,GD Chaves,Chaves,CHA,https://upload.wikimedia.org/wikipedia/en/0/05/G_D_Chaves.png,Av. do Estádio Municipal Apartado 225 Chaves 5400,http://www.gdchaves.pt,1949.0,Red / Blue,Estádio Municipal Eng. Manuel Branco Teixeira,2020-11-19T02:16:09Z,PPL,Primeira Liga,2023
27,13,3.0,2.0,131260,Evanilson,,Evanilson,1999-10-06,Brazil,Centre-Forward,,,2024-08-23T10:11:35Z,503,FC Porto,Porto,FCP,https://crests.football-data.org/503.png,"Estádio do Dragão, Entrada Poente - Piso 3 Porto 4350-451",http://www.fcporto.pt,1893.0,Blue / White,Estádio Do Dragão,2022-02-10T19:26:43Z,PPL,Primeira Liga,2023
32,13,2.0,4.0,73210,Bruno Duarte,,Bruno Duarte,1996-03-24,Brazil,Centre-Forward,,,2024-11-01T22:50:30Z,5602,SC Farense,Farense,FAR,https://crests.football-data.org/5602.png,"Praça de Tânger, Ginásio Sede Faro 8005-445",http://www.scfarense1910.blogspot.com,1910.0,Black / White,Estádio de São Lúis,2023-07-06T17:34:46Z,PPL,Primeira Liga,2023
33,11,5.0,,136334,Jota Silva,,Jota Silva,1999-08-01,Portugal,Left Winger,,,2024-08-23T10:11:35Z,5543,Vitória SC,Vitória SC,GUI,https://crests.football-data.org/5543.png,"Dr. António Pimenta Machado, Apartado 505 Guimarães 4802-914",http://www.vitoriasc.pt,1922.0,White / Black,Estádio Dom Afonso Henriques,2022-03-06T09:31:54Z,PPL,Primeira Liga,2023
31,11,12.0,,92050,Pedro Gonçalves,,Pedro Gonçalves,1998-06-28,Portugal,Attacking Midfield,,,2024-11-01T22:50:30Z,498,Sporting Clube de Portugal,Sporting CP,SPO,https://crests.football-data.org/498.png,"Edifício Visconde de Alvalade, Apartado 42099 Lisboa 1601-801",http://www.sporting.pt,1906.0,Green / White,Estádio José Alvalade,2022-07-26T17:38:53Z,PPL,Primeira Liga,2023
22,10,2.0,,45459,André Silva,,André Silva,1997-06-03,Brazil,Offence,,,2023-07-30T19:37:08Z,5543,Vitória SC,Vitória SC,GUI,https://crests.football-data.org/5543.png,"Dr. António Pimenta Machado, Apartado 505 Guimarães 4802-914",http://www.vitoriasc.pt,1922.0,White / Black,Estádio Dom Afonso Henriques,2022-03-06T09:31:54Z,PPL,Primeira Liga,2023
31,10,6.0,4.0,9243,Carlinhos,,Carlinhos,1994-06-22,Brazil,Midfield,,,2023-07-30T19:37:09Z,5601,Portimonense SC,Portimonense,PSC,https://crests.football-data.org/5601.png,Praça Manuel Teixeira Gomes n.º 4 -1º Portimão 8500-542,http://www.portimonense.pt,1914.0,Black / White,Estádio do Portimonense SC,2022-07-26T17:39:08Z,PPL,Primeira Liga,2023
28,9,4.0,,45401,Ricardo Horta,,Ricardo Horta,1994-09-15,Portugal,Left Winger,,,2024-11-01T22:50:30Z,5613,Sporting Clube de Braga,Braga,SCB,https://crests.football-data.org/5613.png,"Parque Norte, Monte Crasto, Apartado 12 Braga 4700-087",http://www.scbraga.pt,1921.0,Red / White,Estádio Municipal de Braga,2022-02-19T08:44:56Z,PPL,Primeira Liga,2023
33,9,,1.0,141357,Alejandro Marqués,Alejandro,Marqués,2000-08-04,Venezuela,Centre-Forward,,,2024-11-01T22:50:30Z,582,GD Estoril Praia,Estoril Praia,EST,https://crests.football-data.org/582.png,Estádio António Coimbra da Mota Estoril 2765,http://www.estorilpraia.pt,1939.0,Yellow / Blue,Estádio António Coimbra da Mota,2022-10-19T16:23:49Z,PPL,Primeira Liga,2023
30,9,12.0,2.0,3210,Ángel di María,Ángel,Di María,1988-02-14,Argentina,Right Winger,,,2025-05-21T09:41:12Z,1903,Sport Lisboa e Benfica,SL Benfica,BEN,https://crests.football-data.org/1903.png,Avenida General Norton de Matos 1500 Lissabon null,https://www.slbenfica.pt,1904.0,,Estádio do Sport Lisboa e Benfica,2024-11-06T20:07:52Z,PPL,Primeira Liga,2023
31,9,7.0,1.0,37363,Galeno,,Galeno,1997-10-22,Brazil,Left Winger,,,2024-11-01T22:50:30Z,503,FC Porto,Porto,FCP,https://crests.football-data.org/503.png,"Estádio do Dragão, Entrada Poente - Piso 3 Porto 4350-451",http://www.fcporto.pt,1893.0,Blue / White,Estádio Do Dragão,2022-02-10T19:26:43Z,PPL,Primeira Liga,2023
32,9,6.0,,37332,Trincão,,Francisco Trincão,1999-12-29,Portugal,Left Winger,,,2025-05-30T09:41:08Z,498,Sporting Clube de Portugal,Sporting CP,SPO,https://crests.football-data.org/498.png,"Edifício Visconde de Alvalade, Apartado 42099 Lisboa 1601-801",http://www.sporting.pt,1906.0,Green / White,Estádio José Alvalade,2022-07-26T17:38:53Z,PPL,Primeira Liga,2023
24,8,1.0,1.0,141542,Clayton,,Clayton,1999-01-11,Brazil,Offence,,,2024-06-13T09:41:59Z,6618,Casa Pia AC,Casa Pia,CAS,https://crests.football-data.org/6618.png,Estádio Pina Manique Lisboa 1500-462,http://www.casapia-ac.pt,1920.0,Black / White,Estádio Pina Manique,2022-07-26T17:38:35Z,PPL,Primeira Liga,2023
30,8,2.0,,140290,Róbert Boženík,Róbert,Boženík,1999-11-18,Slovakia,Centre-Forward,,,2024-11-01T22:50:30Z,810,Boavista FC,Boavista,BOA,https://crests.football-data.org/810.png,"Rua O Primeiro de Janeiro, Boavista Porto 4100-127",http://www.boavistafc.pt,1903.0,Black / White,Estádio do Bessa Século XXI,2022-07-26T17:39:01Z,PPL,Primeira Liga,2023
31,8,5.0,,185137,Álvaro Djaló,,Álvaro Djaló,1999-08-16,Spain,Left Winger,,,2024-08-23T10:11:35Z,5613,Sporting Clube de Braga,Braga,SCB,https://crests.football-data.org/5613.png,"Parque Norte, Monte Crasto, Apartado 12 Braga 4700-087",http://www.scbraga.pt,1921.0,Red / White,Estádio Municipal de Braga,2022-02-19T08:44:56Z,PPL,Primeira Liga,2023
34,8,1.0,,79824,Kikas,,Kikas,1998-09-17,Portugal,Centre-Forward,,,2024-11-01T22:50:30Z,9136,CF Estrela da Amadora,Amadora,AMA,https://crests.football-data.org/9136.png,null null null,,,,Estádio Nacional,2023-07-31T12:07:04Z,PPL,Primeira Liga,2023
33,7,4.0,,213072,Mohamed Belloumi,Mohamed,Belloumi,2002-06-01,Algeria,Right Winger,,,2024-09-02T09:59:05Z,5602,SC Farense,Farense,FAR,https://crests.football-data.org/5602.png,"Praça de Tânger, Ginásio Sede Faro 8005-445",http://www.scfarense1910.blogspot.com,1910.0,Black / White,Estádio de São Lúis,2023-07-06T17:34:46Z,PPL,Primeira Liga,2023
27,7,3.0,,37717,João Mendes,,João Mendes,1994-10-21,Portugal,Attacking Midfield,,,2024-11-01T22:50:30Z,5543,Vitória SC,Vitória SC,GUI,https://crests.football-data.org/5543.png,"Dr. António Pimenta Machado, Apartado 505 Guimarães 4802-914",http://www.vitoriasc.pt,1922.0,White / Black,Estádio Dom Afonso Henriques,2022-03-06T09:31:54Z,PPL,Primeira Liga,2023
28,7,8.0,1.0,7474,Orkun Kökçü,Orkun,Kökçü,2000-12-29,Turkey,Central Midfield,,,2024-11-01T22:50:30Z,1903,Sport Lisboa e Benfica,SL Benfica,BEN,https://crests.football-data.org/1903.png,Avenida General Norton de Matos 1500 Lissabon null,https://www.slbenfica.pt,1904.0,,Estádio do Sport Lisboa e Benfica,2024-11-06T20:07:52Z,PPL,Primeira Liga,2023
29,7,3.0,1.0,14003,Cassiano,,Cassiano,1989-06-16,Brazil,Centre-Forward,,,2024-11-01T22:50:30Z,582,GD Estoril Praia,Estoril Praia,EST,https://crests.football-data.org/582.png,Estádio António Coimbra da Mota Estoril 2765,http://www.estorilpraia.pt,1939.0,Yellow / Blue,Estádio António Coimbra da Mota,2022-10-19T16:23:49Z,PPL,Primeira Liga,2023
29,7,8.0,,151521,Rodrigo Gomes,,Rodrigo Gomes,2003-07-07,Portugal,Right Midfield,,,2025-04-03T09:43:08Z,582,GD Estoril Praia,Estoril Praia,EST,https://crests.football-data.org/582.png,Estádio António Coimbra da Mota Estoril 2765,http://www.estorilpraia.pt,1939.0,Yellow / Blue,Estádio António Coimbra da Mota,2022-10-19T16:23:49Z,PPL,Primeira Liga,2023
27,7,2.0,,32952,Emmanuel Boateng,Emmanuel,Boateng,1996-05-23,Ghana,Left Winger,,21.0,2024-11-01T22:50:30Z,496,Rio Ave FC,Rio Ave,RIO,https://crests.football-data.org/496.png,"Praça da República, n.º35, Apartado 42 Vila do Conde 4481-909",http://www.rioave-fc.pt,1939.0,Green / White,Estádio do Rio Ave Futebol Clube,2022-07-26T17:38:50Z,PPL,Primeira Liga,2023
16,7,,,146758,Marcos Leonardo Almeida,,Marcos Leonardo,2003-05-02,Brazil,Centre-Forward,,,2024-11-01T22:50:30Z,1903,Sport Lisboa e Benfica,SL Benfica,BEN,https://crests.football-data.org/1903.png,Avenida General Norton de Matos 1500 Lissabon null,https://www.slbenfica.pt,1904.0,,Estádio do Sport Lisboa e Benfica,2024-11-06T20:07:52Z,PPL,Primeira Liga,2023
27,6,2.0,,9553,Bruma,,Bruma,1994-10-24,Portugal,Left Winger,,,2024-11-01T22:50:30Z,5613,Sporting Clube de Braga,Braga,SCB,https://crests.football-data.org/5613.png,"Parque Norte, Monte Crasto, Apartado 12 Braga 4700-087",http://www.scbraga.pt,1921.0,Red / White,Estádio Municipal de Braga,2022-02-19T08:44:56Z,PPL,Primeira Liga,2023
16,6,2.0,1.0,150925,Tiago Fonseca Morais,,Tiago Morais,2003-09-03,Portugal,Left Winger,,,2025-05-20T09:42:31Z,810,Boavista FC,Boavista,BOA,https://crests.football-data.org/810.png,"Rua O Primeiro de Janeiro, Boavista Porto 4100-127",http://www.boavistafc.pt,1903.0,Black / White,Estádio do Bessa Século XXI,2022-07-26T17:39:01Z,PPL,Primeira Liga,2023
32,6,2.0,,213119,Hélio Varela,,Hélio Varela,2002-05-03,Cape Verde Islands,Offence,,,2024-04-02T09:41:52Z,5601,Portimonense SC,Portimonense,PSC,https://crests.football-data.org/5601.png,Praça Manuel Teixeira Gomes n.º 4 -1º Portimão 8500-542,http://www.portimonense.pt,1914.0,Black / White,Estádio do Portimonense SC,2022-07-26T17:39:08Z,PPL,Primeira Liga,2023
33,6,3.0,1.0,33160,Maxime Dominguez,Maxime,Dominguez,1996-02-01,Switzerland,Attacking Midfield,,,2024-11-01T22:50:30Z,5533,Gil Vicente FC,Gil Vicente,GIL,https://crests.football-data.org/5533.png,"Rua D. Diogo Pinheiro n.º 25, Apartado 197 Barcelos 4750-282",http://www.gilvicentefc.pt,1924.0,Red / Blue,Estádio Cidade de Barcelos,2022-02-19T08:57:44Z,PPL,Primeira Liga,2023
15,6,2.0,1.0,13116,André Luis,,André Luis,1994-03-09,Brazil,Offence,,,2023-07-30T19:37:04Z,583,Moreirense FC,Moreirense,MOR,https://crests.football-data.org/583.png,Avenida Comendador Joaquim de Almeida Freitas Moreira de Cónegos 4815-270,http://www.moreirensefc.pt,1938.0,Green / White,P.D. Comendador Joaquim de Almeida Freitas,2023-03-05T07:40:05Z,PPL,Primeira Liga,2023
24,6,4.0,2.0,3820,Mehdi Taremi,Mehdi,Taremi,1992-07-18,Iran,Centre-Forward,,,2024-08-23T10:11:37Z,503,FC Porto,Porto,FCP,https://crests.football-data.org/503.png,"Estádio do Dragão, Entrada Poente - Piso 3 Porto 4350-451",http://www.fcporto.pt,1893.0,Blue / White,Estádio Do Dragão,2022-02-10T19:26:43Z,PPL,Primeira Liga,2023
30,6,,,12647,Felippe Cardoso,,Felippe Cardoso,1998-10-04,Brazil,Centre-Forward,,,2024-11-01T22:50:30Z,6618,Casa Pia AC,Casa Pia,CAS,https://crests.football-data.org/6618.png,Estádio Pina Manique Lisboa 1500-462,http://www.casapia-ac.pt,1920.0,Black / White,Estádio Pina Manique,2022-07-26T17:38:35Z,PPL,Primeira Liga,2023
