players_used,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,url
30,38,13876,11799,1969,566,37,133,558,817,138,61,55,6,9696,108,301,/en/squads/8d6fd021/2017-2018/Alaves-Stats
26,38,17614,15565,1945,576,43,178,816,822,189,84,94,2,13195,104,384,/en/squads/2b390eca/2017-2018/Athletic-Club-Stats
26,38,18580,16668,1805,504,62,134,524,785,167,43,88,4,14484,107,366,/en/squads/db3b9613/2017-2018/Atletico-Madrid-Stats
25,38,25740,23730,1876,573,113,227,409,750,215,81,66,1,22147,134,384,/en/squads/206d90db/2017-2018/Barcelona-Stats
29,38,21622,19743,1817,612,53,232,534,656,139,61,33,5,17953,62,304,/en/squads/fc536746/2017-2018/Real-Betis-Stats
23,38,21071,19136,1843,596,45,215,583,718,153,48,34,1,16981,92,323,/en/squads/f25da7fb/2017-2018/Celta-Vigo-Stats
27,38,17961,15706,2171,590,17,323,1055,1025,229,60,149,2,12725,84,396,/en/squads/bea5c710/2017-2018/Eibar-Stats
25,38,17192,15114,2002,602,34,179,720,832,160,64,87,0,12753,76,378,/en/squads/a8661628/2017-2018/Espanyol-Stats
32,38,13193,10994,2091,590,53,243,585,917,181,42,73,2,8531,108,340,/en/squads/7848bd64/2017-2018/Getafe-Stats
25,38,16037,14020,1937,603,31,339,828,767,176,36,66,20,11843,80,298,/en/squads/9024a00a/2017-2018/Girona-Stats
32,38,16975,14924,1957,516,43,222,747,796,203,91,54,1,12784,94,323,/en/squads/2a60ed82/2017-2018/Deportivo-La-Coruna-Stats
36,38,19788,17574,2133,748,49,197,581,777,175,77,59,0,15824,81,320,/en/squads/0049d422/2017-2018/Las-Palmas-Stats
28,38,14887,12781,2009,592,29,162,690,891,152,60,75,1,10383,97,351,/en/squads/7c6f2c78/2017-2018/Leganes-Stats
33,38,14768,12732,1966,540,44,161,726,818,182,61,79,9,10715,70,360,/en/squads/9800b6a1/2017-2018/Levante-Stats
37,38,15769,13674,2006,580,32,179,742,861,153,63,67,2,11424,89,347,/en/squads/1c896955/2017-2018/Malaga-Stats
24,38,24496,22486,1895,563,77,395,904,729,279,62,110,2,20954,115,387,/en/squads/53a2f082/2017-2018/Real-Madrid-Stats
27,38,20838,18744,2003,604,45,216,782,823,233,100,93,0,16973,91,385,/en/squads/e31d1cd9/2017-2018/Real-Sociedad-Stats
31,38,20571,18451,1983,568,62,147,657,809,221,97,80,1,16366,137,401,/en/squads/ad2be733/2017-2018/Sevilla-Stats
25,38,18004,16054,1867,596,49,193,605,682,202,60,88,6,14289,83,311,/en/squads/dcc91a7b/2017-2018/Valencia-Stats
32,38,18797,16834,1852,552,57,183,517,707,179,66,38,5,14995,111,319,/en/squads/2a8183b3/2017-2018/Villarreal-Stats
30,38,15624,13590,1965,535,40,110,590,837,140,50,67,0,11213,69,346,/en/squads/25622401/2017-2018/Amiens-Stats
27,38,17004,14902,2043,502,57,106,653,976,169,97,50,0,12795,59,381,/en/squads/69236f98/2017-2018/Angers-Stats
31,38,18593,16547,1970,518,61,186,736,882,179,94,54,0,14603,76,392,/en/squads/123f3efe/2017-2018/Bordeaux-Stats
26,38,16218,14169,1973,483,22,213,971,908,202,78,106,6,11621,76,381,/en/squads/74229020/2017-2018/Caen-Stats
26,38,17343,15289,1981,540,59,190,567,857,153,61,47,3,13255,73,326,/en/squads/8dfb7350/2017-2018/Dijon-Stats
23,38,17950,15798,2052,592,25,174,727,867,190,85,76,6,13835,100,355,/en/squads/d41b5f53/2017-2018/Guingamp-Stats
25,38,20060,18073,1900,496,61,137,614,805,171,69,74,1,16258,87,377,/en/squads/cb188c0c/2017-2018/Lille-Stats
26,38,20965,19005,1880,540,74,119,572,816,182,102,60,0,17480,80,357,/en/squads/d53c0b06/2017-2018/Lyon-Stats
26,38,21066,19057,1931,521,116,159,864,834,243,109,83,4,17221,78,337,/en/squads/5725cc7b/2017-2018/Marseille-Stats
36,38,16957,14872,2029,540,18,258,701,884,173,68,86,1,12673,56,385,/en/squads/f83960ae/2017-2018/Metz-Stats
32,38,18393,16296,2024,584,68,151,764,839,195,82,67,2,14444,73,337,/en/squads/fd6114db/2017-2018/Monaco-Stats
23,38,17725,15597,2045,578,47,228,849,943,185,42,122,0,13612,83,394,/en/squads/281b0e73/2017-2018/Montpellier-Stats
30,38,16263,14232,1946,425,24,143,789,926,175,49,111,1,11823,85,365,/en/squads/d7a486cd/2017-2018/Nantes-Stats
31,38,23523,21602,1858,570,40,278,572,672,203,71,115,1,20210,63,348,/en/squads/132ebc33/2017-2018/Nice-Stats
28,38,26436,24471,1872,553,216,228,682,736,254,80,55,6,23215,93,380,/en/squads/e2d8892c/2017-2018/Paris-Saint-Germain-Stats
28,38,17996,15811,2096,588,52,215,766,916,217,95,86,2,13834,89,345,/en/squads/b3072e00/2017-2018/Rennes-Stats
30,38,19124,16922,2112,532,37,145,657,990,182,69,70,4,15064,90,412,/en/squads/d298ef2c/2017-2018/Saint-Etienne-Stats
25,38,16942,14846,2020,498,63,207,776,909,183,78,94,1,12776,76,353,/en/squads/c0d3eab4/2017-2018/Strasbourg-Stats
25,38,15755,13527,2153,622,28,126,822,932,177,97,62,4,11368,75,404,/en/squads/3f8c4b5f/2017-2018/Toulouse-Stats
25,38,16326,14215,2048,519,38,139,689,910,165,75,49,2,12006,63,390,/en/squads/54195385/2017-2018/Troyes-Stats
27,34,14448,12602,1776,437,9,101,757,804,174,65,96,0,10252,70,413,/en/squads/0cdc4311/2017-2018/Augsburg-Stats
28,34,24122,22484,1571,439,23,272,893,668,223,82,112,3,20569,67,383,/en/squads/054efa67/2017-2018/Bayern-Munich-Stats
30,34,20632,18736,1813,540,23,117,585,786,162,69,60,12,16710,83,369,/en/squads/add600ae/2017-2018/Dortmund-Stats
28,34,15568,13652,1831,572,19,152,586,783,158,51,92,1,11467,85,440,/en/squads/f0ac8ee6/2017-2018/Eintracht-Frankfurt-Stats
29,34,15106,13296,1770,490,9,132,471,735,127,45,65,4,11137,40,414,/en/squads/a486e511/2017-2018/Freiburg-Stats
27,34,18200,16381,1746,469,23,129,490,744,168,27,124,1,14595,73,426,/en/squads/32f3ee20/2017-2018/Monchengladbach-Stats
29,34,15211,13163,1987,524,13,112,668,910,203,73,81,0,10836,61,475,/en/squads/26790c6a/2017-2018/Hamburger-SV-Stats
26,34,15033,13075,1905,559,9,90,579,825,134,55,69,5,10896,53,442,/en/squads/60b5e41f/2017-2018/Hannover-96-Stats
25,34,15682,13938,1697,519,7,129,528,694,127,24,85,4,11790,47,400,/en/squads/2818f8bc/2017-2018/Hertha-BSC-Stats
26,34,17437,15696,1663,506,24,111,592,657,158,65,71,0,13876,78,413,/en/squads/033ea6b8/2017-2018/Hoffenheim-Stats
31,34,15875,14008,1786,532,6,107,663,681,173,74,90,4,11807,81,426,/en/squads/bc357bf7/2017-2018/Koln-Stats
24,34,18621,16757,1806,522,31,174,658,779,172,112,51,2,14731,58,458,/en/squads/c7a9f859/2017-2018/Bayer-Leverkusen-Stats
27,34,14181,12344,1770,461,7,131,546,791,148,85,51,0,10267,67,372,/en/squads/a224b06a/2017-2018/Mainz-05-Stats
23,34,18354,16360,1907,574,53,55,521,865,168,74,67,3,14318,87,443,/en/squads/acbb6a5b/2017-2018/RB-Leipzig-Stats
24,34,15744,13937,1726,535,18,89,583,735,140,25,106,5,12134,81,362,/en/squads/c539e393/2017-2018/Schalke-04-Stats
26,34,16172,14329,1771,488,10,76,610,773,142,59,74,2,12150,72,374,/en/squads/598bc722/2017-2018/Stuttgart-Stats
25,34,16175,14285,1821,507,9,181,655,803,181,71,86,4,12065,69,485,/en/squads/62add3bf/2017-2018/Werder-Bremen-Stats
29,34,16577,14824,1696,542,9,184,556,654,131,56,61,4,12870,57,364,/en/squads/4eaa11d7/2017-2018/Wolfsburg-Stats
25,38,21308,19223,2006,530,30,288,751,887,230,90,114,6,16953,79,422,/en/squads/922493f3/2017-2018/Atalanta-Stats
41,38,17943,15966,1894,562,38,169,661,700,166,71,66,3,14277,83,352,/en/squads/4fcb34fd/2017-2018/Benevento-Stats
30,38,17588,15529,1993,538,28,179,553,840,150,123,15,0,13650,66,405,/en/squads/1d8099f8/2017-2018/Bologna-Stats
29,38,16722,14566,2072,552,21,145,732,867,179,77,77,1,12229,84,369,/en/squads/c4260e09/2017-2018/Cagliari-Stats
25,38,16994,14945,1947,531,20,176,801,779,147,87,51,1,12721,102,340,/en/squads/cc919b35/2017-2018/Chievo-Stats
29,38,14929,12922,1919,520,17,98,635,806,134,77,38,1,10315,88,398,/en/squads/3074d7b1/2017-2018/Crotone-Stats
27,38,19625,17631,1912,492,62,113,823,846,210,56,135,3,15445,82,367,/en/squads/421387cf/2017-2018/Fiorentina-Stats
33,38,17652,15620,1946,510,32,131,769,818,183,95,63,2,13335,86,405,/en/squads/658bf2de/2017-2018/Genoa-Stats
32,38,15669,13636,1954,482,19,187,665,791,143,41,68,3,11540,79,369,/en/squads/0e72edf2/2017-2018/Hellas-Verona-Stats
22,38,22926,20927,1905,470,57,169,1042,766,289,93,109,7,18939,94,427,/en/squads/d609edc0/2017-2018/Internazionale-Stats
24,38,23688,21897,1712,507,55,330,672,711,186,54,65,7,20215,79,386,/en/squads/e0652b02/2017-2018/Juventus-Stats
24,38,20347,18446,1804,403,87,159,734,789,217,88,89,9,16436,97,442,/en/squads/7213da33/2017-2018/Lazio-Stats
24,38,21918,19865,1965,588,28,255,872,786,244,120,54,2,18086,88,401,/en/squads/dc56fe14/2017-2018/Milan-Stats
23,38,29387,27433,1874,456,95,180,672,871,240,118,55,16,25306,80,424,/en/squads/d48ad4ff/2017-2018/Napoli-Stats
27,38,21620,19551,1998,558,55,243,962,854,261,119,82,1,17482,71,435,/en/squads/cf74a709/2017-2018/Roma-Stats
29,38,15961,13830,2040,688,15,152,727,728,175,49,88,3,12213,91,367,/en/squads/1d2fe027/2017-2018/SPAL-Stats
27,38,20378,18291,2033,613,39,105,777,780,223,126,73,2,16259,54,402,/en/squads/8ff9e3b3/2017-2018/Sampdoria-Stats
28,38,15909,13777,2052,624,77,144,793,825,196,99,69,4,11605,80,405,/en/squads/e2befd26/2017-2018/Sassuolo-Stats
27,38,18605,16432,2102,601,30,214,612,917,173,72,52,3,14584,71,431,/en/squads/105360fe/2017-2018/Torino-Stats
27,38,16838,14802,1976,468,32,129,711,890,175,70,75,2,12720,60,358,/en/squads/04eea015/2017-2018/Udinese-Stats
