players_used,90s,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,url
2,38,38,4,0,5,0,36.4,0.3,-1.6,-0.04,130,435,29.9,1023,208,33.2,32.6,204,46.6,42.8,393,25,6.4,67,1.76,17.5,/en/squads/822bd0ba/2017-2018/Liverpool-Stats
2,38,27,0,1,1,2,25.5,0.28,0.5,0.01,114,239,47.7,996,183,15.0,26.2,170,52.9,45.7,286,21,7.3,90,2.37,18.8,/en/squads/b8fd03ef/2017-2018/Manchester-City-Stats
2,38,28,1,1,5,2,39.4,0.28,13.4,0.35,238,627,38.0,817,152,48.5,39.6,297,77.8,55.8,501,17,3.4,21,0.55,12.8,/en/squads/19538871/2017-2018/Manchester-United-Stats
3,38,47,4,0,3,3,48.8,0.3,4.8,0.13,293,801,36.6,880,115,58.8,44.1,339,83.8,56.4,601,39,6.5,32,0.84,13.2,/en/squads/b2b47a98/2017-2018/Newcastle-United-Stats
2,38,56,1,1,6,0,46.3,0.28,-9.7,-0.25,200,683,29.3,664,118,61.6,43.4,304,90.1,59.3,569,29,5.1,24,0.63,14.1,/en/squads/33c895d4/2017-2018/Southampton-Stats
2,38,68,5,0,9,2,66.5,0.29,0.5,0.01,402,1029,39.1,1003,117,70.3,48.4,361,89.8,62.2,648,26,4.0,43,1.13,13.7,/en/squads/17892952/2017-2018/Stoke-City-Stats
1,38,56,3,1,5,2,59.5,0.28,5.5,0.14,315,812,38.8,914,159,54.5,42.2,358,87.7,59.9,615,42,6.8,22,0.58,11.4,/en/squads/fb10988f/2017-2018/Swansea-City-Stats
3,38,36,2,1,7,1,35.0,0.27,0.0,0.0,159,397,40.1,972,174,29.4,33.4,244,45.5,40.8,452,19,4.2,78,2.05,15.6,/en/squads/361ca564/2017-2018/Tottenham-Hotspur-Stats
2,38,64,6,1,9,1,55.9,0.33,-7.1,-0.19,320,804,39.8,889,146,66.1,42.3,260,83.1,56.9,524,25,4.8,27,0.71,12.2,/en/squads/2abfe087/2017-2018/Watford-Stats
2,38,56,1,2,7,2,46.0,0.3,-8.0,-0.21,353,920,38.4,821,70,71.7,48.5,347,95.4,65.4,614,40,6.5,27,0.71,12.8,/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats
2,38,68,5,1,10,1,60.6,0.31,-6.4,-0.17,329,914,36.0,824,99,72.5,49.1,339,93.5,62.8,600,17,2.8,42,1.11,13.0,/en/squads/7c21e445/2017-2018/West-Ham-United-Stats
2,38,50,7,2,7,2,49.4,0.25,1.4,0.04,330,786,42.0,708,103,65.5,43.4,360,89.4,56.7,657,17,2.6,19,0.5,12.5,/en/squads/8d6fd021/2017-2018/Alaves-Stats
2,38,49,3,3,5,3,52.0,0.28,6.0,0.16,407,840,48.5,1066,140,57.6,43.6,271,83.4,58.8,525,29,5.5,31,0.82,14.2,/en/squads/2b390eca/2017-2018/Athletic-Club-Stats
2,38,22,1,1,2,1,33.2,0.23,12.2,0.32,194,581,33.4,635,109,55.0,42.4,289,80.3,54.5,550,26,4.7,14,0.37,11.9,/en/squads/db3b9613/2017-2018/Atletico-Madrid-Stats
2,38,29,2,0,1,0,37.0,0.26,8.0,0.21,130,310,41.9,1061,197,17.6,27.9,272,45.2,41.3,411,15,3.6,41,1.08,7.7,/en/squads/206d90db/2017-2018/Barcelona-Stats
3,38,61,3,0,7,4,48.1,0.29,-8.9,-0.24,199,577,34.5,1239,163,32.4,34.5,312,56.4,43.3,584,25,4.3,29,0.76,10.4,/en/squads/fc536746/2017-2018/Real-Betis-Stats
3,38,60,4,0,8,1,49.5,0.29,-9.5,-0.25,247,700,35.3,1154,124,43.4,36.3,280,71.1,53.1,539,14,2.6,38,1.0,14.1,/en/squads/f25da7fb/2017-2018/Celta-Vigo-Stats
3,38,50,4,2,3,3,47.8,0.34,0.8,0.02,359,957,37.5,992,96,73.5,52.4,239,95.4,69.5,379,23,6.1,100,2.63,21.4,/en/squads/bea5c710/2017-2018/Eibar-Stats
2,38,42,4,1,5,2,47.2,0.26,7.2,0.19,237,673,35.2,756,172,52.1,39.3,329,84.8,57.2,568,31,5.5,24,0.63,11.3,/en/squads/a8661628/2017-2018/Espanyol-Stats
2,38,33,2,0,3,0,42.3,0.31,9.3,0.24,292,925,31.6,813,80,74.2,52.5,332,97.0,64.3,549,25,4.6,37,0.97,9.9,/en/squads/7848bd64/2017-2018/Getafe-Stats
2,38,59,4,3,2,3,57.8,0.32,1.8,0.05,289,797,36.3,828,133,64.4,43.7,296,89.2,60.2,488,14,2.9,43,1.13,15.3,/en/squads/9024a00a/2017-2018/Girona-Stats
5,38,76,4,4,11,3,62.3,0.33,-10.7,-0.28,236,599,39.4,668,148,53.6,39.4,330,73.0,53.4,600,30,5.0,13,0.34,11.0,/en/squads/2a60ed82/2017-2018/Deportivo-La-Coruna-Stats
2,38,74,5,1,7,1,73.7,0.33,0.7,0.02,198,559,35.4,1195,239,32.2,34.1,324,53.7,45.8,533,30,5.6,66,1.74,17.0,/en/squads/0049d422/2017-2018/Las-Palmas-Stats
3,38,51,6,4,4,0,51.8,0.3,0.8,0.02,338,963,35.1,922,94,74.7,46.3,285,96.1,63.6,511,31,6.1,49,1.29,16.0,/en/squads/7c6f2c78/2017-2018/Leganes-Stats
3,38,58,5,1,8,3,57.9,0.29,2.9,0.08,280,745,37.6,748,113,62.4,44.1,330,84.2,56.4,601,30,5.0,42,1.11,14.7,/en/squads/9800b6a1/2017-2018/Levante-Stats
2,38,61,6,1,3,0,66.6,0.36,5.6,0.15,308,822,37.5,791,91,67.0,46.6,314,93.0,60.9,537,29,5.4,20,0.53,11.8,/en/squads/1c896955/2017-2018/Malaga-Stats
3,38,44,2,0,7,2,45.4,0.3,3.4,0.09,105,277,37.9,756,184,20.2,31.0,243,51.0,44.3,434,18,4.1,36,0.95,13.3,/en/squads/53a2f082/2017-2018/Real-Madrid-Stats
3,38,59,6,2,7,1,52.7,0.3,-5.3,-0.14,234,559,41.9,1356,149,30.8,35.1,246,57.7,43.8,470,28,6.0,49,1.29,14.8,/en/squads/e31d1cd9/2017-2018/Real-Sociedad-Stats
2,38,58,5,1,6,1,51.7,0.32,-5.3,-0.14,165,455,36.3,754,188,35.1,33.6,290,65.5,49.1,548,30,5.5,26,0.68,12.0,/en/squads/ad2be733/2017-2018/Sevilla-Stats
2,38,38,3,1,5,0,50.7,0.28,12.7,0.33,188,536,35.1,647,181,45.7,39.7,311,77.2,55.8,622,23,3.7,10,0.26,9.6,/en/squads/dcc91a7b/2017-2018/Valencia-Stats
3,38,50,5,1,6,0,50.8,0.28,0.8,0.02,180,532,33.8,726,184,39.3,32.4,332,74.4,52.8,687,31,4.5,36,0.95,10.0,/en/squads/2a8183b3/2017-2018/Villarreal-Stats
2,38,42,4,0,3,0,50.2,0.27,8.2,0.21,336,930,36.1,911,102,63.1,43.9,374,94.9,58.8,653,31,4.7,25,0.66,12.6,/en/squads/25622401/2017-2018/Amiens-Stats
3,38,52,7,1,3,4,42.8,0.26,-5.2,-0.14,220,625,35.2,750,176,48.5,38.6,306,85.3,56.3,538,31,5.8,31,0.82,16.2,/en/squads/69236f98/2017-2018/Angers-Stats
2,38,48,4,4,5,1,41.6,0.26,-5.4,-0.14,245,651,37.6,900,154,45.4,38.9,307,78.8,54.7,496,30,6.0,35,0.92,14.5,/en/squads/123f3efe/2017-2018/Bordeaux-Stats
2,38,52,5,0,5,4,46.8,0.28,-1.2,-0.03,375,822,45.6,875,113,64.2,45.0,290,89.7,57.1,515,17,3.3,20,0.53,12.7,/en/squads/74229020/2017-2018/Caen-Stats
1,38,73,11,2,6,3,67.2,0.27,-2.8,-0.07,313,727,43.1,1322,227,41.4,36.2,323,55.7,44.8,643,48,7.5,83,2.18,16.8,/en/squads/8dfb7350/2017-2018/Dijon-Stats
1,38,59,5,0,5,1,50.5,0.26,-7.5,-0.2,295,705,41.8,867,163,52.4,41.2,308,81.5,58.6,547,27,4.9,21,0.55,12.9,/en/squads/d41b5f53/2017-2018/Guingamp-Stats
4,38,67,5,1,5,3,57.6,0.28,-6.4,-0.17,158,400,39.5,960,212,24.4,29.5,323,51.4,45.0,503,39,7.8,63,1.66,16.1,/en/squads/cb188c0c/2017-2018/Lille-Stats
2,38,43,5,2,3,3,42.4,0.25,2.4,0.06,128,354,36.2,880,181,28.3,31.6,263,39.9,38.9,576,24,4.2,30,0.79,13.9,/en/squads/d53c0b06/2017-2018/Lyon-Stats
2,38,47,4,2,5,2,40.8,0.26,-4.2,-0.11,166,446,37.2,875,168,36.3,31.8,248,51.6,41.7,427,32,7.5,24,0.63,15.8,/en/squads/5725cc7b/2017-2018/Marseille-Stats
3,38,76,3,1,9,2,71.9,0.33,-2.1,-0.06,299,764,39.1,865,189,54.9,42.5,320,90.3,59.5,559,19,3.4,44,1.16,15.5,/en/squads/f83960ae/2017-2018/Metz-Stats
3,38,45,5,1,4,1,46.1,0.29,2.1,0.05,197,506,38.9,753,179,43.4,37.3,324,55.2,45.0,576,36,6.3,25,0.66,13.0,/en/squads/fd6114db/2017-2018/Monaco-Stats
1,38,33,5,1,4,0,37.9,0.29,4.9,0.13,249,556,44.8,880,219,44.2,37.6,268,62.3,45.8,494,51,10.3,24,0.63,12.8,/en/squads/281b0e73/2017-2018/Montpellier-Stats
2,38,41,3,0,8,1,35.2,0.24,-4.8,-0.13,237,625,37.9,767,176,44.3,37.2,341,83.6,56.9,653,44,6.7,25,0.66,11.5,/en/squads/d7a486cd/2017-2018/Nantes-Stats
2,38,52,3,2,1,3,50.3,0.3,1.3,0.03,141,341,41.3,734,197,22.8,29.2,323,53.9,43.8,562,18,3.2,9,0.24,11.1,/en/squads/132ebc33/2017-2018/Nice-Stats
2,38,29,3,2,5,1,31.2,0.23,3.2,0.08,56,110,50.9,729,187,9.9,22.8,262,14.5,28.9,470,26,5.5,55,1.45,16.1,/en/squads/e2d8892c/2017-2018/Paris-Saint-Germain-Stats
3,38,44,5,1,6,2,48.3,0.28,6.3,0.16,226,630,35.9,782,118,51.5,40.6,293,77.5,54.3,548,28,5.1,53,1.39,15.5,/en/squads/b3072e00/2017-2018/Rennes-Stats
2,38,50,6,3,5,1,55.6,0.28,6.6,0.17,228,608,37.5,959,144,40.5,42.6,320,68.8,47.1,600,33,5.5,22,0.58,9.8,/en/squads/d298ef2c/2017-2018/Saint-Etienne-Stats
3,38,67,6,0,8,0,59.3,0.31,-7.7,-0.2,289,721,40.1,853,146,52.4,38.3,326,84.0,56.2,568,32,5.6,24,0.63,12.6,/en/squads/c0d3eab4/2017-2018/Strasbourg-Stats
1,38,54,6,3,6,2,52.2,0.3,0.2,0.01,315,740,42.6,931,166,51.9,39.6,331,77.6,54.6,565,23,4.1,79,2.08,17.7,/en/squads/3f8c4b5f/2017-2018/Toulouse-Stats
2,38,59,4,0,6,1,54.7,0.27,-3.3,-0.09,275,827,33.3,956,173,52.6,41.3,357,90.8,59.0,650,31,4.8,30,0.79,13.8,/en/squads/54195385/2017-2018/Troyes-Stats
2,34,46,2,2,11,0,45.5,0.26,-0.5,-0.01,274,578,47.4,946,162,44.2,37.8,281,56.9,44.2,471,34,7.2,18,0.53,12.5,/en/squads/0cdc4311/2017-2018/Augsburg-Stats
3,34,28,1,1,2,3,28.7,0.26,3.7,0.11,153,369,41.5,921,161,32.1,32.5,179,40.8,39.2,280,17,6.1,42,1.24,15.4,/en/squads/054efa67/2017-2018/Bayern-Munich-Stats
2,34,47,3,2,4,0,47.0,0.3,0.0,0.0,166,506,32.8,1083,185,32.4,32.4,245,63.3,49.9,419,41,9.8,39,1.15,14.0,/en/squads/add600ae/2017-2018/Dortmund-Stats
1,34,45,2,2,7,2,41.3,0.3,-1.7,-0.05,271,662,40.9,1058,164,45.0,37.2,241,77.2,56.1,483,46,9.5,59,1.74,15.2,/en/squads/f0ac8ee6/2017-2018/Eintracht-Frankfurt-Stats
2,34,56,4,1,7,4,42.8,0.25,-9.2,-0.27,341,836,40.8,1093,130,50.0,40.8,330,87.9,63.4,570,30,5.3,23,0.68,14.2,/en/squads/a486e511/2017-2018/Freiburg-Stats
2,34,52,4,0,6,1,49.5,0.27,-1.5,-0.04,209,570,36.7,1162,158,34.7,33.3,280,59.6,45.7,587,45,7.7,27,0.79,11.6,/en/squads/32f3ee20/2017-2018/Monchengladbach-Stats
2,34,53,3,1,5,1,52.2,0.35,0.2,0.01,186,577,32.2,986,128,40.8,40.6,264,66.3,52.1,446,36,8.1,33,0.97,14.8,/en/squads/26790c6a/2017-2018/Hamburger-SV-Stats
2,34,54,2,1,11,0,48.9,0.27,-5.1,-0.15,253,569,44.5,972,181,42.8,35.1,300,51.0,40.5,563,32,5.7,23,0.68,12.4,/en/squads/60b5e41f/2017-2018/Hannover-96-Stats
2,34,46,6,0,7,1,39.3,0.22,-5.7,-0.17,316,840,37.6,990,106,61.2,44.0,277,84.5,56.5,522,37,7.1,19,0.56,11.9,/en/squads/2818f8bc/2017-2018/Hertha-BSC-Stats
1,34,48,3,1,9,2,42.6,0.27,-3.4,-0.1,223,590,37.8,1181,179,36.2,33.4,261,62.5,47.9,480,37,7.7,28,0.82,12.5,/en/squads/033ea6b8/2017-2018/Hoffenheim-Stats
1,34,70,8,0,7,0,66.5,0.29,-3.5,-0.1,302,746,40.5,787,84,62.9,44.1,299,83.9,57.3,592,25,4.2,31,0.91,13.7,/en/squads/bc357bf7/2017-2018/Koln-Stats
2,34,44,5,2,3,0,39.3,0.29,-4.7,-0.14,197,546,36.1,1028,140,39.2,35.0,256,55.9,45.6,380,29,7.6,35,1.03,14.4,/en/squads/c7a9f859/2017-2018/Bayer-Leverkusen-Stats
3,34,52,5,1,10,1,41.9,0.26,-9.1,-0.27,199,580,34.3,824,155,43.7,38.7,284,77.5,55.1,501,31,6.2,45,1.32,14.3,/en/squads/a224b06a/2017-2018/Mainz-05-Stats
2,34,53,5,0,8,0,48.3,0.29,-4.7,-0.14,234,563,41.6,930,158,43.7,36.0,213,73.7,50.5,451,36,8.0,35,1.03,13.9,/en/squads/acbb6a5b/2017-2018/RB-Leipzig-Stats
2,34,37,3,1,3,1,35.6,0.25,-0.4,-0.01,195,489,39.9,727,129,45.7,38.3,245,64.1,47.6,463,53,11.4,19,0.56,10.9,/en/squads/c539e393/2017-2018/Schalke-04-Stats
1,34,36,4,2,2,0,40.7,0.24,4.7,0.14,296,834,35.5,1029,123,57.2,42.8,300,81.7,59.0,547,34,6.2,37,1.09,13.6,/en/squads/598bc722/2017-2018/Stuttgart-Stats
1,34,40,2,0,6,2,42.0,0.25,4.0,0.12,234,576,40.6,915,185,44.7,38.6,256,65.2,49.6,482,27,5.6,17,0.5,10.7,/en/squads/62add3bf/2017-2018/Werder-Bremen-Stats
1,34,48,6,1,4,2,50.4,0.28,4.4,0.13,248,654,37.9,1043,210,44.2,38.0,288,67.0,52.0,522,57,10.9,30,0.88,12.1,/en/squads/4eaa11d7/2017-2018/Wolfsburg-Stats
3,38,39,1,2,4,0,39.3,0.32,0.3,0.01,206,464,44.4,757,195,32.8,34.5,283,76.3,52.4,487,20,4.1,30,0.79,14.1,/en/squads/922493f3/2017-2018/Atalanta-Stats
3,38,84,10,1,10,2,79.7,0.34,-2.3,-0.06,225,628,35.8,1007,221,40.8,32.9,344,63.1,46.2,619,51,8.2,51,1.34,14.1,/en/squads/4fcb34fd/2017-2018/Benevento-Stats
3,38,52,3,1,5,3,47.9,0.28,-1.1,-0.03,381,796,47.9,1096,172,47.2,38.5,375,74.4,49.8,715,20,2.8,43,1.13,14.1,/en/squads/1d8099f8/2017-2018/Bologna-Stats
3,38,61,8,4,4,1,58.3,0.29,-1.7,-0.05,285,651,43.8,698,155,47.9,38.6,376,84.3,54.7,625,30,4.8,18,0.47,10.6,/en/squads/c4260e09/2017-2018/Cagliari-Stats
1,38,59,4,2,11,4,56.3,0.27,1.3,0.03,249,620,40.2,799,176,45.3,36.8,394,65.5,42.7,651,16,2.5,14,0.37,10.3,/en/squads/cc919b35/2017-2018/Chievo-Stats
1,38,66,6,3,13,0,63.7,0.29,-2.3,-0.06,312,916,34.1,824,98,71.5,47.8,355,92.1,58.6,691,8,1.2,32,0.84,13.8,/en/squads/3074d7b1/2017-2018/Crotone-Stats
2,38,46,2,3,5,0,42.2,0.27,-3.8,-0.1,162,406,39.9,814,208,33.5,32.1,280,47.5,39.1,539,32,5.9,24,0.63,12.1,/en/squads/421387cf/2017-2018/Fiorentina-Stats
2,38,43,4,1,2,2,44.3,0.24,3.3,0.09,338,783,43.2,933,126,51.9,40.8,355,84.2,56.0,558,24,4.3,25,0.66,13.1,/en/squads/658bf2de/2017-2018/Genoa-Stats
2,38,78,6,4,10,2,69.3,0.24,-6.7,-0.18,374,903,41.4,1068,257,52.6,41.1,423,80.6,54.7,761,49,6.4,32,0.84,12.7,/en/squads/0e72edf2/2017-2018/Hellas-Verona-Stats
1,38,30,2,1,1,4,30.5,0.25,4.5,0.12,127,280,45.4,808,250,18.7,26.1,312,41.3,35.9,546,20,3.7,23,0.61,14.0,/en/squads/d609edc0/2017-2018/Internazionale-Stats
3,38,24,3,1,4,2,29.7,0.29,7.7,0.2,168,356,47.2,840,184,28.5,31.9,246,47.6,39.5,445,15,3.4,32,0.84,14.0,/en/squads/e0652b02/2017-2018/Juventus-Stats
1,38,49,9,2,3,2,51.3,0.27,4.3,0.11,217,466,46.6,883,180,38.5,34.2,308,40.9,38.8,437,18,4.1,35,0.92,14.8,/en/squads/7213da33/2017-2018/Lazio-Stats
1,38,42,2,0,4,1,38.9,0.28,-2.1,-0.05,174,392,44.4,968,150,28.0,29.7,267,45.3,37.8,487,16,3.3,39,1.03,14.1,/en/squads/dc56fe14/2017-2018/Milan-Stats
2,38,29,2,2,3,0,27.0,0.26,-2.0,-0.05,149,337,44.2,964,179,25.8,30.0,240,36.7,36.5,360,10,2.8,57,1.5,18.8,/en/squads/d48ad4ff/2017-2018/Napoli-Stats
2,38,28,3,0,2,0,36.0,0.23,8.0,0.21,220,429,51.3,1099,250,28.9,32.1,259,42.9,40.9,484,17,3.5,92,2.42,18.9,/en/squads/cf74a709/2017-2018/Roma-Stats
3,38,59,9,1,7,4,64.4,0.27,9.4,0.25,254,733,34.7,835,133,57.6,44.1,352,71.6,49.4,626,16,2.6,20,0.53,13.8,/en/squads/1d2fe027/2017-2018/SPAL-Stats
3,38,60,6,1,7,2,61.6,0.27,3.6,0.1,238,588,40.5,936,148,42.8,38.8,320,58.4,46.7,612,23,3.8,44,1.16,13.1,/en/squads/8ff9e3b3/2017-2018/Sampdoria-Stats
2,38,59,2,3,7,2,51.8,0.28,-5.2,-0.14,280,622,45.0,837,189,47.3,39.3,311,72.7,48.9,625,22,3.5,23,0.61,11.9,/en/squads/e2befd26/2017-2018/Sassuolo-Stats
2,38,46,5,3,5,0,47.5,0.25,1.5,0.04,242,562,43.1,1027,204,35.5,34.1,327,60.2,44.7,637,33,5.2,50,1.32,13.8,/en/squads/105360fe/2017-2018/Torino-Stats
2,38,63,2,1,11,5,53.1,0.29,-4.9,-0.13,281,669,42.0,906,164,46.2,38.0,342,73.1,49.1,605,26,4.3,32,0.84,13.1,/en/squads/04eea015/2017-2018/Udinese-Stats
