players_used,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,url
24,38,649,17.08,449,78,40,33,38,11,51,1.34,35,6,4,3,3,0,/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats
27,38,657,17.29,457,64,57,23,49,7,79,2.08,51,5,9,7,5,2,/en/squads/7c21e445/2017-2018/West-Ham-United-Stats
30,38,665,17.5,439,70,49,31,61,15,71,1.87,52,4,7,4,4,0,/en/squads/8d6fd021/2017-2018/Alaves-Stats
26,38,741,19.5,501,95,36,41,52,16,68,1.79,45,4,2,10,7,0,/en/squads/2b390eca/2017-2018/Athletic-Club-Stats
26,38,701,18.45,472,73,65,29,45,17,104,2.74,70,2,14,7,7,4,/en/squads/db3b9613/2017-2018/Atletico-Madrid-Stats
25,38,1035,27.24,743,45,99,57,71,20,170,4.47,121,5,17,14,10,3,/en/squads/206d90db/2017-2018/Barcelona-Stats
29,38,724,19.05,551,44,61,22,31,15,93,2.45,72,5,6,5,4,1,/en/squads/fc536746/2017-2018/Real-Betis-Stats
23,38,802,21.11,580,56,49,40,56,21,103,2.71,70,6,8,8,7,4,/en/squads/f25da7fb/2017-2018/Celta-Vigo-Stats
27,38,809,21.29,537,106,46,34,71,15,72,1.89,50,9,1,7,4,1,/en/squads/bea5c710/2017-2018/Eibar-Stats
25,38,724,19.05,505,70,43,37,49,20,60,1.58,40,4,4,2,6,4,/en/squads/a8661628/2017-2018/Espanyol-Stats
32,38,629,16.55,377,87,54,26,59,26,64,1.68,31,9,9,5,8,2,/en/squads/7848bd64/2017-2018/Getafe-Stats
25,38,794,20.89,497,117,44,40,79,17,88,2.32,47,9,11,7,12,2,/en/squads/9024a00a/2017-2018/Girona-Stats
32,38,818,21.53,577,92,52,45,41,11,67,1.76,45,8,3,7,4,0,/en/squads/2a60ed82/2017-2018/Deportivo-La-Coruna-Stats
36,38,732,19.26,519,64,54,26,61,8,41,1.08,28,0,6,3,3,1,/en/squads/0049d422/2017-2018/Las-Palmas-Stats
28,38,678,17.84,420,84,50,38,61,25,55,1.45,32,6,5,8,3,1,/en/squads/7c6f2c78/2017-2018/Leganes-Stats
33,38,728,19.16,499,65,61,34,48,21,79,2.08,53,5,8,3,10,0,/en/squads/9800b6a1/2017-2018/Levante-Stats
37,38,687,18.08,427,85,61,39,52,23,34,0.89,20,4,2,3,4,1,/en/squads/1c896955/2017-2018/Malaga-Stats
24,38,1290,33.95,1000,81,82,57,53,17,166,4.37,121,8,9,16,11,1,/en/squads/53a2f082/2017-2018/Real-Madrid-Stats
27,38,922,24.26,651,90,66,42,62,11,108,2.84,77,8,10,5,7,1,/en/squads/e31d1cd9/2017-2018/Real-Sociedad-Stats
31,38,927,24.39,693,75,59,42,43,15,90,2.37,59,8,9,7,6,1,/en/squads/ad2be733/2017-2018/Sevilla-Stats
25,38,860,22.63,605,76,74,45,47,13,114,3.0,76,7,11,8,9,3,/en/squads/dcc91a7b/2017-2018/Valencia-Stats
32,38,831,21.87,605,64,69,37,36,20,95,2.5,67,3,13,7,5,0,/en/squads/2a8183b3/2017-2018/Villarreal-Stats
30,38,621,16.34,423,79,46,23,43,7,58,1.53,36,3,7,5,6,1,/en/squads/25622401/2017-2018/Amiens-Stats
27,38,798,21.0,536,80,69,49,55,9,69,1.82,43,8,3,8,7,0,/en/squads/69236f98/2017-2018/Angers-Stats
31,38,825,21.71,611,55,56,46,43,14,92,2.42,67,4,6,9,5,1,/en/squads/123f3efe/2017-2018/Bordeaux-Stats
26,38,794,20.89,544,104,44,35,52,15,47,1.24,35,4,2,1,4,1,/en/squads/74229020/2017-2018/Caen-Stats
26,38,779,20.5,547,74,67,31,52,8,89,2.34,54,6,13,8,7,1,/en/squads/8dfb7350/2017-2018/Dijon-Stats
23,38,764,20.11,524,75,47,47,61,10,74,1.95,48,4,3,11,8,0,/en/squads/d41b5f53/2017-2018/Guingamp-Stats
25,38,790,20.79,576,61,66,32,44,11,73,1.92,53,2,12,3,3,0,/en/squads/cb188c0c/2017-2018/Lille-Stats
26,38,1036,27.26,681,77,107,70,72,29,151,3.97,104,7,14,10,11,5,/en/squads/d53c0b06/2017-2018/Lyon-Stats
26,38,1102,29.0,751,100,100,76,62,13,136,3.58,88,7,15,16,7,3,/en/squads/5725cc7b/2017-2018/Marseille-Stats
36,38,763,20.08,518,80,65,37,38,25,57,1.5,43,4,3,3,1,3,/en/squads/f83960ae/2017-2018/Metz-Stats
32,38,835,21.97,549,78,74,49,68,17,138,3.63,82,9,19,16,11,1,/en/squads/fd6114db/2017-2018/Monaco-Stats
23,38,870,22.89,608,90,66,42,50,14,65,1.71,53,2,4,5,1,0,/en/squads/281b0e73/2017-2018/Montpellier-Stats
30,38,880,23.16,598,83,58,63,61,17,62,1.63,41,3,3,9,6,0,/en/squads/d7a486cd/2017-2018/Nantes-Stats
31,38,870,22.89,595,76,81,52,56,10,96,2.53,61,6,10,8,9,2,/en/squads/132ebc33/2017-2018/Nice-Stats
28,38,1115,29.34,824,69,89,51,59,23,181,4.76,136,6,20,8,10,1,/en/squads/e2d8892c/2017-2018/Paris-Saint-Germain-Stats
28,38,811,21.34,523,94,51,49,74,20,75,1.97,50,3,5,7,9,1,/en/squads/b3072e00/2017-2018/Rennes-Stats
30,38,738,19.42,521,68,52,34,51,12,75,1.97,47,4,9,4,9,2,/en/squads/d298ef2c/2017-2018/Saint-Etienne-Stats
25,38,789,20.76,526,97,44,46,62,14,78,2.05,47,5,6,7,11,2,/en/squads/c0d3eab4/2017-2018/Strasbourg-Stats
25,38,771,20.29,499,77,67,45,66,17,63,1.66,40,3,4,5,9,2,/en/squads/3f8c4b5f/2017-2018/Toulouse-Stats
25,38,623,16.39,467,48,39,30,29,10,53,1.39,37,3,5,5,3,0,/en/squads/54195385/2017-2018/Troyes-Stats
27,34,747,21.97,518,90,27,48,46,18,68,2.0,45,6,1,9,6,1,/en/squads/0cdc4311/2017-2018/Augsburg-Stats
28,34,1105,32.5,863,86,37,52,54,13,169,4.97,134,7,9,9,8,2,/en/squads/054efa67/2017-2018/Bayern-Munich-Stats
30,34,857,25.21,658,53,39,60,28,19,102,3.0,72,1,10,15,2,2,/en/squads/add600ae/2017-2018/Dortmund-Stats
28,34,678,19.94,479,81,26,42,32,18,83,2.44,61,7,2,5,6,2,/en/squads/f0ac8ee6/2017-2018/Eintracht-Frankfurt-Stats
29,34,670,19.71,460,81,26,37,55,11,56,1.65,31,10,4,2,7,2,/en/squads/a486e511/2017-2018/Freiburg-Stats
27,34,795,23.38,566,72,46,53,41,17,77,2.26,44,7,6,11,7,2,/en/squads/32f3ee20/2017-2018/Monchengladbach-Stats
29,34,678,19.94,445,83,45,37,49,19,46,1.35,26,2,3,8,4,3,/en/squads/26790c6a/2017-2018/Hamburger-SV-Stats
26,34,763,22.44,509,89,36,55,59,15,78,2.29,53,7,2,8,8,0,/en/squads/60b5e41f/2017-2018/Hannover-96-Stats
25,34,562,16.53,401,59,28,29,39,6,79,2.32,49,10,4,6,9,1,/en/squads/2818f8bc/2017-2018/Hertha-BSC-Stats
26,34,843,24.79,648,61,44,47,31,12,105,3.09,72,6,7,11,6,3,/en/squads/033ea6b8/2017-2018/Hoffenheim-Stats
31,34,669,19.68,487,56,31,38,41,16,63,1.85,37,9,5,3,8,1,/en/squads/bc357bf7/2017-2018/Koln-Stats
24,34,913,26.85,689,65,50,40,49,20,105,3.09,75,6,13,2,5,4,/en/squads/c7a9f859/2017-2018/Bayer-Leverkusen-Stats
27,34,724,21.29,525,63,38,29,47,22,66,1.94,45,7,4,4,6,0,/en/squads/a224b06a/2017-2018/Mainz-05-Stats
23,34,872,25.65,638,71,60,42,42,19,104,3.06,78,5,7,8,5,1,/en/squads/acbb6a5b/2017-2018/RB-Leipzig-Stats
24,34,730,21.47,476,82,55,42,53,22,89,2.62,47,10,7,8,15,2,/en/squads/c539e393/2017-2018/Schalke-04-Stats
26,34,628,18.47,431,59,37,40,34,27,58,1.71,28,5,9,10,3,3,/en/squads/598bc722/2017-2018/Stuttgart-Stats
25,34,789,23.21,566,78,32,63,39,11,58,1.71,33,8,2,10,2,3,/en/squads/62add3bf/2017-2018/Werder-Bremen-Stats
29,34,625,18.38,460,49,23,34,46,13,66,1.94,51,5,2,2,5,1,/en/squads/4eaa11d7/2017-2018/Wolfsburg-Stats
25,38,1015,26.71,725,92,72,77,35,14,98,2.58,67,6,8,9,6,2,/en/squads/922493f3/2017-2018/Atalanta-Stats
41,38,825,21.71,581,73,60,51,43,17,58,1.53,36,5,4,7,4,2,/en/squads/4fcb34fd/2017-2018/Benevento-Stats
30,38,643,16.92,464,39,43,32,51,14,62,1.63,38,4,4,8,7,1,/en/squads/1d8099f8/2017-2018/Bologna-Stats
29,38,657,17.29,466,77,27,43,36,8,54,1.42,38,6,2,5,3,0,/en/squads/c4260e09/2017-2018/Cagliari-Stats
25,38,700,18.42,542,53,34,25,32,14,65,1.71,48,7,3,4,3,0,/en/squads/cc919b35/2017-2018/Chievo-Stats
29,38,651,17.13,442,76,34,33,46,20,64,1.68,47,3,1,8,4,1,/en/squads/3074d7b1/2017-2018/Crotone-Stats
27,38,1083,28.5,814,86,64,61,38,20,96,2.53,65,4,10,7,9,1,/en/squads/421387cf/2017-2018/Fiorentina-Stats
33,38,750,19.74,561,58,49,40,32,10,54,1.42,36,3,5,4,4,2,/en/squads/658bf2de/2017-2018/Genoa-Stats
32,38,611,16.08,413,61,45,37,38,17,48,1.26,30,3,3,6,4,2,/en/squads/0e72edf2/2017-2018/Hellas-Verona-Stats
22,38,1031,27.13,786,93,51,47,37,17,111,2.92,73,12,4,10,11,1,/en/squads/d609edc0/2017-2018/Internazionale-Stats
24,38,1011,26.61,746,73,74,44,63,11,154,4.05,115,6,13,8,11,1,/en/squads/e0652b02/2017-2018/Juventus-Stats
24,38,1009,26.55,776,72,76,45,33,7,150,3.95,105,9,17,9,10,0,/en/squads/7213da33/2017-2018/Lazio-Stats
24,38,1097,28.87,841,60,65,77,45,9,96,2.53,68,4,3,13,7,1,/en/squads/dc56fe14/2017-2018/Milan-Stats
23,38,1186,31.21,958,58,68,51,34,17,130,3.42,91,10,10,9,8,2,/en/squads/d48ad4ff/2017-2018/Napoli-Stats
27,38,1152,30.32,837,101,78,59,52,25,102,2.68,72,4,8,3,7,8,/en/squads/cf74a709/2017-2018/Roma-Stats
29,38,663,17.45,442,73,47,29,54,18,64,1.68,37,5,1,10,10,1,/en/squads/1d2fe027/2017-2018/SPAL-Stats
27,38,819,21.55,572,76,53,49,52,17,89,2.34,57,4,8,7,10,3,/en/squads/8ff9e3b3/2017-2018/Sampdoria-Stats
28,38,867,22.82,622,76,53,54,48,14,50,1.32,33,3,5,4,5,0,/en/squads/e2befd26/2017-2018/Sassuolo-Stats
27,38,793,20.87,561,77,58,43,45,9,95,2.5,66,7,7,10,4,1,/en/squads/105360fe/2017-2018/Torino-Stats
27,38,783,20.61,568,62,54,42,38,19,80,2.11,50,6,6,6,8,4,/en/squads/04eea015/2017-2018/Udinese-Stats
