playedMatches,goals,assists,penalties,player.id,player.name,player.firstName,player.lastName,player.dateOfBirth,player.nationality,player.section,player.position,player.shirtNumber,player.lastUpdated,team.id,team.name,team.shortName,team.tla,team.crest,team.address,team.website,team.founded,team.clubColors,team.venue,team.lastUpdated,competition_code,competition_name,season_start_year
33,24,6.0,6.0,80161,Sem Steijn,Sem,Steijn,2001-11-17,Netherlands,Attacking Midfield,,,2024-08-24T08:13:26Z,666,FC Twente '65,Twente,TWE,https://crests.football-data.org/666.png,Colosseum 65 Enschede 7521 PP,http://www.fctwente.nl,1965,Red / White,De Grolsch Veste,2022-03-24T17:06:27Z,DED,Eredivisie,2024
34,16,10.0,,119703,Igor Paixão,,Igor Paixão,2000-06-28,Brazil,Left Winger,,,2024-08-24T08:13:26Z,675,Feyenoord Rotterdam,Feyenoord,FEY,https://crests.football-data.org/675.png,Van Zandvlietplein 3 Rotterdam 3007 AP,http://www.feyenoord.nl,1908,Red / White / Black,Stadion Feijenoord,2022-03-24T17:06:52Z,DED,Eredivisie,2024
33,14,8.0,2.0,7452,Luuk de Jong,Luuk,de Jong,1990-08-27,Netherlands,Centre-Forward,,,2024-08-24T08:13:26Z,674,PSV,PSV,PSV,https://crests.football-data.org/674.png,Fredriklaan 10a Eindhoven 5616 NH,http://www.psv.nl,1913,Red / White,Philips Stadion,2022-03-06T09:30:40Z,DED,Eredivisie,2024
28,14,1.0,2.0,131041,Troy Parrott,Troy,Parrott,2002-02-04,Ireland,Centre-Forward,,,2024-08-24T08:13:27Z,682,AZ,AZ,AZ,https://crests.football-data.org/682.png,Stadionweg 1 Alkmaar 1812 AZ,http://www.az.nl,1967,Red / White,AFAS Stadion,2022-03-22T10:11:18Z,DED,Eredivisie,2024
31,13,,3.0,7476,Dylan Vente,Dylan,Vente,1999-05-09,Suriname,Centre-Forward,,,2024-09-06T09:41:28Z,684,PEC Zwolle,Zwolle,ZWO,https://crests.football-data.org/684.png,Stadionplein 1 Zwolle 8025 CP,http://www.peczwolle.nl,1910,Blue / White,MAC³PARK Stadion,2022-03-22T10:11:39Z,DED,Eredivisie,2024
26,12,2.0,,144470,Malik Tillman,Malik,Tillman,2002-05-28,USA,Attacking Midfield,,,2024-08-24T08:13:26Z,674,PSV,PSV,PSV,https://crests.football-data.org/674.png,Fredriklaan 10a Eindhoven 5616 NH,http://www.psv.nl,1913,Red / White,Philips Stadion,2022-03-06T09:30:40Z,DED,Eredivisie,2024
26,12,2.0,,130053,Oliver Edvardsen,Oliver,Edvardsen,1999-03-19,Norway,Left Winger,,23.0,2025-01-30T09:41:23Z,678,AFC Ajax,Ajax,AJA,https://crests.football-data.org/678.png,ArenA Boulevard 29 Amsterdam 1101 AX,http://www.ajax.nl,1900,Red / White,Johan Cruyff ArenA,2022-03-22T10:11:05Z,DED,Eredivisie,2024
20,11,2.0,,119731,Ricardo Pepi,Ricardo,Pepi,2003-01-09,USA,Centre-Forward,,16.0,2024-08-24T08:13:26Z,674,PSV,PSV,PSV,https://crests.football-data.org/674.png,Fredriklaan 10a Eindhoven 5616 NH,http://www.psv.nl,1913,Red / White,Philips Stadion,2022-03-06T09:30:40Z,DED,Eredivisie,2024
29,11,10.0,,7565,Noa Lang,Noa,Lang,1999-06-17,Netherlands,Left Winger,,,2024-08-24T08:13:26Z,674,PSV,PSV,PSV,https://crests.football-data.org/674.png,Fredriklaan 10a Eindhoven 5616 NH,http://www.psv.nl,1913,Red / White,Philips Stadion,2022-03-06T09:30:40Z,DED,Eredivisie,2024
29,11,11.0,,130173,Ismael Saibari,Ismael,Saibari,2001-01-28,Morocco,Central Midfield,,9.0,2024-08-24T08:13:26Z,674,PSV,PSV,PSV,https://crests.football-data.org/674.png,Fredriklaan 10a Eindhoven 5616 NH,http://www.psv.nl,1913,Red / White,Philips Stadion,2022-03-06T09:30:40Z,DED,Eredivisie,2024
