players_used,Poss,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,url
26,53.7,38,24847,2639,8093,10389,6569,1036,24844,730,317,43.4,338,46.3,14245,70351,37126,711,515,239,497,293,16447,1578,/en/squads/19538871/2022-2023/Manchester-United-Stats
27,52.3,38,22106,2088,6757,9053,6516,1161,22100,784,350,44.6,322,41.1,12023,64186,32987,695,493,228,576,363,13803,1599,/en/squads/b2b47a98/2022-2023/Newcastle-United-Stats
33,37.6,38,17911,2715,7420,6953,3755,611,17905,572,258,45.1,234,40.9,8674,46411,24020,436,308,111,537,275,9452,847,/en/squads/e4a775cb/2022-2023/Nottingham-Forest-Stats
36,44.5,38,21094,2639,7453,8997,4879,712,21090,760,362,47.6,318,41.8,11323,61002,29821,588,452,131,567,401,12216,1112,/en/squads/33c895d4/2022-2023/Southampton-Stats
29,50.0,38,23836,2734,8571,10329,5135,842,23830,666,306,45.9,288,43.2,13679,71290,36842,692,465,189,521,356,15864,1436,/en/squads/361ca564/2022-2023/Tottenham-Hotspur-Stats
25,42.1,38,20411,2362,6898,8704,4993,756,20403,615,250,40.7,266,43.3,10540,57451,28247,615,413,166,458,357,12256,1266,/en/squads/7c21e445/2022-2023/West-Ham-United-Stats
32,49.9,38,22539,2921,8544,9264,4960,686,22536,782,385,49.2,302,38.6,12374,67241,35071,610,421,142,516,326,14453,1332,/en/squads/8cec06e1/2022-2023/Wolverhampton-Wanderers-Stats
29,45.1,38,20070,2715,7746,8468,4071,631,20067,666,296,44.4,310,46.5,10792,56990,29135,569,433,131,580,281,12047,1080,/en/squads/78ecf4bb/2022-2023/Almeria-Stats
26,51.6,38,22737,1978,6159,10166,6645,931,22730,734,347,47.3,305,41.6,12898,70963,39297,864,587,217,554,351,14284,1801,/en/squads/2b390eca/2022-2023/Athletic-Club-Stats
27,50.6,38,24417,2414,7790,11103,5714,934,24415,656,322,49.1,262,39.9,13701,67344,35788,730,473,200,486,277,16706,1557,/en/squads/db3b9613/2022-2023/Atletico-Madrid-Stats
29,64.3,38,28424,2020,6759,14000,7894,1154,28422,803,396,49.3,321,40.0,18802,101072,55616,961,785,279,546,326,21144,2169,/en/squads/206d90db/2022-2023/Barcelona-Stats
30,50.6,38,22482,2330,7276,10222,5226,718,22473,773,365,47.2,311,40.2,12640,63667,31076,621,492,156,564,353,14568,1259,/en/squads/fc536746/2022-2023/Real-Betis-Stats
26,50.2,38,22608,2214,7194,10099,5553,734,22605,700,323,46.1,295,42.1,13546,71269,36623,704,558,161,566,298,14591,1393,/en/squads/f25da7fb/2022-2023/Celta-Vigo-Stats
38,41.9,38,18156,2374,6497,7769,4091,579,18151,569,246,43.2,249,43.8,9031,48205,24623,475,350,89,567,354,9839,960,/en/squads/ee7c297c/2022-2023/Cadiz-Stats
32,45.5,38,19948,2416,7058,8743,4363,619,19943,708,342,48.3,311,43.9,11273,60014,29395,561,408,107,577,345,11950,1185,/en/squads/6c8b07df/2022-2023/Elche-Stats
33,43.1,38,18805,2216,6173,8355,4471,688,18800,575,257,44.7,260,45.2,9604,51135,25085,528,385,111,526,245,10712,1135,/en/squads/a8661628/2022-2023/Espanyol-Stats
25,39.9,38,17948,1980,5769,8366,3993,589,17940,456,217,47.6,189,41.4,8695,41814,20506,365,292,78,504,268,9605,989,/en/squads/7848bd64/2022-2023/Getafe-Stats
29,51.3,38,22398,2619,7919,9753,4932,761,22389,728,341,46.8,311,42.7,13365,73974,38669,725,497,167,467,330,15020,1364,/en/squads/9024a00a/2022-2023/Girona-Stats
31,41.1,38,18171,2351,6553,8032,3792,524,18166,556,293,52.7,198,35.6,9509,50982,24564,476,341,94,498,302,10356,935,/en/squads/2aa12281/2022-2023/Mallorca-Stats
26,48.0,38,20888,2287,6397,9352,5331,709,20883,626,313,50.0,247,39.5,11200,58264,28888,545,416,128,590,316,12580,1338,/en/squads/03c57e2b/2022-2023/Osasuna-Stats
28,51.2,38,21773,2061,6266,9706,6029,699,21765,660,296,44.8,290,43.9,12216,65376,33507,703,547,131,554,374,13384,1377,/en/squads/98e8af82/2022-2023/Rayo-Vallecano-Stats
26,60.9,38,28884,2415,7782,12859,8463,1151,28872,971,475,48.9,379,39.0,19026,100306,53191,1008,734,338,490,297,21956,2000,/en/squads/53a2f082/2022-2023/Real-Madrid-Stats
30,54.6,38,23231,2283,6890,10794,5762,798,23227,680,307,45.1,293,43.1,13362,70912,36738,692,499,187,607,368,15101,1463,/en/squads/e31d1cd9/2022-2023/Real-Sociedad-Stats
35,52.6,38,22999,2284,7140,10069,5984,741,22994,604,269,44.5,257,42.5,13544,67136,32550,558,520,122,515,312,15243,1497,/en/squads/ad2be733/2022-2023/Sevilla-Stats
28,52.0,38,21620,2061,6446,9155,6255,822,21612,747,352,47.1,307,41.1,12240,69474,37665,786,630,165,555,338,13469,1457,/en/squads/dcc91a7b/2022-2023/Valencia-Stats
36,48.7,38,20748,2571,7370,9027,4583,638,20744,718,309,43.0,318,44.3,11499,64338,32319,610,451,147,589,316,12521,1233,/en/squads/17859612/2022-2023/Valladolid-Stats
32,56.9,38,23818,2621,7659,10215,6181,911,23811,880,435,49.4,345,39.2,14393,81383,45453,846,570,239,552,343,16363,1617,/en/squads/2a8183b3/2022-2023/Villarreal-Stats
36,43.2,38,19271,1979,6134,9380,3966,486,19262,632,285,45.1,277,43.8,12563,73530,32337,487,406,92,625,324,11114,1150,/en/squads/7a54bb4f/2022-2023/Ajaccio-Stats
33,46.9,38,21515,2041,6588,10633,4609,567,21511,928,441,47.5,392,42.2,15521,89958,41416,632,596,149,593,349,13974,1374,/en/squads/69236f98/2022-2023/Angers-Stats
33,43.3,38,20359,2523,7094,9231,4269,630,20350,749,337,45.0,319,42.6,13862,80840,35785,531,461,131,645,320,12268,1267,/en/squads/5ae09109/2022-2023/Auxerre-Stats
29,44.9,38,20724,2299,6960,9493,4555,668,20716,655,270,41.2,301,46.0,13923,82682,37394,592,490,124,566,322,12371,1294,/en/squads/fb08dbb3/2022-2023/Brest-Stats
28,48.3,38,22057,2500,7753,10251,4323,656,22047,753,350,46.5,309,41.0,15772,89656,41497,532,508,111,566,338,14090,1294,/en/squads/d9676424/2022-2023/Clermont-Foot-Stats
29,55.6,38,24935,2026,6456,12750,5964,841,24926,666,326,48.9,255,38.3,19150,112844,52786,738,732,160,526,302,17645,1821,/en/squads/fd4e0f7d/2022-2023/Lens-Stats
26,60.5,38,26767,2074,7054,13386,6573,1010,26755,826,400,48.4,330,40.0,20538,112069,52803,798,705,206,537,398,19056,1959,/en/squads/cb188c0c/2022-2023/Lille-Stats
30,46.6,38,22605,2854,8346,10039,4473,695,22599,916,406,44.3,388,42.4,16379,97993,47864,753,592,175,596,332,14727,1322,/en/squads/d2c87802/2022-2023/Lorient-Stats
29,58.1,38,27048,2207,7251,13396,6634,1041,27040,895,398,44.5,401,44.8,20488,110348,50615,709,719,233,618,371,18817,1868,/en/squads/d53c0b06/2022-2023/Lyon-Stats
30,56.7,38,24839,2007,6525,11697,6878,1000,24832,743,357,48.0,320,43.1,18366,107143,52090,759,639,172,598,360,16633,1895,/en/squads/5725cc7b/2022-2023/Marseille-Stats
27,48.2,38,22398,2069,5963,10799,5891,918,22390,678,318,46.9,283,41.7,15973,91223,44561,719,590,183,550,345,14273,1802,/en/squads/fd6114db/2022-2023/Monaco-Stats
31,45.8,38,20469,2351,6847,9513,4378,670,20462,780,338,43.3,321,41.2,13886,80186,37309,556,494,150,594,362,12321,1243,/en/squads/281b0e73/2022-2023/Montpellier-Stats
29,45.9,38,21497,2310,6504,10417,4849,726,21492,788,378,48.0,333,42.3,14771,86725,40556,705,483,154,553,350,13142,1547,/en/squads/d7a486cd/2022-2023/Nantes-Stats
34,51.5,38,25011,2520,8118,11897,5306,801,25004,822,420,51.1,330,40.1,18764,107128,51614,774,663,168,547,384,17175,1517,/en/squads/132ebc33/2022-2023/Nice-Stats
26,60.7,38,30202,2265,7245,15502,7723,1130,30195,976,454,46.5,423,43.3,24951,129073,62262,810,842,238,445,392,23544,2015,/en/squads/e2d8892c/2022-2023/Paris-Saint-Germain-Stats
34,48.7,38,22018,2275,6937,10012,5357,823,22010,800,347,43.4,370,46.3,15457,92007,44472,712,535,187,675,379,13524,1704,/en/squads/7fdd64e0/2022-2023/Reims-Stats
32,55.4,38,25212,2030,6550,12749,6163,1000,25209,784,410,52.3,308,39.3,19035,109626,51641,774,709,208,565,337,17479,1906,/en/squads/b3072e00/2022-2023/Rennes-Stats
29,45.9,38,21567,2088,6402,10381,5043,755,21560,708,340,48.0,277,39.1,14701,85310,39876,610,604,131,589,313,13215,1340,/en/squads/c0d3eab4/2022-2023/Strasbourg-Stats
29,51.3,38,23432,2448,7418,10853,5373,773,23428,668,283,42.4,302,45.2,16785,92186,43533,648,533,150,554,303,15271,1723,/en/squads/3f8c4b5f/2022-2023/Toulouse-Stats
32,42.6,38,20380,2819,7826,8833,3993,590,20375,792,365,46.1,347,43.8,14238,84027,38482,638,481,144,531,341,12642,1224,/en/squads/54195385/2022-2023/Troyes-Stats
34,41.7,34,16607,2548,6859,6323,3604,574,16602,491,202,41.1,234,47.7,7744,41189,20165,331,241,70,490,266,8309,831,/en/squads/0cdc4311/2022-2023/Augsburg-Stats
28,64.2,34,26741,2210,7657,12339,6998,1185,26736,912,466,51.1,362,39.7,17141,88991,44959,863,577,286,601,354,19261,2019,/en/squads/054efa67/2022-2023/Bayern-Munich-Stats
26,46.1,34,17478,2270,6243,7442,3956,661,17475,420,175,41.7,195,46.4,7951,40250,18371,350,274,86,500,258,9060,1007,/en/squads/b42c6323/2022-2023/Bochum-Stats
30,58.2,34,23758,2099,7166,10816,6011,944,23752,879,415,47.2,366,41.6,14458,75809,39242,783,514,205,483,356,16318,1614,/en/squads/add600ae/2022-2023/Dortmund-Stats
28,52.9,34,21945,2034,6815,10478,4867,850,21939,695,292,42.0,331,47.6,12138,61277,31167,632,431,220,533,293,13832,1361,/en/squads/f0ac8ee6/2022-2023/Eintracht-Frankfurt-Stats
27,48.1,34,19068,2247,6546,8368,4296,723,19060,483,216,44.7,200,41.4,10112,53575,25969,427,297,108,444,240,11445,1027,/en/squads/a486e511/2022-2023/Freiburg-Stats
27,53.7,34,22583,2744,8415,10217,4133,720,22577,548,240,43.8,226,41.2,13046,62465,31728,518,396,143,493,304,15408,1159,/en/squads/32f3ee20/2022-2023/Monchengladbach-Stats
32,42.0,34,17023,2095,6263,7457,3531,612,17016,711,323,45.4,316,44.4,8139,43026,19959,413,269,132,521,301,8796,905,/en/squads/2818f8bc/2022-2023/Hertha-BSC-Stats
31,48.3,34,19434,2364,6926,8417,4271,705,19425,577,249,43.2,268,46.4,10627,53164,25890,457,330,138,551,258,11634,1168,/en/squads/033ea6b8/2022-2023/Hoffenheim-Stats
27,49.9,34,20320,2232,7198,8697,4630,751,20316,521,226,43.4,236,45.3,11017,58246,28164,522,383,117,485,287,12123,1240,/en/squads/bc357bf7/2022-2023/Koln-Stats
27,52.0,34,21877,2184,7160,10575,4338,702,21870,714,352,49.3,268,37.5,12070,67165,36395,678,469,187,524,327,14558,1232,/en/squads/c7a9f859/2022-2023/Bayer-Leverkusen-Stats
27,44.8,34,18471,1946,6200,8219,4257,780,18465,495,224,45.3,220,44.4,9265,44936,20625,364,275,106,552,251,9946,1139,/en/squads/a224b06a/2022-2023/Mainz-05-Stats
25,58.1,34,24322,2220,7782,11436,5327,834,24315,697,345,49.5,270,38.7,15273,73350,36506,599,440,168,525,316,16801,1437,/en/squads/acbb6a5b/2022-2023/RB-Leipzig-Stats
35,46.0,34,17260,2252,6541,7024,3912,677,17255,515,198,38.4,250,48.5,8384,42807,19961,415,295,66,513,274,9126,928,/en/squads/c539e393/2022-2023/Schalke-04-Stats
30,50.2,34,20930,2407,7525,9226,4438,738,20925,734,337,45.9,319,43.5,11707,63068,31698,609,440,161,563,336,13345,1261,/en/squads/598bc722/2022-2023/Stuttgart-Stats
28,43.8,34,17952,2108,6656,7246,4222,622,17945,415,182,43.9,180,43.4,9245,45321,21951,375,228,90,435,244,10177,990,/en/squads/7a41008f/2022-2023/Union-Berlin-Stats
25,49.3,34,20465,2390,7294,9382,3965,671,20459,516,233,45.2,228,44.2,10736,52169,25197,412,317,104,503,246,12329,1130,/en/squads/62add3bf/2022-2023/Werder-Bremen-Stats
28,50.6,34,20053,2304,7013,8781,4423,694,20046,600,256,42.7,268,44.7,11350,55720,28117,455,301,103,560,272,12444,1294,/en/squads/4eaa11d7/2022-2023/Wolfsburg-Stats
27,49.9,38,23863,2217,7478,10221,6382,956,23855,785,340,43.3,355,45.2,13145,67168,33175,687,565,210,619,387,15359,1628,/en/squads/922493f3/2022-2023/Atalanta-Stats
27,54.7,38,24552,2551,8483,11383,4893,592,24546,567,265,46.7,243,42.9,14223,70806,35047,564,487,113,582,305,16622,1358,/en/squads/1d8099f8/2022-2023/Bologna-Stats
33,42.1,38,19346,2538,7184,8051,4334,678,19339,569,237,41.7,251,44.1,9843,51780,26321,521,394,101,553,297,10770,1100,/en/squads/9aad3a77/2022-2023/Cremonese-Stats
32,47.3,38,21188,2962,8175,8766,4485,674,21186,705,313,44.4,311,44.1,11736,64438,31714,608,452,135,552,372,13050,1105,/en/squads/a3d88bd8/2022-2023/Empoli-Stats
30,56.1,38,23123,2028,6652,10361,6366,977,23117,704,323,45.9,273,38.8,13434,77635,39528,789,601,194,572,345,15234,1607,/en/squads/421387cf/2022-2023/Fiorentina-Stats
36,41.2,38,18056,2231,6320,7844,4147,636,18055,627,274,43.7,275,43.9,8665,47590,22382,503,359,103,577,329,9350,1051,/en/squads/0e72edf2/2022-2023/Hellas-Verona-Stats
25,55.7,38,25128,2720,8300,11127,5922,953,25123,494,216,43.7,200,40.5,14972,75152,38723,668,492,141,505,261,17526,1613,/en/squads/d609edc0/2022-2023/Internazionale-Stats
29,49.6,38,22810,2432,7514,10435,5077,817,22804,625,291,46.6,255,40.8,12888,66636,34490,673,496,145,583,350,15118,1389,/en/squads/e0652b02/2022-2023/Juventus-Stats
24,52.1,38,25453,2536,8100,12315,5243,769,25445,612,285,46.6,239,39.1,14379,73160,36610,683,484,182,528,290,18009,1368,/en/squads/7213da33/2022-2023/Lazio-Stats
29,41.3,38,18839,2129,6291,8105,4660,606,18833,559,240,42.9,245,43.8,9286,51693,25319,514,366,119,626,329,9976,1219,/en/squads/ffcbe334/2022-2023/Lecce-Stats
30,55.6,38,23856,2177,7373,11143,5617,891,23851,800,368,46.0,324,40.5,13802,78895,41728,795,584,182,595,320,15792,1576,/en/squads/dc56fe14/2022-2023/Milan-Stats
31,55.2,38,24603,2753,8855,11185,4768,680,24597,596,282,47.3,237,39.8,14329,79216,38961,708,500,152,575,309,17052,1350,/en/squads/21680aa4/2022-2023/Monza-Stats
27,61.8,38,28410,2012,7168,13935,7548,1084,28400,798,337,42.2,361,45.2,17977,89551,46645,907,663,237,566,339,20948,1789,/en/squads/d48ad4ff/2022-2023/Napoli-Stats
30,48.6,38,21862,2055,7183,10374,4566,789,21852,677,274,40.5,315,46.5,12407,68172,34789,684,490,170,559,318,14018,1198,/en/squads/cf74a709/2022-2023/Roma-Stats
30,44.9,38,20527,2604,7592,9096,4060,495,20525,599,264,44.1,261,43.6,11169,57765,27404,519,409,86,564,303,12529,1076,/en/squads/c5577084/2022-2023/Salernitana-Stats
40,46.1,38,20460,2511,7278,9134,4272,585,20458,543,260,47.9,222,40.9,11329,55044,26171,466,354,82,572,335,12492,1118,/en/squads/8ff9e3b3/2022-2023/Sampdoria-Stats
31,49.2,38,22100,2484,7486,9584,5249,817,22090,653,299,45.8,270,41.3,13042,71240,36974,761,527,204,533,364,14664,1552,/en/squads/e2befd26/2022-2023/Sassuolo-Stats
34,47.4,38,20952,2701,7867,8357,4959,692,20948,653,278,42.6,304,46.6,10996,60775,29636,553,397,114,659,366,12304,1156,/en/squads/68449f6d/2022-2023/Spezia-Stats
28,53.2,38,23243,2286,7273,10798,5380,733,23241,668,303,45.4,276,41.3,13094,71281,34612,684,527,182,618,314,15247,1317,/en/squads/105360fe/2022-2023/Torino-Stats
30,48.0,38,21183,2463,7415,9101,4912,849,21181,770,330,42.9,350,45.5,12105,65755,33221,646,461,163,641,336,13268,1344,/en/squads/04eea015/2022-2023/Udinese-Stats
