players_used,Playing Time,Playing Time,Playing Time,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,url
3,38,38,3420,38,68,1.79,182,112,65.9,9,11,18,8,21.1,9,6,2,1,25.0,/en/squads/e4a775cb/2022-2023/Nottingham-Forest-Stats
2,38,38,3420,38,73,1.92,150,81,52.7,6,7,25,4,10.5,3,2,1,0,33.3,/en/squads/33c895d4/2022-2023/Southampton-Stats
2,38,38,3420,38,63,1.66,172,109,65.1,18,6,14,10,26.3,4,3,1,0,25.0,/en/squads/361ca564/2022-2023/Tottenham-Hotspur-Stats
2,38,38,3420,38,55,1.45,170,115,70.0,11,7,20,9,23.7,6,4,1,1,20.0,/en/squads/7c21e445/2022-2023/West-Ham-United-Stats
2,38,38,3420,38,58,1.53,174,115,67.8,11,8,19,11,28.9,4,2,2,0,50.0,/en/squads/8cec06e1/2022-2023/Wolverhampton-Wanderers-Stats
3,38,38,3420,38,65,1.71,203,138,70.0,11,8,19,4,10.5,6,4,1,1,20.0,/en/squads/78ecf4bb/2022-2023/Almeria-Stats
2,38,38,3420,38,43,1.13,123,83,67.5,14,9,15,11,28.9,3,3,0,0,0.0,/en/squads/2b390eca/2022-2023/Athletic-Club-Stats
3,38,38,3420,38,33,0.87,128,95,77.3,23,8,7,13,34.2,5,4,0,1,0.0,/en/squads/db3b9613/2022-2023/Atletico-Madrid-Stats
2,38,38,3420,38,20,0.53,102,85,83.3,28,4,6,26,68.4,3,3,0,0,0.0,/en/squads/206d90db/2022-2023/Barcelona-Stats
2,38,38,3420,38,41,1.08,146,106,74.0,17,9,12,13,34.2,3,3,0,0,0.0,/en/squads/fc536746/2022-2023/Real-Betis-Stats
2,38,38,3420,38,53,1.39,134,80,64.2,11,10,17,10,26.3,8,5,2,1,28.6,/en/squads/f25da7fb/2022-2023/Celta-Vigo-Stats
2,38,38,3420,38,53,1.39,202,148,78.2,10,12,16,13,34.2,10,9,1,0,10.0,/en/squads/ee7c297c/2022-2023/Cadiz-Stats
2,38,38,3420,38,67,1.76,208,140,71.2,5,10,23,4,10.5,10,7,3,0,30.0,/en/squads/6c8b07df/2022-2023/Elche-Stats
4,38,38,3419,38,69,1.82,183,115,65.0,8,13,17,6,15.8,6,5,1,0,16.7,/en/squads/a8661628/2022-2023/Espanyol-Stats
1,38,38,3420,38,45,1.18,166,119,75.3,10,12,16,13,34.2,8,4,4,0,50.0,/en/squads/7848bd64/2022-2023/Getafe-Stats
2,38,38,3420,38,55,1.45,168,112,70.8,13,10,15,4,10.5,8,6,1,1,14.3,/en/squads/9024a00a/2022-2023/Girona-Stats
3,38,38,3420,38,43,1.13,145,101,74.5,14,8,16,13,34.2,7,6,1,0,14.3,/en/squads/2aa12281/2022-2023/Mallorca-Stats
2,38,38,3420,38,42,1.11,148,107,72.3,15,8,15,11,28.9,4,1,1,2,50.0,/en/squads/03c57e2b/2022-2023/Osasuna-Stats
2,38,38,3420,38,53,1.39,144,95,66.0,13,10,15,9,23.7,5,4,0,1,0.0,/en/squads/98e8af82/2022-2023/Rayo-Vallecano-Stats
2,38,38,3420,38,36,0.95,136,100,76.5,24,6,8,13,34.2,5,4,1,0,20.0,/en/squads/53a2f082/2022-2023/Real-Madrid-Stats
1,38,38,3420,38,35,0.92,133,99,74.4,21,8,9,15,39.5,2,1,1,0,50.0,/en/squads/e31d1cd9/2022-2023/Real-Sociedad-Stats
2,38,38,3420,38,54,1.42,161,109,67.7,13,10,15,9,23.7,3,2,1,0,33.3,/en/squads/ad2be733/2022-2023/Sevilla-Stats
1,38,38,3420,38,45,1.18,148,105,70.9,11,9,18,7,18.4,5,2,0,3,0.0,/en/squads/dcc91a7b/2022-2023/Valencia-Stats
3,38,38,3420,38,63,1.66,199,134,71.4,11,7,20,9,23.7,10,6,3,1,33.3,/en/squads/17859612/2022-2023/Valladolid-Stats
3,38,38,3420,38,40,1.05,149,110,75.8,19,7,12,12,31.6,4,4,0,0,0.0,/en/squads/2a8183b3/2022-2023/Villarreal-Stats
3,38,38,3420,38,74,1.95,161,89,59.6,7,5,26,6,15.8,10,9,0,1,0.0,/en/squads/7a54bb4f/2022-2023/Ajaccio-Stats
2,38,38,3420,38,81,2.13,197,119,63.5,4,6,28,4,10.5,11,9,1,1,10.0,/en/squads/69236f98/2022-2023/Angers-Stats
3,38,38,3420,38,63,1.66,181,117,67.4,8,11,19,7,18.4,6,4,2,0,33.3,/en/squads/5ae09109/2022-2023/Auxerre-Stats
2,38,38,3420,38,54,1.42,179,125,73.7,11,11,16,9,23.7,9,7,2,0,22.2,/en/squads/fb08dbb3/2022-2023/Brest-Stats
2,38,38,3420,38,49,1.29,164,111,75.0,17,8,13,10,26.3,12,8,4,0,33.3,/en/squads/d9676424/2022-2023/Clermont-Foot-Stats
2,38,38,3420,38,29,0.76,129,101,79.8,25,9,4,15,39.5,3,3,0,0,0.0,/en/squads/fd4e0f7d/2022-2023/Lens-Stats
2,38,38,3420,38,44,1.16,122,80,67.2,19,10,9,10,26.3,5,4,1,0,20.0,/en/squads/cb188c0c/2022-2023/Lille-Stats
2,38,38,3420,38,53,1.39,182,130,72.0,15,10,13,8,21.1,2,2,0,0,0.0,/en/squads/d2c87802/2022-2023/Lorient-Stats
2,38,38,3417,38,47,1.24,155,111,76.8,18,8,12,8,21.1,11,11,0,0,0.0,/en/squads/d53c0b06/2022-2023/Lyon-Stats
2,38,38,3420,38,40,1.05,142,105,75.4,22,7,9,10,26.3,5,5,0,0,0.0,/en/squads/5725cc7b/2022-2023/Marseille-Stats
1,38,38,3420,38,58,1.53,195,140,72.8,19,8,11,9,23.7,5,5,0,0,0.0,/en/squads/fd6114db/2022-2023/Monaco-Stats
4,38,38,3420,38,62,1.63,202,138,72.3,15,5,18,11,28.9,11,6,4,1,40.0,/en/squads/281b0e73/2022-2023/Montpellier-Stats
2,38,38,3419,38,55,1.45,185,134,75.1,7,15,16,11,28.9,9,9,0,0,0.0,/en/squads/d7a486cd/2022-2023/Nantes-Stats
2,38,38,3420,38,37,0.97,147,109,76.9,15,13,10,11,28.9,5,3,1,1,25.0,/en/squads/132ebc33/2022-2023/Nice-Stats
2,38,38,3420,38,40,1.05,160,120,76.3,27,4,7,13,34.2,5,2,1,2,33.3,/en/squads/e2d8892c/2022-2023/Paris-Saint-Germain-Stats
2,38,38,3420,38,45,1.18,166,123,74.7,12,15,11,14,36.8,3,3,0,0,0.0,/en/squads/7fdd64e0/2022-2023/Reims-Stats
2,38,38,3420,38,39,1.03,126,86,71.4,21,5,12,13,34.2,5,3,2,0,40.0,/en/squads/b3072e00/2022-2023/Rennes-Stats
1,38,38,3420,38,59,1.55,174,115,71.8,9,13,16,6,15.8,11,10,0,1,0.0,/en/squads/c0d3eab4/2022-2023/Strasbourg-Stats
1,38,38,3420,38,57,1.5,179,122,70.4,13,9,16,9,23.7,7,4,3,0,42.9,/en/squads/3f8c4b5f/2022-2023/Toulouse-Stats
2,38,38,3418,38,81,2.13,228,148,67.5,4,12,22,1,2.6,8,7,1,0,12.5,/en/squads/54195385/2022-2023/Troyes-Stats
2,34,34,3060,34,63,1.85,201,138,69.2,9,7,18,6,17.6,4,1,2,1,66.7,/en/squads/0cdc4311/2022-2023/Augsburg-Stats
3,34,34,3060,34,38,1.12,107,68,72.9,21,8,5,11,32.4,10,9,1,0,10.0,/en/squads/054efa67/2022-2023/Bayern-Munich-Stats
1,34,34,3060,34,72,2.12,200,128,68.0,10,5,19,5,14.7,14,8,3,3,27.3,/en/squads/b42c6323/2022-2023/Bochum-Stats
2,34,34,3060,34,44,1.29,151,108,71.5,22,5,7,12,35.3,1,1,0,0,0.0,/en/squads/add600ae/2022-2023/Dortmund-Stats
2,34,34,3060,34,52,1.53,135,84,63.0,13,11,10,6,17.6,2,2,0,0,0.0,/en/squads/f0ac8ee6/2022-2023/Eintracht-Frankfurt-Stats
1,34,34,3060,34,44,1.29,150,106,74.0,17,8,9,13,38.2,6,5,0,1,0.0,/en/squads/a486e511/2022-2023/Freiburg-Stats
4,34,34,3060,34,55,1.62,180,126,72.8,11,10,13,9,26.5,6,6,0,0,0.0,/en/squads/32f3ee20/2022-2023/Monchengladbach-Stats
2,34,34,3060,34,69,2.03,170,100,62.4,7,8,19,3,8.8,6,5,1,0,16.7,/en/squads/2818f8bc/2022-2023/Hertha-BSC-Stats
1,34,34,3060,34,57,1.68,161,105,65.8,10,6,18,5,14.7,3,2,0,1,0.0,/en/squads/033ea6b8/2022-2023/Hoffenheim-Stats
1,34,34,3060,34,54,1.59,129,77,61.2,10,12,12,6,17.6,5,4,1,0,20.0,/en/squads/bc357bf7/2022-2023/Koln-Stats
2,34,34,3059,34,49,1.44,146,99,71.2,14,8,12,9,26.5,7,7,0,0,0.0,/en/squads/c7a9f859/2022-2023/Bayer-Leverkusen-Stats
2,34,34,3060,34,55,1.62,153,95,66.7,12,10,12,7,20.6,8,4,3,1,42.9,/en/squads/a224b06a/2022-2023/Mainz-05-Stats
3,34,34,3060,34,41,1.21,106,66,67.9,20,6,8,10,29.4,8,7,1,0,12.5,/en/squads/acbb6a5b/2022-2023/RB-Leipzig-Stats
2,34,34,3060,34,71,2.09,193,123,65.8,7,10,17,7,20.6,6,5,0,1,0.0,/en/squads/c539e393/2022-2023/Schalke-04-Stats
2,34,34,3060,34,57,1.68,146,90,65.1,7,12,15,2,5.9,6,6,0,0,0.0,/en/squads/598bc722/2022-2023/Stuttgart-Stats
2,34,34,3060,34,38,1.12,144,106,78.5,18,8,8,13,38.2,7,7,0,0,0.0,/en/squads/7a41008f/2022-2023/Union-Berlin-Stats
2,34,34,3060,34,64,1.88,184,121,66.3,10,6,18,4,11.8,3,2,1,0,33.3,/en/squads/62add3bf/2022-2023/Werder-Bremen-Stats
1,34,34,3060,34,48,1.41,147,101,70.1,13,10,11,12,35.3,7,4,1,2,20.0,/en/squads/4eaa11d7/2022-2023/Wolfsburg-Stats
3,38,38,3420,38,48,1.26,153,107,70.6,19,7,12,9,23.7,3,3,0,0,0.0,/en/squads/922493f3/2022-2023/Atalanta-Stats
2,38,38,3420,38,49,1.29,165,117,74.5,14,12,12,8,21.1,9,7,2,0,22.2,/en/squads/1d8099f8/2022-2023/Bologna-Stats
3,38,38,3420,38,69,1.82,225,157,71.6,5,12,21,6,15.8,5,5,0,0,0.0,/en/squads/9aad3a77/2022-2023/Cremonese-Stats
3,38,38,3420,38,49,1.29,159,110,71.7,10,13,15,9,23.7,6,4,1,1,20.0,/en/squads/a3d88bd8/2022-2023/Empoli-Stats
4,38,38,3420,38,43,1.13,120,78,70.0,15,11,12,10,26.3,8,7,1,0,12.5,/en/squads/421387cf/2022-2023/Fiorentina-Stats
2,38,38,3420,38,59,1.55,185,128,68.6,7,10,21,6,15.8,2,1,1,0,50.0,/en/squads/0e72edf2/2022-2023/Hellas-Verona-Stats
3,38,38,3420,38,42,1.11,137,98,71.5,23,3,12,13,34.2,3,3,0,0,0.0,/en/squads/d609edc0/2022-2023/Internazionale-Stats
2,38,38,3420,38,33,0.87,133,99,78.2,22,6,10,20,52.6,5,4,1,0,20.0,/en/squads/e0652b02/2022-2023/Juventus-Stats
2,38,38,3418,38,30,0.79,128,99,77.3,22,8,8,21,55.3,2,1,0,1,0.0,/en/squads/7213da33/2022-2023/Lazio-Stats
1,38,38,3420,38,46,1.21,156,112,73.7,8,12,18,6,15.8,6,5,1,0,16.7,/en/squads/ffcbe334/2022-2023/Lecce-Stats
3,38,38,3420,38,43,1.13,123,80,68.3,20,10,8,12,31.6,5,4,1,0,20.0,/en/squads/dc56fe14/2022-2023/Milan-Stats
2,38,38,3420,38,52,1.37,172,121,71.5,14,10,14,10,26.3,3,3,0,0,0.0,/en/squads/21680aa4/2022-2023/Monza-Stats
2,38,38,3420,38,28,0.74,107,78,74.8,28,6,4,18,47.4,2,1,1,0,50.0,/en/squads/d48ad4ff/2022-2023/Napoli-Stats
2,38,38,3420,38,38,1.0,118,80,69.5,18,9,11,14,36.8,3,2,1,0,33.3,/en/squads/cf74a709/2022-2023/Roma-Stats
3,38,38,3420,38,62,1.63,196,130,71.9,9,15,14,7,18.4,11,7,4,0,36.4,/en/squads/c5577084/2022-2023/Salernitana-Stats
3,38,38,3420,38,71,1.87,215,144,70.7,3,10,25,4,10.5,11,8,2,1,20.0,/en/squads/8ff9e3b3/2022-2023/Sampdoria-Stats
3,38,38,3420,38,61,1.61,130,71,56.2,12,9,17,9,23.7,4,4,0,0,0.0,/en/squads/e2befd26/2022-2023/Sassuolo-Stats
4,38,38,3420,38,62,1.63,183,123,68.9,6,13,19,6,15.8,7,5,1,1,16.7,/en/squads/68449f6d/2022-2023/Spezia-Stats
1,38,38,3420,38,41,1.08,136,95,73.5,14,11,13,11,28.9,6,5,0,1,0.0,/en/squads/105360fe/2022-2023/Torino-Stats
1,38,38,3420,38,48,1.26,137,91,69.3,11,13,14,10,26.3,7,6,0,1,0.0,/en/squads/04eea015/2022-2023/Udinese-Stats
