players_used,Age,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),url
30,28.6,38,3420,90,100,38,418,81,242,165,21,254,1.58,46,41,5,0.13,51.3,50.0,1.3,0.03,/en/squads/fc536746/2022-2023/Real-Betis-Stats
26,26.7,38,3420,90,100,38,418,81,253,161,22,266,1.13,43,53,-10,-0.26,42.6,45.4,-2.8,-0.07,/en/squads/f25da7fb/2022-2023/Celta-Vigo-Stats
38,29.1,38,3420,90,100,38,418,79,230,183,24,244,1.11,30,53,-23,-0.61,41.5,61.6,-20.1,-0.53,/en/squads/ee7c297c/2022-2023/Cadiz-Stats
32,28.3,38,3420,90,100,38,418,79,234,177,24,242,0.66,30,67,-37,-0.97,37.5,70.0,-32.6,-0.86,/en/squads/6c8b07df/2022-2023/Elche-Stats
33,27.6,38,3420,90,100,38,418,81,246,169,21,238,0.97,52,69,-17,-0.45,48.3,59.8,-11.5,-0.3,/en/squads/a8661628/2022-2023/Espanyol-Stats
25,27.4,38,3420,90,100,38,418,82,249,165,20,269,1.11,34,45,-11,-0.29,36.7,46.0,-9.4,-0.25,/en/squads/7848bd64/2022-2023/Getafe-Stats
29,26.0,38,3420,90,100,38,418,81,239,179,21,228,1.29,58,55,3,0.08,50.6,54.9,-4.3,-0.11,/en/squads/9024a00a/2022-2023/Girona-Stats
31,27.7,38,3420,90,100,38,418,82,250,165,19,280,1.32,37,43,-6,-0.16,35.2,46.4,-11.2,-0.3,/en/squads/2aa12281/2022-2023/Mallorca-Stats
26,27.5,38,3420,90,100,38,418,81,230,183,20,198,1.39,37,42,-5,-0.13,39.8,45.7,-5.9,-0.15,/en/squads/03c57e2b/2022-2023/Osasuna-Stats
28,27.9,38,3420,90,100,38,418,82,231,183,18,267,1.29,45,53,-8,-0.21,43.9,50.3,-6.4,-0.17,/en/squads/98e8af82/2022-2023/Rayo-Vallecano-Stats
26,27.4,38,3420,90,100,38,418,83,265,151,18,248,2.05,75,36,39,1.03,75.5,38.9,36.6,0.96,/en/squads/53a2f082/2022-2023/Real-Madrid-Stats
30,25.9,38,3420,90,100,38,418,81,238,178,22,267,1.87,51,35,16,0.42,52.9,33.0,19.8,0.52,/en/squads/e31d1cd9/2022-2023/Real-Sociedad-Stats
35,28.7,38,3420,90,100,38,418,78,231,177,26,236,1.29,47,54,-7,-0.18,46.3,54.2,-7.9,-0.21,/en/squads/ad2be733/2022-2023/Sevilla-Stats
28,24.2,38,3420,90,100,38,418,81,238,176,22,271,1.11,42,45,-3,-0.08,49.3,43.5,5.8,0.15,/en/squads/dcc91a7b/2022-2023/Valencia-Stats
36,27.4,38,3420,90,100,38,418,78,227,189,27,225,1.05,33,63,-30,-0.79,38.5,65.2,-26.6,-0.7,/en/squads/17859612/2022-2023/Valladolid-Stats
32,28.4,38,3420,90,100,38,418,81,245,172,21,204,1.68,59,40,19,0.5,61.6,49.9,11.8,0.31,/en/squads/2a8183b3/2022-2023/Villarreal-Stats
36,29.1,38,3420,90,100,38,418,81,239,172,21,164,0.68,23,74,-51,-1.34,36.1,53.9,-17.8,-0.47,/en/squads/7a54bb4f/2022-2023/Ajaccio-Stats
33,25.7,38,3420,90,100,38,418,81,256,157,22,184,0.47,33,81,-48,-1.26,40.9,61.7,-20.8,-0.55,/en/squads/69236f98/2022-2023/Angers-Stats
33,27.3,38,3420,90,100,38,418,82,255,159,19,182,0.92,35,63,-28,-0.74,42.8,58.7,-15.9,-0.42,/en/squads/5ae09109/2022-2023/Auxerre-Stats
29,26.6,38,3420,90,100,38,418,83,258,160,19,167,1.16,44,54,-10,-0.26,43.4,56.1,-12.7,-0.33,/en/squads/fb08dbb3/2022-2023/Brest-Stats
28,27.2,38,3420,90,100,38,418,83,246,167,17,168,1.55,45,49,-4,-0.11,47.5,58.2,-10.7,-0.28,/en/squads/d9676424/2022-2023/Clermont-Foot-Stats
29,26.4,38,3420,90,100,38,418,82,247,169,18,173,2.21,68,29,39,1.03,66.7,43.5,23.2,0.61,/en/squads/fd4e0f7d/2022-2023/Lens-Stats
26,26.0,38,3420,90,100,38,418,84,276,142,19,194,1.76,65,44,21,0.55,68.7,40.5,28.2,0.74,/en/squads/cb188c0c/2022-2023/Lille-Stats
30,25.2,38,3420,90,100,38,418,83,270,145,20,195,1.45,52,53,-1,-0.03,44.5,58.2,-13.6,-0.36,/en/squads/d2c87802/2022-2023/Lorient-Stats
29,25.5,38,3420,90,100,38,418,83,274,141,21,188,1.63,65,47,18,0.47,61.1,51.6,9.5,0.25,/en/squads/d53c0b06/2022-2023/Lyon-Stats
30,27.3,38,3420,90,100,38,418,81,254,163,22,157,1.92,67,40,27,0.71,65.3,42.5,22.8,0.6,/en/squads/5725cc7b/2022-2023/Marseille-Stats
27,24.7,38,3420,90,100,38,418,81,260,155,23,187,1.71,70,58,12,0.32,62.1,53.2,8.9,0.23,/en/squads/fd6114db/2022-2023/Monaco-Stats
31,26.0,38,3420,90,100,38,418,81,239,170,21,166,1.32,65,62,3,0.08,52.2,62.2,-10.0,-0.26,/en/squads/281b0e73/2022-2023/Montpellier-Stats
29,26.7,38,3420,90,100,38,418,81,239,176,20,147,0.95,37,55,-18,-0.47,42.8,52.4,-9.7,-0.25,/en/squads/d7a486cd/2022-2023/Nantes-Stats
34,26.5,38,3420,90,100,38,418,81,255,162,22,176,1.53,48,37,11,0.29,57.2,44.6,12.6,0.33,/en/squads/132ebc33/2022-2023/Nice-Stats
26,26.9,38,3420,90,100,38,418,82,266,149,20,180,2.24,89,40,49,1.29,78.2,48.3,29.9,0.79,/en/squads/e2d8892c/2022-2023/Paris-Saint-Germain-Stats
34,24.9,38,3420,90,100,38,418,82,248,162,19,179,1.34,45,45,0,0.0,61.5,52.7,8.9,0.23,/en/squads/7fdd64e0/2022-2023/Reims-Stats
32,25.2,38,3420,90,100,38,418,82,242,174,19,167,1.79,69,39,30,0.79,61.4,44.1,17.3,0.45,/en/squads/b3072e00/2022-2023/Rennes-Stats
29,27.3,38,3420,90,100,38,418,81,250,161,22,169,1.05,51,59,-8,-0.21,48.5,55.3,-6.7,-0.18,/en/squads/c0d3eab4/2022-2023/Strasbourg-Stats
29,25.1,38,3420,90,100,38,418,82,253,162,20,180,1.26,51,57,-6,-0.16,52.5,57.0,-4.5,-0.12,/en/squads/3f8c4b5f/2022-2023/Toulouse-Stats
32,25.8,38,3420,90,100,38,418,83,273,141,21,192,0.63,45,81,-36,-0.95,39.1,78.0,-38.9,-1.02,/en/squads/54195385/2022-2023/Troyes-Stats
34,25.9,34,3060,90,100,34,374,80,223,150,22,153,1.0,42,63,-21,-0.62,34.7,58.7,-23.9,-0.7,/en/squads/0cdc4311/2022-2023/Augsburg-Stats
28,26.6,34,3060,90,100,34,374,80,218,155,22,138,2.09,92,38,54,1.59,75.0,37.1,37.8,1.11,/en/squads/054efa67/2022-2023/Bayern-Munich-Stats
26,29.4,34,3060,90,100,34,374,81,216,157,21,144,1.03,40,72,-32,-0.94,40.0,65.7,-25.7,-0.76,/en/squads/b42c6323/2022-2023/Bochum-Stats
30,25.8,34,3060,90,100,34,374,81,224,151,23,152,2.09,83,44,39,1.15,71.1,43.2,27.9,0.82,/en/squads/add600ae/2022-2023/Dortmund-Stats
28,26.4,34,3060,90,100,34,374,82,227,148,19,158,1.47,58,52,6,0.18,52.1,43.5,8.6,0.25,/en/squads/f0ac8ee6/2022-2023/Eintracht-Frankfurt-Stats
27,27.4,34,3060,90,100,34,374,83,215,157,16,148,1.74,51,44,7,0.21,47.9,48.8,-0.9,-0.03,/en/squads/a486e511/2022-2023/Freiburg-Stats
27,26.8,34,3060,90,100,34,374,86,241,133,12,173,1.26,52,55,-3,-0.09,52.1,53.4,-1.3,-0.04,/en/squads/32f3ee20/2022-2023/Monchengladbach-Stats
32,26.0,34,3060,90,100,34,374,80,220,153,24,153,0.85,42,69,-27,-0.79,39.4,60.0,-20.5,-0.6,/en/squads/2818f8bc/2022-2023/Hertha-BSC-Stats
31,26.8,34,3060,90,100,34,374,80,214,157,23,148,1.06,48,57,-9,-0.26,48.0,51.1,-3.1,-0.09,/en/squads/033ea6b8/2022-2023/Hoffenheim-Stats
27,26.0,34,3060,90,100,34,374,80,213,160,22,143,1.24,49,54,-5,-0.15,47.9,42.6,5.3,0.16,/en/squads/bc357bf7/2022-2023/Koln-Stats
27,24.7,34,3060,90,100,34,374,82,218,150,20,155,1.47,57,49,8,0.24,51.4,42.8,8.6,0.25,/en/squads/c7a9f859/2022-2023/Bayer-Leverkusen-Stats
27,27.0,34,3060,90,100,34,374,81,215,160,20,143,1.35,54,55,-1,-0.03,47.1,53.6,-6.5,-0.19,/en/squads/a224b06a/2022-2023/Mainz-05-Stats
25,26.3,34,3060,90,100,34,374,82,214,158,20,123,1.94,64,41,23,0.68,62.7,37.2,25.4,0.75,/en/squads/acbb6a5b/2022-2023/RB-Leipzig-Stats
35,27.5,34,3060,90,100,34,374,81,228,145,23,158,0.91,35,71,-36,-1.06,39.6,57.1,-17.6,-0.52,/en/squads/c539e393/2022-2023/Schalke-04-Stats
30,24.7,34,3060,90,100,34,374,82,229,140,19,163,0.97,45,57,-12,-0.35,47.6,45.2,2.4,0.07,/en/squads/598bc722/2022-2023/Stuttgart-Stats
28,27.9,34,3060,90,100,34,374,82,207,165,18,141,1.82,51,38,13,0.38,37.9,42.6,-4.7,-0.14,/en/squads/7a41008f/2022-2023/Union-Berlin-Stats
25,27.4,34,3060,90,100,34,374,82,222,151,18,146,1.06,51,64,-13,-0.38,41.1,52.9,-11.8,-0.35,/en/squads/62add3bf/2022-2023/Werder-Bremen-Stats
28,24.8,34,3060,90,100,34,374,81,218,158,21,148,1.44,57,48,9,0.26,51.3,51.3,0.0,0.0,/en/squads/4eaa11d7/2022-2023/Wolfsburg-Stats
27,26.5,38,3420,90,100,38,418,80,244,175,23,212,1.68,66,48,18,0.47,57.7,41.4,16.3,0.43,/en/squads/922493f3/2022-2023/Atalanta-Stats
27,26.6,38,3420,90,100,38,418,81,252,164,22,261,1.42,53,49,4,0.11,43.8,48.7,-4.9,-0.13,/en/squads/1d8099f8/2022-2023/Bologna-Stats
33,26.0,38,3420,90,100,38,418,79,232,185,25,302,0.71,36,69,-33,-0.87,38.7,66.1,-27.4,-0.72,/en/squads/9aad3a77/2022-2023/Cremonese-Stats
32,25.3,38,3420,90,100,38,418,80,226,188,21,331,1.13,37,49,-12,-0.32,38.8,58.3,-19.5,-0.51,/en/squads/a3d88bd8/2022-2023/Empoli-Stats
30,26.5,38,3420,90,100,38,418,79,229,188,23,323,1.47,53,43,10,0.26,55.0,43.4,11.7,0.31,/en/squads/421387cf/2022-2023/Fiorentina-Stats
36,26.6,38,3420,90,100,38,418,79,233,184,25,307,0.82,31,59,-28,-0.74,35.8,49.9,-14.1,-0.37,/en/squads/0e72edf2/2022-2023/Hellas-Verona-Stats
25,28.8,38,3420,90,100,38,418,81,230,187,20,271,1.89,71,42,29,0.76,68.0,36.5,31.6,0.83,/en/squads/d609edc0/2022-2023/Internazionale-Stats
29,27.7,38,3420,90,100,38,418,81,249,169,23,240,1.89,56,33,23,0.61,55.3,41.6,13.7,0.36,/en/squads/e0652b02/2022-2023/Juventus-Stats
24,28.6,38,3420,90,100,38,418,82,267,149,21,328,1.95,60,30,30,0.79,51.1,41.3,9.8,0.26,/en/squads/7213da33/2022-2023/Lazio-Stats
29,24.8,38,3420,90,100,38,418,81,232,184,20,347,0.95,33,46,-13,-0.34,36.3,42.4,-6.1,-0.16,/en/squads/ffcbe334/2022-2023/Lecce-Stats
30,26.0,38,3420,90,100,38,418,80,234,183,23,321,1.84,64,43,21,0.55,58.8,41.1,17.7,0.47,/en/squads/dc56fe14/2022-2023/Milan-Stats
31,26.6,38,3420,90,100,38,418,79,229,188,23,363,1.37,48,52,-4,-0.11,45.9,51.3,-5.4,-0.14,/en/squads/21680aa4/2022-2023/Monza-Stats
27,26.4,38,3420,90,100,38,418,82,237,181,19,319,2.37,77,28,49,1.29,64.7,31.8,33.0,0.87,/en/squads/d48ad4ff/2022-2023/Napoli-Stats
30,27.4,38,3420,90,100,38,418,81,249,168,21,307,1.66,50,38,12,0.32,57.7,32.3,25.4,0.67,/en/squads/cf74a709/2022-2023/Roma-Stats
30,27.2,38,3420,90,100,38,418,80,240,177,23,296,1.11,48,62,-14,-0.37,36.7,67.1,-30.5,-0.8,/en/squads/c5577084/2022-2023/Salernitana-Stats
40,27.9,38,3420,90,100,38,418,80,243,174,23,252,0.5,24,71,-47,-1.24,34.1,66.3,-32.2,-0.85,/en/squads/8ff9e3b3/2022-2023/Sampdoria-Stats
31,26.1,38,3420,90,100,38,418,81,239,175,21,291,1.18,47,61,-14,-0.37,51.6,49.7,1.9,0.05,/en/squads/e2befd26/2022-2023/Sassuolo-Stats
34,25.7,38,3420,90,100,38,418,81,248,168,22,310,0.82,31,62,-31,-0.82,41.5,59.5,-18.0,-0.47,/en/squads/68449f6d/2022-2023/Spezia-Stats
28,25.2,38,3420,90,100,38,418,82,255,164,20,304,1.39,42,41,1,0.03,41.8,40.0,1.8,0.05,/en/squads/105360fe/2022-2023/Torino-Stats
30,26.1,38,3420,90,100,38,418,82,242,174,20,259,1.21,47,48,-1,-0.03,46.9,51.8,-4.9,-0.13,/en/squads/04eea015/2022-2023/Udinese-Stats
