playedMatches,goals,assists,penalties,player.id,player.name,player.firstName,player.lastName,player.dateOfBirth,player.nationality,player.section,player.position,player.shirtNumber,player.lastUpdated,team.id,team.name,team.shortName,team.tla,team.crest,team.address,team.website,team.founded,team.clubColors,team.venue,team.lastUpdated,competition_code,competition_name,season_start_year
29,12,8.0,2.0,66896,Omar Marmoush,Omar,Marmoush,1999-02-07,Egypt,Centre-Forward,,,2024-08-12T11:57:09Z,19,Eintracht Frankfurt,Frankfurt,SGE,https://crests.football-data.org/19.png,Mörfelder Landstraße 362 Frankfurt am Main 60528,http://www.eintracht.de,1899,Red / Black,Deutsche Bank Park,2024-07-29T17:13:52Z,BL1,Bundesliga,2023
33,12,4.0,2.0,9499,Tim Kleindienst,Tim,Kleindienst,1995-08-31,Germany,Centre-Forward,,34.0,2024-08-12T11:57:09Z,44,1. FC Heidenheim 1846,Heidenheim,HEI,https://crests.football-data.org/44.png,Schloßhaustraße 162 Heidenheim 89522,http://www.fc-heidenheim.de,1846,Blue / Red / White,Voith-Arena,2024-07-29T17:14:58Z,BL1,Bundesliga,2023
33,12,9.0,5.0,226,Marvin Ducksch,Marvin,Ducksch,1994-03-07,Germany,Centre-Forward,,,2024-08-12T11:57:09Z,12,SV Werder Bremen,Bremen,SVW,https://crests.football-data.org/12.png,Franz-Böhmert-Str. 1c Bremen 28205,http://www.werder.de,1899,Green / White,Weserstadion,2024-07-29T17:13:29Z,BL1,Bundesliga,2023
33,12,8.0,3.0,304,Niclas Füllkrug,Niclas,Füllkrug,1993-02-09,Germany,Centre-Forward,,,2024-08-12T11:57:09Z,4,Borussia Dortmund,Dortmund,BVB,https://crests.football-data.org/4.png,Rheinlanddamm 207-209 Dortmund 44137,http://www.bvb.de,1909,Black / Yellow,Signal Iduna Park,2022-02-25T16:50:16Z,BL1,Bundesliga,2023
32,11,11.0,1.0,19334,Florian Wirtz,Florian,Wirtz,2003-05-03,Germany,Attacking Midfield,,,2024-10-09T09:41:00Z,3,Bayer 04 Leverkusen,Leverkusen,B04,https://crests.football-data.org/3.png,Bismarckstr. 122-124 Leverkusen 51373,http://www.bayer04.de,1904,Red / White / Black,BayArena,2022-02-25T16:43:07Z,BL1,Bundesliga,2023
34,11,7.0,,16335,Jonas Wind,Jonas,Wind,1999-02-07,Denmark,Centre-Forward,,,2024-08-12T11:57:09Z,11,VfL Wolfsburg,Wolfsburg,WOB,https://crests.football-data.org/11.png,In den Allerwiesen 1 Wolfsburg 38446,http://www.vfl-wolfsburg.de,1945,Green / White,Volkswagen Arena,2024-07-29T17:13:21Z,BL1,Bundesliga,2023
33,10,4.0,,150733,Eren Dinkci,Eren,Dinkçi,2001-12-13,Germany,Right Winger,,,2024-08-12T11:57:09Z,44,1. FC Heidenheim 1846,Heidenheim,HEI,https://crests.football-data.org/44.png,Schloßhaustraße 162 Heidenheim 89522,http://www.fc-heidenheim.de,1846,Blue / Red / White,Voith-Arena,2024-07-29T17:14:58Z,BL1,Bundesliga,2023
33,10,14.0,,16739,Alejandro Grimaldo,,Álex Grimaldo,1995-09-20,Spain,Left-Back,,,2024-08-12T11:57:09Z,3,Bayer 04 Leverkusen,Leverkusen,B04,https://crests.football-data.org/3.png,Bismarckstr. 122-124 Leverkusen 51373,http://www.bayer04.de,1904,Red / White / Black,BayArena,2022-02-25T16:43:07Z,BL1,Bundesliga,2023
25,10,6.0,,144393,Jamal Musiala,Jamal,Musiala,2003-02-26,Germany,Attacking Midfield,,,2024-08-12T11:57:09Z,5,FC Bayern München,Bayern,FCB,https://crests.football-data.org/5.png,Säbenerstr. 51 München 81547,http://www.fcbayern.de,1900,Red / White / Blue,Allianz Arena,2024-07-09T17:26:37Z,BL1,Bundesliga,2023
32,10,3.0,,400,Robin Hack,Robin,Hack,1998-08-27,Germany,Left Winger,,,2024-08-12T11:57:09Z,18,Borussia Mönchengladbach,M'gladbach,BMG,https://crests.football-data.org/18.png,Hennes-Weisweiler-Allee 1 Mönchengladbach 41179,http://www.borussia.de,1900,Black / White / Green,Stadion im Borussia-Park,2023-02-28T07:59:45Z,BL1,Bundesliga,2023
33,9,8.0,,128954,Jeremie Frimpong,Jeremie,Frimpong,2000-12-10,Netherlands,Right Midfield,,30.0,2024-08-29T15:38:43Z,3,Bayer 04 Leverkusen,Leverkusen,B04,https://crests.football-data.org/3.png,Bismarckstr. 122-124 Leverkusen 51373,http://www.bayer04.de,1904,Red / White / Black,BayArena,2022-02-25T16:43:07Z,BL1,Bundesliga,2023
27,8,11.0,,3184,Leroy Sané,Leroy,Sané,1996-01-11,Germany,Right Winger,,,2024-08-12T11:57:09Z,5,FC Bayern München,Bayern,FCB,https://crests.football-data.org/5.png,Säbenerstr. 51 München 81547,http://www.fcbayern.de,1900,Red / White / Blue,Allianz Arena,2024-07-09T17:26:37Z,BL1,Bundesliga,2023
32,8,13.0,1.0,148289,Xavi Simons,Xavi,Simons,2003-04-21,Netherlands,Attacking Midfield,,,2024-08-12T11:57:09Z,721,RB Leipzig,RB Leipzig,RBL,https://crests.football-data.org/721.png,Neumarkt 29-33 Leipzig 04109,http://www.dierotenbullen.com,2009,White / Red,Red Bull Arena,2022-02-19T09:03:00Z,BL1,Bundesliga,2023
31,8,13.0,,6484,Jan-Niklas Beste,Jan-Niklas,Beste,1999-01-04,Germany,Left-Back,,,2024-08-12T11:57:09Z,44,1. FC Heidenheim 1846,Heidenheim,HEI,https://crests.football-data.org/44.png,Schloßhaustraße 162 Heidenheim 89522,http://www.fc-heidenheim.de,1846,Blue / Red / White,Voith-Arena,2024-07-29T17:14:58Z,BL1,Bundesliga,2023
34,8,7.0,,206,Chris Führich,Chris,Führich,1998-01-09,Germany,Left Winger,,,2024-10-11T09:41:02Z,10,VfB Stuttgart,Stuttgart,VFB,https://crests.football-data.org/10.png,Mercedesstraße 109 Stuttgart 70372,http://www.vfb.de,1893,White / Red,Mercedes-Benz Arena,2023-02-28T07:59:06Z,BL1,Bundesliga,2023
30,8,,,7029,Tim Skarke,Tim,Skarke,1996-09-07,Germany,Midfield,,,2024-06-06T13:14:21Z,55,SV Darmstadt 98,Darmstadt,SVD,https://crests.football-data.org/55.png,Nieder-Ramstädter-Straße 170 Darmstadt 64285,http://www.sv98.de,1898,Blue / White,Merck-Stadion am Böllenfalltor,2022-07-26T18:01:00Z,BL1,Bundesliga,2023
34,8,8.0,6.0,6686,Vincenzo Grifo,Vincenzo,Grifo,1993-04-07,Italy,Left Winger,,,2024-08-12T11:57:09Z,17,SC Freiburg,Freiburg,SCF,https://crests.football-data.org/17.png,Schwarzwaldstraße 193 Freiburg 79117,http://www.scfreiburg.com,1912,Red / White,Schwarzwald-Stadion,2024-07-29T17:13:41Z,BL1,Bundesliga,2023
34,8,4.0,,45593,Phillip Tietz,Phillip,Tietz,1997-07-09,Germany,Centre-Forward,,,2024-08-12T11:57:09Z,16,FC Augsburg,Augsburg,FCA,https://crests.football-data.org/16.png,Donauwörther Straße 170 Augsburg 86154,http://www.fcaugsburg.de,1907,Red / Green / White,WWK Arena,2023-02-28T07:59:40Z,BL1,Bundesliga,2023
21,8,2.0,1.0,82404,Jonathan Burkardt,Jonathan,Burkardt,2000-07-11,Germany,Centre-Forward,,,2024-08-12T11:57:09Z,15,1. FSV Mainz 05,Mainz,M05,https://crests.football-data.org/15.png,Dr.-Martin-Luther-King-Weg 20 Mainz 55122,http://www.mainz05.de,1905,Red / White,Opel Arena,2023-02-28T07:59:34Z,BL1,Bundesliga,2023
34,7,5.0,,171977,Mathys Tel,Mathys,Tel,2005-04-27,France,Centre-Forward,,,2025-02-18T17:31:13Z,5,FC Bayern München,Bayern,FCB,https://crests.football-data.org/5.png,Säbenerstr. 51 München 81547,http://www.fcbayern.de,1900,Red / White / Blue,Allianz Arena,2024-07-09T17:26:37Z,BL1,Bundesliga,2023
32,7,9.0,4.0,9999,Kevin Stöger,Kevin,Stöger,1993-08-27,Austria,Attacking Midfield,,22.0,2024-08-12T11:57:09Z,36,VfL Bochum 1848,Bochum,BOC,https://crests.football-data.org/36.png,Castroper Straße 145 Bochum 44791,http://www.vfl-bochum.de,1849,Blue / White,Vonovia Ruhrstadion,2022-02-19T08:39:46Z,BL1,Bundesliga,2023
32,7,12.0,,148,Julian Brandt,Julian,Brandt,1996-05-02,Germany,Attacking Midfield,,,2024-08-12T11:57:09Z,4,Borussia Dortmund,Dortmund,BVB,https://crests.football-data.org/4.png,Rheinlanddamm 207-209 Dortmund 44137,http://www.bvb.de,1909,Black / Yellow,Signal Iduna Park,2022-02-25T16:50:16Z,BL1,Bundesliga,2023
33,7,3.0,1.0,9501,Lucas Höler,Lucas,Höler,1994-07-10,Germany,Centre-Forward,,,2024-08-12T11:57:09Z,17,SC Freiburg,Freiburg,SCF,https://crests.football-data.org/17.png,Schwarzwaldstraße 193 Freiburg 79117,http://www.scfreiburg.com,1912,Red / White,Schwarzwald-Stadion,2024-07-29T17:13:41Z,BL1,Bundesliga,2023
27,7,6.0,1.0,8443,Alassane Pléa,Alassane,Pléa,1993-03-10,France,Centre-Forward,,,2024-08-12T11:57:09Z,18,Borussia Mönchengladbach,M'gladbach,BMG,https://crests.football-data.org/18.png,Hennes-Weisweiler-Allee 1 Mönchengladbach 41179,http://www.borussia.de,1900,Black / White / Green,Stadion im Borussia-Park,2023-02-28T07:59:45Z,BL1,Bundesliga,2023
32,7,3.0,,150860,Ansgar Knauff,Ansgar,Knauff,2002-01-10,Germany,Right Winger,,,2024-08-12T11:57:09Z,19,Eintracht Frankfurt,Frankfurt,SGE,https://crests.football-data.org/19.png,Mörfelder Landstraße 362 Frankfurt am Main 60528,http://www.eintracht.de,1899,Red / Black,Deutsche Bank Park,2024-07-29T17:13:52Z,BL1,Bundesliga,2023
30,7,2.0,,7531,Ritsu Doan,Ritsu,Dōan,1998-06-16,Japan,Right Winger,,,2024-08-12T11:57:09Z,17,SC Freiburg,Freiburg,SCF,https://crests.football-data.org/17.png,Schwarzwaldstraße 193 Freiburg 79117,http://www.scfreiburg.com,1912,Red / White,Schwarzwald-Stadion,2024-07-29T17:13:41Z,BL1,Bundesliga,2023
29,7,3.0,1.0,7697,Wout Weghorst,Wout,Weghorst,1992-08-07,Netherlands,Centre-Forward,,,2024-08-12T11:57:09Z,2,TSG 1899 Hoffenheim,Hoffenheim,TSG,https://crests.football-data.org/2.png,Horrenberger Straße 58 Zuzenhausen 74939,http://www.achtzehn99.de,1921,Blue / White,PreZero Arena,2022-02-25T16:49:58Z,BL1,Bundesliga,2023
32,7,4.0,,6661,Michael Gregoritsch,Michael,Gregoritsch,1994-04-18,Austria,Centre-Forward,,,2024-08-12T11:57:09Z,17,SC Freiburg,Freiburg,SCF,https://crests.football-data.org/17.png,Schwarzwaldstraße 193 Freiburg 79117,http://www.scfreiburg.com,1912,Red / White,Schwarzwald-Stadion,2024-07-29T17:13:41Z,BL1,Bundesliga,2023
34,7,5.0,,326,Ihlas Bebou,Ihlas,Bebou,1994-04-23,Togo,Centre-Forward,,,2024-08-12T11:57:09Z,2,TSG 1899 Hoffenheim,Hoffenheim,TSG,https://crests.football-data.org/2.png,Horrenberger Straße 58 Zuzenhausen 74939,http://www.achtzehn99.de,1921,Blue / White,PreZero Arena,2022-02-25T16:49:58Z,BL1,Bundesliga,2023
24,7,3.0,1.0,1826,Patrik Schick,Patrik,Schick,1996-01-24,Czech Republic,Centre-Forward,,,2024-08-12T11:57:09Z,3,Bayer 04 Leverkusen,Leverkusen,B04,https://crests.football-data.org/3.png,Bismarckstr. 122-124 Leverkusen 51373,http://www.bayer04.de,1904,Red / White / Black,BayArena,2022-02-25T16:43:07Z,BL1,Bundesliga,2023
30,6,3.0,,1847,Robin Gosens,Robin,Gosens,1994-07-05,Germany,Left-Back,,,2024-11-28T13:36:12Z,28,1. FC Union Berlin,Union Berlin,UNB,https://crests.football-data.org/28.png,An der Wuhlheide 263 Berlin 12555,http://www.fc-union-berlin.de,1906,Red / White,Stadion An der Alten Försterei,2024-07-29T17:14:25Z,BL1,Bundesliga,2023
29,6,3.0,,179889,Jae-sung Lee,Jae-sung,Lee,1992-08-10,South Korea,Midfield,,,2023-11-16T09:48:50Z,15,1. FSV Mainz 05,Mainz,M05,https://crests.football-data.org/15.png,Dr.-Martin-Luther-King-Weg 20 Mainz 55122,http://www.mainz05.de,1905,Red / White,Opel Arena,2023-02-28T07:59:34Z,BL1,Bundesliga,2023
26,6,2.0,,122949,Justin Njinmah,Justin,Njinmah,2000-11-15,Germany,Right Winger,,,2024-10-12T09:41:19Z,12,SV Werder Bremen,Bremen,SVW,https://crests.football-data.org/12.png,Franz-Böhmert-Str. 1c Bremen 28205,http://www.werder.de,1899,Green / White,Weserstadion,2024-07-29T17:13:29Z,BL1,Bundesliga,2023
29,6,1.0,,9408,Takuma Asano,Takuma,Asano,1994-11-10,Japan,Right Winger,,,2024-08-12T11:57:09Z,36,VfL Bochum 1848,Bochum,BOC,https://crests.football-data.org/36.png,Castroper Straße 145 Bochum 44791,http://www.vfl-bochum.de,1849,Blue / White,Vonovia Ruhrstadion,2022-02-19T08:39:46Z,BL1,Bundesliga,2023
30,6,7.0,,3181,Leon Goretzka,Leon,Goretzka,1995-02-06,Germany,Central Midfield,,,2024-08-12T11:57:09Z,5,FC Bayern München,Bayern,FCB,https://crests.football-data.org/5.png,Säbenerstr. 51 München 81547,http://www.fcbayern.de,1900,Red / White / Blue,Allianz Arena,2024-07-09T17:26:37Z,BL1,Bundesliga,2023
32,6,7.0,,138,Marco Reus,Marco,Reus,1989-05-31,Germany,Attacking Midfield,,,2024-08-12T11:57:09Z,4,Borussia Dortmund,Dortmund,BVB,https://crests.football-data.org/4.png,Rheinlanddamm 207-209 Dortmund 44137,http://www.bvb.de,1909,Black / Yellow,Signal Iduna Park,2022-02-25T16:50:16Z,BL1,Bundesliga,2023
20,6,,,6570,Davie Selke,Davie,Selke,1995-01-20,Germany,Centre-Forward,,,2024-09-02T09:59:02Z,1,1. FC Köln,1. FC Köln,KOE,https://crests.football-data.org/1.png,Franz-Kremer-Allee 1 Köln 50937,http://www.fc-koeln.de,1948,Red / White,RheinEnergieSTADION,2022-02-25T16:49:46Z,BL1,Bundesliga,2023
34,6,3.0,,150517,Rocco Reitz,Rocco,Reitz,2002-05-29,Germany,Central Midfield,,,2024-08-12T11:57:09Z,18,Borussia Mönchengladbach,M'gladbach,BMG,https://crests.football-data.org/18.png,Hennes-Weisweiler-Allee 1 Mönchengladbach 41179,http://www.borussia.de,1900,Black / White / Green,Stadion im Borussia-Park,2023-02-28T07:59:45Z,BL1,Bundesliga,2023
34,5,2.0,,98746,Nathan N'Goumou,Nathan,Ngoumou,2000-03-14,France,Right Winger,,29.0,2024-10-10T09:41:19Z,18,Borussia Mönchengladbach,M'gladbach,BMG,https://crests.football-data.org/18.png,Hennes-Weisweiler-Allee 1 Mönchengladbach 41179,http://www.borussia.de,1900,Black / White / Green,Stadion im Borussia-Park,2023-02-28T07:59:45Z,BL1,Bundesliga,2023
28,5,4.0,,178640,Silas Katompa Mvumpa,Silas,Katompa Mvumpa,1998-10-06,DR Congo,Offence,,,2024-01-11T10:31:50Z,10,VfB Stuttgart,Stuttgart,VFB,https://crests.football-data.org/10.png,Mercedesstraße 109 Stuttgart 70372,http://www.vfb.de,1893,White / Red,Mercedes-Benz Arena,2023-02-28T07:59:06Z,BL1,Bundesliga,2023
33,5,1.0,,7005,Kevin Behrens,Kevin,Behrens,1991-02-03,Germany,Centre-Forward,,,2024-08-12T11:57:09Z,11,VfL Wolfsburg,Wolfsburg,WOB,https://crests.football-data.org/11.png,In den Allerwiesen 1 Wolfsburg 38446,http://www.vfl-wolfsburg.de,1945,Green / White,Volkswagen Arena,2024-07-29T17:13:21Z,BL1,Bundesliga,2023
33,5,9.0,,6681,Jonas Hofmann,Jonas,Hofmann,1992-07-14,Germany,Attacking Midfield,,,2024-08-12T11:57:09Z,3,Bayer 04 Leverkusen,Leverkusen,B04,https://crests.football-data.org/3.png,Bismarckstr. 122-124 Leverkusen 51373,http://www.bayer04.de,1904,Red / White / Black,BayArena,2022-02-25T16:43:07Z,BL1,Bundesliga,2023
32,5,6.0,1.0,147913,Enzo Millot,Enzo,Millot,2002-07-17,France,Attacking Midfield,,38.0,2024-08-12T11:57:09Z,10,VfB Stuttgart,Stuttgart,VFB,https://crests.football-data.org/10.png,Mercedesstraße 109 Stuttgart 70372,http://www.vfb.de,1893,White / Red,Mercedes-Benz Arena,2023-02-28T07:59:06Z,BL1,Bundesliga,2023
34,5,4.0,5.0,9453,Florian Kainz,Florian,Kainz,1992-10-24,Austria,Attacking Midfield,,,2024-09-02T09:59:02Z,1,1. FC Köln,1. FC Köln,KOE,https://crests.football-data.org/1.png,Franz-Kremer-Allee 1 Köln 50937,http://www.fc-koeln.de,1948,Red / White,RheinEnergieSTADION,2022-02-25T16:49:46Z,BL1,Bundesliga,2023
31,5,3.0,,116407,Eric Junior Dina Ebimbe,Éric,Dina-Ebimbe,2000-11-21,France,Right Midfield,,8.0,2024-08-12T11:57:09Z,19,Eintracht Frankfurt,Frankfurt,SGE,https://crests.football-data.org/19.png,Mörfelder Landstraße 362 Frankfurt am Main 60528,http://www.eintracht.de,1899,Red / Black,Deutsche Bank Park,2024-07-29T17:13:52Z,BL1,Bundesliga,2023
28,5,4.0,,812,Jordan Siebatcheu,Jordan,Siebatcheu,1996-04-26,USA,Centre-Forward,,,2024-08-12T11:57:09Z,18,Borussia Mönchengladbach,M'gladbach,BMG,https://crests.football-data.org/18.png,Hennes-Weisweiler-Allee 1 Mönchengladbach 41179,http://www.borussia.de,1900,Black / White / Green,Stadion im Borussia-Park,2023-02-28T07:59:45Z,BL1,Bundesliga,2023
30,5,2.0,,56858,Keven Schlotterbeck,Keven,Schlotterbeck,1997-04-28,Germany,Centre-Back,,,2024-08-12T11:57:09Z,36,VfL Bochum 1848,Bochum,BOC,https://crests.football-data.org/36.png,Castroper Straße 145 Bochum 44791,http://www.vfl-bochum.de,1849,Blue / White,Vonovia Ruhrstadion,2022-02-19T08:39:46Z,BL1,Bundesliga,2023
34,5,10.0,,370,Thomas Müller,Thomas,Müller,1989-09-13,Germany,Offence,,,2023-07-30T16:25:22Z,5,FC Bayern München,Bayern,FCB,https://crests.football-data.org/5.png,Säbenerstr. 51 München 81547,http://www.fcbayern.de,1900,Red / White / Blue,Allianz Arena,2024-07-09T17:26:37Z,BL1,Bundesliga,2023
34,5,7.0,2.0,23214,Lovro Majer,Lovro,Majer,1998-01-17,Croatia,Attacking Midfield,,10.0,2024-08-12T11:57:09Z,11,VfL Wolfsburg,Wolfsburg,WOB,https://crests.football-data.org/11.png,In den Allerwiesen 1 Wolfsburg 38446,http://www.vfl-wolfsburg.de,1945,Green / White,Volkswagen Arena,2024-07-29T17:13:21Z,BL1,Bundesliga,2023
34,5,2.0,,56829,Christoph Baumgartner,Christoph,Baumgartner,1999-08-01,Austria,Attacking Midfield,,,2024-08-12T11:57:09Z,721,RB Leipzig,RB Leipzig,RBL,https://crests.football-data.org/721.png,Neumarkt 29-33 Leipzig 04109,http://www.dierotenbullen.com,2009,White / Red,Red Bull Arena,2022-02-19T09:03:00Z,BL1,Bundesliga,2023
30,5,,,150817,Youssoufa Moukoko,Youssoufa,Moukoko,2004-11-20,Germany,Centre-Forward,,,2024-08-12T11:57:09Z,4,Borussia Dortmund,Dortmund,BVB,https://crests.football-data.org/4.png,Rheinlanddamm 207-209 Dortmund 44137,http://www.bvb.de,1909,Black / Yellow,Signal Iduna Park,2022-02-25T16:50:16Z,BL1,Bundesliga,2023
32,5,3.0,,144715,Nathan Tella,Nathan,Tella,1999-07-05,England,Right Midfield,,,2024-11-28T13:36:42Z,3,Bayer 04 Leverkusen,Leverkusen,B04,https://crests.football-data.org/3.png,Bismarckstr. 122-124 Leverkusen 51373,http://www.bayer04.de,1904,Red / White / Black,BayArena,2022-02-25T16:43:07Z,BL1,Bundesliga,2023
30,5,2.0,,3466,Yussuf Poulsen,Yussuf,Poulsen,1994-06-16,Denmark,Centre-Forward,,,2024-08-12T11:57:09Z,721,RB Leipzig,RB Leipzig,RBL,https://crests.football-data.org/721.png,Neumarkt 29-33 Leipzig 04109,http://www.dierotenbullen.com,2009,White / Red,Red Bull Arena,2022-02-19T09:03:00Z,BL1,Bundesliga,2023
33,5,,,150647,Benedict Hollerbach,Benedict,Hollerbach,2001-05-17,Germany,Centre-Forward,,,2024-08-12T11:57:09Z,28,1. FC Union Berlin,Union Berlin,UNB,https://crests.football-data.org/28.png,An der Wuhlheide 263 Berlin 12555,http://www.fc-union-berlin.de,1906,Red / White,Stadion An der Alten Försterei,2024-07-29T17:14:25Z,BL1,Bundesliga,2023
34,5,4.0,,123333,Jamie Leweling,Jamie,Leweling,2001-02-26,Germany,Right Winger,,,2024-10-11T09:41:02Z,10,VfB Stuttgart,Stuttgart,VFB,https://crests.football-data.org/10.png,Mercedesstraße 109 Stuttgart 70372,http://www.vfb.de,1893,White / Red,Mercedes-Benz Arena,2023-02-28T07:59:06Z,BL1,Bundesliga,2023
33,4,1.0,,149,Jonathan Tah,Jonathan,Tah,1996-02-11,Germany,Centre-Back,,,2024-08-12T11:57:09Z,3,Bayer 04 Leverkusen,Leverkusen,B04,https://crests.football-data.org/3.png,Bismarckstr. 122-124 Leverkusen 51373,http://www.bayer04.de,1904,Red / White / Black,BayArena,2022-02-25T16:43:07Z,BL1,Bundesliga,2023
21,4,5.0,,23132,Dani Olmo,,Dani Olmo,1998-05-07,Spain,Attacking Midfield,,,2024-08-12T11:57:09Z,721,RB Leipzig,RB Leipzig,RBL,https://crests.football-data.org/721.png,Neumarkt 29-33 Leipzig 04109,http://www.dierotenbullen.com,2009,White / Red,Red Bull Arena,2022-02-19T09:03:00Z,BL1,Bundesliga,2023
29,4,,,30548,Ozan Kabak,Ozan,Kabak,2000-03-25,Turkey,Centre-Back,,,2024-08-12T11:57:09Z,2,TSG 1899 Hoffenheim,Hoffenheim,TSG,https://crests.football-data.org/2.png,Horrenberger Straße 58 Zuzenhausen 74939,http://www.achtzehn99.de,1921,Blue / White,PreZero Arena,2022-02-25T16:49:58Z,BL1,Bundesliga,2023
21,4,1.0,1.0,62913,Tomáš Čvančara,Tomáš,Čvančara,2000-08-13,Czech Republic,Centre-Forward,,23.0,2024-08-12T11:57:09Z,18,Borussia Mönchengladbach,M'gladbach,BMG,https://crests.football-data.org/18.png,Hennes-Weisweiler-Allee 1 Mönchengladbach 41179,http://www.borussia.de,1900,Black / White / Green,Stadion im Borussia-Park,2023-02-28T07:59:45Z,BL1,Bundesliga,2023
31,4,5.0,,31913,Ruben Vargas,Rubén,Vargas,1998-08-05,Switzerland,Left Winger,,,2025-05-24T09:42:19Z,16,FC Augsburg,Augsburg,FCA,https://crests.football-data.org/16.png,Donauwörther Straße 170 Augsburg 86154,http://www.fcaugsburg.de,1907,Red / Green / White,WWK Arena,2023-02-28T07:59:40Z,BL1,Bundesliga,2023
28,4,1.0,,127873,Oscar Vilhelmsson,Oscar,Vilhelmsson,2003-10-02,Sweden,Centre-Forward,,,2024-09-02T09:59:04Z,55,SV Darmstadt 98,Darmstadt,SVD,https://crests.football-data.org/55.png,Nieder-Ramstädter-Straße 170 Darmstadt 64285,http://www.sv98.de,1898,Blue / White,Merck-Stadion am Böllenfalltor,2022-07-26T18:01:00Z,BL1,Bundesliga,2023
