players_used,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,url
23,38,798,21.0,569,74,35,60,40,20,91,2.39,58,10,3,8,8,4,/en/squads/e4a775cb/Nottingham-Forest-Stats
36,38,616,16.21,427,56,51,46,28,8,42,1.11,23,5,3,9,1,1,/en/squads/33c895d4/Southampton-Stats
31,38,875,23.03,648,67,53,59,36,12,106,2.79,79,7,8,7,4,1,/en/squads/361ca564/Tottenham-Hotspur-Stats
27,38,815,21.45,582,69,48,65,34,17,67,1.76,42,5,3,13,3,1,/en/squads/7c21e445/West-Ham-United-Stats
32,38,756,19.89,547,57,58,36,34,24,96,2.53,77,5,7,1,2,4,/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats
29,38,690,18.16,465,95,26,41,48,15,61,1.61,39,3,3,7,9,0,/en/squads/8d6fd021/Alaves-Stats
31,38,832,21.89,630,65,52,38,27,20,92,2.42,63,8,7,8,6,0,/en/squads/2b390eca/Athletic-Club-Stats
24,38,826,21.74,657,49,39,42,24,15,123,3.24,100,1,7,7,5,3,/en/squads/db3b9613/2024-2025/Atletico-Madrid-Stats
28,38,1205,31.71,928,60,79,71,53,14,172,4.53,127,5,17,10,12,1,/en/squads/206d90db/Barcelona-Stats
36,38,944,24.84,718,62,59,48,40,17,100,2.63,72,6,4,9,8,1,/en/squads/fc536746/Real-Betis-Stats
30,38,789,20.76,607,41,42,57,30,12,98,2.58,77,1,5,8,7,0,/en/squads/f25da7fb/Celta-Vigo-Stats
27,38,632,16.63,431,73,36,35,45,12,68,1.79,41,8,3,5,10,1,/en/squads/a8661628/Espanyol-Stats
30,38,736,19.37,483,94,45,37,58,19,56,1.47,33,7,1,8,5,2,/en/squads/7848bd64/Getafe-Stats
30,38,727,19.13,562,60,34,37,23,11,77,2.03,56,6,2,9,3,1,/en/squads/9024a00a/Girona-Stats
34,38,741,19.5,543,65,39,39,46,9,68,1.79,54,2,2,5,4,1,/en/squads/0049d422/Las-Palmas-Stats
26,38,608,16.0,399,57,50,35,51,16,73,1.92,48,3,9,4,7,2,/en/squads/7c6f2c78/Leganes-Stats
28,38,684,18.0,471,96,30,48,33,6,60,1.58,45,8,0,2,4,1,/en/squads/2aa12281/Mallorca-Stats
25,38,726,19.11,503,93,39,42,43,6,82,2.16,49,5,5,8,14,1,/en/squads/03c57e2b/Osasuna-Stats
26,38,886,23.32,648,82,45,58,41,12,59,1.55,38,4,7,7,1,2,/en/squads/98e8af82/Rayo-Vallecano-Stats
30,38,1160,30.53,860,84,92,70,39,15,137,3.61,98,9,11,10,8,1,/en/squads/53a2f082/2024-2025/Real-Madrid-Stats
31,38,682,17.95,493,74,38,34,31,12,59,1.55,42,5,5,2,5,0,/en/squads/e31d1cd9/Real-Sociedad-Stats
35,38,824,21.68,600,69,60,51,31,13,71,1.87,59,4,3,4,1,0,/en/squads/ad2be733/Sevilla-Stats
32,38,676,17.79,503,65,27,34,31,16,71,1.87,49,4,3,8,5,2,/en/squads/dcc91a7b/Valencia-Stats
38,38,601,15.82,425,63,48,21,36,8,42,1.11,30,0,6,1,5,0,/en/squads/17859612/Valladolid-Stats
31,38,962,25.32,729,82,41,59,35,16,124,3.26,101,4,4,8,6,1,/en/squads/2a8183b3/Villarreal-Stats
30,34,546,16.06,389,49,25,33,29,21,55,1.62,34,4,3,4,8,2,/en/squads/69236f98/Angers-Stats
29,34,688,20.24,512,58,35,38,25,20,87,2.56,52,10,8,7,9,1,/en/squads/5ae09109/Auxerre-Stats
30,34,730,21.47,498,81,25,48,55,23,85,2.5,51,6,4,13,8,3,/en/squads/fb08dbb3/Brest-Stats
31,34,588,17.29,386,57,32,45,53,15,62,1.82,38,3,4,8,8,1,/en/squads/5c2737db/Le-Havre-Stats
33,34,859,25.26,647,70,42,66,22,12,65,1.91,47,2,5,8,2,1,/en/squads/fd4e0f7d/Lens-Stats
27,34,769,22.62,582,62,33,52,31,9,84,2.47,51,4,4,14,9,2,/en/squads/cb188c0c/Lille-Stats
31,34,802,23.59,637,52,34,51,24,4,114,3.35,90,2,7,9,6,0,/en/squads/d53c0b06/Lyon-Stats
32,34,878,25.82,648,71,55,64,25,15,129,3.79,99,3,8,8,7,4,/en/squads/5725cc7b/Marseille-Stats
28,34,868,25.53,658,67,38,56,31,18,106,3.12,77,7,4,11,5,2,/en/squads/fd6114db/Monaco-Stats
35,34,614,18.06,429,57,32,34,44,18,39,1.15,23,4,5,3,4,0,/en/squads/281b0e73/Montpellier-Stats
30,34,616,18.12,441,59,43,37,23,13,64,1.88,46,1,8,6,3,0,/en/squads/d7a486cd/Nantes-Stats
31,34,861,25.32,626,63,53,61,38,20,105,3.09,74,8,6,8,8,1,/en/squads/132ebc33/Nice-Stats
28,34,1153,33.91,921,59,64,59,27,23,158,4.65,124,4,11,10,6,3,/en/squads/e2d8892c/2024-2025/Paris-Saint-Germain-Stats
34,34,689,20.26,505,53,39,50,27,15,57,1.68,43,3,4,7,0,0,/en/squads/7fdd64e0/Reims-Stats
35,34,757,22.26,559,72,36,46,29,15,83,2.44,57,5,6,8,5,2,/en/squads/b3072e00/Rennes-Stats
32,34,628,18.47,465,44,45,39,24,11,65,1.91,47,3,6,5,4,0,/en/squads/d298ef2c/Saint-Etienne-Stats
30,34,622,18.29,456,50,41,34,25,16,93,2.74,71,6,3,6,5,2,/en/squads/c0d3eab4/Strasbourg-Stats
27,34,699,20.56,484,80,36,43,41,15,78,2.29,56,6,5,4,6,1,/en/squads/3f8c4b5f/Toulouse-Stats
29,34,704,20.71,505,80,34,43,37,5,63,1.85,42,7,5,5,3,1,/en/squads/0cdc4311/Augsburg-Stats
29,34,1168,34.35,902,64,91,63,37,11,161,4.74,108,6,19,16,9,3,/en/squads/054efa67/2024-2025/Bayern-Munich-Stats
27,34,739,21.74,535,83,24,50,33,14,53,1.56,30,5,5,8,3,2,/en/squads/b42c6323/Bochum-Stats
28,34,857,25.21,628,58,72,58,26,15,123,3.62,88,4,13,8,5,5,/en/squads/add600ae/2024-2025/Dortmund-Stats
26,34,849,24.97,594,65,57,77,36,20,115,3.38,67,8,17,13,5,5,/en/squads/f0ac8ee6/Eintracht-Frankfurt-Stats
26,34,714,21.0,501,63,38,57,44,11,84,2.47,60,7,3,9,4,1,/en/squads/a486e511/Freiburg-Stats
26,34,736,21.65,542,73,27,50,29,15,93,2.74,73,7,3,5,4,1,/en/squads/32f3ee20/Monchengladbach-Stats
27,34,713,20.97,489,77,43,47,49,8,60,1.76,32,8,4,9,6,1,/en/squads/18d9d2a7/Heidenheim-Stats
35,34,790,23.24,585,74,39,50,35,7,81,2.38,55,8,6,7,4,1,/en/squads/033ea6b8/Hoffenheim-Stats
27,34,652,19.18,459,74,21,49,40,9,81,2.38,49,8,5,10,6,3,/en/squads/2ac661d9/Holstein-Kiel-Stats
23,34,910,26.76,673,72,55,67,32,11,124,3.65,90,8,8,13,4,1,/en/squads/c7a9f859/Bayer-Leverkusen-Stats
25,34,736,21.65,557,67,30,42,30,10,93,2.74,75,2,0,9,6,1,/en/squads/a224b06a/Mainz-05-Stats
29,34,721,21.21,542,59,39,36,34,11,85,2.5,60,4,4,11,5,1,/en/squads/acbb6a5b/RB-Leipzig-Stats
28,34,662,19.47,448,72,36,49,43,14,45,1.32,29,2,7,5,1,1,/en/squads/54864664/St-Pauli-Stats
29,34,841,24.74,648,52,40,68,24,9,104,3.06,72,5,9,12,4,2,/en/squads/598bc722/Stuttgart-Stats
28,34,709,20.85,485,96,28,51,41,8,62,1.82,37,8,4,7,5,1,/en/squads/7a41008f/Union-Berlin-Stats
23,34,772,22.71,584,64,26,49,39,10,94,2.76,75,4,1,6,6,2,/en/squads/62add3bf/Werder-Bremen-Stats
27,34,754,22.18,528,80,35,54,45,12,95,2.79,57,11,5,11,9,2,/en/squads/4eaa11d7/Wolfsburg-Stats
32,38,966,25.42,736,75,51,71,22,11,131,3.45,105,5,4,13,4,0,/en/squads/922493f3/Atalanta-Stats
30,38,913,24.03,666,84,39,53,51,20,103,2.71,78,3,3,9,7,3,/en/squads/1d8099f8/Bologna-Stats
28,38,748,19.68,516,88,36,66,34,8,71,1.87,54,4,2,5,5,1,/en/squads/c4260e09/Cagliari-Stats
38,38,920,24.21,673,84,44,66,40,13,79,2.08,66,2,5,3,1,2,/en/squads/28c9c3cd/Como-Stats
34,38,638,16.79,452,53,41,35,39,18,51,1.34,35,4,5,4,2,1,/en/squads/a3d88bd8/Empoli-Stats
34,38,799,21.03,579,59,51,50,45,15,100,2.63,65,8,9,10,8,0,/en/squads/421387cf/Fiorentina-Stats
37,38,657,17.29,455,80,22,45,44,11,61,1.61,45,7,1,6,2,0,/en/squads/658bf2de/Genoa-Stats
32,38,640,16.84,459,66,31,40,31,13,48,1.26,29,5,3,6,3,2,/en/squads/0e72edf2/Hellas-Verona-Stats
26,38,1028,27.05,781,97,31,62,42,15,133,3.5,99,10,5,10,8,1,/en/squads/d609edc0/2024-2025/Internazionale-Stats
29,38,908,23.89,690,60,55,58,31,14,94,2.47,69,5,8,7,3,2,/en/squads/e0652b02/2024-2025/Juventus-Stats
27,38,954,25.11,712,67,49,76,32,18,103,2.71,76,4,7,10,5,1,/en/squads/7213da33/Lazio-Stats
31,38,777,20.45,547,77,38,45,50,20,47,1.24,36,3,1,4,3,0,/en/squads/ffcbe334/Lecce-Stats
35,38,1011,26.61,749,70,72,62,39,19,107,2.82,69,7,6,14,8,3,/en/squads/dc56fe14/Milan-Stats
36,38,588,15.47,437,56,25,34,31,5,43,1.13,32,3,1,6,0,1,/en/squads/21680aa4/Monza-Stats
27,38,882,23.21,672,70,39,61,28,12,100,2.63,75,4,7,6,7,1,/en/squads/d48ad4ff/Napoli-Stats
32,38,749,19.71,542,61,49,37,45,15,73,1.92,47,6,7,6,5,2,/en/squads/eab4234c/Parma-Stats
28,38,934,24.58,695,81,34,67,47,10,95,2.5,67,3,4,11,8,2,/en/squads/cf74a709/Roma-Stats
31,38,663,17.45,500,52,24,48,29,10,58,1.53,38,6,4,5,4,1,/en/squads/105360fe/Torino-Stats
31,38,757,19.92,557,67,31,52,31,19,61,1.61,33,4,5,14,3,2,/en/squads/04eea015/Udinese-Stats
36,38,685,18.03,491,67,37,36,45,9,49,1.29,26,5,3,8,7,0,/en/squads/af5d5982/Venezia-Stats
