players_used,Age,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),url
32,26.9,38,3420,90,100,38,418,83,250,167,18,174,1.11,54,69,-15,-0.39,43.7,58.1,-14.5,-0.38,/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats
29,26.6,38,3420,90,100,38,418,82,254,161,21,275,1.11,38,48,-10,-0.26,42.8,47.0,-4.2,-0.11,/en/squads/8d6fd021/Alaves-Stats
31,26.9,38,3420,90,100,38,418,80,226,189,23,253,1.84,54,29,25,0.66,53.0,37.8,15.2,0.4,/en/squads/2b390eca/Athletic-Club-Stats
24,28.4,38,3420,90,100,38,418,78,228,188,27,242,2.0,68,30,38,1.0,64.6,33.4,31.2,0.82,/en/squads/db3b9613/2024-2025/Atletico-Madrid-Stats
28,24.7,38,3420,90,100,38,418,80,237,180,22,254,2.32,102,39,63,1.66,91.5,41.9,49.5,1.3,/en/squads/206d90db/Barcelona-Stats
36,27.5,38,3420,90,100,38,418,80,237,179,22,230,1.58,57,50,7,0.18,54.6,50.6,4.0,0.11,/en/squads/fc536746/Real-Betis-Stats
30,26.9,38,3420,90,100,38,418,79,227,189,23,265,1.45,59,57,2,0.05,54.2,43.4,10.9,0.29,/en/squads/f25da7fb/Celta-Vigo-Stats
27,25.2,38,3420,90,100,38,418,81,238,180,21,270,1.11,40,51,-11,-0.29,34.4,53.8,-19.4,-0.51,/en/squads/a8661628/Espanyol-Stats
30,27.7,38,3420,90,100,38,418,81,251,164,21,247,1.11,34,39,-5,-0.13,36.8,46.2,-9.4,-0.25,/en/squads/7848bd64/Getafe-Stats
30,27.5,38,3420,90,100,38,418,81,245,172,22,249,1.08,44,60,-16,-0.42,42.5,50.4,-7.9,-0.21,/en/squads/9024a00a/Girona-Stats
34,26.8,38,3420,90,100,38,418,80,226,189,21,246,0.84,40,61,-21,-0.55,36.3,66.8,-30.5,-0.8,/en/squads/0049d422/Las-Palmas-Stats
26,27.8,38,3420,90,100,38,418,81,247,167,21,250,1.05,39,56,-17,-0.45,36.0,59.4,-23.4,-0.62,/en/squads/7c6f2c78/Leganes-Stats
28,28.7,38,3420,90,100,38,418,82,233,179,18,260,1.26,35,44,-9,-0.24,38.8,46.8,-8.1,-0.21,/en/squads/2aa12281/Mallorca-Stats
25,27.4,38,3420,90,100,38,418,82,239,183,18,256,1.37,48,52,-4,-0.11,44.0,53.7,-9.6,-0.25,/en/squads/03c57e2b/Osasuna-Stats
26,29.3,38,3420,90,100,38,418,80,227,188,22,256,1.37,41,45,-4,-0.11,45.4,49.0,-3.5,-0.09,/en/squads/98e8af82/Rayo-Vallecano-Stats
30,26.6,38,3420,90,100,38,418,83,270,144,18,213,2.21,78,38,40,1.05,75.3,42.8,32.5,0.86,/en/squads/53a2f082/2024-2025/Real-Madrid-Stats
31,25.2,38,3420,90,100,38,418,79,233,181,25,268,1.21,35,46,-11,-0.29,42.5,43.9,-1.5,-0.04,/en/squads/e31d1cd9/Real-Sociedad-Stats
35,26.1,38,3420,90,100,38,418,82,240,174,18,266,1.08,42,55,-13,-0.34,42.7,47.4,-4.7,-0.12,/en/squads/ad2be733/Sevilla-Stats
32,24.7,38,3420,90,100,38,418,82,238,179,19,264,1.21,44,54,-10,-0.26,43.2,51.9,-8.6,-0.23,/en/squads/dcc91a7b/Valencia-Stats
38,25.6,38,3420,90,100,38,418,79,238,177,25,264,0.42,26,90,-64,-1.68,34.6,67.6,-33.0,-0.87,/en/squads/17859612/Valladolid-Stats
31,26.7,38,3420,90,100,38,418,81,239,177,21,179,1.84,71,51,20,0.53,64.8,44.4,20.4,0.54,/en/squads/2a8183b3/Villarreal-Stats
30,27.5,34,3060,90,100,34,374,81,216,157,20,148,1.06,32,53,-21,-0.62,36.0,57.8,-21.8,-0.64,/en/squads/69236f98/Angers-Stats
29,25.9,34,3060,90,100,34,374,83,215,155,16,151,1.24,48,51,-3,-0.09,41.0,58.6,-17.6,-0.52,/en/squads/5ae09109/Auxerre-Stats
30,28.2,34,3060,90,100,34,374,82,226,147,20,152,1.47,52,59,-7,-0.21,45.4,57.4,-12.0,-0.35,/en/squads/fb08dbb3/Brest-Stats
31,26.9,34,3060,90,100,34,374,82,224,147,19,159,1.0,40,71,-31,-0.91,41.4,62.8,-21.4,-0.63,/en/squads/5c2737db/Le-Havre-Stats
33,27.1,34,3060,90,100,34,374,81,214,158,19,146,1.53,42,39,3,0.09,51.8,45.3,6.5,0.19,/en/squads/fd4e0f7d/Lens-Stats
27,26.1,34,3060,90,100,34,374,82,218,156,20,149,1.76,52,36,16,0.47,54.7,42.5,12.2,0.36,/en/squads/cb188c0c/Lille-Stats
31,27.4,34,3060,90,100,34,374,83,232,143,18,163,1.68,65,46,19,0.56,60.3,45.7,14.6,0.43,/en/squads/d53c0b06/Lyon-Stats
32,26.7,34,3060,90,100,34,374,81,225,147,21,158,1.91,74,47,27,0.79,63.8,45.2,18.6,0.55,/en/squads/5725cc7b/Marseille-Stats
28,24.4,34,3060,90,100,34,374,82,219,153,19,152,1.79,63,41,22,0.65,72.8,34.8,38.0,1.12,/en/squads/fd6114db/Monaco-Stats
35,26.1,34,3060,90,100,34,374,81,219,151,23,147,0.47,23,79,-56,-1.65,33.5,63.3,-29.9,-0.88,/en/squads/281b0e73/Montpellier-Stats
30,26.7,34,3060,90,100,34,374,83,219,155,15,151,1.06,39,52,-13,-0.38,39.1,55.5,-16.4,-0.48,/en/squads/d7a486cd/Nantes-Stats
31,26.4,34,3060,90,100,34,374,83,213,158,17,148,1.76,66,41,25,0.74,61.6,40.2,21.4,0.63,/en/squads/132ebc33/Nice-Stats
28,23.6,34,3060,90,100,34,374,81,230,144,24,156,2.47,92,35,57,1.68,88.9,31.2,57.7,1.7,/en/squads/e2d8892c/2024-2025/Paris-Saint-Germain-Stats
34,24.5,34,3060,90,100,34,374,82,223,148,20,160,0.97,33,47,-14,-0.41,37.4,57.4,-19.9,-0.59,/en/squads/7fdd64e0/Reims-Stats
35,25.1,34,3060,90,100,34,374,82,224,148,20,158,1.21,51,50,1,0.03,48.6,46.0,2.6,0.08,/en/squads/b3072e00/Rennes-Stats
32,25.9,34,3060,90,100,34,374,82,229,142,20,163,0.88,39,77,-38,-1.12,36.4,74.3,-37.9,-1.12,/en/squads/d298ef2c/Saint-Etienne-Stats
30,21.4,34,3060,90,100,34,374,84,242,131,16,177,1.68,56,44,12,0.35,49.3,56.1,-6.9,-0.2,/en/squads/c0d3eab4/Strasbourg-Stats
27,25.2,34,3060,90,100,34,374,83,231,140,17,165,1.24,44,43,1,0.03,49.1,36.8,12.4,0.36,/en/squads/3f8c4b5f/Toulouse-Stats
29,26.8,34,3060,90,100,34,374,80,213,157,23,147,1.26,35,51,-16,-0.47,34.7,48.9,-14.2,-0.42,/en/squads/0cdc4311/Augsburg-Stats
29,27.7,34,3060,90,100,34,374,82,224,150,21,155,2.41,99,32,67,1.97,81.7,25.5,56.2,1.65,/en/squads/054efa67/2024-2025/Bayern-Munich-Stats
27,28.0,34,3060,90,100,34,374,81,218,154,20,152,0.74,33,67,-34,-1.0,41.8,63.2,-21.3,-0.63,/en/squads/b42c6323/Bochum-Stats
28,26.6,34,3060,90,100,34,374,81,216,154,20,147,1.68,71,51,20,0.59,61.2,42.8,18.4,0.54,/en/squads/add600ae/2024-2025/Dortmund-Stats
26,24.9,34,3060,90,100,34,374,81,211,162,20,144,1.76,68,46,22,0.65,65.1,48.0,17.1,0.5,/en/squads/f0ac8ee6/Eintracht-Frankfurt-Stats
26,27.1,34,3060,90,100,34,374,82,216,157,18,149,1.62,49,53,-4,-0.12,44.3,42.4,1.8,0.05,/en/squads/a486e511/Freiburg-Stats
26,26.5,34,3060,90,100,34,374,83,207,165,16,141,1.32,55,57,-2,-0.06,50.6,63.4,-12.7,-0.37,/en/squads/32f3ee20/Monchengladbach-Stats
27,26.8,34,3060,90,100,34,374,80,213,162,23,144,0.85,37,64,-27,-0.79,40.3,57.6,-17.4,-0.51,/en/squads/18d9d2a7/Heidenheim-Stats
35,26.5,34,3060,90,100,34,374,81,221,151,22,153,0.94,46,68,-22,-0.65,42.6,55.8,-13.1,-0.39,/en/squads/033ea6b8/Hoffenheim-Stats
27,25.6,34,3060,90,100,34,374,79,210,162,24,143,0.74,49,80,-31,-0.91,39.8,61.0,-21.1,-0.62,/en/squads/2ac661d9/Holstein-Kiel-Stats
23,27.0,34,3060,90,100,34,374,83,239,136,19,165,2.03,72,43,29,0.85,56.9,36.2,20.6,0.61,/en/squads/c7a9f859/Bayer-Leverkusen-Stats
25,27.4,34,3060,90,100,34,374,82,229,145,18,160,1.53,55,43,12,0.35,50.1,48.1,2.0,0.06,/en/squads/a224b06a/Mainz-05-Stats
29,25.3,34,3060,90,100,34,374,81,212,158,20,142,1.5,53,48,5,0.15,46.6,53.3,-6.8,-0.2,/en/squads/acbb6a5b/RB-Leipzig-Stats
28,26.9,34,3060,90,100,34,374,84,229,143,16,163,0.94,28,41,-13,-0.38,35.3,45.4,-10.1,-0.3,/en/squads/54864664/St-Pauli-Stats
29,24.9,34,3060,90,100,34,374,81,210,161,19,142,1.47,64,53,11,0.32,62.3,46.9,15.4,0.45,/en/squads/598bc722/Stuttgart-Stats
28,27.2,34,3060,90,100,34,374,80,207,168,22,137,1.18,35,51,-16,-0.47,37.0,47.8,-10.7,-0.32,/en/squads/7a41008f/Union-Berlin-Stats
23,27.5,34,3060,90,100,34,374,83,215,156,17,145,1.5,54,57,-3,-0.09,49.1,48.1,1.0,0.03,/en/squads/62add3bf/Werder-Bremen-Stats
27,25.2,34,3060,90,100,34,374,82,220,155,19,150,1.26,56,54,2,0.06,47.5,52.5,-5.1,-0.15,/en/squads/4eaa11d7/Wolfsburg-Stats
32,27.1,38,3420,90,100,38,418,79,233,185,24,250,1.95,78,37,41,1.08,65.0,38.6,26.4,0.69,/en/squads/922493f3/Atalanta-Stats
30,26.4,38,3420,90,100,38,418,80,230,185,21,335,1.63,57,47,10,0.26,49.3,36.7,12.6,0.33,/en/squads/1d8099f8/Bologna-Stats
28,26.6,38,3420,90,100,38,418,80,233,182,22,307,0.95,40,56,-16,-0.42,42.7,55.3,-12.6,-0.33,/en/squads/c4260e09/Cagliari-Stats
38,26.3,38,3420,90,100,38,418,81,229,187,18,308,1.29,49,52,-3,-0.08,45.4,43.0,2.4,0.06,/en/squads/28c9c3cd/Como-Stats
34,25.4,38,3420,90,100,38,418,82,245,169,19,292,0.82,33,59,-26,-0.68,32.5,50.1,-17.6,-0.46,/en/squads/a3d88bd8/Empoli-Stats
34,26.3,38,3420,90,100,38,418,81,240,177,21,253,1.71,60,41,19,0.5,48.9,42.8,6.0,0.16,/en/squads/421387cf/Fiorentina-Stats
37,26.2,38,3420,90,100,38,418,81,249,170,22,319,1.13,37,49,-12,-0.32,37.2,47.2,-10.0,-0.26,/en/squads/658bf2de/Genoa-Stats
32,25.1,38,3420,90,100,38,418,80,231,180,23,368,0.97,34,66,-32,-0.84,33.8,53.4,-19.6,-0.51,/en/squads/0e72edf2/Hellas-Verona-Stats
26,29.4,38,3420,90,100,38,418,80,231,188,22,273,2.13,79,35,44,1.16,66.9,36.5,30.4,0.8,/en/squads/d609edc0/2024-2025/Internazionale-Stats
29,24.6,38,3420,90,100,38,418,82,255,164,20,203,1.84,58,35,23,0.61,51.1,34.0,17.0,0.45,/en/squads/e0652b02/2024-2025/Juventus-Stats
27,27.1,38,3420,90,100,38,418,80,239,174,22,244,1.71,61,49,12,0.32,57.2,37.7,19.5,0.51,/en/squads/7213da33/Lazio-Stats
31,26.1,38,3420,90,100,38,418,80,245,168,24,339,0.89,27,58,-31,-0.82,34.6,57.1,-22.5,-0.59,/en/squads/ffcbe334/Lecce-Stats
35,25.6,38,3420,90,100,38,418,81,249,166,22,282,1.66,61,43,18,0.47,63.7,41.3,22.4,0.59,/en/squads/dc56fe14/Milan-Stats
36,26.8,38,3420,90,100,38,418,81,243,172,20,310,0.47,28,69,-41,-1.08,29.9,54.7,-24.8,-0.65,/en/squads/21680aa4/Monza-Stats
27,28.6,38,3420,90,100,38,418,85,260,158,14,269,2.16,59,27,32,0.84,53.0,29.6,23.4,0.62,/en/squads/d48ad4ff/Napoli-Stats
32,23.8,38,3420,90,100,38,418,78,234,185,26,284,0.95,44,58,-14,-0.37,43.1,56.4,-13.3,-0.35,/en/squads/eab4234c/Parma-Stats
28,26.5,38,3420,90,100,38,418,81,247,171,21,317,1.82,56,35,21,0.55,53.0,40.9,12.1,0.32,/en/squads/cf74a709/Roma-Stats
31,26.7,38,3420,90,100,38,418,80,236,179,21,253,1.16,39,45,-6,-0.16,34.6,50.4,-15.8,-0.42,/en/squads/105360fe/Torino-Stats
31,26.4,38,3420,90,100,38,418,80,232,181,21,278,1.16,41,56,-15,-0.39,38.2,52.6,-14.4,-0.38,/en/squads/04eea015/Udinese-Stats
36,25.4,38,3420,90,100,38,418,81,232,187,19,317,0.76,32,56,-24,-0.63,35.8,57.5,-21.7,-0.57,/en/squads/af5d5982/Venezia-Stats
