players_used,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,url
30,38,80,781,263,33.7,20.55,6.92,0.09,0.28,17.2,18,6,9,87.8,80.4,0.11,-7.8,-6.4,/en/squads/822bd0ba/2023-2024/Liverpool-Stats
28,38,49,427,134,31.4,11.24,3.53,0.1,0.33,16.3,11,5,5,42.4,38.6,0.09,6.6,5.4,/en/squads/e297cd13/2023-2024/Luton-Town-Stats
25,38,94,683,264,38.7,17.97,6.95,0.12,0.32,17.1,25,9,10,80.5,72.9,0.11,13.5,12.1,/en/squads/b8fd03ef/2023-2024/Manchester-City-Stats
31,38,57,543,182,33.5,14.29,4.79,0.09,0.28,17.4,15,6,7,56.5,51.0,0.1,0.5,0.0,/en/squads/19538871/2023-2024/Manchester-United-Stats
32,38,83,542,196,36.2,14.26,5.16,0.14,0.38,15.7,9,8,9,76.0,69.0,0.13,7.0,6.0,/en/squads/b2b47a98/2023-2024/Newcastle-United-Stats
33,38,49,450,143,31.8,11.84,3.76,0.11,0.34,17.2,7,1,1,49.9,49.1,0.11,-0.9,-1.1,/en/squads/e4a775cb/2023-2024/Nottingham-Forest-Stats
35,38,31,360,117,32.5,9.47,3.08,0.07,0.22,17.4,8,5,5,38.3,34.5,0.1,-7.3,-8.5,/en/squads/1df6b87e/2023-2024/Sheffield-United-Stats
29,38,69,582,207,35.6,15.32,5.45,0.12,0.32,16.5,11,2,2,68.2,66.7,0.12,0.8,0.3,/en/squads/361ca564/2023-2024/Tottenham-Hotspur-Stats
26,38,58,445,146,32.8,11.71,3.84,0.12,0.37,16.2,17,4,5,52.3,48.4,0.11,5.7,5.6,/en/squads/7c21e445/2023-2024/West-Ham-United-Stats
27,38,47,425,153,36.0,11.18,4.03,0.1,0.28,16.7,12,4,4,46.7,43.6,0.11,0.3,-0.6,/en/squads/8cec06e1/2023-2024/Wolverhampton-Wanderers-Stats
30,38,33,458,136,29.7,12.05,3.58,0.07,0.22,17.7,15,3,7,46.2,40.7,0.09,-13.2,-10.7,/en/squads/8d6fd021/2023-2024/Alaves-Stats
35,38,42,478,163,34.1,12.58,4.29,0.08,0.25,18.8,18,2,2,48.7,47.1,0.1,-6.7,-7.1,/en/squads/78ecf4bb/2023-2024/Almeria-Stats
27,38,59,458,163,35.6,12.05,4.29,0.12,0.34,15.9,7,3,5,52.7,48.7,0.11,6.3,7.3,/en/squads/2b390eca/2023-2024/Athletic-Club-Stats
27,38,68,475,197,41.5,12.5,5.18,0.13,0.32,16.2,9,5,6,62.4,57.9,0.12,5.6,5.1,/en/squads/db3b9613/2023-2024/Atletico-Madrid-Stats
29,38,76,588,219,37.2,15.47,5.76,0.12,0.32,16.5,21,6,7,77.6,72.1,0.13,-1.6,-2.1,/en/squads/206d90db/2023-2024/Barcelona-Stats
35,38,46,489,150,30.7,12.87,3.95,0.09,0.29,17.2,15,2,3,43.9,41.7,0.09,2.1,2.3,/en/squads/fc536746/2023-2024/Real-Betis-Stats
31,38,45,467,151,32.3,12.29,3.97,0.09,0.28,17.5,14,3,5,50.7,46.9,0.1,-5.7,-4.9,/en/squads/f25da7fb/2023-2024/Celta-Vigo-Stats
34,38,25,395,120,30.4,10.39,3.16,0.06,0.18,18.4,21,3,3,36.0,33.6,0.09,-11.0,-11.6,/en/squads/ee7c297c/2023-2024/Cadiz-Stats
33,38,42,446,150,33.6,11.74,3.95,0.08,0.24,18.6,14,6,7,45.7,40.2,0.09,-3.7,-4.2,/en/squads/7848bd64/2023-2024/Getafe-Stats
25,38,84,476,178,37.4,12.53,4.68,0.16,0.43,16.4,13,7,8,70.8,64.6,0.14,13.2,12.4,/en/squads/9024a00a/2023-2024/Girona-Stats
40,38,35,394,123,31.2,10.37,3.24,0.08,0.24,17.8,15,5,8,42.6,36.4,0.09,-7.6,-6.4,/en/squads/a0435291/2023-2024/Granada-Stats
29,38,33,386,120,31.1,10.16,3.16,0.08,0.25,20.1,21,3,5,33.2,29.2,0.08,-0.2,0.8,/en/squads/0049d422/2023-2024/Las-Palmas-Stats
25,38,33,415,131,31.6,10.92,3.45,0.08,0.24,16.8,4,1,3,40.5,38.2,0.09,-7.5,-6.2,/en/squads/2aa12281/2023-2024/Mallorca-Stats
29,38,45,421,124,29.5,11.08,3.26,0.1,0.33,17.9,14,4,5,40.5,36.6,0.09,4.5,4.4,/en/squads/03c57e2b/2023-2024/Osasuna-Stats
26,38,29,487,160,32.9,12.82,4.21,0.05,0.14,20.8,47,6,6,42.3,37.7,0.08,-13.3,-14.7,/en/squads/98e8af82/2023-2024/Rayo-Vallecano-Stats
27,38,85,593,242,40.8,15.61,6.37,0.14,0.34,17.5,24,2,5,68.8,65.2,0.11,16.2,17.8,/en/squads/53a2f082/2023-2024/Real-Madrid-Stats
31,38,48,457,147,32.2,12.03,3.87,0.1,0.3,17.8,24,4,4,44.9,41.8,0.09,3.1,2.2,/en/squads/e31d1cd9/2023-2024/Real-Sociedad-Stats
35,38,46,487,160,32.9,12.82,4.21,0.09,0.28,17.5,15,2,2,44.9,43.3,0.09,1.1,0.7,/en/squads/ad2be733/2023-2024/Sevilla-Stats
29,38,39,368,123,33.4,9.68,3.24,0.08,0.25,18.7,16,8,9,43.1,36.2,0.1,-4.1,-5.2,/en/squads/dcc91a7b/2023-2024/Valencia-Stats
32,38,64,462,163,35.3,12.16,4.29,0.13,0.36,16.2,8,5,7,55.6,50.1,0.11,8.4,8.9,/en/squads/2a8183b3/2023-2024/Villarreal-Stats
25,34,51,481,165,34.3,14.15,4.85,0.1,0.28,17.6,12,4,4,48.3,45.1,0.1,2.7,1.9,/en/squads/fb08dbb3/2023-2024/Brest-Stats
31,34,26,382,120,31.4,11.24,3.53,0.05,0.17,19.0,13,6,8,36.0,29.8,0.08,-10.0,-9.8,/en/squads/d9676424/2023-2024/Clermont-Foot-Stats
27,34,33,381,113,29.7,11.21,3.32,0.07,0.24,18.2,11,6,7,37.3,31.8,0.09,-4.3,-4.8,/en/squads/5c2737db/2023-2024/Le-Havre-Stats
27,34,45,487,167,34.3,14.32,4.91,0.08,0.23,16.7,13,6,7,54.1,48.8,0.1,-9.1,-9.8,/en/squads/fd4e0f7d/2023-2024/Lens-Stats
28,34,50,438,165,37.7,12.88,4.85,0.11,0.29,17.5,21,2,3,48.6,46.2,0.11,1.4,1.8,/en/squads/cb188c0c/2023-2024/Lille-Stats
38,34,41,368,135,36.7,10.82,3.97,0.11,0.3,17.7,6,1,1,37.1,36.4,0.1,3.9,3.6,/en/squads/d2c87802/2023-2024/Lorient-Stats
35,34,48,439,168,38.3,12.91,4.94,0.1,0.26,16.5,16,4,4,49.8,46.9,0.11,-1.8,-2.9,/en/squads/d53c0b06/2023-2024/Lyon-Stats
33,34,50,477,152,31.9,14.03,4.47,0.1,0.3,17.0,20,4,4,54.9,51.8,0.11,-4.9,-5.8,/en/squads/5725cc7b/2023-2024/Marseille-Stats
30,34,35,326,106,32.5,9.59,3.12,0.1,0.29,18.8,11,4,6,34.2,29.7,0.09,0.8,1.3,/en/squads/f83960ae/2023-2024/Metz-Stats
30,34,66,512,202,39.5,15.06,5.94,0.13,0.32,17.3,11,2,5,55.0,50.9,0.1,11.0,13.1,/en/squads/fd6114db/2023-2024/Monaco-Stats
31,34,41,437,153,35.0,12.85,4.5,0.08,0.22,19.0,23,7,7,46.0,40.9,0.09,-5.0,-6.9,/en/squads/281b0e73/2023-2024/Montpellier-Stats
35,34,30,376,129,34.3,11.06,3.79,0.07,0.2,17.7,16,4,5,37.6,33.6,0.09,-7.6,-7.6,/en/squads/d7a486cd/2023-2024/Nantes-Stats
27,34,39,452,149,33.0,13.29,4.38,0.07,0.22,17.2,12,6,7,49.9,44.4,0.1,-10.9,-11.4,/en/squads/132ebc33/2023-2024/Nice-Stats
29,34,78,504,187,37.1,14.82,5.5,0.14,0.38,17.3,14,7,9,68.8,61.6,0.12,9.2,9.4,/en/squads/e2d8892c/2023-2024/Paris-Saint-Germain-Stats
29,34,40,411,126,30.7,12.09,3.71,0.09,0.29,17.0,10,3,4,44.5,41.3,0.1,-4.5,-4.3,/en/squads/7fdd64e0/2023-2024/Reims-Stats
29,34,53,476,157,33.0,14.0,4.62,0.09,0.27,18.0,18,10,11,53.1,44.5,0.1,-0.1,-1.5,/en/squads/b3072e00/2023-2024/Rennes-Stats
30,34,36,363,119,32.8,10.68,3.5,0.09,0.28,17.9,12,3,4,41.9,38.8,0.11,-5.9,-5.8,/en/squads/c0d3eab4/2023-2024/Strasbourg-Stats
26,34,42,395,128,32.4,11.62,3.76,0.09,0.28,17.4,11,6,9,40.3,33.3,0.09,1.7,2.7,/en/squads/3f8c4b5f/2023-2024/Toulouse-Stats
29,34,49,429,123,28.7,12.62,3.62,0.1,0.36,17.5,12,5,7,46.1,40.7,0.1,2.9,3.3,/en/squads/0cdc4311/2023-2024/Augsburg-Stats
30,34,93,633,229,36.2,18.62,6.74,0.14,0.38,15.7,13,5,5,85.2,81.3,0.13,7.8,6.7,/en/squads/054efa67/2023-2024/Bayern-Munich-Stats
25,34,41,524,145,27.7,15.41,4.26,0.07,0.26,18.2,18,4,4,44.5,41.4,0.08,-3.5,-4.4,/en/squads/b42c6323/2023-2024/Bochum-Stats
32,34,28,404,110,27.2,11.88,3.24,0.06,0.23,19.1,12,3,3,32.3,30.0,0.08,-4.3,-5.0,/en/squads/6a6967fc/2023-2024/Darmstadt-98-Stats
32,34,68,506,184,36.4,14.88,5.41,0.12,0.34,16.9,17,6,6,63.5,58.8,0.12,4.5,3.2,/en/squads/add600ae/2023-2024/Dortmund-Stats
34,34,48,402,139,34.6,11.82,4.09,0.11,0.33,16.4,11,2,3,46.2,44.4,0.11,1.8,1.6,/en/squads/f0ac8ee6/2023-2024/Eintracht-Frankfurt-Stats
25,34,43,392,131,33.4,11.53,3.85,0.09,0.27,16.0,7,7,9,49.4,42.4,0.11,-6.4,-6.4,/en/squads/a486e511/2023-2024/Freiburg-Stats
27,34,55,451,144,31.9,13.26,4.24,0.11,0.35,17.1,4,5,6,46.5,41.8,0.1,8.5,8.2,/en/squads/32f3ee20/2023-2024/Monchengladbach-Stats
22,34,46,392,114,29.1,11.53,3.35,0.11,0.39,17.0,12,2,3,39.4,37.0,0.1,6.6,7.0,/en/squads/18d9d2a7/2023-2024/Heidenheim-Stats
30,34,65,457,160,35.0,13.44,4.71,0.13,0.37,17.9,16,6,6,53.6,49.0,0.11,11.4,10.0,/en/squads/033ea6b8/2023-2024/Hoffenheim-Stats
26,34,28,441,142,32.2,12.97,4.18,0.05,0.16,17.8,12,5,6,39.3,34.7,0.08,-11.3,-11.7,/en/squads/bc357bf7/2023-2024/Koln-Stats
24,34,87,611,232,38.0,17.97,6.82,0.13,0.34,17.6,21,8,8,73.6,67.6,0.11,13.4,11.4,/en/squads/c7a9f859/2023-2024/Bayer-Leverkusen-Stats
30,34,38,476,134,28.2,14.0,3.94,0.08,0.28,17.5,20,1,5,44.6,40.7,0.09,-6.6,-3.7,/en/squads/a224b06a/2023-2024/Mainz-05-Stats
26,34,74,528,214,40.5,15.53,6.29,0.13,0.33,16.8,17,4,7,65.6,60.2,0.12,8.4,9.8,/en/squads/acbb6a5b/2023-2024/RB-Leipzig-Stats
27,34,78,529,206,38.9,15.56,6.06,0.14,0.35,17.6,8,5,8,70.9,64.6,0.13,7.1,8.4,/en/squads/598bc722/2023-2024/Stuttgart-Stats
30,34,33,403,127,31.5,11.85,3.74,0.07,0.24,16.4,7,3,6,40.1,35.3,0.09,-7.1,-5.3,/en/squads/7a41008f/2023-2024/Union-Berlin-Stats
30,34,45,407,125,30.7,11.97,3.68,0.1,0.32,17.4,14,5,6,46.9,42.0,0.1,-1.9,-2.0,/en/squads/62add3bf/2023-2024/Werder-Bremen-Stats
28,34,41,411,147,35.8,12.09,4.32,0.09,0.27,17.7,17,2,3,39.2,36.7,0.09,1.8,2.3,/en/squads/4eaa11d7/2023-2024/Wolfsburg-Stats
29,38,72,539,197,36.5,14.18,5.18,0.12,0.34,16.0,6,5,5,57.8,53.9,0.1,14.2,13.1,/en/squads/922493f3/2023-2024/Atalanta-Stats
28,38,52,472,159,33.7,12.42,4.18,0.1,0.3,18.0,19,4,5,47.9,44.0,0.1,4.1,4.0,/en/squads/1d8099f8/2023-2024/Bologna-Stats
29,38,41,442,127,28.7,11.63,3.34,0.08,0.29,17.6,15,4,6,42.9,38.4,0.09,-1.9,-1.4,/en/squads/c4260e09/2023-2024/Cagliari-Stats
34,38,26,413,112,27.1,10.87,2.95,0.05,0.19,18.9,22,5,5,36.2,32.4,0.08,-10.2,-11.4,/en/squads/a3d88bd8/2023-2024/Empoli-Stats
30,38,60,515,171,33.2,13.55,4.5,0.11,0.33,17.5,13,4,8,51.7,45.4,0.09,8.3,10.6,/en/squads/421387cf/2023-2024/Fiorentina-Stats
34,38,44,460,147,32.0,12.11,3.87,0.08,0.24,19.2,18,8,10,45.8,37.9,0.08,-1.8,-1.9,/en/squads/6a7ad59d/2023-2024/Frosinone-Stats
34,38,43,397,119,30.0,10.45,3.13,0.1,0.32,17.4,21,5,6,35.7,31.0,0.08,7.3,7.0,/en/squads/658bf2de/2023-2024/Genoa-Stats
36,38,38,435,146,33.6,11.45,3.84,0.08,0.24,18.9,13,3,7,38.0,32.4,0.08,0.0,2.6,/en/squads/0e72edf2/2023-2024/Hellas-Verona-Stats
27,38,87,580,196,33.8,15.26,5.16,0.13,0.38,16.8,19,13,14,78.2,67.4,0.12,8.8,6.6,/en/squads/d609edc0/2023-2024/Internazionale-Stats
31,38,52,531,146,27.5,13.97,3.84,0.09,0.34,16.9,19,3,5,54.6,50.6,0.1,-2.6,-1.6,/en/squads/e0652b02/2023-2024/Juventus-Stats
22,38,46,436,135,31.0,11.47,3.55,0.1,0.31,18.0,15,4,4,46.5,43.4,0.1,-0.5,-1.4,/en/squads/7213da33/2023-2024/Lazio-Stats
26,38,30,503,147,29.2,13.24,3.87,0.05,0.18,18.8,11,3,5,43.1,39.2,0.08,-13.1,-12.2,/en/squads/ffcbe334/2023-2024/Lecce-Stats
35,38,76,554,202,36.5,14.58,5.32,0.13,0.35,16.8,9,6,8,66.2,60.0,0.11,9.8,10.0,/en/squads/dc56fe14/2023-2024/Milan-Stats
31,38,38,451,123,27.3,11.87,3.24,0.08,0.28,17.8,15,4,5,39.5,35.9,0.08,-1.5,-1.9,/en/squads/21680aa4/2023-2024/Monza-Stats
29,38,54,638,196,30.7,16.79,5.16,0.08,0.24,17.6,18,6,10,61.4,53.3,0.09,-7.4,-5.3,/en/squads/d48ad4ff/2023-2024/Napoli-Stats
30,38,64,464,142,30.6,12.21,3.74,0.11,0.37,17.9,16,11,12,51.4,42.3,0.09,12.6,10.7,/en/squads/cf74a709/2023-2024/Roma-Stats
39,38,32,398,118,29.6,10.47,3.11,0.08,0.25,19.1,11,2,2,30.3,28.7,0.07,1.7,1.3,/en/squads/c5577084/2023-2024/Salernitana-Stats
30,38,42,453,144,31.8,11.92,3.79,0.08,0.24,19.2,18,7,8,39.8,33.8,0.08,2.2,1.2,/en/squads/e2befd26/2023-2024/Sassuolo-Stats
30,38,35,432,121,28.0,11.37,3.18,0.08,0.27,17.1,15,2,2,37.7,36.1,0.09,-2.7,-3.1,/en/squads/105360fe/2023-2024/Torino-Stats
32,38,36,457,134,29.3,12.03,3.53,0.07,0.25,18.8,21,3,4,39.1,36.8,0.08,-3.1,-3.8,/en/squads/04eea015/2023-2024/Udinese-Stats
