players_used,Playing Time,Playing Time,Playing Time,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,url
2,38,38,3416,38,47,1.24,156,109,73.1,10,10,18,8,21.1,9,5,3,1,37.5,/en/squads/0049d422/2023-2024/Las-Palmas-Stats
3,38,38,3420,38,44,1.16,148,104,73.0,8,16,14,10,26.3,5,4,1,0,20.0,/en/squads/2aa12281/2023-2024/Mallorca-Stats
2,38,38,3420,38,56,1.47,152,95,63.8,12,9,17,10,26.3,2,1,1,0,50.0,/en/squads/03c57e2b/2023-2024/Osasuna-Stats
2,38,38,3420,38,48,1.26,151,104,68.9,8,14,16,13,34.2,2,1,1,0,50.0,/en/squads/98e8af82/2023-2024/Rayo-Vallecano-Stats
3,38,38,3420,38,26,0.68,118,93,78.8,29,8,1,21,55.3,1,1,0,0,0.0,/en/squads/53a2f082/2023-2024/Real-Madrid-Stats
2,38,38,3417,38,39,1.03,135,96,75.6,16,12,10,15,39.5,7,6,1,0,14.3,/en/squads/e31d1cd9/2023-2024/Real-Sociedad-Stats
3,38,38,3420,38,54,1.42,175,123,72.0,10,11,17,8,21.1,5,5,0,0,0.0,/en/squads/ad2be733/2023-2024/Sevilla-Stats
3,38,38,3420,38,45,1.18,160,114,73.8,13,10,15,13,34.2,6,3,3,0,50.0,/en/squads/dcc91a7b/2023-2024/Valencia-Stats
2,38,38,3420,38,65,1.71,214,150,72.4,14,11,13,6,15.8,6,6,0,0,0.0,/en/squads/2a8183b3/2023-2024/Villarreal-Stats
2,34,34,3057,34,34,1.0,133,98,75.9,17,10,7,15,44.1,3,2,1,0,33.3,/en/squads/fb08dbb3/2023-2024/Brest-Stats
2,34,34,3060,34,60,1.76,212,152,75.0,5,10,19,5,14.7,9,7,1,1,12.5,/en/squads/d9676424/2023-2024/Clermont-Foot-Stats
2,34,34,3060,34,45,1.32,158,114,72.8,7,11,16,7,20.6,4,2,1,1,33.3,/en/squads/5c2737db/2023-2024/Le-Havre-Stats
2,34,34,3060,34,37,1.09,138,101,77.5,14,9,11,14,41.2,8,6,1,1,14.3,/en/squads/fd4e0f7d/2023-2024/Lens-Stats
2,34,34,3060,34,34,1.0,128,94,75.8,16,11,7,15,44.1,5,3,2,0,40.0,/en/squads/cb188c0c/2023-2024/Lille-Stats
1,34,34,3060,34,66,1.94,207,142,72.0,7,8,19,4,11.8,8,8,0,0,0.0,/en/squads/d2c87802/2023-2024/Lorient-Stats
2,34,34,3060,34,55,1.62,169,114,69.8,16,5,13,10,29.4,6,4,1,1,20.0,/en/squads/d53c0b06/2023-2024/Lyon-Stats
2,34,34,3060,34,41,1.21,130,90,70.8,13,11,10,7,20.6,3,3,0,0,0.0,/en/squads/5725cc7b/2023-2024/Marseille-Stats
2,34,34,3060,34,58,1.71,188,130,72.3,8,5,21,6,17.6,6,6,0,0,0.0,/en/squads/f83960ae/2023-2024/Metz-Stats
2,34,34,3060,34,42,1.24,151,110,75.5,20,7,7,12,35.3,6,5,1,0,16.7,/en/squads/fd6114db/2023-2024/Monaco-Stats
2,34,34,3060,34,48,1.41,171,125,74.3,10,12,12,10,29.4,5,4,1,0,20.0,/en/squads/281b0e73/2023-2024/Montpellier-Stats
3,34,34,3060,34,55,1.62,156,101,70.5,9,6,19,8,23.5,10,9,0,1,0.0,/en/squads/d7a486cd/2023-2024/Nantes-Stats
1,34,34,3060,34,29,0.85,105,74,77.1,15,10,9,17,50.0,8,5,3,0,37.5,/en/squads/132ebc33/2023-2024/Nice-Stats
3,34,34,3058,34,33,0.97,147,113,80.3,22,10,2,12,35.3,5,4,1,0,20.0,/en/squads/e2d8892c/2023-2024/Paris-Saint-Germain-Stats
1,34,34,3060,34,47,1.38,137,90,70.1,13,8,13,8,23.5,7,6,1,0,14.3,/en/squads/7fdd64e0/2023-2024/Reims-Stats
1,34,34,3060,34,46,1.35,147,104,70.7,12,10,12,7,20.6,3,3,0,0,0.0,/en/squads/b3072e00/2023-2024/Rennes-Stats
2,34,34,3060,34,50,1.47,125,77,63.2,10,9,15,5,14.7,5,4,1,0,20.0,/en/squads/c0d3eab4/2023-2024/Strasbourg-Stats
1,34,34,3060,34,46,1.35,139,93,69.8,11,10,13,6,17.6,4,4,0,0,0.0,/en/squads/3f8c4b5f/2023-2024/Toulouse-Stats
2,34,34,3060,34,60,1.76,183,123,71.0,10,9,15,3,8.8,10,7,2,1,22.2,/en/squads/0cdc4311/2023-2024/Augsburg-Stats
3,34,34,3060,34,45,1.32,124,78,66.1,23,3,8,11,32.4,4,3,1,0,25.0,/en/squads/054efa67/2023-2024/Bayern-Munich-Stats
2,34,34,3060,34,74,2.18,189,117,65.6,7,12,15,4,11.8,11,9,2,0,18.2,/en/squads/b42c6323/2023-2024/Bochum-Stats
2,34,34,3060,34,86,2.53,215,130,60.5,3,8,23,3,8.8,2,1,1,0,50.0,/en/squads/6a6967fc/2023-2024/Darmstadt-98-Stats
2,34,34,3060,34,43,1.26,145,103,73.8,18,9,7,10,29.4,6,5,1,0,16.7,/en/squads/add600ae/2023-2024/Dortmund-Stats
2,34,34,3060,34,50,1.47,146,94,71.9,11,14,9,7,20.6,11,9,2,0,18.2,/en/squads/f0ac8ee6/2023-2024/Eintracht-Frankfurt-Stats
1,34,34,3060,34,58,1.71,158,99,65.2,11,9,14,10,29.4,5,3,2,0,40.0,/en/squads/a486e511/2023-2024/Freiburg-Stats
2,34,34,3060,34,67,1.97,207,140,70.5,7,13,14,4,11.8,6,6,0,0,0.0,/en/squads/32f3ee20/2023-2024/Monchengladbach-Stats
1,34,34,3060,34,55,1.62,174,121,72.4,10,12,12,6,17.6,10,7,1,2,12.5,/en/squads/18d9d2a7/2023-2024/Heidenheim-Stats
1,34,34,3060,34,66,1.94,211,143,69.7,13,7,14,2,5.9,5,2,3,0,60.0,/en/squads/033ea6b8/2023-2024/Hoffenheim-Stats
1,34,34,3060,34,60,1.76,168,108,66.1,5,12,17,4,11.8,3,3,0,0,0.0,/en/squads/bc357bf7/2023-2024/Koln-Stats
2,34,34,3060,34,24,0.71,105,81,77.1,28,6,0,16,47.1,0,0,0,0,,/en/squads/c7a9f859/2023-2024/Bayer-Leverkusen-Stats
2,34,34,3060,34,51,1.5,145,95,66.9,7,14,13,8,23.5,4,3,0,1,0.0,/en/squads/a224b06a/2023-2024/Mainz-05-Stats
2,34,34,3060,34,39,1.15,117,79,70.1,19,8,7,10,29.4,5,4,0,1,0.0,/en/squads/acbb6a5b/2023-2024/RB-Leipzig-Stats
2,34,34,3060,34,39,1.15,129,93,72.1,23,4,7,12,35.3,3,3,0,0,0.0,/en/squads/598bc722/2023-2024/Stuttgart-Stats
2,34,34,3060,34,58,1.71,168,109,68.5,9,6,19,7,20.6,7,5,2,0,28.6,/en/squads/7a41008f/2023-2024/Union-Berlin-Stats
2,34,34,3060,34,54,1.59,166,113,71.1,11,9,14,7,20.6,6,6,0,0,0.0,/en/squads/62add3bf/2023-2024/Werder-Bremen-Stats
2,34,34,3060,34,56,1.65,151,98,64.2,10,7,17,6,17.6,3,2,0,1,0.0,/en/squads/4eaa11d7/2023-2024/Wolfsburg-Stats
3,38,38,3420,38,42,1.11,142,99,74.6,21,6,11,15,39.5,9,6,2,1,25.0,/en/squads/922493f3/2023-2024/Atalanta-Stats
3,38,38,3420,38,32,0.84,125,91,76.8,18,14,6,17,44.7,7,3,2,2,40.0,/en/squads/1d8099f8/2023-2024/Bologna-Stats
3,38,38,3420,38,68,1.79,157,92,59.2,8,12,18,5,13.2,5,4,0,1,0.0,/en/squads/c4260e09/2023-2024/Cagliari-Stats
3,38,38,3420,38,54,1.42,185,130,74.1,9,9,20,9,23.7,8,6,2,0,25.0,/en/squads/a3d88bd8/2023-2024/Empoli-Stats
3,38,38,3420,38,46,1.21,148,101,74.3,17,9,12,8,21.1,9,8,1,0,11.1,/en/squads/421387cf/2023-2024/Fiorentina-Stats
2,38,38,3420,38,69,1.82,180,112,64.4,8,11,19,7,18.4,8,5,1,2,16.7,/en/squads/6a7ad59d/2023-2024/Frosinone-Stats
3,38,38,3420,38,45,1.18,139,94,69.8,12,13,13,9,23.7,4,3,1,0,25.0,/en/squads/658bf2de/2023-2024/Genoa-Stats
2,38,38,3420,38,51,1.34,163,113,69.9,9,11,18,8,21.1,2,2,0,0,0.0,/en/squads/0e72edf2/2023-2024/Hellas-Verona-Stats
3,38,38,3420,38,22,0.58,113,90,82.3,29,7,2,21,55.3,4,2,1,1,33.3,/en/squads/d609edc0/2023-2024/Internazionale-Stats
3,38,38,3420,38,31,0.82,116,86,75.0,19,14,5,17,44.7,3,2,1,0,33.3,/en/squads/e0652b02/2023-2024/Juventus-Stats
2,38,38,3420,38,39,1.03,148,109,75.0,18,7,13,13,34.2,3,2,0,1,0.0,/en/squads/7213da33/2023-2024/Lazio-Stats
1,38,38,3420,38,54,1.42,173,119,71.7,8,14,16,7,18.4,6,5,1,0,16.7,/en/squads/ffcbe334/2023-2024/Lecce-Stats
4,38,38,3419,38,49,1.29,163,115,74.8,22,9,7,13,34.2,8,8,0,0,0.0,/en/squads/dc56fe14/2023-2024/Milan-Stats
2,38,38,3420,38,51,1.34,191,138,77.0,11,12,15,12,31.6,9,7,2,0,22.2,/en/squads/21680aa4/2023-2024/Monza-Stats
3,38,38,3420,38,48,1.26,128,78,64.1,13,14,11,7,18.4,4,2,2,0,50.0,/en/squads/d48ad4ff/2023-2024/Napoli-Stats
2,38,38,3420,38,46,1.21,151,107,71.5,18,9,11,11,28.9,5,3,1,1,25.0,/en/squads/cf74a709/2023-2024/Roma-Stats
3,38,38,3420,38,81,2.13,207,128,65.7,2,11,25,2,5.3,10,10,0,0,0.0,/en/squads/c5577084/2023-2024/Salernitana-Stats
2,38,38,3420,38,75,1.97,173,101,61.3,7,9,22,3,7.9,11,8,1,2,11.1,/en/squads/e2befd26/2023-2024/Sassuolo-Stats
2,38,38,3420,38,36,0.95,143,107,79.7,13,14,11,18,47.4,7,7,0,0,0.0,/en/squads/105360fe/2023-2024/Torino-Stats
2,38,38,3420,38,53,1.39,157,105,72.0,6,19,13,9,23.7,9,9,0,0,0.0,/en/squads/04eea015/2023-2024/Udinese-Stats
