players_used,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,url
25,38,872,22.95,674,62,45,45,36,10,152,4.0,119,7,10,7,8,1,/en/squads/9024a00a/2023-2024/Girona-Stats
40,38,708,18.63,475,74,47,50,49,13,63,1.66,45,3,3,5,5,2,/en/squads/a0435291/2023-2024/Granada-Stats
29,38,707,18.61,560,40,38,30,30,9,60,1.58,49,3,1,3,3,1,/en/squads/0049d422/2023-2024/Las-Palmas-Stats
25,38,734,19.32,501,99,37,52,33,12,57,1.5,33,12,1,8,3,0,/en/squads/2aa12281/2023-2024/Mallorca-Stats
29,38,714,18.79,505,77,32,47,45,8,73,1.92,45,8,4,10,6,0,/en/squads/03c57e2b/2023-2024/Osasuna-Stats
26,38,815,21.45,548,79,36,62,70,20,40,1.05,21,3,3,7,5,1,/en/squads/98e8af82/2023-2024/Rayo-Vallecano-Stats
27,38,1082,28.47,813,72,84,59,38,16,154,4.05,113,8,16,13,2,2,/en/squads/53a2f082/2023-2024/Real-Madrid-Stats
31,38,775,20.39,528,79,53,59,37,19,79,2.08,54,4,6,9,4,2,/en/squads/e31d1cd9/2023-2024/Real-Sociedad-Stats
35,38,874,23.0,641,94,42,40,45,12,84,2.21,62,6,6,5,2,3,/en/squads/ad2be733/2023-2024/Sevilla-Stats
29,38,670,17.63,478,66,38,29,42,17,66,1.74,47,3,5,5,6,0,/en/squads/dcc91a7b/2023-2024/Valencia-Stats
32,38,855,22.5,624,76,53,56,30,16,111,2.92,77,9,4,15,5,1,/en/squads/2a8183b3/2023-2024/Villarreal-Stats
25,34,837,24.62,590,73,45,59,47,23,85,2.5,55,8,3,10,7,2,/en/squads/fb08dbb3/2023-2024/Brest-Stats
31,34,672,19.76,490,59,30,44,40,9,50,1.47,37,4,0,4,5,0,/en/squads/d9676424/2023-2024/Clermont-Foot-Stats
27,34,693,20.38,482,69,44,38,47,13,63,1.85,40,3,7,4,8,1,/en/squads/5c2737db/2023-2024/Le-Havre-Stats
27,34,857,25.21,648,68,38,53,36,14,74,2.18,54,5,3,7,4,1,/en/squads/fd4e0f7d/2023-2024/Lens-Stats
28,34,773,22.74,529,71,58,47,51,17,81,2.38,46,8,8,12,6,1,/en/squads/cb188c0c/2023-2024/Lille-Stats
38,34,641,18.85,473,54,32,36,32,14,63,1.85,46,1,2,11,2,1,/en/squads/d2c87802/2023-2024/Lorient-Stats
35,34,764,22.47,533,62,58,64,35,12,84,2.47,56,3,8,12,5,0,/en/squads/d53c0b06/2023-2024/Lyon-Stats
33,34,851,25.03,626,68,48,51,49,9,88,2.59,66,3,2,12,5,0,/en/squads/5725cc7b/2023-2024/Marseille-Stats
30,34,570,16.76,372,60,38,42,41,17,60,1.76,41,4,6,5,3,1,/en/squads/f83960ae/2023-2024/Metz-Stats
30,34,884,26.0,650,73,38,65,32,26,107,3.15,81,4,6,10,4,2,/en/squads/fd6114db/2023-2024/Monaco-Stats
31,34,748,22.0,503,76,45,51,57,16,66,1.94,44,5,6,7,4,0,/en/squads/281b0e73/2023-2024/Montpellier-Stats
35,34,665,19.56,505,37,35,44,32,12,48,1.41,32,4,1,4,6,1,/en/squads/d7a486cd/2023-2024/Nantes-Stats
27,34,791,23.26,571,66,53,49,35,17,69,2.03,48,5,5,3,7,1,/en/squads/132ebc33/2023-2024/Nice-Stats
29,34,943,27.74,743,44,76,32,35,13,145,4.26,114,4,11,5,10,1,/en/squads/e2d8892c/2023-2024/Paris-Saint-Germain-Stats
29,34,727,21.38,544,52,51,51,21,8,71,2.09,52,3,7,3,4,2,/en/squads/7fdd64e0/2023-2024/Reims-Stats
29,34,864,25.41,605,67,61,67,47,17,94,2.76,58,1,7,15,11,2,/en/squads/b3072e00/2023-2024/Rennes-Stats
30,34,638,18.76,449,53,52,31,36,17,61,1.79,30,7,7,9,6,2,/en/squads/c0d3eab4/2023-2024/Strasbourg-Stats
26,34,694,20.41,475,66,40,52,37,24,76,2.24,55,6,1,5,8,1,/en/squads/3f8c4b5f/2023-2024/Toulouse-Stats
29,34,726,21.35,503,78,35,58,39,13,78,2.29,58,6,2,8,4,0,/en/squads/0cdc4311/2023-2024/Augsburg-Stats
30,34,1156,34.0,875,86,69,72,38,16,166,4.88,126,9,11,11,6,3,/en/squads/054efa67/2023-2024/Bayern-Munich-Stats
25,34,884,26.0,561,134,38,81,55,15,72,2.12,43,8,5,9,6,1,/en/squads/b42c6323/2023-2024/Bochum-Stats
32,34,723,21.26,522,68,36,48,32,17,50,1.47,38,3,1,4,3,1,/en/squads/6a6967fc/2023-2024/Darmstadt-98-Stats
32,34,909,26.74,668,68,56,62,42,13,121,3.56,84,8,7,8,10,4,/en/squads/add600ae/2023-2024/Dortmund-Stats
34,34,688,20.24,493,63,44,48,31,9,81,2.38,63,2,3,9,3,1,/en/squads/f0ac8ee6/2023-2024/Eintracht-Frankfurt-Stats
25,34,714,21.0,538,55,25,51,36,9,77,2.26,51,5,1,10,8,2,/en/squads/a486e511/2023-2024/Freiburg-Stats
27,34,806,23.71,572,85,47,59,29,14,98,2.88,71,9,4,8,4,2,/en/squads/32f3ee20/2023-2024/Monchengladbach-Stats
22,34,666,19.59,442,95,30,54,34,11,81,2.38,57,9,4,5,5,1,/en/squads/18d9d2a7/2023-2024/Heidenheim-Stats
30,34,813,23.91,608,68,38,48,38,13,110,3.24,78,5,11,8,6,2,/en/squads/033ea6b8/2023-2024/Hoffenheim-Stats
26,34,780,22.94,551,76,36,59,47,11,45,1.32,22,3,3,10,7,0,/en/squads/bc357bf7/2023-2024/Koln-Stats
24,34,1117,32.85,854,74,77,54,47,11,159,4.68,115,12,13,9,10,0,/en/squads/c7a9f859/2023-2024/Bayer-Leverkusen-Stats
30,34,816,24.0,531,104,48,60,61,12,65,1.91,46,7,4,5,2,1,/en/squads/a224b06a/2023-2024/Mainz-05-Stats
26,34,934,27.47,691,70,61,57,43,12,126,3.71,97,6,8,9,6,0,/en/squads/acbb6a5b/2023-2024/RB-Leipzig-Stats
27,34,960,28.24,738,52,65,60,27,18,138,4.06,108,2,14,9,4,1,/en/squads/598bc722/2023-2024/Stuttgart-Stats
30,34,702,20.65,484,87,36,51,29,15,60,1.76,38,6,7,4,4,1,/en/squads/7a41008f/2023-2024/Union-Berlin-Stats
30,34,721,21.21,550,56,33,36,36,10,82,2.41,61,5,3,5,8,0,/en/squads/62add3bf/2023-2024/Werder-Bremen-Stats
28,34,724,21.29,544,56,32,50,38,4,73,2.15,58,1,3,8,3,0,/en/squads/4eaa11d7/2023-2024/Wolfsburg-Stats
29,38,971,25.55,735,80,56,55,32,13,128,3.37,103,9,2,7,6,1,/en/squads/922493f3/2023-2024/Atalanta-Stats
28,38,823,21.66,611,64,57,52,30,9,78,2.05,50,1,8,13,6,0,/en/squads/1d8099f8/2023-2024/Bologna-Stats
29,38,785,20.66,550,80,41,54,43,17,70,1.84,44,5,6,10,3,2,/en/squads/c4260e09/2023-2024/Cagliari-Stats
34,38,718,18.89,480,84,34,48,57,15,46,1.21,30,3,3,4,6,0,/en/squads/a3d88bd8/2023-2024/Empoli-Stats
30,38,910,23.95,679,79,37,59,44,12,106,2.79,71,11,8,10,5,1,/en/squads/421387cf/2023-2024/Fiorentina-Stats
34,38,801,21.08,572,82,54,41,39,13,75,1.97,46,10,3,4,9,3,/en/squads/6a7ad59d/2023-2024/Frosinone-Stats
34,38,705,18.55,448,105,29,57,58,8,75,1.97,53,3,5,10,4,0,/en/squads/658bf2de/2023-2024/Genoa-Stats
36,38,777,20.45,546,91,39,42,40,19,69,1.82,46,6,5,4,4,4,/en/squads/0e72edf2/2023-2024/Hellas-Verona-Stats
27,38,1059,27.87,819,85,24,68,47,16,152,4.0,109,9,7,10,13,4,/en/squads/d609edc0/2023-2024/Internazionale-Stats
31,38,936,24.63,669,89,51,68,38,21,87,2.29,54,6,4,14,6,3,/en/squads/e0652b02/2023-2024/Juventus-Stats
22,38,762,20.05,573,60,34,49,34,12,74,1.95,54,2,2,9,6,1,/en/squads/7213da33/2023-2024/Lazio-Stats
26,38,879,23.13,593,92,57,69,42,26,49,1.29,30,4,3,3,6,3,/en/squads/ffcbe334/2023-2024/Lecce-Stats
35,38,1006,26.47,726,86,74,73,33,14,139,3.66,102,7,15,10,4,1,/en/squads/dc56fe14/2023-2024/Milan-Stats
31,38,800,21.05,609,64,31,50,33,13,68,1.79,53,3,4,4,4,0,/en/squads/21680aa4/2023-2024/Monza-Stats
29,38,1145,30.13,835,85,73,86,52,14,86,2.26,58,3,6,7,9,3,/en/squads/d48ad4ff/2023-2024/Napoli-Stats
30,38,858,22.58,617,79,38,61,51,12,112,2.95,68,8,9,16,11,0,/en/squads/cf74a709/2023-2024/Roma-Stats
39,38,699,18.39,515,68,24,48,30,14,52,1.37,35,6,3,6,2,0,/en/squads/c5577084/2023-2024/Salernitana-Stats
30,38,825,21.71,620,62,45,49,38,11,73,1.92,50,4,1,8,8,2,/en/squads/e2befd26/2023-2024/Sassuolo-Stats
30,38,764,20.11,563,74,32,47,36,12,63,1.66,46,4,4,4,3,2,/en/squads/105360fe/2023-2024/Torino-Stats
32,38,793,20.87,528,84,50,68,46,17,63,1.66,39,3,6,9,5,1,/en/squads/04eea015/2023-2024/Udinese-Stats
