players_used,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,url
25,38,53,2,1,289,410,42,700,233,305,8,3,1,1734,325,288,53.0,/en/squads/b8fd03ef/2023-2024/Manchester-City-Stats
31,38,83,1,1,401,340,91,594,313,409,6,7,1,1851,436,450,49.2,/en/squads/19538871/2023-2024/Manchester-United-Stats
32,38,79,1,1,386,469,59,648,285,391,9,5,1,1836,453,418,52.0,/en/squads/b2b47a98/2023-2024/Newcastle-United-Stats
33,38,82,3,2,428,371,77,595,331,430,1,4,2,1807,584,557,51.2,/en/squads/e4a775cb/2023-2024/Nottingham-Forest-Stats
35,38,101,5,3,423,318,64,428,348,405,3,7,7,1637,586,694,45.8,/en/squads/1df6b87e/2023-2024/Sheffield-United-Stats
29,38,92,4,2,425,510,83,710,355,451,2,7,3,1907,359,388,48.1,/en/squads/361ca564/2023-2024/Tottenham-Hotspur-Stats
26,38,82,3,3,390,392,71,661,361,426,4,10,4,1817,576,570,50.3,/en/squads/7c21e445/2023-2024/West-Ham-United-Stats
27,38,102,4,2,476,405,78,578,284,430,4,8,1,1885,441,491,47.3,/en/squads/8cec06e1/2023-2024/Wolverhampton-Wanderers-Stats
30,38,84,1,0,481,449,69,830,279,347,7,8,2,1807,574,625,47.9,/en/squads/8d6fd021/2023-2024/Alaves-Stats
35,38,93,6,4,478,493,75,659,313,372,2,9,0,1716,557,587,48.7,/en/squads/78ecf4bb/2023-2024/Almeria-Stats
27,38,80,5,3,511,428,78,845,278,362,4,5,4,2010,541,525,50.8,/en/squads/2b390eca/2023-2024/Athletic-Club-Stats
27,38,89,5,3,438,447,123,621,256,399,4,2,0,1896,422,392,51.8,/en/squads/db3b9613/2023-2024/Atletico-Madrid-Stats
29,38,87,2,1,412,469,99,651,257,363,6,2,0,1789,453,399,53.2,/en/squads/206d90db/2023-2024/Barcelona-Stats
35,38,87,3,1,429,497,73,636,345,440,1,8,3,1921,479,500,48.9,/en/squads/fc536746/2023-2024/Real-Betis-Stats
31,38,66,5,2,463,485,63,661,297,382,4,8,3,1908,522,548,48.8,/en/squads/f25da7fb/2023-2024/Celta-Vigo-Stats
34,38,107,7,0,576,498,90,791,298,398,2,2,1,1831,632,673,48.4,/en/squads/ee7c297c/2023-2024/Cadiz-Stats
33,38,135,10,5,648,437,78,701,307,364,3,7,0,1773,657,692,48.7,/en/squads/7848bd64/2023-2024/Getafe-Stats
25,38,75,1,0,406,471,95,698,257,340,7,7,0,1808,373,390,48.9,/en/squads/9024a00a/2023-2024/Girona-Stats
40,38,98,4,1,514,504,75,664,280,374,5,6,2,1708,484,540,47.3,/en/squads/a0435291/2023-2024/Granada-Stats
29,38,84,5,1,411,499,93,580,281,397,3,9,3,1846,395,489,44.7,/en/squads/0049d422/2023-2024/Las-Palmas-Stats
25,38,105,4,2,567,412,104,763,365,388,2,5,1,1816,773,686,53.0,/en/squads/2aa12281/2023-2024/Mallorca-Stats
29,38,78,5,1,518,392,68,813,263,311,4,2,0,1802,750,655,53.4,/en/squads/03c57e2b/2023-2024/Osasuna-Stats
26,38,108,5,3,563,518,96,688,308,372,3,2,2,1908,506,578,46.7,/en/squads/98e8af82/2023-2024/Rayo-Vallecano-Stats
27,38,69,4,1,368,523,79,618,296,368,3,1,1,1766,329,272,54.7,/en/squads/53a2f082/2023-2024/Real-Madrid-Stats
31,38,98,2,0,604,442,92,672,253,405,1,7,1,1816,759,714,51.5,/en/squads/e31d1cd9/2023-2024/Real-Sociedad-Stats
35,38,108,4,0,477,443,77,934,313,463,1,5,2,1901,610,525,53.7,/en/squads/ad2be733/2023-2024/Sevilla-Stats
29,38,64,5,2,481,475,69,593,324,379,7,6,2,1863,485,628,43.6,/en/squads/dcc91a7b/2023-2024/Valencia-Stats
32,38,110,8,4,488,462,92,592,304,348,5,6,1,1697,474,357,57.0,/en/squads/2a8183b3/2023-2024/Villarreal-Stats
25,34,84,5,2,414,422,34,792,321,427,2,3,0,1910,598,509,54.0,/en/squads/fb08dbb3/2023-2024/Brest-Stats
31,34,60,7,1,396,429,51,551,347,358,7,9,1,1695,393,414,48.7,/en/squads/d9676424/2023-2024/Clermont-Foot-Stats
27,34,67,6,3,433,368,52,544,363,332,7,4,2,1638,485,482,50.2,/en/squads/5c2737db/2023-2024/Le-Havre-Stats
27,34,78,4,1,445,424,75,736,298,339,5,8,1,1775,451,388,53.8,/en/squads/fd4e0f7d/2023-2024/Lens-Stats
28,34,67,3,1,376,489,46,533,292,370,3,5,2,1642,355,346,50.6,/en/squads/cb188c0c/2023-2024/Lille-Stats
38,34,66,1,0,403,416,56,565,337,326,1,8,1,1684,410,394,51.0,/en/squads/d2c87802/2023-2024/Lorient-Stats
35,34,57,6,1,425,367,52,560,304,331,4,6,1,1715,396,367,51.9,/en/squads/d53c0b06/2023-2024/Lyon-Stats
33,34,61,5,2,374,426,69,713,332,371,4,3,1,1753,372,365,50.5,/en/squads/5725cc7b/2023-2024/Marseille-Stats
30,34,54,3,0,419,374,45,563,348,334,5,6,0,1574,390,534,42.2,/en/squads/f83960ae/2023-2024/Metz-Stats
30,34,79,8,4,481,400,73,517,394,412,5,6,2,1949,402,394,50.5,/en/squads/fd6114db/2023-2024/Monaco-Stats
31,34,68,4,0,432,447,55,601,308,379,4,5,3,1784,426,449,48.7,/en/squads/281b0e73/2023-2024/Montpellier-Stats
35,34,67,3,0,448,375,51,627,332,352,5,10,0,1621,387,424,47.7,/en/squads/d7a486cd/2023-2024/Nantes-Stats
27,34,62,4,0,402,373,52,605,292,308,7,8,1,1707,374,360,51.0,/en/squads/132ebc33/2023-2024/Nice-Stats
29,34,51,3,1,353,362,53,513,268,360,9,5,0,1761,275,267,50.7,/en/squads/e2d8892c/2023-2024/Paris-Saint-Germain-Stats
29,34,70,3,2,444,324,84,618,342,392,4,7,1,1825,395,390,50.3,/en/squads/7fdd64e0/2023-2024/Reims-Stats
29,34,66,4,0,424,438,36,554,328,311,10,3,3,1669,386,424,47.7,/en/squads/b3072e00/2023-2024/Rennes-Stats
30,34,59,2,1,462,413,35,554,347,383,4,5,3,1568,374,413,47.5,/en/squads/c0d3eab4/2023-2024/Strasbourg-Stats
26,34,77,1,1,501,448,50,526,294,358,9,4,0,1759,472,421,52.9,/en/squads/3f8c4b5f/2023-2024/Toulouse-Stats
29,34,71,3,1,454,338,81,631,295,319,5,10,2,1669,587,602,49.4,/en/squads/0cdc4311/2023-2024/Augsburg-Stats
30,34,47,2,1,304,306,60,655,288,323,2,4,0,1768,410,319,56.2,/en/squads/054efa67/2023-2024/Bayern-Munich-Stats
25,34,97,2,0,446,409,83,649,308,366,4,11,4,1808,815,816,50.0,/en/squads/b42c6323/2023-2024/Bochum-Stats
32,34,83,4,0,429,351,57,514,317,323,2,2,2,1502,510,569,47.3,/en/squads/6a6967fc/2023-2024/Darmstadt-98-Stats
32,34,59,4,2,315,391,44,522,251,356,5,6,2,1763,389,426,47.7,/en/squads/add600ae/2023-2024/Dortmund-Stats
34,34,70,5,4,355,318,51,557,302,359,2,11,0,1792,477,525,47.6,/en/squads/f0ac8ee6/2023-2024/Eintracht-Frankfurt-Stats
25,34,64,4,1,364,376,52,593,272,319,7,5,1,1633,625,628,49.9,/en/squads/a486e511/2023-2024/Freiburg-Stats
27,34,66,2,1,337,372,53,574,333,337,4,6,0,1701,485,478,50.4,/en/squads/32f3ee20/2023-2024/Monchengladbach-Stats
22,34,54,1,0,442,325,38,663,302,352,1,10,3,1741,690,612,53.0,/en/squads/18d9d2a7/2023-2024/Heidenheim-Stats
30,34,86,5,4,339,366,52,603,357,304,5,5,1,1715,515,515,50.0,/en/squads/033ea6b8/2023-2024/Hoffenheim-Stats
26,34,71,4,3,418,364,53,779,305,375,5,3,0,1689,557,533,51.1,/en/squads/bc357bf7/2023-2024/Koln-Stats
24,34,59,0,0,305,342,73,586,224,277,7,0,0,1847,363,316,53.5,/en/squads/c7a9f859/2023-2024/Bayer-Leverkusen-Stats
30,34,99,3,1,473,410,59,633,346,328,4,4,1,1786,665,761,46.6,/en/squads/a224b06a/2023-2024/Mainz-05-Stats
26,34,61,1,1,354,388,67,608,240,317,7,5,1,1743,426,394,52.0,/en/squads/acbb6a5b/2023-2024/RB-Leipzig-Stats
27,34,56,1,1,329,373,50,537,269,316,7,3,3,1754,430,429,50.1,/en/squads/598bc722/2023-2024/Stuttgart-Stats
30,34,67,7,3,402,339,61,662,305,352,3,7,1,1705,620,619,50.0,/en/squads/7a41008f/2023-2024/Union-Berlin-Stats
30,34,73,2,0,396,396,70,543,284,351,5,6,1,1758,508,575,46.9,/en/squads/62add3bf/2023-2024/Werder-Bremen-Stats
28,34,86,5,2,415,412,41,593,268,303,3,3,3,1580,512,467,52.3,/en/squads/4eaa11d7/2023-2024/Wolfsburg-Stats
29,38,76,1,1,486,367,63,710,340,369,4,9,1,2023,627,491,56.1,/en/squads/922493f3/2023-2024/Atalanta-Stats
28,38,85,2,2,458,456,55,510,258,385,3,7,1,1769,416,413,50.2,/en/squads/1d8099f8/2023-2024/Bologna-Stats
29,38,77,4,2,464,418,64,852,265,315,3,5,3,1774,571,613,48.2,/en/squads/c4260e09/2023-2024/Cagliari-Stats
34,38,88,1,1,524,514,82,672,263,378,4,8,1,1623,509,628,44.8,/en/squads/a3d88bd8/2023-2024/Empoli-Stats
30,38,80,0,0,459,450,57,748,236,320,6,9,0,1720,626,603,50.9,/en/squads/421387cf/2023-2024/Fiorentina-Stats
34,38,68,2,1,388,442,48,524,241,322,8,8,2,1780,518,602,46.3,/en/squads/6a7ad59d/2023-2024/Frosinone-Stats
34,38,79,3,3,450,406,47,610,332,352,3,4,1,1643,610,543,52.9,/en/squads/658bf2de/2023-2024/Genoa-Stats
36,38,88,6,2,541,447,61,724,302,387,4,2,1,1842,750,644,53.8,/en/squads/0e72edf2/2023-2024/Hellas-Verona-Stats
27,38,46,1,0,405,408,77,804,280,321,11,4,0,1602,535,370,59.1,/en/squads/d609edc0/2023-2024/Internazionale-Stats
31,38,87,2,1,478,376,72,708,253,369,3,3,2,1656,486,434,52.8,/en/squads/e0652b02/2023-2024/Juventus-Stats
22,38,101,5,2,473,435,72,624,295,348,3,3,0,1764,399,453,46.8,/en/squads/7213da33/2023-2024/Lazio-Stats
26,38,89,5,2,504,481,56,650,308,374,4,6,1,1779,548,616,47.1,/en/squads/ffcbe334/2023-2024/Lecce-Stats
35,38,82,8,2,429,410,57,660,252,333,6,8,1,1616,432,410,51.3,/en/squads/dc56fe14/2023-2024/Milan-Stats
31,38,88,5,4,458,408,40,584,279,334,2,9,0,1468,442,462,48.9,/en/squads/21680aa4/2023-2024/Monza-Stats
29,38,77,5,3,381,451,71,737,241,326,8,4,0,1707,470,483,49.3,/en/squads/d48ad4ff/2023-2024/Napoli-Stats
30,38,95,3,1,455,430,66,654,242,336,7,5,3,1602,478,443,51.9,/en/squads/cf74a709/2023-2024/Roma-Stats
39,38,91,3,1,450,470,61,596,279,327,1,10,2,1634,520,662,44.0,/en/squads/c5577084/2023-2024/Salernitana-Stats
30,38,71,4,2,387,398,26,661,267,310,6,11,4,1600,452,607,42.7,/en/squads/e2befd26/2023-2024/Sassuolo-Stats
30,38,75,2,1,471,419,63,761,329,275,2,7,0,1679,588,594,49.7,/en/squads/105360fe/2023-2024/Torino-Stats
32,38,94,5,3,496,418,57,556,327,381,4,9,1,1752,561,467,54.6,/en/squads/04eea015/2023-2024/Udinese-Stats
