players_used,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,url
30,38,64,546,192,35.2,14.37,5.05,0.1,0.29,17.1,18,8,8,66.9,60.7,0.11,-2.9,-4.7,/en/squads/d53c0b06/2021-2022/Lyon-Stats
27,38,61,489,157,32.1,12.87,4.13,0.1,0.32,17.8,28,10,10,58.2,50.5,0.1,2.8,0.5,/en/squads/5725cc7b/2021-2022/Marseille-Stats
36,38,33,370,112,30.3,9.74,2.95,0.09,0.29,20.5,16,1,1,29.2,28.4,0.08,3.8,3.6,/en/squads/f83960ae/2021-2022/Metz-Stats
27,38,62,445,153,34.4,11.71,4.03,0.12,0.35,17.3,17,9,9,59.3,52.3,0.12,2.7,0.7,/en/squads/fd6114db/2021-2022/Monaco-Stats
27,38,48,433,151,34.9,11.39,3.97,0.1,0.3,19.6,38,3,4,42.7,39.6,0.09,5.3,5.4,/en/squads/281b0e73/2021-2022/Montpellier-Stats
26,38,53,420,145,34.5,11.05,3.82,0.11,0.33,17.2,13,5,5,45.5,41.6,0.1,7.5,6.4,/en/squads/d7a486cd/2021-2022/Nantes-Stats
27,38,52,442,144,32.6,11.63,3.79,0.1,0.31,16.9,12,8,10,55.6,48.0,0.11,-3.6,-4.0,/en/squads/132ebc33/2021-2022/Nice-Stats
36,38,88,555,202,36.4,14.61,5.32,0.15,0.4,17.3,29,7,8,76.7,70.6,0.13,11.3,10.4,/en/squads/e2d8892c/2021-2022/Paris-Saint-Germain-Stats
35,38,42,389,137,35.2,10.24,3.61,0.1,0.28,18.5,5,4,6,37.7,32.8,0.09,4.3,5.2,/en/squads/7fdd64e0/2021-2022/Reims-Stats
28,38,81,548,194,35.4,14.42,5.11,0.14,0.4,16.1,14,4,4,62.8,59.6,0.11,18.2,17.4,/en/squads/b3072e00/2021-2022/Rennes-Stats
39,38,41,434,141,32.5,11.42,3.71,0.08,0.26,20.0,23,5,5,38.3,34.5,0.08,2.7,1.5,/en/squads/d298ef2c/2021-2022/Saint-Etienne-Stats
26,38,56,470,150,31.9,12.37,3.95,0.11,0.33,16.8,10,6,8,55.6,49.4,0.11,0.4,0.6,/en/squads/c0d3eab4/2021-2022/Strasbourg-Stats
35,38,35,379,120,31.7,9.97,3.16,0.08,0.24,18.7,9,6,7,39.2,33.8,0.09,-4.2,-4.8,/en/squads/54195385/2021-2022/Troyes-Stats
26,34,26,361,109,30.2,10.62,3.21,0.07,0.22,19.7,10,2,2,26.3,24.7,0.07,-0.3,-0.7,/en/squads/247c4b67/2021-2022/Arminia-Stats
26,34,39,362,117,32.3,10.65,3.44,0.09,0.29,17.8,11,5,5,36.7,32.8,0.09,2.3,1.2,/en/squads/0cdc4311/2021-2022/Augsburg-Stats
30,34,92,668,255,38.2,19.65,7.5,0.13,0.34,16.7,12,5,5,89.0,85.1,0.13,3.0,1.9,/en/squads/054efa67/2021-2022/Bayern-Munich-Stats
28,34,37,409,136,33.3,12.03,4.0,0.08,0.24,18.2,17,4,6,40.6,35.9,0.09,-3.6,-2.9,/en/squads/b42c6323/2021-2022/Bochum-Stats
33,34,81,442,165,37.3,13.0,4.85,0.16,0.42,16.7,20,11,11,64.0,55.9,0.13,17.0,14.1,/en/squads/add600ae/2021-2022/Dortmund-Stats
27,34,43,446,136,30.5,13.12,4.0,0.09,0.31,17.8,14,1,2,41.6,40.1,0.09,1.4,1.9,/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats
26,34,55,457,153,33.5,13.44,4.5,0.11,0.33,16.7,20,5,6,50.4,45.7,0.1,4.6,4.3,/en/squads/a486e511/2021-2022/Freiburg-Stats
26,34,54,489,174,35.6,14.38,5.12,0.1,0.28,16.8,13,5,7,56.2,50.6,0.11,-2.2,-1.6,/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats
29,34,26,309,96,31.1,9.09,2.82,0.07,0.22,18.2,13,5,5,30.0,26.2,0.09,-4.0,-5.2,/en/squads/12192a4c/2021-2022/Greuther-Furth-Stats
36,34,35,365,119,32.6,10.74,3.5,0.09,0.27,17.5,15,3,3,33.3,30.9,0.09,1.7,1.1,/en/squads/2818f8bc/2021-2022/Hertha-BSC-Stats
32,34,55,452,150,33.2,13.29,4.41,0.12,0.37,15.1,13,0,0,58.3,58.3,0.13,-3.3,-3.3,/en/squads/033ea6b8/2021-2022/Hoffenheim-Stats
26,34,52,467,149,31.9,13.74,4.38,0.11,0.34,16.3,9,1,1,50.1,49.3,0.11,1.9,1.7,/en/squads/bc357bf7/2021-2022/Koln-Stats
29,34,76,453,184,40.6,13.32,5.41,0.16,0.4,16.4,11,2,6,62.6,57.8,0.13,13.4,16.2,/en/squads/c7a9f859/2021-2022/Bayer-Leverkusen-Stats
28,34,49,465,151,32.5,13.68,4.44,0.1,0.3,17.6,22,4,4,50.4,47.2,0.1,-1.4,-2.2,/en/squads/a224b06a/2021-2022/Mainz-05-Stats
29,34,72,429,169,39.4,12.62,4.97,0.15,0.38,16.3,18,8,9,64.5,58.4,0.14,7.5,5.6,/en/squads/acbb6a5b/2021-2022/RB-Leipzig-Stats
34,34,40,449,153,34.1,13.21,4.5,0.09,0.25,17.5,10,1,3,43.7,41.4,0.09,-3.7,-2.4,/en/squads/598bc722/2021-2022/Stuttgart-Stats
28,34,50,408,149,36.5,12.0,4.38,0.11,0.3,16.2,7,5,5,47.0,43.3,0.11,3.0,1.7,/en/squads/7a41008f/2021-2022/Union-Berlin-Stats
30,34,42,416,137,32.9,12.24,4.03,0.09,0.28,17.9,19,3,4,47.7,44.9,0.11,-5.7,-5.9,/en/squads/4eaa11d7/2021-2022/Wolfsburg-Stats
32,38,62,598,167,27.9,15.74,4.39,0.1,0.34,16.5,16,5,6,62.4,58.1,0.1,-0.4,-1.1,/en/squads/922493f3/2021-2022/Atalanta-Stats
36,38,43,434,143,32.9,11.42,3.76,0.09,0.27,18.1,14,4,5,44.9,41.0,0.1,-1.9,-2.0,/en/squads/1d8099f8/2021-2022/Bologna-Stats
33,38,34,420,117,27.9,11.05,3.08,0.07,0.26,17.3,17,3,4,39.0,36.4,0.09,-5.0,-5.4,/en/squads/c4260e09/2021-2022/Cagliari-Stats
28,38,47,490,151,30.8,12.89,3.97,0.08,0.26,18.5,16,7,7,44.9,39.3,0.08,2.1,0.7,/en/squads/a3d88bd8/2021-2022/Empoli-Stats
28,38,59,501,172,34.3,13.18,4.53,0.1,0.29,17.2,25,9,12,60.0,50.8,0.11,-1.0,-0.8,/en/squads/421387cf/2021-2022/Fiorentina-Stats
40,38,26,397,106,26.7,10.45,2.79,0.05,0.19,18.8,12,6,7,37.2,31.8,0.08,-11.2,-11.8,/en/squads/658bf2de/2021-2022/Genoa-Stats
31,38,63,455,152,33.4,11.97,4.0,0.12,0.37,16.9,15,7,8,50.4,44.2,0.1,12.6,11.8,/en/squads/0e72edf2/2021-2022/Hellas-Verona-Stats
27,38,83,667,239,35.8,17.55,6.29,0.11,0.32,15.9,13,7,11,81.6,73.6,0.11,1.4,2.4,/en/squads/d609edc0/2021-2022/Internazionale-Stats
32,38,56,517,166,32.1,13.61,4.37,0.1,0.31,17.5,18,5,6,51.4,46.7,0.09,4.6,4.3,/en/squads/e0652b02/2021-2022/Juventus-Stats
27,38,74,445,185,41.6,11.71,4.87,0.15,0.36,17.4,14,7,9,55.3,48.2,0.11,18.7,18.8,/en/squads/7213da33/2021-2022/Lazio-Stats
28,38,66,592,187,31.6,15.58,4.92,0.1,0.33,18.4,23,5,8,59.7,54.1,0.09,6.3,6.9,/en/squads/dc56fe14/2021-2022/Milan-Stats
27,38,74,565,186,32.9,14.87,4.89,0.11,0.34,18.2,25,10,14,57.8,46.6,0.08,16.2,17.4,/en/squads/d48ad4ff/2021-2022/Napoli-Stats
29,38,58,592,184,31.1,15.58,4.84,0.09,0.28,17.3,21,7,9,65.1,58.1,0.1,-7.1,-7.1,/en/squads/cf74a709/2021-2022/Roma-Stats
42,38,32,426,130,30.5,11.21,3.42,0.07,0.22,18.1,20,4,5,36.5,32.9,0.08,-4.5,-4.9,/en/squads/c5577084/2021-2022/Salernitana-Stats
34,38,42,386,118,30.6,10.16,3.11,0.1,0.34,18.1,12,2,4,36.7,33.4,0.09,5.3,6.6,/en/squads/8ff9e3b3/2021-2022/Sampdoria-Stats
29,38,60,569,204,35.9,14.97,5.37,0.09,0.26,18.8,14,7,7,55.7,50.2,0.09,4.3,2.8,/en/squads/e2befd26/2021-2022/Sassuolo-Stats
30,38,38,381,127,33.3,10.03,3.34,0.09,0.28,18.7,17,3,5,40.1,36.2,0.1,-2.1,-1.2,/en/squads/68449f6d/2021-2022/Spezia-Stats
31,38,43,470,142,30.2,12.37,3.74,0.08,0.26,17.3,16,6,6,48.7,44.1,0.1,-5.7,-7.1,/en/squads/105360fe/2021-2022/Torino-Stats
29,38,58,505,181,35.8,13.29,4.76,0.11,0.3,17.8,19,3,4,51.3,48.2,0.1,6.7,6.8,/en/squads/04eea015/2021-2022/Udinese-Stats
39,38,34,349,113,32.4,9.18,2.97,0.09,0.27,18.2,22,3,5,36.5,32.4,0.09,-2.5,-1.4,/en/squads/af5d5982/2021-2022/Venezia-Stats
