players_used,Age,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),url
,,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,
27,24.4,38,3420,90,100,38,418,85,304,110,17,232,1.82,61,48,13,0.34,60.5,45.7,14.9,0.39,/en/squads/18bb7c10/2021-2022/Arsenal-Stats
31,26.1,38,3420,90,100,38,418,85,304,113,20,228,1.18,52,54,-2,-0.05,44.0,49.0,-4.9,-0.13,/en/squads/8602292d/2021-2022/Aston-Villa-Stats
29,25.4,38,3420,90,100,38,418,84,304,114,22,223,1.21,48,56,-8,-0.21,45.8,48.5,-2.7,-0.07,/en/squads/cd051869/2021-2022/Brentford-Stats
26,26.2,38,3420,90,100,38,418,84,308,111,22,231,1.34,42,44,-2,-0.05,46.2,42.9,3.3,0.09,/en/squads/d07537b9/2021-2022/Brighton-and-Hove-Albion-Stats
23,28.5,38,3420,90,100,38,418,86,321,96,19,244,0.92,34,53,-19,-0.5,39.7,57.1,-17.4,-0.46,/en/squads/943e8050/2021-2022/Burnley-Stats
26,27.4,38,3420,90,100,38,418,84,306,111,22,226,1.95,76,33,43,1.13,63.4,33.2,30.1,0.79,/en/squads/cff3d9bb/2021-2022/Chelsea-Stats
24,27.1,38,3420,90,100,38,418,85,309,108,18,229,1.26,50,46,4,0.11,46.4,40.7,5.7,0.15,/en/squads/47c64c55/2021-2022/Crystal-Palace-Stats
33,26.7,38,3420,90,100,38,418,85,317,97,21,240,1.03,43,66,-23,-0.61,41.2,55.4,-14.2,-0.37,/en/squads/d3fd31cc/2021-2022/Everton-Stats
29,26.1,38,3420,90,100,38,418,82,312,106,29,234,1.0,42,79,-37,-0.97,44.4,67.8,-23.5,-0.62,/en/squads/5bfb9659/2021-2022/Leeds-United-Stats
28,26.5,38,3420,90,100,38,418,84,308,109,23,232,1.37,62,59,3,0.08,47.8,59.3,-11.5,-0.3,/en/squads/a2d435b3/2021-2022/Leicester-City-Stats
27,27.7,38,3420,90,100,38,418,85,306,111,19,231,2.42,94,26,68,1.79,88.7,33.8,54.9,1.45,/en/squads/822bd0ba/2021-2022/Liverpool-Stats
26,27.0,38,3420,90,100,38,418,86,338,79,20,261,2.45,99,26,73,1.92,88.7,24.6,64.0,1.68,/en/squads/b8fd03ef/2021-2022/Manchester-City-Stats
29,27.2,38,3420,90,100,38,418,85,303,114,20,227,1.53,57,57,0,0.0,55.8,53.0,2.8,0.07,/en/squads/19538871/2021-2022/Manchester-United-Stats
29,27.5,38,3420,90,100,38,418,85,309,108,18,233,1.29,44,62,-18,-0.47,38.1,57.1,-19.0,-0.5,/en/squads/b2b47a98/2021-2022/Newcastle-United-Stats
28,26.2,38,3420,90,100,38,418,84,304,114,21,227,0.58,23,84,-61,-1.61,32.3,75.5,-43.2,-1.14,/en/squads/1c781004/2021-2022/Norwich-City-Stats
25,25.7,38,3420,90,100,38,418,85,307,110,19,232,1.05,43,67,-24,-0.63,44.8,60.0,-15.2,-0.4,/en/squads/33c895d4/2021-2022/Southampton-Stats
25,26.5,38,3420,90,100,38,418,85,311,106,18,236,1.87,69,40,29,0.76,61.2,39.3,21.9,0.58,/en/squads/361ca564/2021-2022/Tottenham-Hotspur-Stats
30,28.4,38,3420,90,100,38,418,84,309,106,23,234,0.61,34,77,-43,-1.13,40.0,64.5,-24.5,-0.64,/en/squads/2abfe087/2021-2022/Watford-Stats
25,28.2,38,3420,90,100,38,418,86,320,95,17,247,1.47,60,51,9,0.24,51.4,53.5,-2.1,-0.06,/en/squads/7c21e445/2021-2022/West-Ham-United-Stats
26,27.3,38,3420,90,100,38,418,86,310,107,16,230,1.34,38,43,-5,-0.13,37.5,56.9,-19.4,-0.51,/en/squads/8cec06e1/2021-2022/Wolverhampton-Wanderers-Stats
33,27.9,38,3420,90,100,38,418,82,247,167,20,277,0.82,31,65,-34,-0.89,37.3,57.0,-19.7,-0.52,/en/squads/8d6fd021/2021-2022/Alaves-Stats
26,26.9,38,3420,90,100,38,418,81,237,180,21,209,1.45,43,36,7,0.18,49.6,38.4,11.3,0.3,/en/squads/2b390eca/2021-2022/Athletic-Club-Stats
26,28.1,38,3420,90,100,38,418,79,244,170,26,159,1.87,65,43,22,0.58,54.4,33.4,21.1,0.56,/en/squads/db3b9613/2021-2022/Atletico-Madrid-Stats
38,26.2,38,3420,90,100,38,418,82,254,159,20,264,1.92,68,38,30,0.79,63.4,34.4,29.0,0.76,/en/squads/206d90db/2021-2022/Barcelona-Stats
31,28.9,38,3420,90,100,38,418,82,251,161,21,266,1.71,62,40,22,0.58,53.5,43.4,10.1,0.27,/en/squads/fc536746/2021-2022/Real-Betis-Stats
25,28.4,38,3420,90,100,38,418,82,261,155,21,222,1.21,43,43,0,0.0,43.1,45.7,-2.6,-0.07,/en/squads/f25da7fb/2021-2022/Celta-Vigo-Stats
33,28.5,38,3420,90,100,38,418,81,246,172,22,270,1.03,35,51,-16,-0.42,39.5,48.3,-8.7,-0.23,/en/squads/ee7c297c/2021-2022/Cadiz-Stats
