players_used,Playing Time,Playing Time,Playing Time,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,url
1,38,38,3420,38,40,1.05,137,98,72.3,22,5,11,16,42.1,2,2,0,0,0.0,/en/squads/361ca564/2021-2022/Tottenham-Hotspur-Stats
2,38,38,3420,38,77,2.03,188,113,62.2,6,5,27,4,10.5,7,6,1,0,14.3,/en/squads/2abfe087/2021-2022/Watford-Stats
2,38,38,3420,38,51,1.34,165,113,70.3,16,8,14,8,21.1,6,2,3,1,60.0,/en/squads/7c21e445/2021-2022/West-Ham-United-Stats
2,38,38,3420,38,43,1.13,167,125,79.6,15,6,17,11,28.9,10,9,0,1,0.0,/en/squads/8cec06e1/2021-2022/Wolverhampton-Wanderers-Stats
3,38,38,3420,38,65,1.71,168,100,64.9,8,7,23,6,15.8,9,6,3,0,33.3,/en/squads/8d6fd021/2021-2022/Alaves-Stats
2,38,38,3420,38,36,0.95,131,96,74.8,14,13,11,13,34.2,3,3,0,0,0.0,/en/squads/2b390eca/2021-2022/Athletic-Club-Stats
1,38,38,3420,38,43,1.13,106,65,66.0,21,8,9,12,31.6,8,7,1,0,12.5,/en/squads/db3b9613/2021-2022/Atletico-Madrid-Stats
2,38,38,3420,38,38,1.0,123,84,70.7,21,10,7,11,28.9,3,2,1,0,33.3,/en/squads/206d90db/2021-2022/Barcelona-Stats
2,38,38,3420,38,40,1.05,132,94,72.0,19,8,11,13,34.2,3,3,0,0,0.0,/en/squads/fc536746/2021-2022/Real-Betis-Stats
1,38,38,3420,38,43,1.13,136,91,71.3,12,10,16,14,36.8,8,4,4,0,50.0,/en/squads/f25da7fb/2021-2022/Celta-Vigo-Stats
1,38,38,3420,38,51,1.34,170,117,76.5,8,15,15,13,34.2,13,11,2,0,15.4,/en/squads/ee7c297c/2021-2022/Cadiz-Stats
2,38,38,3420,38,52,1.37,174,121,74.1,11,9,18,8,21.1,9,7,1,1,12.5,/en/squads/6c8b07df/2021-2022/Elche-Stats
3,38,38,3420,38,53,1.39,169,118,71.0,10,12,16,10,26.3,5,4,0,1,0.0,/en/squads/a8661628/2021-2022/Espanyol-Stats
2,38,38,3420,38,41,1.08,132,91,70.5,8,15,15,14,36.8,4,2,1,1,33.3,/en/squads/7848bd64/2021-2022/Getafe-Stats
2,38,38,3420,38,61,1.61,193,132,72.0,8,14,16,8,21.1,9,7,2,0,22.2,/en/squads/a0435291/2021-2022/Granada-Stats
4,38,38,3420,38,76,2.0,203,126,65.0,8,11,19,7,18.4,6,5,1,0,16.7,/en/squads/9800b6a1/2021-2022/Levante-Stats
4,38,38,3420,38,63,1.66,152,91,62.5,10,9,19,9,23.7,8,6,2,0,25.0,/en/squads/2aa12281/2021-2022/Mallorca-Stats
2,38,38,3420,38,51,1.34,151,99,68.9,12,11,15,12,31.6,7,4,3,0,42.9,/en/squads/03c57e2b/2021-2022/Osasuna-Stats
2,38,38,3417,38,50,1.32,163,112,73.6,11,9,18,9,23.7,9,7,2,0,22.2,/en/squads/98e8af82/2021-2022/Rayo-Vallecano-Stats
2,38,38,3420,38,31,0.82,129,97,78.3,26,8,4,16,42.1,5,3,2,0,40.0,/en/squads/53a2f082/2021-2022/Real-Madrid-Stats
2,38,38,3420,38,37,0.97,127,89,74.8,17,11,10,20,52.6,6,5,1,0,16.7,/en/squads/e31d1cd9/2021-2022/Real-Sociedad-Stats
3,38,38,3420,38,30,0.79,121,90,76.9,18,16,4,17,44.7,4,2,1,1,33.3,/en/squads/ad2be733/2021-2022/Sevilla-Stats
3,38,38,3420,38,53,1.39,163,112,71.8,11,15,12,12,31.6,8,7,1,0,12.5,/en/squads/dcc91a7b/2021-2022/Valencia-Stats
2,38,38,3420,38,37,0.97,128,91,74.2,16,11,11,14,36.8,5,4,1,0,20.0,/en/squads/2a8183b3/2021-2022/Villarreal-Stats
3,38,38,3420,38,55,1.45,155,103,67.7,10,11,17,8,21.1,5,5,0,0,0.0,/en/squads/69236f98/2021-2022/Angers-Stats
2,38,38,3420,38,91,2.39,194,104,56.7,6,13,19,2,5.3,9,7,2,0,22.2,/en/squads/123f3efe/2021-2022/Bordeaux-Stats
1,38,38,3420,38,57,1.5,170,115,68.8,13,9,16,7,18.4,4,4,0,0,0.0,/en/squads/fb08dbb3/2021-2022/Brest-Stats
2,38,38,3420,38,69,1.82,165,99,61.2,9,9,20,8,21.1,5,5,0,0,0.0,/en/squads/d9676424/2021-2022/Clermont-Foot-Stats
2,38,38,3418,38,48,1.26,145,96,69.7,17,11,10,8,21.1,5,4,1,0,20.0,/en/squads/fd4e0f7d/2021-2022/Lens-Stats
2,38,38,3420,38,48,1.26,151,105,72.2,14,13,11,10,26.3,6,6,0,0,0.0,/en/squads/cb188c0c/2021-2022/Lille-Stats
2,38,38,3420,38,63,1.66,148,88,60.8,8,12,18,11,28.9,6,5,0,1,0.0,/en/squads/d2c87802/2021-2022/Lorient-Stats
2,38,38,3418,38,51,1.34,173,124,74.6,17,11,10,9,23.7,8,7,1,0,12.5,/en/squads/d53c0b06/2021-2022/Lyon-Stats
2,38,38,3420,38,38,1.0,112,75,69.6,21,8,9,15,39.5,4,4,0,0,0.0,/en/squads/5725cc7b/2021-2022/Marseille-Stats
2,38,38,3417,38,69,1.82,178,111,64.0,6,13,19,8,21.1,5,5,0,0,0.0,/en/squads/f83960ae/2021-2022/Metz-Stats
1,38,38,3420,38,40,1.05,141,104,77.3,20,9,9,11,28.9,9,8,0,1,0.0,/en/squads/fd6114db/2021-2022/Monaco-Stats
2,38,38,3420,38,61,1.61,215,154,74.0,12,7,19,10,26.3,6,5,1,0,16.7,/en/squads/281b0e73/2021-2022/Montpellier-Stats
1,38,38,3420,38,48,1.26,155,105,71.6,15,10,13,8,21.1,7,4,3,0,42.9,/en/squads/d7a486cd/2021-2022/Nantes-Stats
2,38,38,3420,38,36,0.95,146,109,78.1,20,7,11,14,36.8,5,4,1,0,20.0,/en/squads/132ebc33/2021-2022/Nice-Stats
4,38,38,3417,38,36,0.95,142,107,76.8,26,8,4,13,34.2,3,3,0,0,0.0,/en/squads/e2d8892c/2021-2022/Paris-Saint-Germain-Stats
1,38,38,3420,38,44,1.16,161,116,75.8,11,13,14,11,28.9,7,5,1,1,16.7,/en/squads/7fdd64e0/2021-2022/Reims-Stats
3,38,38,3420,38,40,1.05,106,66,67.0,20,6,12,14,36.8,6,5,1,0,16.7,/en/squads/b3072e00/2021-2022/Rennes-Stats
3,38,38,3417,38,77,2.03,189,116,63.5,7,11,20,4,10.5,8,8,0,0,0.0,/en/squads/d298ef2c/2021-2022/Saint-Etienne-Stats
2,38,38,3420,38,43,1.13,131,89,70.2,17,12,9,14,36.8,4,4,0,0,0.0,/en/squads/c0d3eab4/2021-2022/Strasbourg-Stats
2,38,38,3420,38,53,1.39,159,108,73.0,9,11,18,9,23.7,10,10,0,0,0.0,/en/squads/54195385/2021-2022/Troyes-Stats
2,34,34,3060,34,53,1.56,180,129,74.4,5,13,16,7,20.6,7,7,0,0,0.0,/en/squads/247c4b67/2021-2022/Arminia-Stats
1,34,34,3060,34,56,1.65,156,102,67.3,10,8,16,9,26.5,5,5,0,0,0.0,/en/squads/0cdc4311/2021-2022/Augsburg-Stats
3,34,34,3060,34,37,1.09,112,76,68.8,24,5,5,11,32.4,2,2,0,0,0.0,/en/squads/054efa67/2021-2022/Bayern-Munich-Stats
2,34,34,3060,34,52,1.53,176,126,73.3,12,6,16,7,20.6,8,5,2,1,28.6,/en/squads/b42c6323/2021-2022/Bochum-Stats
3,34,34,3060,34,52,1.53,136,86,66.2,22,3,9,7,20.6,6,6,0,0,0.0,/en/squads/add600ae/2021-2022/Dortmund-Stats
3,34,34,3060,34,49,1.44,165,117,72.7,10,12,12,5,14.7,4,4,0,0,0.0,/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats
2,34,34,3060,34,46,1.35,153,108,71.2,15,10,9,10,29.4,2,2,0,0,0.0,/en/squads/a486e511/2021-2022/Freiburg-Stats
2,34,34,3060,34,61,1.79,185,122,68.6,12,9,13,5,14.7,5,3,2,0,40.0,/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats
3,34,34,3060,34,82,2.41,188,111,59.6,3,9,22,6,17.6,6,6,0,0,0.0,/en/squads/12192a4c/2021-2022/Greuther-Furth-Stats
2,34,34,3060,34,71,2.09,172,101,63.4,9,6,19,6,17.6,8,8,0,0,0.0,/en/squads/2818f8bc/2021-2022/Hertha-BSC-Stats
2,34,34,3060,34,60,1.76,162,102,64.2,13,7,14,8,23.5,4,2,1,1,33.3,/en/squads/033ea6b8/2021-2022/Hoffenheim-Stats
2,34,34,3060,34,49,1.44,154,106,68.2,14,10,10,4,11.8,1,0,1,0,100.0,/en/squads/bc357bf7/2021-2022/Koln-Stats
3,34,34,3060,34,47,1.38,162,115,72.2,19,7,8,8,23.5,4,2,1,1,33.3,/en/squads/c7a9f859/2021-2022/Bayer-Leverkusen-Stats
2,34,34,3060,34,45,1.32,125,80,68.0,13,7,14,10,29.4,6,5,1,0,16.7,/en/squads/a224b06a/2021-2022/Mainz-05-Stats
3,34,34,3060,34,37,1.09,115,79,70.4,17,7,10,10,29.4,3,3,0,0,0.0,/en/squads/acbb6a5b/2021-2022/RB-Leipzig-Stats
2,34,34,3060,34,59,1.74,163,105,66.3,7,12,15,4,11.8,4,4,0,0,0.0,/en/squads/598bc722/2021-2022/Stuttgart-Stats
2,34,34,3060,34,44,1.29,122,82,65.6,16,9,9,8,23.5,2,2,0,0,0.0,/en/squads/7a41008f/2021-2022/Union-Berlin-Stats
2,34,34,3060,34,54,1.59,156,101,67.9,12,6,16,11,32.4,7,4,2,1,33.3,/en/squads/4eaa11d7/2021-2022/Wolfsburg-Stats
3,38,38,3419,38,48,1.26,139,94,69.1,16,11,11,10,26.3,6,5,0,1,0.0,/en/squads/922493f3/2021-2022/Atalanta-Stats
3,38,38,3420,38,55,1.45,184,130,74.5,12,10,16,13,34.2,9,8,1,0,11.1,/en/squads/1d8099f8/2021-2022/Bologna-Stats
2,38,38,3420,38,68,1.79,185,115,67.0,6,12,20,3,7.9,10,7,3,0,30.0,/en/squads/c4260e09/2021-2022/Cagliari-Stats
1,38,38,3420,38,70,1.84,216,150,69.9,10,11,17,7,18.4,10,5,2,3,28.6,/en/squads/a3d88bd8/2021-2022/Empoli-Stats
2,38,38,3418,38,51,1.34,126,75,61.9,19,5,14,11,28.9,5,3,2,0,40.0,/en/squads/421387cf/2021-2022/Fiorentina-Stats
2,38,38,3420,38,60,1.58,184,125,69.6,4,16,18,10,26.3,5,4,1,0,20.0,/en/squads/658bf2de/2021-2022/Genoa-Stats
3,38,38,3420,38,59,1.55,159,101,64.8,14,11,13,4,10.5,4,3,1,0,25.0,/en/squads/0e72edf2/2021-2022/Hellas-Verona-Stats
2,38,38,3420,38,32,0.84,127,96,78.0,25,9,4,15,39.5,4,4,0,0,0.0,/en/squads/d609edc0/2021-2022/Internazionale-Stats
3,38,38,3420,38,37,0.97,123,84,73.2,20,10,8,13,34.2,7,4,3,0,42.9,/en/squads/e0652b02/2021-2022/Juventus-Stats
2,38,38,3420,38,58,1.53,146,89,63.7,18,10,10,9,23.7,6,5,0,1,0.0,/en/squads/7213da33/2021-2022/Lazio-Stats
2,38,38,3420,38,31,0.82,125,95,78.4,26,8,4,18,47.4,5,4,1,0,20.0,/en/squads/dc56fe14/2021-2022/Milan-Stats
3,38,38,3420,38,31,0.82,136,106,77.9,24,7,7,16,42.1,1,1,0,0,0.0,/en/squads/d48ad4ff/2021-2022/Napoli-Stats
1,38,38,3420,38,43,1.13,146,104,74.0,18,9,11,15,39.5,6,5,1,0,16.7,/en/squads/cf74a709/2021-2022/Roma-Stats
3,38,38,3420,38,78,2.05,221,144,67.4,7,10,21,2,5.3,8,6,1,1,14.3,/en/squads/c5577084/2021-2022/Salernitana-Stats
3,38,38,3420,38,63,1.66,185,123,67.6,10,6,22,7,18.4,4,3,1,0,25.0,/en/squads/8ff9e3b3/2021-2022/Sampdoria-Stats
3,38,38,3420,38,66,1.74,177,111,67.2,13,11,14,3,7.9,9,8,1,0,11.1,/en/squads/e2befd26/2021-2022/Sassuolo-Stats
3,38,38,3420,38,71,1.87,208,139,70.7,10,6,22,7,18.4,13,10,1,2,9.1,/en/squads/68449f6d/2021-2022/Spezia-Stats
3,38,38,3420,38,41,1.08,124,81,74.2,13,11,14,9,23.7,11,9,2,0,18.2,/en/squads/105360fe/2021-2022/Torino-Stats
2,38,38,3420,38,58,1.53,162,105,67.3,11,14,13,8,21.1,7,5,0,2,0.0,/en/squads/04eea015/2021-2022/Udinese-Stats
3,38,38,3420,38,69,1.82,228,161,74.6,6,9,23,4,10.5,12,11,0,1,0.0,/en/squads/af5d5982/2021-2022/Venezia-Stats
