Jogadores Utilizados,Idade Média,Posse (%),Partidas,Titularidades,Minutos Jogados,Jogos (90min),Gols,Assistências,Gols+Assistências,Gols sem Pênalti,Pênaltis Convertidos,Pênaltis Tentados,Cartões Amarelos,Cartões Vermelhos,xG,xG (sem pênalti),xAG,npxG+xAG,Conduções Progressivas,Passes Progressivos,Gols/90min,Assist/90min,G+A/90min,Gols SP/90min,G+A SP/90min,xG/90min,xAG/90min,xG+xAG/90min,npxG/90min,npxG+xAG/90min,URL
26,26.7,49.6,38,418,3420,38,39,25,64,33,6,8,93,0,49.7,43.8,33.7,77.5,652,1519,1.03,0.66,1.68,0.87,1.53,1.31,0.89,2.19,1.15,2.04,/en/squads/2b390eca/2017-2018/Athletic-Club-Stats
26,26.6,47.5,38,418,3420,38,57,41,98,53,4,5,96,5,50.2,46.3,36.6,82.9,703,1460,1.5,1.08,2.58,1.39,2.47,1.32,0.96,2.28,1.22,2.18,/en/squads/db3b9613/2017-2018/Atletico-Madrid-Stats
25,27.7,62.8,38,418,3420,38,96,74,170,93,3,5,67,2,83.5,80.1,64.6,144.7,1025,2151,2.53,1.95,4.47,2.45,4.39,2.2,1.7,3.9,2.11,3.81,/en/squads/206d90db/2017-2018/Barcelona-Stats
29,27.1,56.9,38,418,3420,38,56,43,99,54,2,3,91,3,46.0,43.7,35.2,78.9,736,1506,1.47,1.13,2.61,1.42,2.55,1.21,0.93,2.14,1.15,2.08,/en/squads/fc536746/2017-2018/Real-Betis-Stats
23,25.7,55.7,38,418,3420,38,57,45,102,55,2,3,85,1,55.0,52.6,43.0,95.6,724,1595,1.5,1.18,2.68,1.45,2.63,1.45,1.13,2.58,1.39,2.52,/en/squads/f25da7fb/2017-2018/Celta-Vigo-Stats
27,27.4,52.0,38,418,3420,38,43,31,74,41,2,3,86,3,40.9,38.6,30.2,68.8,635,1468,1.13,0.82,1.95,1.08,1.89,1.08,0.79,1.87,1.02,1.81,/en/squads/bea5c710/2017-2018/Eibar-Stats
25,26.8,46.9,38,418,3420,38,33,24,57,31,2,3,88,1,41.1,38.7,27.8,66.4,532,1276,0.87,0.63,1.5,0.82,1.45,1.08,0.73,1.81,1.02,1.75,/en/squads/a8661628/2017-2018/Espanyol-Stats
32,28.2,40.2,38,418,3420,38,41,27,68,36,5,12,134,5,48.2,38.6,29.6,68.2,374,1092,1.08,0.71,1.79,0.95,1.66,1.27,0.78,2.05,1.02,1.79,/en/squads/7848bd64/2017-2018/Getafe-Stats
25,26.3,46.8,38,418,3420,38,50,31,81,44,6,8,102,0,50.6,44.4,34.4,78.8,590,1215,1.32,0.82,2.13,1.16,1.97,1.33,0.9,2.24,1.17,2.07,/en/squads/9024a00a/2017-2018/Girona-Stats
32,28.2,46.8,38,418,3420,38,38,30,68,35,3,5,100,2,51.6,47.7,40.0,87.7,640,1477,1.0,0.79,1.79,0.92,1.71,1.36,1.05,2.41,1.25,2.31,/en/squads/2a60ed82/2017-2018/Deportivo-La-Coruna-Stats
36,27.0,54.7,38,418,3420,38,24,15,39,18,6,8,89,3,38.5,32.3,24.8,57.1,726,1332,0.63,0.39,1.03,0.47,0.87,1.01,0.65,1.66,0.85,1.5,/en/squads/0049d422/2017-2018/Las-Palmas-Stats
28,27.8,43.0,38,418,3420,38,32,23,55,30,2,3,105,5,39.9,37.6,30.0,67.6,534,1111,0.84,0.61,1.45,0.79,1.39,1.05,0.79,1.84,0.99,1.78,/en/squads/7c6f2c78/2017-2018/Leganes-Stats
33,25.7,42.8,38,418,3420,38,43,28,71,38,5,5,111,6,44.7,40.8,31.8,72.7,676,1286,1.13,0.74,1.87,1.0,1.74,1.18,0.84,2.02,1.07,1.91,/en/squads/9800b6a1/2017-2018/Levante-Stats
37,27.2,44.1,38,418,3420,38,23,15,38,19,4,6,101,8,38.4,33.7,26.3,60.0,463,1169,0.61,0.39,1.0,0.5,0.89,1.01,0.69,1.7,0.89,1.58,/en/squads/1c896955/2017-2018/Malaga-Stats
24,27.1,60.2,38,418,3420,38,91,65,156,83,8,10,67,4,85.4,77.5,62.8,140.2,1131,2383,2.39,1.71,4.11,2.18,3.89,2.25,1.65,3.9,2.04,3.69,/en/squads/53a2f082/2017-2018/Real-Madrid-Stats
27,25.9,56.5,38,418,3420,38,64,47,111,60,4,5,64,5,53.7,49.7,38.9,88.7,883,1605,1.68,1.24,2.92,1.58,2.82,1.41,1.02,2.44,1.31,2.33,/en/squads/e31d1cd9/2017-2018/Real-Sociedad-Stats
31,27.1,54.3,38,418,3420,38,48,35,83,44,4,5,99,3,59.5,55.7,42.8,98.5,817,1824,1.26,0.92,2.18,1.16,2.08,1.57,1.13,2.69,1.47,2.59,/en/squads/ad2be733/2017-2018/Sevilla-Stats
25,24.8,48.6,38,418,3420,38,63,45,108,55,8,8,107,5,56.0,49.8,39.9,89.7,739,1563,1.66,1.18,2.84,1.45,2.63,1.47,1.05,2.52,1.31,2.36,/en/squads/dcc91a7b/2017-2018/Valencia-Stats
32,26.6,50.4,38,418,3420,38,56,45,101,52,4,5,117,6,53.3,49.3,42.0,91.3,719,1453,1.47,1.18,2.66,1.37,2.55,1.4,1.11,2.51,1.3,2.4,/en/squads/2a8183b3/2017-2018/Villarreal-Stats
30,27.5,43.3,38,418,3420,38,36,24,60,33,3,4,74,5,32.8,29.8,21.3,51.1,547,1178,0.95,0.63,1.58,0.87,1.5,0.86,0.56,1.42,0.78,1.35,/en/squads/25622401/2017-2018/Amiens-Stats
27,27.1,45.1,38,418,3420,38,41,30,71,37,4,4,70,3,47.6,44.5,35.3,79.8,699,1430,1.08,0.79,1.87,0.97,1.76,1.25,0.93,2.18,1.17,2.1,/en/squads/69236f98/2017-2018/Angers-Stats
31,25.1,50.6,38,418,3420,38,52,36,88,48,4,6,74,2,51.0,46.1,35.9,82.0,875,1501,1.37,0.95,2.32,1.26,2.21,1.34,0.94,2.29,1.21,2.16,/en/squads/123f3efe/2017-2018/Bordeaux-Stats
26,27.3,45.5,38,418,3420,38,25,19,44,20,5,8,68,4,42.8,36.6,29.6,66.3,598,1548,0.66,0.5,1.16,0.53,1.03,1.13,0.78,1.91,0.96,1.74,/en/squads/74229020/2017-2018/Caen-Stats
26,26.6,48.4,38,418,3420,38,52,36,88,47,5,5,70,5,41.6,37.8,29.2,67.0,659,1320,1.37,0.95,2.32,1.24,2.18,1.09,0.77,1.86,1.0,1.76,/en/squads/8dfb7350/2017-2018/Dijon-Stats
23,27.2,49.7,38,418,3420,38,46,27,73,40,6,7,67,2,45.5,40.1,30.0,70.1,763,1519,1.21,0.71,1.92,1.05,1.76,1.2,0.79,1.99,1.06,1.85,/en/squads/d41b5f53/2017-2018/Guingamp-Stats
25,22.6,53.8,38,418,3420,38,41,31,72,39,2,2,61,6,36.4,34.8,29.7,64.5,831,1581,1.08,0.82,1.89,1.03,1.84,0.96,0.78,1.74,0.92,1.7,/en/squads/cb188c0c/2017-2018/Lille-Stats
26,24.4,55.6,38,418,3420,38,85,62,147,79,6,7,72,2,63.4,58.3,43.9,102.2,949,1670,2.24,1.63,3.87,2.08,3.71,1.67,1.15,2.82,1.53,2.69,/en/squads/d53c0b06/2017-2018/Lyon-Stats
26,27.2,57.8,38,418,3420,38,79,54,133,74,5,8,81,2,78.1,71.7,55.9,127.6,947,1586,2.08,1.42,3.5,1.95,3.37,2.06,1.47,3.53,1.89,3.36,/en/squads/5725cc7b/2017-2018/Marseille-Stats
36,27.4,45.5,38,418,3420,38,33,27,60,30,3,4,80,7,40.3,37.2,30.0,67.3,589,1518,0.87,0.71,1.58,0.79,1.5,1.06,0.79,1.85,0.98,1.77,/en/squads/f83960ae/2017-2018/Metz-Stats
32,25.8,50.9,38,418,3420,38,83,56,139,76,7,8,71,4,62.3,56.1,43.1,99.2,735,1742,2.18,1.47,3.66,2.0,3.47,1.64,1.13,2.77,1.48,2.61,/en/squads/fd6114db/2017-2018/Monaco-Stats
23,26.4,47.0,38,418,3420,38,36,28,64,36,0,2,72,1,42.6,41.0,31.0,72.1,749,1572,0.95,0.74,1.68,0.95,1.68,1.12,0.82,1.94,1.08,1.9,/en/squads/281b0e73/2017-2018/Montpellier-Stats
30,25.6,43.7,38,418,3420,38,36,24,60,32,4,5,68,6,41.8,37.9,29.4,67.3,559,1405,0.95,0.63,1.58,0.84,1.47,1.1,0.77,1.87,1.0,1.77,/en/squads/d7a486cd/2017-2018/Nantes-Stats
31,25.0,58.1,38,418,3420,38,52,35,87,44,8,10,82,4,49.2,41.7,31.9,73.6,841,1637,1.37,0.92,2.29,1.16,2.08,1.3,0.84,2.14,1.1,1.94,/en/squads/132ebc33/2017-2018/Nice-Stats
28,26.1,66.3,38,418,3420,38,100,75,175,93,7,9,69,6,86.1,79.3,65.1,144.4,1044,2068,2.63,1.97,4.61,2.45,4.42,2.26,1.71,3.98,2.09,3.8,/en/squads/e2d8892c/2017-2018/Paris-Saint-Germain-Stats
28,24.2,49.9,38,418,3420,38,48,32,80,42,6,8,67,5,49.8,43.6,33.0,76.5,619,1505,1.26,0.84,2.11,1.11,1.95,1.31,0.87,2.18,1.15,2.01,/en/squads/b3072e00/2017-2018/Rennes-Stats
30,26.6,51.3,38,418,3420,38,45,31,76,38,7,11,72,8,51.0,42.8,35.4,78.2,732,1552,1.18,0.82,2.0,1.0,1.82,1.34,0.93,2.27,1.13,2.06,/en/squads/d298ef2c/2017-2018/Saint-Etienne-Stats
25,27.2,49.1,38,418,3420,38,43,26,69,36,7,7,72,4,45.5,40.0,29.8,69.8,658,1289,1.13,0.68,1.82,0.95,1.63,1.2,0.78,1.98,1.05,1.84,/en/squads/c0d3eab4/2017-2018/Strasbourg-Stats
25,23.9,45.7,38,418,3420,38,35,24,59,27,8,11,93,3,45.5,37.0,29.1,66.1,667,1473,0.92,0.63,1.55,0.71,1.34,1.2,0.77,1.96,0.97,1.74,/en/squads/3f8c4b5f/2017-2018/Toulouse-Stats
25,26.7,42.6,38,418,3420,38,30,21,51,28,2,3,78,7,38.0,35.7,26.5,62.2,564,1333,0.79,0.55,1.34,0.74,1.29,1.0,0.7,1.7,0.94,1.64,/en/squads/54195385/2017-2018/Troyes-Stats
27,26.6,45.7,34,374,3060,34,41,30,71,37,4,4,68,,44.7,41.6,32.3,73.9,524,1117,1.21,0.88,2.09,1.09,1.97,1.32,0.95,2.27,1.22,2.17,/en/squads/0cdc4311/2017-2018/Augsburg-Stats
28,27.4,66.1,34,374,3060,34,90,72,162,84,6,8,42,,75.8,69.8,58.8,128.5,755,2333,2.65,2.12,4.76,2.47,4.59,2.23,1.73,3.96,2.05,3.78,/en/squads/054efa67/2017-2018/Bayern-Munich-Stats
30,25.9,59.1,34,374,3060,34,62,44,106,59,3,6,41,,66.0,61.4,48.9,110.3,733,1712,1.82,1.29,3.12,1.74,3.03,1.94,1.44,3.38,1.81,3.24,/en/squads/add600ae/2017-2018/Dortmund-Stats
28,26.4,47.9,34,374,3060,34,44,34,78,42,2,2,72,,42.2,40.9,30.7,71.6,492,1292,1.29,1.0,2.29,1.24,2.24,1.24,0.9,2.14,1.2,2.11,/en/squads/f0ac8ee6/2017-2018/Eintracht-Frankfurt-Stats
29,24.8,44.8,34,374,3060,34,32,21,53,26,6,10,56,,39.6,31.7,25.0,56.8,399,1061,0.94,0.62,1.56,0.76,1.38,1.16,0.74,1.9,0.93,1.67,/en/squads/a486e511/2017-2018/Freiburg-Stats
27,25.7,52.0,34,374,3060,34,46,26,72,40,6,7,47,,51.1,45.8,35.0,80.8,578,1385,1.35,0.76,2.12,1.18,1.94,1.5,1.03,2.53,1.35,2.38,/en/squads/32f3ee20/2017-2018/Monchengladbach-Stats
29,25.0,49.0,34,374,3060,34,28,18,46,25,3,5,63,,37.7,33.8,24.1,58.0,568,1283,0.82,0.53,1.35,0.74,1.26,1.11,0.71,1.82,0.99,1.7,/en/squads/26790c6a/2017-2018/Hamburger-SV-Stats
26,26.4,46.9,34,374,3060,34,44,26,70,40,4,5,63,,44.6,40.6,30.7,71.4,472,1237,1.29,0.76,2.06,1.18,1.94,1.31,0.9,2.22,1.2,2.1,/en/squads/60b5e41f/2017-2018/Hannover-96-Stats
25,26.4,46.1,34,374,3060,34,43,32,75,39,4,5,49,,39.2,35.3,27.8,63.1,426,1219,1.26,0.94,2.21,1.15,2.09,1.15,0.82,1.97,1.04,1.86,/en/squads/2818f8bc/2017-2018/Hertha-BSC-Stats
26,25.0,51.2,34,374,3060,34,64,47,111,60,4,5,71,,50.5,46.6,36.6,83.2,644,1351,1.88,1.38,3.26,1.76,3.15,1.48,1.08,2.56,1.37,2.45,/en/squads/033ea6b8/2017-2018/Hoffenheim-Stats
31,25.3,47.4,34,374,3060,34,33,24,57,30,3,3,70,,43.2,41.0,29.8,70.8,507,1331,0.97,0.71,1.68,0.88,1.59,1.27,0.88,2.15,1.21,2.08,/en/squads/bc357bf7/2017-2018/Koln-Stats
24,24.0,54.6,34,374,3060,34,58,46,104,55,3,5,57,,57.5,53.6,42.4,95.9,696,1661,1.71,1.35,3.06,1.62,2.97,1.69,1.25,2.94,1.58,2.82,/en/squads/c7a9f859/2017-2018/Bayer-Leverkusen-Stats
27,25.3,44.4,34,374,3060,34,38,27,65,34,4,4,63,,35.4,32.3,25.5,57.8,484,1116,1.12,0.79,1.91,1.0,1.79,1.04,0.75,1.79,0.95,1.7,/en/squads/a224b06a/2017-2018/Mainz-05-Stats
23,23.4,55.0,34,374,3060,34,57,43,100,53,4,5,48,,51.9,48.0,39.6,87.6,778,1591,1.68,1.26,2.94,1.56,2.82,1.53,1.17,2.69,1.41,2.58,/en/squads/acbb6a5b/2017-2018/RB-Leipzig-Stats
24,26.1,46.6,34,374,3060,34,50,33,83,40,10,10,66,,46.7,38.9,31.4,70.3,776,1248,1.47,0.97,2.44,1.18,2.15,1.37,0.92,2.3,1.14,2.07,/en/squads/c539e393/2017-2018/Schalke-04-Stats
26,25.6,46.6,34,374,3060,34,35,22,57,34,1,3,59,,40.3,38.0,26.3,64.3,474,1026,1.03,0.65,1.68,1.0,1.65,1.19,0.77,1.96,1.12,1.89,/en/squads/598bc722/2017-2018/Stuttgart-Stats
25,26.3,47.4,34,374,3060,34,34,27,61,34,0,0,55,,38.9,38.9,31.6,70.5,572,1473,1.0,0.79,1.79,1.0,1.79,1.14,0.93,2.07,1.14,2.07,/en/squads/62add3bf/2017-2018/Werder-Bremen-Stats
29,25.1,49.3,34,374,3060,34,36,26,62,35,1,6,65,,34.2,29.7,21.5,51.2,502,1304,1.06,0.76,1.82,1.03,1.79,1.01,0.63,1.64,0.87,1.51,/en/squads/4eaa11d7/2017-2018/Wolfsburg-Stats
25,25.7,55.4,38,418,3420,38,57,38,95,52,5,9,66,,64.1,57.2,44.7,101.8,933,1920,1.5,1.0,2.5,1.37,2.37,1.69,1.18,2.86,1.5,2.68,/en/squads/922493f3/2017-2018/Atalanta-Stats
41,26.0,47.5,38,418,3420,38,32,23,55,30,2,3,79,,38.3,36.0,28.8,64.7,772,1216,0.84,0.61,1.45,0.79,1.39,1.01,0.76,1.77,0.95,1.7,/en/squads/4fcb34fd/2017-2018/Benevento-Stats
30,26.8,46.8,38,418,3420,38,37,18,55,35,2,3,101,,36.6,34.3,24.3,58.6,586,1344,0.97,0.47,1.45,0.92,1.39,0.96,0.64,1.6,0.9,1.54,/en/squads/1d8099f8/2017-2018/Bologna-Stats
29,27.1,45.3,38,418,3420,38,33,21,54,29,4,7,96,,39.7,34.2,27.4,61.6,464,1348,0.87,0.55,1.42,0.76,1.32,1.04,0.72,1.77,0.9,1.62,/en/squads/c4260e09/2017-2018/Cagliari-Stats
25,30.3,44.4,38,418,3420,38,36,20,56,35,1,2,75,,34.1,32.5,25.2,57.7,554,1358,0.95,0.53,1.47,0.92,1.45,0.9,0.66,1.56,0.85,1.52,/en/squads/cc919b35/2017-2018/Chievo-Stats
29,25.6,39.9,38,418,3420,38,38,21,59,36,2,3,65,,34.6,32.2,23.4,55.6,472,1250,1.0,0.55,1.55,0.95,1.5,0.91,0.62,1.53,0.85,1.46,/en/squads/3074d7b1/2017-2018/Crotone-Stats
27,25.0,52.6,38,418,3420,38,53,32,85,46,7,8,89,,54.5,48.3,37.9,86.2,737,1695,1.39,0.84,2.24,1.21,2.05,1.43,1.0,2.43,1.27,2.27,/en/squads/421387cf/2017-2018/Fiorentina-Stats
33,27.9,46.3,38,418,3420,38,31,18,49,27,4,5,75,,43.5,39.6,31.9,71.5,699,1475,0.82,0.47,1.29,0.71,1.18,1.15,0.84,1.99,1.04,1.88,/en/squads/658bf2de/2017-2018/Genoa-Stats
32,25.9,41.9,38,418,3420,38,30,19,49,23,7,7,98,,33.0,27.7,21.1,48.8,635,1077,0.79,0.5,1.29,0.61,1.11,0.87,0.56,1.42,0.73,1.28,/en/squads/0e72edf2/2017-2018/Hellas-Verona-Stats
22,27.6,57.1,38,418,3420,38,64,34,98,58,6,7,69,,56.7,51.3,43.8,95.2,947,1877,1.68,0.89,2.58,1.53,2.42,1.49,1.15,2.65,1.35,2.51,/en/squads/d609edc0/2017-2018/Internazionale-Stats
24,29.2,57.2,38,418,3420,38,82,39,121,78,4,8,66,,55.3,49.4,37.9,87.2,789,1704,2.16,1.03,3.18,2.05,3.08,1.46,1.0,2.45,1.3,2.3,/en/squads/e0652b02/2017-2018/Juventus-Stats
24,26.5,51.1,38,418,3420,38,86,51,137,77,9,11,79,,63.7,55.2,45.8,101.0,915,1802,2.26,1.34,3.61,2.03,3.37,1.68,1.21,2.88,1.45,2.66,/en/squads/7213da33/2017-2018/Lazio-Stats
24,25.0,56.0,38,418,3420,38,54,28,82,50,4,6,75,,51.2,46.6,35.3,81.9,778,2016,1.42,0.74,2.16,1.32,2.05,1.35,0.93,2.28,1.23,2.15,/en/squads/dc56fe14/2017-2018/Milan-Stats
23,28.0,63.4,38,418,3420,38,73,45,118,67,6,8,58,,67.1,60.7,50.8,111.6,971,2468,1.92,1.18,3.11,1.76,2.95,1.77,1.34,3.1,1.6,2.94,/en/squads/d48ad4ff/2017-2018/Napoli-Stats
27,27.4,58.0,38,418,3420,38,56,37,93,53,3,6,48,,63.4,58.8,46.7,105.5,938,1989,1.47,0.97,2.45,1.39,2.37,1.67,1.23,2.9,1.55,2.78,/en/squads/cf74a709/2017-2018/Roma-Stats
29,26.7,44.7,38,418,3420,38,37,14,51,32,5,6,101,,35.8,31.1,21.5,52.5,704,1218,0.97,0.37,1.34,0.84,1.21,0.94,0.56,1.51,0.82,1.38,/en/squads/1d2fe027/2017-2018/SPAL-Stats
27,27.0,53.6,38,418,3420,38,56,33,89,49,7,8,69,,53.5,47.2,35.5,82.7,614,1627,1.47,0.87,2.34,1.29,2.16,1.41,0.93,2.34,1.24,2.18,/en/squads/8ff9e3b3/2017-2018/Sampdoria-Stats
28,27.2,42.9,38,418,3420,38,28,16,44,24,4,10,89,,46.3,38.4,27.7,66.1,640,1492,0.74,0.42,1.16,0.63,1.05,1.22,0.73,1.95,1.01,1.74,/en/squads/e2befd26/2017-2018/Sassuolo-Stats
27,28.1,51.1,38,418,3420,38,53,36,89,53,0,2,78,,46.0,44.4,35.1,79.6,703,1425,1.39,0.95,2.34,1.39,2.34,1.21,0.92,2.14,1.17,2.09,/en/squads/105360fe/2017-2018/Torino-Stats
27,26.5,44.7,38,418,3420,38,45,27,72,38,7,7,72,,43.2,37.7,29.4,67.1,605,1364,1.18,0.71,1.89,1.0,1.71,1.14,0.77,1.91,0.99,1.77,/en/squads/04eea015/2017-2018/Udinese-Stats
