Jogadores Utilizados,Idade Média,Posse (%),Partidas,Titularidades,Minutos Jogados,Jogos (90min),Gols,Assistências,Gols+Assistências,Gols sem Pênalti,Pênaltis Convertidos,Pênaltis Tentados,Cartões Amarelos,Cartões Vermelhos,xG,xG (sem pênalti),xAG,npxG+xAG,Conduções Progressivas,Passes Progressivos,Gols/90min,Assist/90min,G+A/90min,Gols SP/90min,G+A SP/90min,xG/90min,xAG/90min,xG+xAG/90min,npxG/90min,npxG+xAG/90min,URL
27,29.2,50.8,38,418,3420,38,68,48,116,63,5,6,89,5,62.4,57.9,47.4,105.2,758,1597,1.79,1.26,3.05,1.66,2.92,1.64,1.25,2.89,1.52,2.77,/en/squads/db3b9613/2023-2024/Atletico-Madrid-Stats
29,26.0,64.3,38,418,3420,38,76,55,131,70,6,7,87,2,77.6,72.1,57.4,129.5,964,1925,2.0,1.45,3.45,1.84,3.29,2.04,1.51,3.55,1.9,3.41,/en/squads/206d90db/2023-2024/Barcelona-Stats
35,27.8,50.4,38,418,3420,38,46,31,77,44,2,3,87,3,43.9,41.7,32.7,74.4,676,1441,1.21,0.82,2.03,1.16,1.97,1.16,0.86,2.02,1.1,1.96,/en/squads/fc536746/2023-2024/Real-Betis-Stats
31,26.7,46.1,38,418,3420,38,45,35,80,42,3,5,66,5,50.7,46.9,38.2,85.1,660,1345,1.18,0.92,2.11,1.11,2.03,1.34,1.01,2.34,1.23,2.24,/en/squads/f25da7fb/2023-2024/Celta-Vigo-Stats
34,28.5,43.3,38,418,3420,38,25,17,42,22,3,3,107,7,36.0,33.6,25.2,58.9,456,1017,0.66,0.45,1.11,0.58,1.03,0.95,0.66,1.61,0.88,1.55,/en/squads/ee7c297c/2023-2024/Cadiz-Stats
33,27.3,44.8,38,418,3420,38,42,27,69,36,6,7,135,10,45.7,40.2,27.9,68.0,439,1141,1.11,0.71,1.82,0.95,1.66,1.2,0.73,1.94,1.06,1.79,/en/squads/7848bd64/2023-2024/Getafe-Stats
25,26.1,56.9,38,418,3420,38,84,64,148,77,7,8,75,1,70.8,64.6,54.0,118.6,894,1685,2.21,1.68,3.89,2.03,3.71,1.86,1.42,3.28,1.7,3.12,/en/squads/9024a00a/2023-2024/Girona-Stats
40,26.7,45.6,38,418,3420,38,35,27,62,30,5,8,98,4,42.6,36.4,31.1,67.6,512,1044,0.92,0.71,1.63,0.79,1.5,1.12,0.82,1.94,0.96,1.78,/en/squads/a0435291/2023-2024/Granada-Stats
29,25.6,59.2,38,418,3420,38,33,23,56,30,3,5,84,5,33.2,29.2,23.3,52.5,577,1596,0.87,0.61,1.47,0.79,1.39,0.87,0.61,1.49,0.77,1.38,/en/squads/0049d422/2023-2024/Las-Palmas-Stats
25,28.7,45.0,38,418,3420,38,33,27,60,32,1,3,105,4,40.5,38.2,30.8,69.0,498,1174,0.87,0.71,1.58,0.84,1.55,1.06,0.81,1.87,1.01,1.81,/en/squads/2aa12281/2023-2024/Mallorca-Stats
29,27.7,47.5,38,418,3420,38,45,32,77,41,4,5,78,5,40.5,36.6,28.5,65.1,501,1322,1.18,0.84,2.03,1.08,1.92,1.07,0.75,1.82,0.96,1.71,/en/squads/03c57e2b/2023-2024/Osasuna-Stats
26,29.4,49.4,38,418,3420,38,29,12,41,23,6,6,108,5,42.3,37.7,24.6,62.3,506,1335,0.76,0.32,1.08,0.61,0.92,1.11,0.65,1.76,0.99,1.64,/en/squads/98e8af82/2023-2024/Rayo-Vallecano-Stats
27,27.4,59.2,38,418,3420,38,85,66,151,83,2,5,69,4,68.8,65.2,52.5,117.7,950,1935,2.24,1.74,3.97,2.18,3.92,1.81,1.38,3.19,1.71,3.1,/en/squads/53a2f082/2023-2024/Real-Madrid-Stats
31,25.8,55.3,38,418,3420,38,48,36,84,44,4,4,98,2,44.9,41.8,30.7,72.5,685,1414,1.26,0.95,2.21,1.16,2.11,1.18,0.81,1.99,1.1,1.91,/en/squads/e31d1cd9/2023-2024/Real-Sociedad-Stats
35,28.6,50.3,38,418,3420,38,46,30,76,44,2,2,108,4,44.9,43.3,31.7,75.0,635,1416,1.21,0.79,2.0,1.16,1.95,1.18,0.83,2.01,1.14,1.97,/en/squads/ad2be733/2023-2024/Sevilla-Stats
29,23.8,44.3,38,418,3420,38,39,24,63,31,8,9,64,5,43.1,36.2,27.0,63.2,522,1162,1.03,0.63,1.66,0.82,1.45,1.13,0.71,1.85,0.95,1.66,/en/squads/dcc91a7b/2023-2024/Valencia-Stats
32,27.9,49.6,38,418,3420,38,64,47,111,59,5,7,110,8,55.6,50.1,40.5,90.6,654,1558,1.68,1.24,2.92,1.55,2.79,1.46,1.07,2.53,1.32,2.38,/en/squads/2a8183b3/2023-2024/Villarreal-Stats
25,27.0,53.6,34,374,3060,34,51,33,84,47,4,4,84,5,48.3,45.1,34.4,79.5,590,1402,1.5,0.97,2.47,1.38,2.35,1.42,1.01,2.43,1.33,2.34,/en/squads/fb08dbb3/2023-2024/Brest-Stats
31,26.8,48.9,34,374,3060,34,26,18,44,20,6,8,60,7,36.0,29.8,23.1,52.8,537,1247,0.76,0.53,1.29,0.59,1.12,1.06,0.68,1.74,0.88,1.55,/en/squads/d9676424/2023-2024/Clermont-Foot-Stats
27,26.2,44.7,34,374,3060,34,33,23,56,27,6,7,67,6,37.3,31.8,25.3,57.1,457,1199,0.97,0.68,1.65,0.79,1.47,1.1,0.74,1.84,0.94,1.68,/en/squads/5c2737db/2023-2024/Le-Havre-Stats
27,26.7,52.9,34,374,3060,34,45,29,74,39,6,7,78,4,54.1,48.8,37.2,86.0,609,1624,1.32,0.85,2.18,1.15,2.0,1.59,1.09,2.68,1.44,2.53,/en/squads/fd4e0f7d/2023-2024/Lens-Stats
28,25.1,56.6,34,374,3060,34,50,32,82,48,2,3,67,3,48.6,46.2,34.8,81.0,650,1468,1.47,0.94,2.41,1.41,2.35,1.43,1.02,2.45,1.36,2.38,/en/squads/cb188c0c/2023-2024/Lille-Stats
38,24.7,46.3,34,374,3060,34,41,27,68,40,1,1,66,1,37.1,36.4,27.1,63.5,632,1293,1.21,0.79,2.0,1.18,1.97,1.09,0.8,1.89,1.07,1.87,/en/squads/d2c87802/2023-2024/Lorient-Stats
35,26.6,51.8,34,374,3060,34,48,32,80,44,4,4,57,6,49.8,46.9,36.3,83.2,683,1600,1.41,0.94,2.35,1.29,2.24,1.47,1.07,2.53,1.38,2.45,/en/squads/d53c0b06/2023-2024/Lyon-Stats
33,27.3,53.7,34,374,3060,34,50,32,82,46,4,4,61,5,54.9,51.8,40.3,92.1,635,1613,1.47,0.94,2.41,1.35,2.29,1.61,1.19,2.8,1.52,2.71,/en/squads/5725cc7b/2023-2024/Marseille-Stats
30,26.5,35.6,34,374,3060,34,35,25,60,31,4,6,54,3,34.2,29.7,23.2,52.9,458,910,1.03,0.74,1.76,0.91,1.65,1.01,0.68,1.69,0.87,1.56,/en/squads/f83960ae/2023-2024/Metz-Stats
30,25.0,53.6,34,374,3060,34,66,45,111,64,2,5,79,8,55.0,50.9,37.7,88.6,614,1726,1.94,1.32,3.26,1.88,3.21,1.62,1.11,2.73,1.5,2.61,/en/squads/fd6114db/2023-2024/Monaco-Stats
31,26.1,44.6,34,374,3060,34,41,26,67,34,7,7,68,4,46.0,40.9,31.1,72.0,553,1174,1.21,0.76,1.97,1.0,1.76,1.35,0.91,2.27,1.2,2.12,/en/squads/281b0e73/2023-2024/Montpellier-Stats
35,26.8,44.8,34,374,3060,34,30,17,47,26,4,5,67,3,37.6,33.6,25.5,59.1,569,1243,0.88,0.5,1.38,0.76,1.26,1.11,0.75,1.85,0.99,1.74,/en/squads/d7a486cd/2023-2024/Nantes-Stats
27,25.8,52.4,34,374,3060,34,39,23,62,33,6,7,62,4,49.9,44.4,34.6,79.0,661,1245,1.15,0.68,1.82,0.97,1.65,1.47,1.02,2.49,1.31,2.32,/en/squads/132ebc33/2023-2024/Nice-Stats
29,24.7,65.2,34,374,3060,34,78,61,139,71,7,9,51,3,68.8,61.6,51.6,113.2,845,1915,2.29,1.79,4.09,2.09,3.88,2.02,1.52,3.54,1.81,3.33,/en/squads/e2d8892c/2023-2024/Paris-Saint-Germain-Stats
29,25.9,50.4,34,374,3060,34,40,28,68,37,3,4,70,3,44.5,41.3,33.3,74.6,625,1425,1.18,0.82,2.0,1.09,1.91,1.31,0.98,2.29,1.22,2.19,/en/squads/7fdd64e0/2023-2024/Reims-Stats
29,25.2,52.1,34,374,3060,34,53,29,82,43,10,11,66,4,53.1,44.5,31.8,76.3,606,1639,1.56,0.85,2.41,1.26,2.12,1.56,0.93,2.5,1.31,2.24,/en/squads/b3072e00/2023-2024/Rennes-Stats
30,24.1,44.3,34,374,3060,34,36,24,60,33,3,4,59,2,41.9,38.8,31.7,70.5,548,1152,1.06,0.71,1.76,0.97,1.68,1.23,0.93,2.17,1.14,2.07,/en/squads/c0d3eab4/2023-2024/Strasbourg-Stats
26,23.8,48.4,34,374,3060,34,42,30,72,36,6,9,77,1,40.3,33.3,26.4,59.7,549,1405,1.24,0.88,2.12,1.06,1.94,1.18,0.78,1.96,0.98,1.75,/en/squads/3f8c4b5f/2023-2024/Toulouse-Stats
29,26.0,43.9,34,374,3060,34,49,35,84,44,5,7,71,3,46.1,40.7,27.7,68.4,462,1137,1.44,1.03,2.47,1.29,2.32,1.36,0.81,2.17,1.2,2.01,/en/squads/0cdc4311/2023-2024/Augsburg-Stats
30,27.4,61.3,34,374,3060,34,93,71,164,88,5,5,47,2,85.2,81.3,65.9,147.3,944,1941,2.74,2.09,4.82,2.59,4.68,2.5,1.94,4.44,2.39,4.33,/en/squads/054efa67/2023-2024/Bayern-Munich-Stats
25,29.1,46.6,34,374,3060,34,41,30,71,37,4,4,97,2,44.5,41.4,30.4,71.8,400,1151,1.21,0.88,2.09,1.09,1.97,1.31,0.89,2.2,1.22,2.11,/en/squads/b42c6323/2023-2024/Bochum-Stats
32,27.1,45.7,34,374,3060,34,28,21,49,25,3,3,83,4,32.3,30.0,22.8,52.8,437,1083,0.82,0.62,1.44,0.74,1.35,0.95,0.67,1.62,0.88,1.55,/en/squads/6a6967fc/2023-2024/Darmstadt-98-Stats
32,26.8,57.8,34,374,3060,34,68,49,117,62,6,6,59,4,63.5,58.8,45.6,104.4,770,1452,2.0,1.44,3.44,1.82,3.26,1.87,1.34,3.21,1.73,3.07,/en/squads/add600ae/2023-2024/Dortmund-Stats
34,25.3,52.1,34,374,3060,34,48,36,84,46,2,3,70,5,46.2,44.4,34.1,78.5,574,1305,1.41,1.06,2.47,1.35,2.41,1.36,1.0,2.36,1.31,2.31,/en/squads/f0ac8ee6/2023-2024/Eintracht-Frankfurt-Stats
25,27.0,46.6,34,374,3060,34,43,32,75,36,7,9,64,4,49.4,42.4,32.4,74.8,468,1208,1.26,0.94,2.21,1.06,2.0,1.45,0.95,2.41,1.25,2.2,/en/squads/a486e511/2023-2024/Freiburg-Stats
27,25.4,46.8,34,374,3060,34,55,43,98,50,5,6,66,2,46.5,41.8,35.5,77.4,598,1227,1.62,1.26,2.88,1.47,2.74,1.37,1.05,2.41,1.23,2.28,/en/squads/32f3ee20/2023-2024/Monchengladbach-Stats
22,26.7,42.5,34,374,3060,34,46,34,80,44,2,3,54,1,39.4,37.0,27.5,64.5,510,983,1.35,1.0,2.35,1.29,2.29,1.16,0.81,1.97,1.09,1.9,/en/squads/18d9d2a7/2023-2024/Heidenheim-Stats
30,27.7,49.5,34,374,3060,34,65,47,112,59,6,6,86,5,53.6,49.0,39.9,88.9,538,1359,1.91,1.38,3.29,1.74,3.12,1.58,1.17,2.75,1.44,2.62,/en/squads/033ea6b8/2023-2024/Hoffenheim-Stats
26,25.4,46.5,34,374,3060,34,28,17,45,23,5,6,71,4,39.3,34.7,27.2,61.9,618,1086,0.82,0.5,1.32,0.68,1.18,1.16,0.8,1.96,1.02,1.82,/en/squads/bc357bf7/2023-2024/Koln-Stats
24,26.2,61.8,34,374,3060,34,87,71,158,79,8,8,59,0,73.6,67.6,55.2,122.8,888,1997,2.56,2.09,4.65,2.32,4.41,2.16,1.62,3.79,1.99,3.61,/en/squads/c7a9f859/2023-2024/Bayer-Leverkusen-Stats
30,26.7,46.1,34,374,3060,34,38,31,69,37,1,5,99,3,44.6,40.7,32.0,72.7,480,1169,1.12,0.91,2.03,1.09,2.0,1.31,0.94,2.25,1.2,2.14,/en/squads/a224b06a/2023-2024/Mainz-05-Stats
26,25.6,55.3,34,374,3060,34,74,53,127,70,4,7,61,1,65.6,60.2,47.7,107.9,714,1541,2.18,1.56,3.74,2.06,3.62,1.93,1.4,3.33,1.77,3.17,/en/squads/acbb6a5b/2023-2024/RB-Leipzig-Stats
27,25.0,59.9,34,374,3060,34,78,60,138,73,5,8,56,1,70.9,64.6,53.3,117.9,693,1618,2.29,1.76,4.06,2.15,3.91,2.08,1.57,3.65,1.9,3.47,/en/squads/598bc722/2023-2024/Stuttgart-Stats
30,28.1,42.9,34,374,3060,34,33,23,56,30,3,6,67,7,40.1,35.3,25.0,60.3,389,1146,0.97,0.68,1.65,0.88,1.56,1.18,0.74,1.91,1.04,1.77,/en/squads/7a41008f/2023-2024/Union-Berlin-Stats
30,27.0,46.8,34,374,3060,34,45,33,78,40,5,6,73,2,46.9,42.0,35.6,77.6,492,1172,1.32,0.97,2.29,1.18,2.15,1.38,1.05,2.43,1.24,2.28,/en/squads/62add3bf/2023-2024/Werder-Bremen-Stats
28,25.6,48.0,34,374,3060,34,41,27,68,39,2,3,86,5,39.2,36.7,28.5,65.2,441,1235,1.21,0.79,2.0,1.15,1.94,1.15,0.84,1.99,1.08,1.92,/en/squads/4eaa11d7/2023-2024/Wolfsburg-Stats
29,26.3,51.0,38,418,3420,38,72,57,129,67,5,5,76,1,57.8,53.9,43.9,97.8,715,1754,1.89,1.5,3.39,1.76,3.26,1.52,1.16,2.68,1.42,2.57,/en/squads/922493f3/2023-2024/Atalanta-Stats
28,25.2,58.1,38,418,3420,38,52,32,84,48,4,5,85,2,47.9,44.0,32.1,76.1,660,1453,1.37,0.84,2.21,1.26,2.11,1.26,0.84,2.11,1.16,2.0,/en/squads/1d8099f8/2023-2024/Bologna-Stats
29,26.1,42.1,38,418,3420,38,41,30,71,37,4,6,77,4,42.9,38.4,29.1,67.5,529,1109,1.08,0.79,1.87,0.97,1.76,1.13,0.77,1.9,1.01,1.78,/en/squads/c4260e09/2023-2024/Cagliari-Stats
34,26.0,44.0,38,418,3420,38,26,19,45,21,5,5,88,1,36.2,32.4,25.8,58.3,524,1056,0.68,0.5,1.18,0.55,1.05,0.95,0.68,1.63,0.85,1.53,/en/squads/a3d88bd8/2023-2024/Empoli-Stats
30,27.0,57.4,38,418,3420,38,60,41,101,56,4,8,80,0,51.7,45.4,35.3,80.7,621,1656,1.58,1.08,2.66,1.47,2.55,1.36,0.93,2.29,1.19,2.12,/en/squads/421387cf/2023-2024/Fiorentina-Stats
34,24.3,49.7,38,418,3420,38,44,29,73,36,8,10,68,2,45.8,37.9,30.2,68.1,563,1326,1.16,0.76,1.92,0.95,1.71,1.2,0.79,2.0,1.0,1.79,/en/squads/6a7ad59d/2023-2024/Frosinone-Stats
34,26.7,44.1,38,418,3420,38,43,27,70,38,5,6,79,3,35.7,31.0,22.8,53.8,468,1079,1.13,0.71,1.84,1.0,1.71,0.94,0.6,1.54,0.82,1.42,/en/squads/658bf2de/2023-2024/Genoa-Stats
36,25.7,44.4,38,418,3420,38,38,29,67,35,3,7,88,6,38.0,32.4,27.2,59.6,539,1122,1.0,0.76,1.76,0.92,1.68,1.0,0.72,1.72,0.85,1.57,/en/squads/0e72edf2/2023-2024/Hellas-Verona-Stats
27,29.1,57.1,38,418,3420,38,87,60,147,74,13,14,46,1,78.2,67.4,55.6,123.0,720,1620,2.29,1.58,3.87,1.95,3.53,2.06,1.46,3.52,1.77,3.24,/en/squads/d609edc0/2023-2024/Internazionale-Stats
31,26.5,48.5,38,418,3420,38,52,37,89,49,3,5,87,2,54.6,50.6,39.6,90.2,709,1473,1.37,0.97,2.34,1.29,2.26,1.44,1.04,2.48,1.33,2.37,/en/squads/e0652b02/2023-2024/Juventus-Stats
22,28.2,53.3,38,418,3420,38,46,30,76,42,4,4,101,5,46.5,43.4,32.9,76.4,716,1528,1.21,0.79,2.0,1.11,1.89,1.22,0.87,2.09,1.14,2.01,/en/squads/7213da33/2023-2024/Lazio-Stats
26,24.9,44.9,38,418,3420,38,30,23,53,27,3,5,89,5,43.1,39.2,30.6,69.9,638,1183,0.79,0.61,1.39,0.71,1.32,1.14,0.81,1.94,1.03,1.84,/en/squads/ffcbe334/2023-2024/Lecce-Stats
35,26.6,56.9,38,418,3420,38,76,56,132,70,6,8,82,8,66.2,60.0,46.0,106.0,899,1569,2.0,1.47,3.47,1.84,3.32,1.74,1.21,2.95,1.58,2.79,/en/squads/dc56fe14/2023-2024/Milan-Stats
31,26.8,53.5,38,418,3420,38,38,29,67,34,4,5,88,5,39.5,35.9,27.8,63.8,723,1248,1.0,0.76,1.76,0.89,1.66,1.04,0.73,1.77,0.95,1.68,/en/squads/21680aa4/2023-2024/Monza-Stats
29,27.2,60.9,38,418,3420,38,54,36,90,48,6,10,77,5,61.4,53.3,42.9,96.2,802,1758,1.42,0.95,2.37,1.26,2.21,1.62,1.13,2.74,1.4,2.53,/en/squads/d48ad4ff/2023-2024/Napoli-Stats
30,27.7,54.9,38,418,3420,38,64,44,108,53,11,12,95,3,51.4,42.3,34.4,76.7,682,1469,1.68,1.16,2.84,1.39,2.55,1.35,0.91,2.26,1.11,2.02,/en/squads/cf74a709/2023-2024/Roma-Stats
39,27.2,44.5,38,418,3420,38,32,25,57,30,2,2,91,3,30.3,28.7,22.4,51.1,499,1119,0.84,0.66,1.5,0.79,1.45,0.8,0.59,1.39,0.76,1.34,/en/squads/c5577084/2023-2024/Salernitana-Stats
30,26.4,43.8,38,418,3420,38,42,28,70,35,7,8,71,4,39.8,33.8,25.9,59.7,636,1301,1.11,0.74,1.84,0.92,1.66,1.05,0.68,1.73,0.89,1.57,/en/squads/e2befd26/2023-2024/Sassuolo-Stats
30,26.4,51.6,38,418,3420,38,35,29,64,33,2,2,75,2,37.7,36.1,30.1,66.2,710,1333,0.92,0.76,1.68,0.87,1.63,0.99,0.79,1.78,0.95,1.74,/en/squads/105360fe/2023-2024/Torino-Stats
32,25.7,39.3,38,418,3420,38,36,23,59,33,3,4,94,5,39.1,36.8,28.0,64.9,602,1022,0.95,0.61,1.55,0.87,1.47,1.03,0.74,1.77,0.97,1.71,/en/squads/04eea015/2023-2024/Udinese-Stats
