players_used,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,url
30,38,19318,17402,1851,553,33,145,521,764,125,42,62,2,15176,65,298,/en/squads/f25da7fb/2020-2021/Celta-Vigo-Stats
34,38,12067,10091,1920,587,15,134,731,739,149,56,78,1,7949,56,282,/en/squads/ee7c297c/2020-2021/Cadiz-Stats
30,38,16890,14786,2037,511,5,243,1052,991,197,94,98,0,11810,67,325,/en/squads/bea5c710/2020-2021/Eibar-Stats
30,38,17054,15168,1835,537,8,167,672,715,137,52,60,1,13481,51,322,/en/squads/6c8b07df/2020-2021/Elche-Stats
31,38,13863,11734,2055,596,7,210,815,973,143,71,36,0,8977,74,322,/en/squads/7848bd64/2020-2021/Getafe-Stats
34,38,13336,11332,1922,506,17,115,613,870,128,57,39,1,9083,82,333,/en/squads/a0435291/2020-2021/Granada-Stats
27,38,17483,15452,1930,598,9,197,824,788,156,59,58,1,13511,101,321,/en/squads/c6c493e6/2020-2021/Huesca-Stats
29,38,18113,16219,1825,509,23,178,697,767,173,61,41,0,14189,69,369,/en/squads/9800b6a1/2020-2021/Levante-Stats
28,38,15031,13118,1846,510,6,194,700,831,117,44,54,1,10233,67,281,/en/squads/03c57e2b/2020-2021/Osasuna-Stats
30,38,24119,22248,1785,501,32,351,771,759,224,70,65,1,20652,86,346,/en/squads/53a2f082/2020-2021/Real-Madrid-Stats
30,38,18995,17052,1857,545,40,103,712,823,196,87,82,1,14915,86,369,/en/squads/e31d1cd9/2020-2021/Real-Sociedad-Stats
26,38,22873,21025,1779,516,27,384,731,797,167,35,65,0,19248,69,301,/en/squads/ad2be733/2020-2021/Sevilla-Stats
30,38,16480,14548,1842,584,22,218,613,666,163,58,51,2,12755,90,297,/en/squads/dcc91a7b/2020-2021/Valencia-Stats
32,38,15385,13372,1938,571,20,193,744,796,145,53,39,1,11145,75,312,/en/squads/17859612/2020-2021/Valladolid-Stats
29,38,21129,19245,1796,539,47,178,579,711,160,58,33,1,17508,88,348,/en/squads/2a8183b3/2020-2021/Villarreal-Stats
31,38,18822,16876,1907,551,30,135,662,824,168,68,78,1,14883,39,355,/en/squads/69236f98/2020-2021/Angers-Stats
28,38,19490,17533,1908,534,16,146,609,814,174,81,58,0,15862,49,318,/en/squads/123f3efe/2020-2021/Bordeaux-Stats
26,38,19407,17412,1936,489,19,147,720,859,181,98,40,0,15437,59,298,/en/squads/fb08dbb3/2020-2021/Brest-Stats
33,38,17901,15908,1939,502,17,113,569,832,146,68,71,0,13948,54,314,/en/squads/8dfb7350/2020-2021/Dijon-Stats
27,38,18957,17084,1824,491,18,200,760,781,194,85,81,0,15078,49,332,/en/squads/fd4e0f7d/2020-2021/Lens-Stats
21,38,21892,20037,1791,466,31,173,637,841,184,87,84,5,17886,64,316,/en/squads/cb188c0c/2020-2021/Lille-Stats
27,38,17085,15172,1867,480,21,110,606,800,176,62,89,1,13171,46,287,/en/squads/d2c87802/2020-2021/Lorient-Stats
29,38,21396,19477,1856,479,36,135,710,814,232,54,88,2,17683,63,320,/en/squads/d53c0b06/2020-2021/Lyon-Stats
31,38,20532,18515,1965,572,17,182,647,840,174,95,66,2,16481,52,344,/en/squads/5725cc7b/2020-2021/Marseille-Stats
27,38,16956,15135,1771,495,26,163,659,712,161,54,64,4,13167,50,292,/en/squads/f83960ae/2020-2021/Metz-Stats
30,38,21991,20044,1877,513,32,174,746,823,218,96,92,3,17738,70,300,/en/squads/fd6114db/2020-2021/Monaco-Stats
25,38,16620,14667,1905,477,12,194,807,817,184,68,95,4,12720,48,308,/en/squads/281b0e73/2020-2021/Montpellier-Stats
25,38,16537,14540,1943,569,20,114,676,846,178,106,65,1,12326,54,306,/en/squads/d7a486cd/2020-2021/Nantes-Stats
31,38,21589,19731,1818,500,16,169,599,759,168,91,45,0,18110,40,309,/en/squads/132ebc33/2020-2021/Nice-Stats
33,38,16714,14592,2072,594,13,167,617,902,161,68,68,5,12696,50,291,/en/squads/1cbf5f9e/2020-2021/Nimes-Stats
33,38,26137,24439,1633,456,55,106,695,666,218,104,44,3,22941,65,265,/en/squads/e2d8892c/2020-2021/Paris-Saint-Germain-Stats
29,38,17170,15309,1800,454,11,155,539,758,145,68,64,0,13535,61,229,/en/squads/7fdd64e0/2020-2021/Reims-Stats
32,38,23914,22015,1865,527,22,186,764,804,198,90,91,0,20011,34,305,/en/squads/b3072e00/2020-2021/Rennes-Stats
40,38,17666,15586,2031,523,12,174,779,949,191,82,83,3,13609,49,338,/en/squads/d298ef2c/2020-2021/Saint-Etienne-Stats
26,38,17175,15254,1882,451,8,265,713,873,165,73,72,0,13120,39,338,/en/squads/c0d3eab4/2020-2021/Strasbourg-Stats
26,34,14604,12895,1660,493,13,114,471,714,118,54,43,1,10582,49,274,/en/squads/247c4b67/2020-2021/Arminia-Stats
25,34,14168,12411,1690,497,17,114,500,690,121,69,38,0,10257,67,337,/en/squads/0cdc4311/2020-2021/Augsburg-Stats
29,34,22039,20252,1713,477,23,160,828,727,237,108,86,0,18358,74,370,/en/squads/054efa67/2020-2021/Bayern-Munich-Stats
26,34,22396,20771,1556,396,41,150,532,674,173,65,73,0,18812,69,316,/en/squads/add600ae/2020-2021/Dortmund-Stats
25,34,18424,16631,1724,440,20,86,776,714,206,79,78,0,14241,69,321,/en/squads/f0ac8ee6/2020-2021/Eintracht-Frankfurt-Stats
24,34,15960,14251,1653,426,15,155,636,721,123,54,50,0,12177,56,338,/en/squads/a486e511/2020-2021/Freiburg-Stats
23,34,18955,17199,1674,473,29,107,561,676,177,66,94,0,15207,82,342,/en/squads/32f3ee20/2020-2021/Monchengladbach-Stats
32,34,16169,14352,1740,460,16,155,585,751,152,59,61,1,12566,77,312,/en/squads/2818f8bc/2020-2021/Hertha-BSC-Stats
30,34,18046,16275,1722,509,15,151,658,745,156,52,60,1,14269,49,374,/en/squads/033ea6b8/2020-2021/Hoffenheim-Stats
28,34,15870,14088,1725,490,10,105,655,756,135,60,53,1,11954,57,331,/en/squads/bc357bf7/2020-2021/Koln-Stats
30,34,21683,19980,1631,409,17,152,674,733,184,65,75,0,17887,72,361,/en/squads/c7a9f859/2020-2021/Bayer-Leverkusen-Stats
31,34,13776,11989,1730,425,22,80,605,808,130,58,59,0,9531,57,339,/en/squads/a224b06a/2020-2021/Mainz-05-Stats
25,34,21450,19713,1656,472,19,99,649,761,185,90,68,0,17500,81,338,/en/squads/acbb6a5b/2020-2021/RB-Leipzig-Stats
42,34,14706,12891,1747,486,19,123,425,715,124,46,71,0,11084,68,321,/en/squads/c539e393/2020-2021/Schalke-04-Stats
29,34,17768,15983,1730,474,23,113,539,723,155,59,77,2,14115,55,356,/en/squads/598bc722/2020-2021/Stuttgart-Stats
27,34,15951,14267,1600,420,15,97,640,728,140,63,70,2,11859,84,321,/en/squads/7a41008f/2020-2021/Union-Berlin-Stats
27,34,15559,13764,1727,536,11,142,548,706,116,40,61,0,11648,68,298,/en/squads/62add3bf/2020-2021/Werder-Bremen-Stats
26,34,17236,15503,1656,431,20,118,643,759,176,92,48,0,13133,77,348,/en/squads/4eaa11d7/2020-2021/Wolfsburg-Stats
30,38,22063,20351,1656,508,28,181,657,689,201,104,82,0,18066,56,395,/en/squads/922493f3/2020-2021/Atalanta-Stats
29,38,15318,13338,1919,685,12,95,645,658,169,52,96,0,11573,61,296,/en/squads/4fcb34fd/2020-2021/Benevento-Stats
37,38,18539,16629,1837,533,31,105,669,697,201,134,38,0,14683,73,346,/en/squads/1d8099f8/2020-2021/Bologna-Stats
32,38,16868,14915,1896,563,8,96,721,755,170,51,92,0,13040,57,345,/en/squads/c4260e09/2020-2021/Cagliari-Stats
31,38,17229,15358,1814,600,9,99,544,619,138,72,22,0,13532,57,329,/en/squads/3074d7b1/2020-2021/Crotone-Stats
30,38,17136,15159,1916,617,10,203,740,742,168,34,113,1,13430,61,332,/en/squads/421387cf/2020-2021/Fiorentina-Stats
34,38,17947,16091,1777,519,15,146,579,703,129,43,62,0,13950,79,331,/en/squads/658bf2de/2020-2021/Genoa-Stats
32,38,17419,15491,1823,551,10,102,732,711,185,64,107,0,12926,105,343,/en/squads/0e72edf2/2020-2021/Hellas-Verona-Stats
25,38,21624,19951,1608,450,29,152,702,651,206,64,85,0,18384,65,355,/en/squads/d609edc0/2020-2021/Internazionale-Stats
30,38,23031,21302,1636,496,25,158,754,576,221,53,121,0,19839,93,326,/en/squads/e0652b02/2020-2021/Juventus-Stats
30,38,20795,19069,1639,468,25,151,744,653,189,97,63,1,16972,87,346,/en/squads/7213da33/2020-2021/Lazio-Stats
29,38,19459,17686,1681,491,20,140,688,646,213,98,78,0,15889,92,309,/en/squads/dc56fe14/2020-2021/Milan-Stats
25,38,22210,20306,1832,611,27,198,665,699,219,85,66,0,18892,72,345,/en/squads/d48ad4ff/2020-2021/Napoli-Stats
42,38,18427,16577,1772,542,15,188,643,654,154,52,68,1,14837,78,327,/en/squads/eab4234c/2020-2021/Parma-Stats
31,38,19977,18303,1615,527,57,133,679,562,213,91,98,1,16561,59,323,/en/squads/cf74a709/2020-2021/Roma-Stats
27,38,17643,15658,1923,609,7,187,787,758,199,65,96,0,13423,62,338,/en/squads/8ff9e3b3/2020-2021/Sampdoria-Stats
28,38,23660,21905,1698,549,22,110,588,574,208,81,82,0,20368,57,320,/en/squads/e2befd26/2020-2021/Sassuolo-Stats
35,38,19567,17600,1885,677,16,201,602,744,150,9,98,0,15565,82,338,/en/squads/68449f6d/2020-2021/Spezia-Stats
29,38,17163,15195,1909,659,23,210,740,663,171,39,110,0,13369,59,314,/en/squads/105360fe/2020-2021/Torino-Stats
33,38,17414,15576,1756,574,21,101,703,651,163,50,83,0,13917,82,307,/en/squads/04eea015/2020-2021/Udinese-Stats
