players_used,Playing Time,Playing Time,Playing Time,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,url
3,38,38,3420,38,73,1.92,190,117,65.3,4,9,25,6,15.8,10,7,2,1,22.2,/en/squads/8dfb7350/2020-2021/Dijon-Stats
2,38,38,3420,38,54,1.42,143,92,69.9,15,12,11,8,21.1,11,11,0,0,0.0,/en/squads/fd4e0f7d/2020-2021/Lens-Stats
1,38,38,3420,38,23,0.61,107,85,79.4,24,11,3,21,55.3,2,1,1,0,50.0,/en/squads/cb188c0c/2020-2021/Lille-Stats
2,38,38,3420,38,68,1.79,167,100,65.3,11,9,18,5,13.2,11,10,0,1,0.0,/en/squads/d2c87802/2020-2021/Lorient-Stats
1,38,38,3420,38,43,1.13,134,92,71.6,22,10,6,11,28.9,7,5,1,1,16.7,/en/squads/d53c0b06/2020-2021/Lyon-Stats
2,38,38,3420,38,47,1.24,132,86,66.7,16,12,10,8,21.1,3,3,0,0,0.0,/en/squads/5725cc7b/2020-2021/Marseille-Stats
2,38,38,3419,38,48,1.26,150,102,76.0,12,11,15,8,21.1,13,12,1,0,7.7,/en/squads/f83960ae/2020-2021/Metz-Stats
3,38,38,3420,38,42,1.11,103,62,64.1,24,6,8,15,39.5,5,5,0,0,0.0,/en/squads/fd6114db/2020-2021/Monaco-Stats
2,38,38,3418,38,62,1.63,197,137,74.6,14,12,12,5,13.2,12,12,0,0,0.0,/en/squads/281b0e73/2020-2021/Montpellier-Stats
1,38,38,3420,38,55,1.45,168,113,73.2,9,13,16,5,13.2,12,10,1,1,9.1,/en/squads/d7a486cd/2020-2021/Nantes-Stats
1,38,38,3420,38,53,1.39,176,123,73.9,15,7,16,9,23.7,7,7,0,0,0.0,/en/squads/132ebc33/2020-2021/Nice-Stats
1,38,38,3420,38,71,1.87,196,122,66.8,9,8,21,8,21.1,10,6,3,1,33.3,/en/squads/1cbf5f9e/2020-2021/Nimes-Stats
3,38,38,3420,38,28,0.74,131,103,79.4,26,4,8,19,50.0,2,1,1,0,50.0,/en/squads/e2d8892c/2020-2021/Paris-Saint-Germain-Stats
2,38,38,3420,38,50,1.32,168,117,73.2,9,15,14,10,26.3,8,5,2,1,28.6,/en/squads/7fdd64e0/2020-2021/Reims-Stats
3,38,38,3420,38,40,1.05,131,92,71.8,16,10,12,10,26.3,4,3,0,1,0.0,/en/squads/b3072e00/2020-2021/Rennes-Stats
3,38,38,3420,38,54,1.42,132,79,63.6,12,10,16,12,31.6,9,6,1,2,14.3,/en/squads/d298ef2c/2020-2021/Saint-Etienne-Stats
3,38,38,3420,38,58,1.53,149,91,65.1,11,9,18,10,26.3,8,6,1,1,14.3,/en/squads/c0d3eab4/2020-2021/Strasbourg-Stats
1,34,34,3060,34,52,1.53,170,118,72.4,9,8,17,11,32.4,6,5,1,0,16.7,/en/squads/247c4b67/2020-2021/Arminia-Stats
1,34,34,3060,34,54,1.59,178,126,73.0,10,6,18,7,20.6,9,6,1,2,14.3,/en/squads/0cdc4311/2020-2021/Augsburg-Stats
2,34,34,3060,34,44,1.29,127,82,66.1,24,6,4,9,26.5,3,1,1,1,50.0,/en/squads/054efa67/2020-2021/Bayern-Munich-Stats
2,34,34,3060,34,46,1.35,136,91,70.6,20,4,10,11,32.4,6,6,0,0,0.0,/en/squads/add600ae/2020-2021/Dortmund-Stats
2,34,34,3060,34,53,1.56,156,104,68.6,16,12,6,4,11.8,6,4,1,1,20.0,/en/squads/f0ac8ee6/2020-2021/Eintracht-Frankfurt-Stats
2,34,34,3060,34,52,1.53,175,124,72.6,12,9,13,6,17.6,6,4,1,1,20.0,/en/squads/a486e511/2020-2021/Freiburg-Stats
2,34,34,3056,34,56,1.65,151,95,66.9,13,10,11,7,20.6,6,6,0,0,0.0,/en/squads/32f3ee20/2020-2021/Monchengladbach-Stats
2,34,34,3060,34,52,1.53,141,89,68.1,8,11,15,9,26.5,8,7,1,0,12.5,/en/squads/2818f8bc/2020-2021/Hertha-BSC-Stats
2,34,34,3060,34,54,1.59,145,91,66.9,11,10,13,6,17.6,9,6,2,1,25.0,/en/squads/033ea6b8/2020-2021/Hoffenheim-Stats
2,34,34,3060,34,60,1.76,158,97,67.1,8,9,17,5,14.7,9,8,1,0,11.1,/en/squads/bc357bf7/2020-2021/Koln-Stats
3,34,34,3060,34,39,1.15,112,74,66.1,14,10,10,9,26.5,2,1,1,0,50.0,/en/squads/c7a9f859/2020-2021/Bayer-Leverkusen-Stats
2,34,34,3060,34,56,1.65,162,107,69.1,10,9,15,5,14.7,7,6,0,1,0.0,/en/squads/a224b06a/2020-2021/Mainz-05-Stats
2,34,34,3060,34,32,0.94,84,52,65.5,19,8,7,15,44.1,3,3,0,0,0.0,/en/squads/acbb6a5b/2020-2021/RB-Leipzig-Stats
3,34,34,3060,34,86,2.53,234,152,66.2,3,7,24,4,11.8,8,7,1,0,12.5,/en/squads/c539e393/2020-2021/Schalke-04-Stats
2,34,34,3060,34,55,1.62,166,110,69.9,12,9,13,5,14.7,7,5,2,0,28.6,/en/squads/598bc722/2020-2021/Stuttgart-Stats
2,34,34,3060,34,43,1.26,136,93,71.3,12,14,8,7,20.6,5,4,1,0,20.0,/en/squads/7a41008f/2020-2021/Union-Berlin-Stats
1,34,34,3060,34,57,1.68,157,101,66.2,7,10,17,6,17.6,6,4,2,0,33.3,/en/squads/62add3bf/2020-2021/Werder-Bremen-Stats
2,34,34,3060,34,37,1.09,122,84,72.1,17,10,7,14,41.2,5,3,2,0,40.0,/en/squads/4eaa11d7/2020-2021/Wolfsburg-Stats
2,38,38,3417,38,47,1.24,112,63,62.5,23,9,6,11,28.9,8,5,3,0,37.5,/en/squads/922493f3/2020-2021/Atalanta-Stats
2,38,38,3420,38,75,1.97,177,107,59.9,7,12,19,7,18.4,5,4,1,0,20.0,/en/squads/4fcb34fd/2020-2021/Benevento-Stats
3,38,38,3420,38,65,1.71,193,128,69.9,10,11,17,5,13.2,9,7,2,0,22.2,/en/squads/1d8099f8/2020-2021/Bologna-Stats
2,38,38,3420,38,59,1.55,203,144,73.4,9,10,19,7,18.4,5,5,0,0,0.0,/en/squads/c4260e09/2020-2021/Cagliari-Stats
3,38,38,3420,38,92,2.42,216,126,59.7,6,5,27,3,7.9,5,5,0,0,0.0,/en/squads/3074d7b1/2020-2021/Crotone-Stats
2,38,38,3420,38,59,1.55,152,92,66.4,9,13,16,9,23.7,11,8,3,0,27.3,/en/squads/421387cf/2020-2021/Fiorentina-Stats
3,38,38,3419,38,58,1.53,188,132,72.9,10,12,16,9,23.7,7,7,0,0,0.0,/en/squads/658bf2de/2020-2021/Genoa-Stats
3,38,38,3420,38,48,1.26,145,99,71.0,11,12,15,7,18.4,7,6,0,1,0.0,/en/squads/0e72edf2/2020-2021/Hellas-Verona-Stats
3,38,38,3420,38,35,0.92,118,82,74.6,28,7,3,14,36.8,7,5,2,0,28.6,/en/squads/d609edc0/2020-2021/Internazionale-Stats
3,38,38,3420,38,38,1.0,121,82,73.6,23,9,6,8,21.1,9,6,3,0,33.3,/en/squads/e0652b02/2020-2021/Juventus-Stats
2,38,38,3420,38,55,1.45,151,98,70.2,21,5,12,12,31.6,10,10,0,0,0.0,/en/squads/7213da33/2020-2021/Lazio-Stats
2,38,38,3420,38,41,1.08,133,92,71.4,24,7,7,14,36.8,5,3,1,1,25.0,/en/squads/dc56fe14/2020-2021/Milan-Stats
2,38,38,3420,38,41,1.08,123,83,70.7,24,5,9,14,36.8,5,5,0,0,0.0,/en/squads/d48ad4ff/2020-2021/Napoli-Stats
2,38,38,3420,38,83,2.18,191,111,58.1,3,11,24,5,13.2,3,3,0,0,0.0,/en/squads/eab4234c/2020-2021/Parma-Stats
3,38,38,3420,38,55,1.45,167,114,70.1,18,8,12,11,28.9,6,5,1,0,16.7,/en/squads/cf74a709/2020-2021/Roma-Stats
2,38,38,3420,38,54,1.42,174,119,73.0,15,7,16,7,18.4,9,7,2,0,22.2,/en/squads/8ff9e3b3/2020-2021/Sampdoria-Stats
2,38,38,3420,38,56,1.47,186,130,72.0,17,11,10,8,21.1,5,4,1,0,20.0,/en/squads/e2befd26/2020-2021/Sassuolo-Stats
3,38,38,3420,38,72,1.89,178,105,64.6,9,12,17,5,13.2,10,9,1,0,10.0,/en/squads/68449f6d/2020-2021/Spezia-Stats
3,38,38,3420,38,69,1.82,157,88,61.8,7,16,15,8,21.1,10,9,0,1,0.0,/en/squads/105360fe/2020-2021/Torino-Stats
4,38,38,3420,38,58,1.53,159,101,72.3,10,10,18,8,21.1,14,14,0,0,0.0,/en/squads/04eea015/2020-2021/Udinese-Stats
