players_used,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,url
30,38,109,5,3,631,492,65,521,405,368,7,8,1,1988,609,669,47.7,/en/squads/f25da7fb/2020-2021/Celta-Vigo-Stats
34,38,81,3,2,436,483,56,731,437,317,3,10,1,1809,687,753,47.7,/en/squads/ee7c297c/2020-2021/Cadiz-Stats
30,38,71,3,2,494,387,67,1052,434,309,4,5,0,2179,908,917,49.8,/en/squads/bea5c710/2020-2021/Eibar-Stats
30,38,99,3,2,527,456,51,672,386,335,1,10,1,1811,488,539,47.5,/en/squads/6c8b07df/2020-2021/Elche-Stats
31,38,120,7,2,631,520,74,815,393,352,3,8,3,1943,840,946,47.0,/en/squads/7848bd64/2020-2021/Getafe-Stats
34,38,97,6,1,533,469,82,613,392,279,4,12,1,1800,675,851,44.2,/en/squads/a0435291/2020-2021/Granada-Stats
27,38,69,2,1,528,518,101,824,437,322,2,5,2,1876,580,598,49.2,/en/squads/c6c493e6/2020-2021/Huesca-Stats
29,38,68,1,0,509,397,69,697,432,283,5,4,2,2023,455,522,46.6,/en/squads/9800b6a1/2020-2021/Levante-Stats
28,38,80,5,3,535,407,67,700,392,281,3,8,2,2071,996,806,55.3,/en/squads/03c57e2b/2020-2021/Osasuna-Stats
30,38,59,2,1,407,474,86,771,398,318,2,8,1,1901,444,381,53.8,/en/squads/53a2f082/2020-2021/Real-Madrid-Stats
30,38,81,1,0,566,459,86,712,315,322,8,5,1,1941,663,669,49.8,/en/squads/e31d1cd9/2020-2021/Real-Sociedad-Stats
26,38,79,2,2,491,488,69,731,362,297,4,6,2,1944,615,534,53.5,/en/squads/ad2be733/2020-2021/Sevilla-Stats
30,38,82,5,3,459,525,90,613,392,277,6,8,2,1832,602,575,51.1,/en/squads/dcc91a7b/2020-2021/Valencia-Stats
32,38,93,4,0,510,510,75,744,431,321,8,7,0,1922,628,818,43.4,/en/squads/17859612/2020-2021/Valladolid-Stats
29,38,67,5,1,449,465,88,579,371,313,7,9,2,1878,489,496,49.6,/en/squads/2a8183b3/2020-2021/Villarreal-Stats
31,38,65,2,1,461,483,39,662,443,376,6,8,1,2074,477,562,45.9,/en/squads/69236f98/2020-2021/Angers-Stats
28,38,78,4,2,465,480,49,609,503,329,3,8,1,1964,570,501,53.2,/en/squads/123f3efe/2020-2021/Bordeaux-Stats
26,38,62,4,1,491,434,59,720,463,355,4,11,2,1928,693,560,55.3,/en/squads/fb08dbb3/2020-2021/Brest-Stats
33,38,76,5,1,515,421,54,569,471,367,4,10,2,2041,530,627,45.8,/en/squads/8dfb7350/2020-2021/Dijon-Stats
27,38,94,7,5,541,465,49,760,508,358,11,11,3,2004,644,630,50.5,/en/squads/fd4e0f7d/2020-2021/Lens-Stats
21,38,68,2,1,487,450,64,637,424,370,5,2,2,2216,572,558,50.6,/en/squads/cb188c0c/2020-2021/Lille-Stats
27,38,69,3,1,475,469,46,606,527,424,9,11,1,2064,507,586,46.4,/en/squads/d2c87802/2020-2021/Lorient-Stats
29,38,66,10,3,484,439,63,710,408,344,11,7,2,2139,528,424,55.5,/en/squads/d53c0b06/2020-2021/Lyon-Stats
31,38,98,9,2,500,473,52,647,442,391,3,3,1,1898,552,534,50.8,/en/squads/5725cc7b/2020-2021/Marseille-Stats
27,38,84,4,1,516,474,50,659,572,417,6,13,1,2098,601,612,49.5,/en/squads/f83960ae/2020-2021/Metz-Stats
30,38,78,7,2,486,470,70,746,436,432,11,5,1,2182,611,558,52.3,/en/squads/fd6114db/2020-2021/Monaco-Stats
25,38,65,7,0,513,452,48,807,420,334,4,12,2,1876,657,643,50.5,/en/squads/281b0e73/2020-2021/Montpellier-Stats
25,38,70,4,2,514,498,54,676,465,384,8,12,1,2063,671,700,48.9,/en/squads/d7a486cd/2020-2021/Nantes-Stats
31,38,73,4,2,459,438,40,599,435,364,6,7,0,1965,391,419,48.3,/en/squads/132ebc33/2020-2021/Nice-Stats
33,38,60,5,2,424,533,50,617,501,372,6,10,0,1906,517,671,43.5,/en/squads/1cbf5f9e/2020-2021/Nimes-Stats
33,38,79,7,3,463,431,65,695,373,385,11,2,1,2052,355,300,54.2,/en/squads/e2d8892c/2020-2021/Paris-Saint-Germain-Stats
29,38,77,8,1,442,414,61,539,487,372,3,8,1,1936,494,578,46.1,/en/squads/7fdd64e0/2020-2021/Reims-Stats
32,38,79,5,0,502,486,34,764,361,337,3,4,1,2003,627,554,53.1,/en/squads/b3072e00/2020-2021/Rennes-Stats
40,38,76,2,0,529,490,49,779,471,428,5,9,2,2119,611,624,49.5,/en/squads/d298ef2c/2020-2021/Saint-Etienne-Stats
26,38,58,3,1,499,412,39,713,521,396,7,8,1,2036,691,658,51.2,/en/squads/c0d3eab4/2020-2021/Strasbourg-Stats
26,34,52,1,0,390,417,49,471,418,328,2,6,1,1725,740,711,51.0,/en/squads/247c4b67/2020-2021/Arminia-Stats
25,34,71,4,3,395,403,67,500,454,308,3,9,3,1802,559,688,44.8,/en/squads/0cdc4311/2020-2021/Augsburg-Stats
29,34,44,3,0,317,374,74,828,399,316,7,3,0,2050,430,409,51.3,/en/squads/054efa67/2020-2021/Bayern-Munich-Stats
26,34,44,1,1,359,373,69,532,413,318,6,6,1,2023,432,350,55.2,/en/squads/add600ae/2020-2021/Dortmund-Stats
25,34,82,1,1,459,366,69,776,428,352,6,6,2,2094,604,552,52.2,/en/squads/f0ac8ee6/2020-2021/Eintracht-Frankfurt-Stats
24,34,62,0,0,437,401,56,636,452,247,5,6,2,1718,588,637,48.0,/en/squads/a486e511/2020-2021/Freiburg-Stats
23,34,61,2,0,395,412,82,561,436,307,9,6,0,1914,512,488,51.2,/en/squads/32f3ee20/2020-2021/Monchengladbach-Stats
32,34,67,3,2,469,428,77,585,417,270,6,8,1,1743,527,513,50.7,/en/squads/2818f8bc/2020-2021/Hertha-BSC-Stats
30,34,68,4,2,442,407,49,658,431,296,4,9,2,1896,516,620,45.4,/en/squads/033ea6b8/2020-2021/Hoffenheim-Stats
28,34,63,1,1,422,429,57,655,429,328,4,9,0,1948,607,614,49.7,/en/squads/bc357bf7/2020-2021/Koln-Stats
30,34,58,0,0,433,335,72,674,322,282,1,2,2,2006,444,487,47.7,/en/squads/c7a9f859/2020-2021/Bayer-Leverkusen-Stats
31,34,63,1,1,500,379,57,605,500,364,4,7,1,1923,613,650,48.5,/en/squads/a224b06a/2020-2021/Mainz-05-Stats
25,34,57,0,0,435,404,81,649,353,305,9,3,0,2060,622,466,57.2,/en/squads/acbb6a5b/2020-2021/RB-Leipzig-Stats
42,34,74,2,2,415,403,68,425,411,337,3,8,5,1748,519,564,47.9,/en/squads/c539e393/2020-2021/Schalke-04-Stats
29,34,65,2,1,420,434,55,539,426,294,6,7,1,2053,544,452,54.6,/en/squads/598bc722/2020-2021/Stuttgart-Stats
27,34,57,2,1,434,375,84,640,405,283,6,5,2,1977,585,669,46.7,/en/squads/7a41008f/2020-2021/Union-Berlin-Stats
27,34,67,3,2,396,467,68,548,407,333,3,6,3,1738,609,582,51.1,/en/squads/62add3bf/2020-2021/Werder-Bremen-Stats
26,34,58,3,1,442,379,77,643,477,363,1,5,1,2088,567,566,50.0,/en/squads/4eaa11d7/2020-2021/Wolfsburg-Stats
30,38,67,3,1,580,473,56,657,516,343,5,8,1,2472,633,506,55.6,/en/squads/922493f3/2020-2021/Atalanta-Stats
29,38,95,5,2,496,593,61,645,383,288,7,5,6,1749,496,615,44.6,/en/squads/4fcb34fd/2020-2021/Benevento-Stats
37,38,82,4,2,536,476,73,669,424,313,3,9,2,2016,564,594,48.7,/en/squads/1d8099f8/2020-2021/Bologna-Stats
32,38,77,3,2,516,469,57,721,388,336,4,5,0,1854,637,602,51.4,/en/squads/c4260e09/2020-2021/Cagliari-Stats
31,38,89,4,2,531,490,57,544,380,311,7,5,2,1936,472,534,46.9,/en/squads/3074d7b1/2020-2021/Crotone-Stats
30,38,86,5,0,523,523,61,740,388,263,4,11,2,1817,538,544,49.7,/en/squads/421387cf/2020-2021/Fiorentina-Stats
34,38,87,2,1,520,466,79,579,519,309,2,7,2,2013,504,643,43.9,/en/squads/658bf2de/2020-2021/Genoa-Stats
32,38,91,1,0,622,520,108,732,492,269,3,7,2,2214,749,832,47.4,/en/squads/0e72edf2/2020-2021/Hellas-Verona-Stats
25,38,61,2,1,472,426,65,702,371,286,6,7,1,1814,439,428,50.6,/en/squads/d609edc0/2020-2021/Internazionale-Stats
30,38,80,6,2,505,470,93,754,458,323,8,9,2,1941,426,378,53.0,/en/squads/e0652b02/2020-2021/Juventus-Stats
30,38,107,5,3,498,427,87,744,445,346,8,10,2,2132,539,510,51.4,/en/squads/7213da33/2020-2021/Lazio-Stats
29,38,83,4,1,513,474,92,688,382,357,15,5,1,2069,567,539,51.3,/en/squads/dc56fe14/2020-2021/Milan-Stats
25,38,76,3,2,386,548,72,665,369,345,7,5,1,1923,414,404,50.6,/en/squads/d48ad4ff/2020-2021/Napoli-Stats
42,38,91,1,0,525,481,78,643,463,317,4,3,3,1803,630,474,57.1,/en/squads/eab4234c/2020-2021/Parma-Stats
31,38,91,3,3,553,425,62,679,489,273,6,6,3,1894,428,414,50.8,/en/squads/cf74a709/2020-2021/Roma-Stats
27,38,83,3,1,509,485,62,787,453,326,3,9,1,2048,628,597,51.3,/en/squads/8ff9e3b3/2020-2021/Sampdoria-Stats
28,38,79,4,2,494,475,57,588,426,310,12,5,1,1850,408,450,47.6,/en/squads/e2befd26/2020-2021/Sassuolo-Stats
35,38,100,5,4,588,529,82,602,395,318,5,10,0,2001,537,567,48.6,/en/squads/68449f6d/2020-2021/Spezia-Stats
29,38,78,4,3,577,602,59,740,444,306,6,10,0,1968,595,622,48.9,/en/squads/105360fe/2020-2021/Torino-Stats
33,38,65,2,1,511,522,82,703,440,294,3,14,0,1853,491,442,52.6,/en/squads/04eea015/2020-2021/Udinese-Stats
