players_used,Age,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),url
24,27.2,38,3420,90,100,38,418,85,305,112,20,204,1.63,68,45,23,0.61,53.1,49.1,4.0,0.1,/en/squads/361ca564/2020-2021/Tottenham-Hotspur-Stats
30,26.4,38,3420,90,100,38,418,84,311,104,22,211,0.68,35,76,-41,-1.08,35.8,67.9,-32.0,-0.84,/en/squads/60c6b05f/2020-2021/West-Bromwich-Albion-Stats
24,27.8,38,3420,90,100,38,418,86,316,99,17,214,1.71,62,47,15,0.39,55.4,48.7,6.7,0.18,/en/squads/7c21e445/2020-2021/West-Ham-United-Stats
27,26.3,38,3420,90,100,38,418,85,313,106,19,204,1.18,36,52,-16,-0.42,36.5,49.5,-13.0,-0.34,/en/squads/8cec06e1/2020-2021/Wolverhampton-Wanderers-Stats
30,28.7,38,3420,90,100,38,418,82,248,163,20,254,1.0,36,57,-21,-0.55,42.6,49.9,-7.3,-0.19,/en/squads/8d6fd021/2020-2021/Alaves-Stats
27,26.6,38,3420,90,100,38,418,81,240,177,22,242,1.21,46,42,4,0.11,42.8,37.5,5.3,0.14,/en/squads/2b390eca/2020-2021/Athletic-Club-Stats
25,27.3,38,3420,90,100,38,418,82,272,148,23,231,2.26,67,25,42,1.11,52.8,37.1,15.7,0.41,/en/squads/db3b9613/2020-2021/Atletico-Madrid-Stats
25,26.4,38,3420,90,100,38,418,82,260,158,22,260,2.08,85,38,47,1.24,73.5,40.8,32.7,0.86,/en/squads/206d90db/2020-2021/Barcelona-Stats
25,27.9,38,3420,90,100,38,418,82,258,155,21,276,1.61,50,50,0,0.0,49.1,46.8,2.3,0.06,/en/squads/fc536746/2020-2021/Real-Betis-Stats
30,26.6,38,3420,90,100,38,418,83,280,137,20,238,1.39,55,57,-2,-0.05,50.4,51.0,-0.6,-0.02,/en/squads/f25da7fb/2020-2021/Celta-Vigo-Stats
34,28.8,38,3420,90,100,38,418,80,236,180,23,262,1.16,36,58,-22,-0.58,34.7,55.4,-20.7,-0.54,/en/squads/ee7c297c/2020-2021/Cadiz-Stats
30,28.2,38,3420,90,100,38,418,82,266,149,21,266,0.79,29,52,-23,-0.61,45.2,45.7,-0.5,-0.01,/en/squads/bea5c710/2020-2021/Eibar-Stats
30,28.1,38,3420,90,100,38,418,82,267,152,21,298,0.95,34,55,-21,-0.55,29.9,60.9,-31.0,-0.82,/en/squads/6c8b07df/2020-2021/Elche-Stats
31,26.7,38,3420,90,100,38,418,83,270,141,19,228,1.0,28,43,-15,-0.39,34.4,40.3,-5.9,-0.16,/en/squads/7848bd64/2020-2021/Getafe-Stats
34,27.4,38,3420,90,100,38,418,80,243,176,24,222,1.21,47,65,-18,-0.47,41.1,56.2,-15.0,-0.4,/en/squads/a0435291/2020-2021/Granada-Stats
27,28.0,38,3420,90,100,38,418,82,246,171,21,215,0.89,34,53,-19,-0.5,38.7,48.1,-9.4,-0.25,/en/squads/c6c493e6/2020-2021/Huesca-Stats
29,28.0,38,3420,90,100,38,418,81,233,184,20,219,1.08,46,57,-11,-0.29,40.4,53.5,-13.1,-0.34,/en/squads/9800b6a1/2020-2021/Levante-Stats
28,27.9,38,3420,90,100,38,418,81,240,173,20,247,1.16,37,48,-11,-0.29,38.7,47.8,-9.0,-0.24,/en/squads/03c57e2b/2020-2021/Osasuna-Stats
30,27.9,38,3420,90,100,38,418,82,279,137,23,217,2.21,67,28,39,1.03,61.5,37.6,23.9,0.63,/en/squads/53a2f082/2020-2021/Real-Madrid-Stats
30,25.0,38,3420,90,100,38,418,81,240,177,21,235,1.63,59,38,21,0.55,60.7,39.2,21.5,0.57,/en/squads/e31d1cd9/2020-2021/Real-Sociedad-Stats
26,28.1,38,3420,90,100,38,418,81,233,184,20,266,2.03,53,33,20,0.53,54.4,34.8,19.6,0.52,/en/squads/ad2be733/2020-2021/Sevilla-Stats
30,25.2,38,3420,90,100,38,418,83,263,150,19,283,1.13,50,53,-3,-0.08,42.6,52.2,-9.6,-0.25,/en/squads/dcc91a7b/2020-2021/Valencia-Stats
32,28.1,38,3420,90,100,38,418,81,246,170,21,246,0.82,34,57,-23,-0.61,40.1,52.9,-12.8,-0.34,/en/squads/17859612/2020-2021/Valladolid-Stats
29,28.0,38,3420,90,100,38,418,82,253,165,20,238,1.53,60,44,16,0.42,56.4,42.5,13.9,0.37,/en/squads/2a8183b3/2020-2021/Villarreal-Stats
31,27.9,38,3420,90,100,38,418,81,247,170,21,168,1.16,40,58,-18,-0.47,41.6,52.3,-10.7,-0.28,/en/squads/69236f98/2020-2021/Angers-Stats
28,27.6,38,3420,90,100,38,418,81,245,169,22,172,1.18,42,56,-14,-0.37,43.5,54.9,-11.4,-0.3,/en/squads/123f3efe/2020-2021/Bordeaux-Stats
26,24.9,38,3420,90,100,38,418,84,269,146,17,194,1.08,50,66,-16,-0.42,50.0,58.1,-8.1,-0.21,/en/squads/fb08dbb3/2020-2021/Brest-Stats
33,25.7,38,3420,90,100,38,418,82,265,150,21,179,0.55,25,73,-48,-1.26,33.7,72.5,-38.8,-1.02,/en/squads/8dfb7350/2020-2021/Dijon-Stats
27,26.4,38,3420,90,100,38,418,83,249,164,18,178,1.5,55,54,1,0.03,56.4,46.8,9.6,0.25,/en/squads/fd4e0f7d/2020-2021/Lens-Stats
21,25.4,38,3420,90,100,38,418,83,247,169,18,170,2.18,64,23,41,1.08,48.5,29.8,18.7,0.49,/en/squads/cb188c0c/2020-2021/Lille-Stats
27,26.8,38,3420,90,100,38,418,82,253,163,19,179,1.11,50,68,-18,-0.47,48.6,52.5,-4.0,-0.1,/en/squads/d2c87802/2020-2021/Lorient-Stats
29,25.8,38,3420,90,100,38,418,81,237,175,20,161,2.0,81,43,38,1.0,81.4,41.5,40.0,1.05,/en/squads/d53c0b06/2020-2021/Lyon-Stats
31,27.2,38,3420,90,100,38,418,82,258,153,21,188,1.58,54,47,7,0.18,47.0,47.4,-0.4,-0.01,/en/squads/5725cc7b/2020-2021/Marseille-Stats
27,25.7,38,3420,90,100,38,418,83,281,133,22,205,1.24,44,48,-4,-0.11,44.1,49.2,-5.2,-0.14,/en/squads/f83960ae/2020-2021/Metz-Stats
30,24.8,38,3420,90,100,38,418,81,235,180,21,160,2.05,76,42,34,0.89,68.7,34.6,34.1,0.9,/en/squads/fd6114db/2020-2021/Monaco-Stats
25,28.0,38,3420,90,100,38,418,82,249,162,18,177,1.42,60,62,-2,-0.05,51.9,66.2,-14.3,-0.38,/en/squads/281b0e73/2020-2021/Montpellier-Stats
25,25.8,38,3420,90,100,38,418,83,275,139,19,202,1.05,47,55,-8,-0.21,49.0,53.7,-4.7,-0.12,/en/squads/d7a486cd/2020-2021/Nantes-Stats
31,23.5,38,3420,90,100,38,418,83,277,137,21,196,1.37,50,53,-3,-0.08,47.9,55.6,-7.6,-0.2,/en/squads/132ebc33/2020-2021/Nice-Stats
33,25.8,38,3420,90,100,38,418,83,269,148,19,190,0.92,40,71,-31,-0.82,43.3,64.2,-20.9,-0.55,/en/squads/1cbf5f9e/2020-2021/Nimes-Stats
33,26.7,38,3420,90,100,38,418,82,254,160,20,179,2.16,86,28,58,1.53,80.1,40.6,39.5,1.04,/en/squads/e2d8892c/2020-2021/Paris-Saint-Germain-Stats
29,24.6,38,3420,90,100,38,418,82,266,145,21,195,1.11,42,50,-8,-0.21,32.7,59.0,-26.3,-0.69,/en/squads/7fdd64e0/2020-2021/Reims-Stats
32,25.5,38,3420,90,100,38,418,82,259,154,20,187,1.53,52,40,12,0.32,47.8,38.1,9.7,0.26,/en/squads/b3072e00/2020-2021/Rennes-Stats
40,25.4,38,3420,90,100,38,418,80,242,176,23,164,1.21,42,54,-12,-0.32,48.7,50.1,-1.4,-0.04,/en/squads/d298ef2c/2020-2021/Saint-Etienne-Stats
26,26.8,38,3420,90,100,38,418,84,271,144,17,196,1.11,49,58,-9,-0.24,52.8,50.7,2.1,0.06,/en/squads/c0d3eab4/2020-2021/Strasbourg-Stats
26,26.0,34,3060,90,100,34,374,83,227,147,17,157,1.03,26,52,-26,-0.76,32.9,56.8,-23.9,-0.7,/en/squads/247c4b67/2020-2021/Arminia-Stats
25,27.0,34,3060,90,100,34,374,82,231,141,21,159,1.06,36,54,-18,-0.53,37.3,57.3,-20.0,-0.59,/en/squads/0cdc4311/2020-2021/Augsburg-Stats
29,27.3,34,3060,90,100,34,374,82,237,137,21,163,2.29,99,44,55,1.62,75.9,40.2,35.8,1.05,/en/squads/054efa67/2020-2021/Bayern-Munich-Stats
26,25.6,34,3060,90,100,34,374,83,234,139,19,163,1.88,75,46,29,0.85,66.2,41.6,24.6,0.72,/en/squads/add600ae/2020-2021/Dortmund-Stats
25,27.2,34,3060,90,100,34,374,84,238,136,18,165,1.76,69,53,16,0.47,58.5,46.9,11.6,0.34,/en/squads/f0ac8ee6/2020-2021/Eintracht-Frankfurt-Stats
24,26.2,34,3060,90,100,34,374,82,223,152,19,151,1.32,52,52,0,0.0,45.5,52.4,-6.9,-0.2,/en/squads/a486e511/2020-2021/Freiburg-Stats
23,26.9,34,3060,90,100,34,374,83,230,142,18,159,1.44,64,56,8,0.24,54.9,45.7,9.2,0.27,/en/squads/32f3ee20/2020-2021/Monchengladbach-Stats
32,25.4,34,3060,90,100,34,374,81,227,149,22,157,1.03,41,52,-11,-0.32,41.9,47.4,-5.6,-0.16,/en/squads/2818f8bc/2020-2021/Hertha-BSC-Stats
30,25.7,34,3060,90,100,34,374,83,241,130,21,166,1.26,52,54,-2,-0.06,51.9,53.1,-1.2,-0.04,/en/squads/033ea6b8/2020-2021/Hoffenheim-Stats
28,24.9,34,3060,90,100,34,374,82,225,148,20,157,0.97,34,60,-26,-0.76,40.5,53.6,-13.0,-0.38,/en/squads/bc357bf7/2020-2021/Koln-Stats
30,25.4,34,3060,90,100,34,374,83,253,123,23,174,1.53,53,39,14,0.41,46.3,39.2,7.1,0.21,/en/squads/c7a9f859/2020-2021/Bayer-Leverkusen-Stats
31,25.8,34,3060,90,100,34,374,83,223,150,18,152,1.15,39,56,-17,-0.5,49.9,52.1,-2.2,-0.06,/en/squads/a224b06a/2020-2021/Mainz-05-Stats
25,25.0,34,3060,90,100,34,374,81,222,154,22,143,1.91,60,32,28,0.82,64.4,29.4,35.0,1.03,/en/squads/acbb6a5b/2020-2021/RB-Leipzig-Stats
42,25.9,34,3060,90,100,34,374,83,257,117,23,181,0.47,25,86,-61,-1.79,28.7,69.2,-40.5,-1.19,/en/squads/c539e393/2020-2021/Schalke-04-Stats
29,24.1,34,3060,90,100,34,374,81,217,156,21,150,1.32,56,55,1,0.03,51.4,52.1,-0.8,-0.02,/en/squads/598bc722/2020-2021/Stuttgart-Stats
27,27.3,34,3060,90,100,34,374,82,227,146,19,150,1.47,50,43,7,0.21,46.9,42.8,4.1,0.12,/en/squads/7a41008f/2020-2021/Union-Berlin-Stats
27,26.3,34,3060,90,100,34,374,82,231,144,20,162,0.91,36,57,-21,-0.62,32.9,53.2,-20.3,-0.6,/en/squads/62add3bf/2020-2021/Werder-Bremen-Stats
26,25.6,34,3060,90,100,34,374,85,243,128,15,173,1.79,61,37,24,0.71,49.0,42.1,6.9,0.2,/en/squads/4eaa11d7/2020-2021/Wolfsburg-Stats
30,27.3,38,3420,90,100,38,418,80,240,176,23,253,2.05,90,47,43,1.13,74.7,41.0,33.7,0.89,/en/squads/922493f3/2020-2021/Atalanta-Stats
29,28.7,38,3420,90,100,38,418,80,238,178,24,258,0.87,40,75,-35,-0.92,40.6,64.3,-23.6,-0.62,/en/squads/4fcb34fd/2020-2021/Benevento-Stats
37,27.2,38,3420,90,100,38,418,81,243,172,21,275,1.08,51,65,-14,-0.37,54.6,62.6,-7.9,-0.21,/en/squads/1d8099f8/2020-2021/Bologna-Stats
32,26.5,38,3420,90,100,38,418,84,252,163,16,277,0.97,43,59,-16,-0.42,47.1,61.7,-14.6,-0.38,/en/squads/c4260e09/2020-2021/Cagliari-Stats
31,27.8,38,3420,90,100,38,418,83,277,138,21,304,0.61,45,92,-47,-1.24,40.4,70.8,-30.5,-0.8,/en/squads/3074d7b1/2020-2021/Crotone-Stats
30,26.6,38,3420,90,100,38,418,82,256,158,19,287,1.05,47,59,-12,-0.32,44.9,61.5,-16.6,-0.44,/en/squads/421387cf/2020-2021/Fiorentina-Stats
34,28.3,38,3420,90,100,38,418,79,238,180,24,272,1.11,47,58,-11,-0.29,38.8,60.4,-21.6,-0.57,/en/squads/658bf2de/2020-2021/Genoa-Stats
32,26.2,38,3420,90,100,38,418,79,250,170,26,281,1.18,46,48,-2,-0.05,45.3,49.5,-4.1,-0.11,/en/squads/0e72edf2/2020-2021/Hellas-Verona-Stats
25,27.7,38,3420,90,100,38,418,83,257,162,19,251,2.39,89,35,54,1.42,74.2,39.8,34.3,0.9,/en/squads/d609edc0/2020-2021/Internazionale-Stats
30,27.7,38,3420,90,100,38,418,83,268,146,20,265,2.05,77,38,39,1.03,74.4,39.4,35.0,0.92,/en/squads/e0652b02/2020-2021/Juventus-Stats
30,29.4,38,3420,90,100,38,418,80,228,189,22,239,1.79,61,55,6,0.16,58.2,47.3,10.9,0.29,/en/squads/7213da33/2020-2021/Lazio-Stats
29,24.4,38,3420,90,100,38,418,82,261,156,22,277,2.08,74,41,33,0.87,70.7,47.0,23.7,0.62,/en/squads/dc56fe14/2020-2021/Milan-Stats
25,27.1,38,3420,90,100,38,418,82,247,169,19,256,2.03,86,41,45,1.18,67.7,42.6,25.2,0.66,/en/squads/d48ad4ff/2020-2021/Napoli-Stats
42,28.0,38,3420,90,100,38,418,80,251,167,24,272,0.53,39,83,-44,-1.16,42.5,61.0,-18.5,-0.49,/en/squads/eab4234c/2020-2021/Parma-Stats
31,26.7,38,3420,90,100,38,418,83,263,153,20,262,1.63,68,58,10,0.26,65.3,45.6,19.7,0.52,/en/squads/cf74a709/2020-2021/Roma-Stats
27,27.9,38,3420,90,100,38,418,82,263,153,22,295,1.37,52,54,-2,-0.05,45.4,56.1,-10.7,-0.28,/en/squads/8ff9e3b3/2020-2021/Sampdoria-Stats
28,26.5,38,3420,90,100,38,418,80,235,180,22,267,1.63,64,56,8,0.21,58.4,55.4,3.0,0.08,/en/squads/e2befd26/2020-2021/Sassuolo-Stats
35,25.2,38,3420,90,100,38,418,80,234,180,22,268,1.03,52,72,-20,-0.53,46.5,65.1,-18.7,-0.49,/en/squads/68449f6d/2020-2021/Spezia-Stats
29,26.9,38,3420,90,100,38,418,83,269,147,20,280,0.97,50,69,-19,-0.5,50.0,62.0,-11.9,-0.31,/en/squads/105360fe/2020-2021/Torino-Stats
33,27.2,38,3420,90,100,38,418,83,272,146,20,272,1.05,42,58,-16,-0.42,45.7,52.6,-6.9,-0.18,/en/squads/04eea015/2020-2021/Udinese-Stats
