players_used,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,url
30,38,851,22.39,599,93,41,53,48,17,129,3.39,89,9,7,6,15,3,/en/squads/fd6114db/2020-2021/Monaco-Stats
25,38,788,20.74,519,91,43,52,65,18,104,2.74,70,8,9,10,7,0,/en/squads/281b0e73/2020-2021/Montpellier-Stats
25,38,698,18.37,475,66,55,36,50,16,78,2.05,49,4,10,7,8,0,/en/squads/d7a486cd/2020-2021/Nantes-Stats
31,38,707,18.61,488,62,58,42,45,12,79,2.08,51,4,5,8,10,1,/en/squads/132ebc33/2020-2021/Nice-Stats
33,38,639,16.82,432,67,41,36,46,17,64,1.68,44,1,7,3,9,0,/en/squads/1cbf5f9e/2020-2021/Nimes-Stats
33,38,982,25.84,720,68,65,55,62,12,135,3.55,95,6,10,10,13,1,/en/squads/e2d8892c/2020-2021/Paris-Saint-Germain-Stats
29,38,620,16.32,469,42,34,32,32,11,64,1.68,36,7,6,9,4,2,/en/squads/7fdd64e0/2020-2021/Reims-Stats
32,38,921,24.24,660,86,48,53,61,13,88,2.32,58,11,7,3,7,2,/en/squads/b3072e00/2020-2021/Rennes-Stats
40,38,769,20.24,492,107,60,47,49,14,66,1.74,40,6,7,9,4,0,/en/squads/d298ef2c/2020-2021/Saint-Etienne-Stats
26,38,693,18.24,466,80,36,56,44,11,75,1.97,49,4,4,11,6,1,/en/squads/c0d3eab4/2020-2021/Strasbourg-Stats
26,34,558,16.41,371,60,40,27,48,12,38,1.12,27,2,4,2,2,1,/en/squads/247c4b67/2020-2021/Arminia-Stats
25,34,566,16.65,377,65,39,28,44,13,57,1.68,40,4,4,5,4,0,/en/squads/0cdc4311/2020-2021/Augsburg-Stats
29,34,1040,30.59,823,67,59,55,27,9,171,5.03,134,8,13,8,7,1,/en/squads/054efa67/2020-2021/Bayern-Munich-Stats
26,34,879,25.85,655,61,57,46,47,13,131,3.85,99,7,11,7,5,2,/en/squads/add600ae/2020-2021/Dortmund-Stats
25,34,806,23.71,595,81,35,43,41,11,114,3.35,75,11,5,10,11,2,/en/squads/f0ac8ee6/2020-2021/Eintracht-Frankfurt-Stats
24,34,666,19.59,474,73,22,47,44,6,83,2.44,55,8,3,10,6,1,/en/squads/a486e511/2020-2021/Freiburg-Stats
23,34,779,22.91,556,77,39,53,46,8,109,3.21,70,9,3,14,13,0,/en/squads/32f3ee20/2020-2021/Monchengladbach-Stats
32,34,644,18.94,447,62,47,31,44,13,68,2.0,50,3,3,5,7,0,/en/squads/2818f8bc/2020-2021/Hertha-BSC-Stats
30,34,768,22.59,584,63,34,35,42,10,91,2.68,62,6,9,7,7,0,/en/squads/033ea6b8/2020-2021/Hoffenheim-Stats
28,34,630,18.53,444,69,33,36,43,5,56,1.65,36,5,4,7,4,0,/en/squads/bc357bf7/2020-2021/Koln-Stats
30,34,781,22.97,580,61,60,46,27,7,92,2.71,62,7,11,9,3,0,/en/squads/c7a9f859/2020-2021/Bayer-Leverkusen-Stats
31,34,628,18.47,440,68,34,31,42,13,64,1.88,42,6,2,8,6,0,/en/squads/a224b06a/2020-2021/Mainz-05-Stats
25,34,973,28.62,731,67,47,60,55,13,104,3.06,71,4,8,10,8,3,/en/squads/acbb6a5b/2020-2021/RB-Leipzig-Stats
42,34,519,15.26,340,65,27,39,40,8,41,1.21,30,4,3,2,2,0,/en/squads/c539e393/2020-2021/Schalke-04-Stats
29,34,805,23.68,580,73,41,49,45,17,93,2.74,63,8,6,5,9,2,/en/squads/598bc722/2020-2021/Stuttgart-Stats
27,34,683,20.09,475,73,26,41,50,18,86,2.53,59,10,2,4,8,3,/en/squads/7a41008f/2020-2021/Union-Berlin-Stats
27,34,619,18.21,448,54,31,34,41,11,62,1.82,44,7,2,3,5,1,/en/squads/62add3bf/2020-2021/Werder-Bremen-Stats
26,34,811,23.85,593,72,45,54,39,8,99,2.91,76,4,6,8,4,1,/en/squads/4eaa11d7/2020-2021/Wolfsburg-Stats
30,38,1115,29.34,866,68,60,61,43,17,162,4.26,127,8,10,9,5,3,/en/squads/922493f3/2020-2021/Atalanta-Stats
29,38,686,18.05,486,66,36,52,36,10,66,1.74,43,8,3,5,5,2,/en/squads/4fcb34fd/2020-2021/Benevento-Stats
37,38,862,22.68,629,72,48,52,43,18,83,2.18,62,6,1,8,5,1,/en/squads/1d8099f8/2020-2021/Bologna-Stats
32,38,730,19.21,521,72,38,54,35,10,75,1.97,52,4,4,10,5,0,/en/squads/c4260e09/2020-2021/Cagliari-Stats
31,38,623,16.39,433,53,56,29,41,11,75,1.97,44,6,9,5,8,3,/en/squads/3074d7b1/2020-2021/Crotone-Stats
30,38,655,17.24,472,71,29,26,50,7,77,2.03,53,5,4,6,9,0,/en/squads/421387cf/2020-2021/Fiorentina-Stats
34,38,585,15.39,439,38,38,35,22,13,73,1.92,55,3,5,6,2,2,/en/squads/658bf2de/2020-2021/Genoa-Stats
32,38,682,17.95,485,75,33,34,47,8,71,1.87,54,3,6,3,4,1,/en/squads/0e72edf2/2020-2021/Hellas-Verona-Stats
25,38,985,25.92,754,76,44,55,38,18,150,3.95,114,6,8,12,8,2,/en/squads/d609edc0/2020-2021/Internazionale-Stats
30,38,1061,27.92,777,86,74,68,46,10,134,3.53,94,4,13,14,6,3,/en/squads/e0652b02/2020-2021/Juventus-Stats
30,38,937,24.66,733,53,47,55,33,16,103,2.71,75,1,8,9,9,1,/en/squads/7213da33/2020-2021/Lazio-Stats
29,38,983,25.87,684,86,54,75,75,9,129,3.39,85,11,5,10,15,3,/en/squads/dc56fe14/2020-2021/Milan-Stats
25,38,1119,29.45,834,67,74,69,53,22,142,3.74,90,6,18,12,13,3,/en/squads/d48ad4ff/2020-2021/Napoli-Stats
42,38,696,18.32,495,60,51,38,42,10,70,1.84,51,4,6,3,6,0,/en/squads/eab4234c/2020-2021/Parma-Stats
31,38,911,23.97,663,70,60,69,31,18,121,3.18,90,8,10,6,6,1,/en/squads/cf74a709/2020-2021/Roma-Stats
27,38,717,18.87,503,73,31,53,38,19,85,2.24,57,7,7,9,5,0,/en/squads/8ff9e3b3/2020-2021/Sampdoria-Stats
28,38,951,25.03,705,61,66,53,53,13,109,2.87,71,5,7,9,14,3,/en/squads/e2befd26/2020-2021/Sassuolo-Stats
35,38,664,17.47,488,55,33,47,29,12,88,2.32,57,8,3,12,6,2,/en/squads/68449f6d/2020-2021/Spezia-Stats
29,38,794,20.89,503,84,48,70,74,15,80,2.11,45,8,5,13,8,1,/en/squads/105360fe/2020-2021/Torino-Stats
33,38,706,18.58,509,53,44,42,44,14,67,1.76,45,3,9,5,5,0,/en/squads/04eea015/2020-2021/Udinese-Stats
