players_used,90s,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,url
,,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,
3,38,44,10,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/18bb7c10/2016-2017/Arsenal-Stats
3,38,67,2,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats
2,38,55,4,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/943e8050/2016-2017/Burnley-Stats
2,38,33,2,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/cff3d9bb/2016-2017/Chelsea-Stats
2,38,63,2,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats
2,38,44,3,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/d3fd31cc/2016-2017/Everton-Stats
2,38,80,11,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/bd8769d1/2016-2017/Hull-City-Stats
2,38,63,3,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/a2d435b3/2016-2017/Leicester-City-Stats
2,38,42,3,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/822bd0ba/2016-2017/Liverpool-Stats
2,38,39,2,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats
3,38,29,4,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/19538871/2016-2017/Manchester-United-Stats
2,38,53,4,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/7f59c601/2016-2017/Middlesbrough-Stats
1,38,48,6,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/33c895d4/2016-2017/Southampton-Stats
3,38,56,1,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/17892952/2016-2017/Stoke-City-Stats
2,38,69,4,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/8ef52968/2016-2017/Sunderland-Stats
2,38,70,6,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/fb10988f/2016-2017/Swansea-City-Stats
2,38,26,2,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats
2,38,68,3,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/2abfe087/2016-2017/Watford-Stats
1,38,51,3,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats
2,38,64,5,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/7c21e445/2016-2017/West-Ham-United-Stats
2,38,43,4,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/8d6fd021/2016-2017/Alaves-Stats
2,38,43,1,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/2b390eca/2016-2017/Athletic-Club-Stats
2,38,27,3,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/db3b9613/2016-2017/Atletico-Madrid-Stats
3,38,37,0,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/206d90db/2016-2017/Barcelona-Stats
2,38,64,4,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/fc536746/2016-2017/Real-Betis-Stats
3,38,69,9,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/f25da7fb/2016-2017/Celta-Vigo-Stats
3,38,51,5,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/bea5c710/2016-2017/Eibar-Stats
2,38,50,2,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/a8661628/2016-2017/Espanyol-Stats
1,38,82,2,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/a0435291/2016-2017/Granada-Stats
3,38,61,3,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/2a60ed82/2016-2017/Deportivo-La-Coruna-Stats
2,38,74,11,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/0049d422/2016-2017/Las-Palmas-Stats
5,38,55,6,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/7c6f2c78/2016-2017/Leganes-Stats
2,38,55,6,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/1c896955/2016-2017/Malaga-Stats
4,38,94,4,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/03c57e2b/2016-2017/Osasuna-Stats
2,38,41,2,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/53a2f082/2016-2017/Real-Madrid-Stats
1,38,53,4,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/e31d1cd9/2016-2017/Real-Sociedad-Stats
3,38,48,4,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/ad2be733/2016-2017/Sevilla-Stats
2,38,72,7,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/bb9efd50/2016-2017/Sporting-Gijon-Stats
3,38,65,6,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/dcc91a7b/2016-2017/Valencia-Stats
2,38,33,5,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/2a8183b3/2016-2017/Villarreal-Stats
3,38,49,2,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/69236f98/2016-2017/Angers-Stats
4,38,54,4,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/6283be2c/2016-2017/Bastia-Stats
2,38,43,4,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/123f3efe/2016-2017/Bordeaux-Stats
3,38,65,8,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/74229020/2016-2017/Caen-Stats
2,38,58,9,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/8dfb7350/2016-2017/Dijon-Stats
3,38,53,7,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/d41b5f53/2016-2017/Guingamp-Stats
2,38,47,4,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/cb188c0c/2016-2017/Lille-Stats
2,38,70,4,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/d2c87802/2016-2017/Lorient-Stats
2,38,48,5,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/d53c0b06/2016-2017/Lyon-Stats
1,38,41,2,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/5725cc7b/2016-2017/Marseille-Stats
3,38,72,5,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/f83960ae/2016-2017/Metz-Stats
4,38,29,3,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/fd6114db/2016-2017/Monaco-Stats
2,38,66,7,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/281b0e73/2016-2017/Montpellier-Stats
2,38,52,7,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/e88fc6e5/2016-2017/Nancy-Stats
2,38,54,9,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/d7a486cd/2016-2017/Nantes-Stats
2,38,36,4,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/132ebc33/2016-2017/Nice-Stats
2,38,27,2,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/e2d8892c/2016-2017/Paris-Saint-Germain-Stats
1,38,42,1,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/b3072e00/2016-2017/Rennes-Stats
3,38,42,2,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/d298ef2c/2016-2017/Saint-Etienne-Stats
2,38,41,8,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/3f8c4b5f/2016-2017/Toulouse-Stats
2,34,51,4,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/0cdc4311/2016-2017/Augsburg-Stats
3,34,22,2,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/054efa67/2016-2017/Bayern-Munich-Stats
2,34,63,6,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/6a6967fc/2016-2017/Darmstadt-98-Stats
2,34,40,2,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/add600ae/2016-2017/Dortmund-Stats
2,34,43,3,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/f0ac8ee6/2016-2017/Eintracht-Frankfurt-Stats
1,34,60,4,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/a486e511/2016-2017/Freiburg-Stats
1,34,49,4,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/32f3ee20/2016-2017/Monchengladbach-Stats
3,34,61,5,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/26790c6a/2016-2017/Hamburger-SV-Stats
1,34,47,4,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/2818f8bc/2016-2017/Hertha-BSC-Stats
1,34,37,1,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/033ea6b8/2016-2017/Hoffenheim-Stats
2,34,57,7,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/12eb2039/2016-2017/Ingolstadt-04-Stats
3,34,42,4,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/bc357bf7/2016-2017/Koln-Stats
1,34,55,3,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/c7a9f859/2016-2017/Bayer-Leverkusen-Stats
2,34,55,3,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/a224b06a/2016-2017/Mainz-05-Stats
