players_used,90s,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,url
2,34,39,3,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/acbb6a5b/2016-2017/RB-Leipzig-Stats
1,34,40,6,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/c539e393/2016-2017/Schalke-04-Stats
2,34,64,8,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/62add3bf/2016-2017/Werder-Bremen-Stats
2,34,52,2,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/4eaa11d7/2016-2017/Wolfsburg-Stats
3,38,41,4,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/922493f3/2016-2017/Atalanta-Stats
2,38,58,4,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/1d8099f8/2016-2017/Bologna-Stats
4,38,74,7,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/c4260e09/2016-2017/Cagliari-Stats
2,38,61,4,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/cc919b35/2016-2017/Chievo-Stats
2,38,58,6,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/3074d7b1/2016-2017/Crotone-Stats
2,38,61,5,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/a3d88bd8/2016-2017/Empoli-Stats
4,38,57,5,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/421387cf/2016-2017/Fiorentina-Stats
3,38,64,4,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/658bf2de/2016-2017/Genoa-Stats
2,38,49,5,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/d609edc0/2016-2017/Internazionale-Stats
3,38,27,1,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/e0652b02/2016-2017/Juventus-Stats
3,38,51,5,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/7213da33/2016-2017/Lazio-Stats
1,38,45,5,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/dc56fe14/2016-2017/Milan-Stats
2,38,38,3,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/d48ad4ff/2016-2017/Napoli-Stats
2,38,77,6,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/ee058a17/2016-2017/Palermo-Stats
2,38,83,6,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/b985784c/2016-2017/Pescara-Stats
1,38,38,2,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/cf74a709/2016-2017/Roma-Stats
2,38,55,6,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/8ff9e3b3/2016-2017/Sampdoria-Stats
1,38,56,5,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/e2befd26/2016-2017/Sassuolo-Stats
2,38,66,7,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/105360fe/2016-2017/Torino-Stats
2,38,56,8,,,,,,,,,,,,,,,,,,,,,,,,/en/squads/04eea015/2016-2017/Udinese-Stats
