players_used,Playing Time,Playing Time,Playing Time,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,url
1,38,38,3420,38,51,1.34,160,109,70.0,12,9,17,6,15.8,3,3,0,0,0.0,/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats
2,38,38,3420,38,64,1.68,182,118,67.6,12,9,17,10,26.3,8,5,1,2,16.7,/en/squads/7c21e445/2016-2017/West-Ham-United-Stats
2,38,38,3420,38,43,1.13,156,119,75.0,14,13,11,12,31.6,6,4,2,0,33.3,/en/squads/8d6fd021/2016-2017/Alaves-Stats
2,38,38,3420,38,43,1.13,119,79,64.7,19,6,13,10,26.3,3,1,2,0,66.7,/en/squads/2b390eca/2016-2017/Athletic-Club-Stats
2,38,38,3420,38,27,0.71,111,87,78.4,23,9,6,20,52.6,4,3,1,0,25.0,/en/squads/db3b9613/2016-2017/Atletico-Madrid-Stats
3,38,38,3420,38,37,0.97,160,123,76.9,28,6,4,13,34.2,0,0,0,0,,/en/squads/206d90db/2016-2017/Barcelona-Stats
2,38,38,3420,38,64,1.68,187,128,67.9,10,9,19,10,26.3,5,4,1,0,20.0,/en/squads/fc536746/2016-2017/Real-Betis-Stats
3,38,38,3420,38,69,1.82,181,121,66.9,13,6,19,7,18.4,10,9,0,1,0.0,/en/squads/f25da7fb/2016-2017/Celta-Vigo-Stats
3,38,38,3413,38,51,1.34,152,107,69.7,15,9,14,10,26.3,6,5,1,0,16.7,/en/squads/bea5c710/2016-2017/Eibar-Stats
2,38,38,3420,38,50,1.32,175,127,72.6,15,11,12,11,28.9,2,2,0,0,0.0,/en/squads/a8661628/2016-2017/Espanyol-Stats
1,38,38,3420,38,82,2.16,242,163,66.9,4,8,26,3,7.9,4,2,1,1,33.3,/en/squads/a0435291/2016-2017/Granada-Stats
3,38,38,3420,38,61,1.61,168,110,65.5,8,12,18,9,23.7,3,3,0,0,0.0,/en/squads/2a60ed82/2016-2017/Deportivo-La-Coruna-Stats
2,38,38,3420,38,74,1.95,165,102,61.8,10,9,19,5,13.2,11,11,0,0,0.0,/en/squads/0049d422/2016-2017/Las-Palmas-Stats
5,38,38,3416,38,55,1.45,137,89,64.2,8,11,19,11,28.9,7,6,1,0,14.3,/en/squads/7c6f2c78/2016-2017/Leganes-Stats
2,38,38,3420,38,55,1.45,143,95,65.7,12,10,16,8,21.1,7,6,1,0,14.3,/en/squads/1c896955/2016-2017/Malaga-Stats
4,38,38,3420,38,94,2.47,193,106,53.4,4,10,24,2,5.3,8,4,3,1,42.9,/en/squads/03c57e2b/2016-2017/Osasuna-Stats
2,38,38,3420,38,41,1.08,143,105,72.7,29,6,3,10,26.3,4,2,1,1,33.3,/en/squads/53a2f082/2016-2017/Real-Madrid-Stats
1,38,38,3420,38,53,1.39,156,108,68.6,19,7,12,10,26.3,7,4,1,2,20.0,/en/squads/e31d1cd9/2016-2017/Real-Sociedad-Stats
3,38,38,3417,38,48,1.26,161,118,72.7,21,9,8,13,34.2,5,4,1,0,20.0,/en/squads/ad2be733/2016-2017/Sevilla-Stats
2,38,38,3420,38,72,1.89,195,132,66.7,7,10,21,7,18.4,9,7,2,0,22.2,/en/squads/bb9efd50/2016-2017/Sporting-Gijon-Stats
3,38,38,3420,38,65,1.71,154,100,61.7,13,7,18,7,18.4,13,6,5,2,45.5,/en/squads/dcc91a7b/2016-2017/Valencia-Stats
2,38,38,3420,38,33,0.87,148,121,81.1,19,10,9,16,42.1,6,5,1,0,16.7,/en/squads/2a8183b3/2016-2017/Villarreal-Stats
3,38,38,3420,38,49,1.29,127,78,63.0,13,7,18,9,23.7,2,2,0,0,0.0,/en/squads/69236f98/2016-2017/Angers-Stats
4,38,38,3419,38,54,1.42,180,126,72.2,8,10,20,9,23.7,8,4,3,1,42.9,/en/squads/6283be2c/2016-2017/Bastia-Stats
2,38,38,3420,38,43,1.13,139,96,71.9,15,14,9,13,34.2,4,4,0,0,0.0,/en/squads/123f3efe/2016-2017/Bordeaux-Stats
3,38,38,3420,38,65,1.71,171,106,66.7,10,7,21,9,23.7,8,8,0,0,0.0,/en/squads/74229020/2016-2017/Caen-Stats
2,38,38,3420,38,58,1.53,200,142,75.5,8,13,17,10,26.3,12,9,1,2,10.0,/en/squads/8dfb7350/2016-2017/Dijon-Stats
3,38,38,3420,38,53,1.39,160,107,71.3,14,8,16,9,23.7,11,7,2,2,22.2,/en/squads/d41b5f53/2016-2017/Guingamp-Stats
2,38,38,3420,38,47,1.24,153,106,71.9,13,7,18,11,28.9,6,4,1,1,20.0,/en/squads/cb188c0c/2016-2017/Lille-Stats
2,38,38,3420,38,70,1.84,201,131,67.2,10,6,22,4,10.5,6,4,1,1,20.0,/en/squads/d2c87802/2016-2017/Lorient-Stats
2,38,38,3420,38,48,1.26,145,97,70.3,21,4,13,13,34.2,6,5,1,0,16.7,/en/squads/d53c0b06/2016-2017/Lyon-Stats
1,38,38,3420,38,41,1.08,163,122,76.1,17,11,10,18,47.4,2,2,0,0,0.0,/en/squads/5725cc7b/2016-2017/Marseille-Stats
3,38,38,3420,38,72,1.89,219,147,69.4,11,10,17,11,28.9,7,5,2,0,28.6,/en/squads/f83960ae/2016-2017/Metz-Stats
4,38,38,3420,38,29,0.76,118,89,78.0,30,5,3,17,44.7,5,3,2,0,40.0,/en/squads/fd6114db/2016-2017/Monaco-Stats
2,38,38,3420,38,66,1.74,170,104,65.3,10,9,19,7,18.4,7,7,0,0,0.0,/en/squads/281b0e73/2016-2017/Montpellier-Stats
2,38,38,3420,38,52,1.37,170,118,73.5,9,8,21,13,34.2,8,7,1,0,12.5,/en/squads/e88fc6e5/2016-2017/Nancy-Stats
2,38,38,3420,38,54,1.42,151,97,70.2,14,9,15,10,26.3,9,9,0,0,0.0,/en/squads/d7a486cd/2016-2017/Nantes-Stats
2,38,38,3420,38,36,0.95,160,124,80.0,22,12,4,13,34.2,4,4,0,0,0.0,/en/squads/132ebc33/2016-2017/Nice-Stats
2,38,38,3420,38,27,0.71,90,63,72.2,27,6,5,21,55.3,3,2,1,0,33.3,/en/squads/e2d8892c/2016-2017/Paris-Saint-Germain-Stats
1,38,38,3420,38,42,1.11,143,101,71.3,12,14,12,12,31.6,4,1,1,2,50.0,/en/squads/b3072e00/2016-2017/Rennes-Stats
3,38,38,3418,38,42,1.11,172,130,76.7,12,14,12,14,36.8,4,2,2,0,50.0,/en/squads/d298ef2c/2016-2017/Saint-Etienne-Stats
2,38,38,3420,38,41,1.08,166,125,80.1,10,14,14,12,31.6,9,8,1,0,11.1,/en/squads/3f8c4b5f/2016-2017/Toulouse-Stats
2,34,34,3060,34,51,1.5,176,125,73.3,9,11,14,8,23.5,5,4,0,1,0.0,/en/squads/0cdc4311/2016-2017/Augsburg-Stats
3,34,34,3060,34,22,0.65,100,78,80.0,25,7,2,17,50.0,3,2,1,0,33.3,/en/squads/054efa67/2016-2017/Bayern-Munich-Stats
2,34,34,3060,34,63,1.85,187,124,69.5,7,4,23,3,8.8,8,6,1,1,14.3,/en/squads/6a6967fc/2016-2017/Darmstadt-98-Stats
2,34,34,3060,34,40,1.18,125,85,69.6,18,10,6,9,26.5,2,2,0,0,0.0,/en/squads/add600ae/2016-2017/Dortmund-Stats
2,34,34,3058,34,43,1.27,120,77,66.7,11,9,14,11,32.4,4,3,0,1,0.0,/en/squads/f0ac8ee6/2016-2017/Eintracht-Frankfurt-Stats
1,34,34,3060,34,60,1.76,165,105,66.1,14,6,14,6,17.6,6,4,2,0,33.3,/en/squads/a486e511/2016-2017/Freiburg-Stats
1,34,34,3060,34,49,1.44,146,97,69.2,12,9,13,10,29.4,5,4,0,1,0.0,/en/squads/32f3ee20/2016-2017/Monchengladbach-Stats
3,34,34,3060,34,61,1.79,154,93,63.6,10,8,16,8,23.5,8,5,1,2,16.7,/en/squads/26790c6a/2016-2017/Hamburger-SV-Stats
1,34,34,3060,34,47,1.38,150,103,71.3,15,4,15,11,32.4,5,4,1,0,20.0,/en/squads/2818f8bc/2016-2017/Hertha-BSC-Stats
1,34,34,3060,34,37,1.09,150,113,76.0,16,14,4,12,35.3,3,1,1,1,50.0,/en/squads/033ea6b8/2016-2017/Hoffenheim-Stats
2,34,34,3060,34,57,1.68,160,103,68.8,8,8,18,4,11.8,8,7,1,0,12.5,/en/squads/12eb2039/2016-2017/Ingolstadt-04-Stats
3,34,34,3060,34,42,1.24,159,117,76.1,12,13,9,10,29.4,4,4,0,0,0.0,/en/squads/bc357bf7/2016-2017/Koln-Stats
1,34,34,3060,34,55,1.62,160,105,67.5,11,8,15,6,17.6,3,3,0,0,0.0,/en/squads/c7a9f859/2016-2017/Bayer-Leverkusen-Stats
2,34,34,3060,34,55,1.62,160,105,67.5,10,7,17,7,20.6,4,3,1,0,25.0,/en/squads/a224b06a/2016-2017/Mainz-05-Stats
2,34,34,3060,34,39,1.15,104,65,65.4,20,7,7,10,29.4,5,3,2,0,40.0,/en/squads/acbb6a5b/2016-2017/RB-Leipzig-Stats
1,34,34,3060,34,40,1.18,118,78,71.2,11,10,13,8,23.5,10,6,4,0,40.0,/en/squads/c539e393/2016-2017/Schalke-04-Stats
2,34,34,3058,34,64,1.88,190,126,70.5,13,6,15,6,17.6,10,8,2,0,20.0,/en/squads/62add3bf/2016-2017/Werder-Bremen-Stats
2,34,34,3060,34,52,1.53,155,103,67.7,10,7,17,11,32.4,5,2,1,2,33.3,/en/squads/4eaa11d7/2016-2017/Wolfsburg-Stats
3,38,38,3420,38,41,1.08,122,81,69.7,21,9,8,16,42.1,4,4,0,0,0.0,/en/squads/922493f3/2016-2017/Atalanta-Stats
2,38,38,3420,38,58,1.53,188,130,71.3,11,8,19,9,23.7,6,4,1,1,20.0,/en/squads/1d8099f8/2016-2017/Bologna-Stats
4,38,38,3418,38,74,1.95,214,140,68.7,14,5,19,4,10.5,12,7,3,2,30.0,/en/squads/c4260e09/2016-2017/Cagliari-Stats
2,38,38,3420,38,61,1.61,188,127,69.7,12,7,19,10,26.3,6,4,0,2,0.0,/en/squads/cc919b35/2016-2017/Chievo-Stats
2,38,38,3420,38,58,1.53,216,158,75.9,9,7,22,4,10.5,10,6,2,2,25.0,/en/squads/3074d7b1/2016-2017/Crotone-Stats
2,38,38,3420,38,61,1.61,212,151,73.6,8,8,22,10,26.3,9,5,3,1,37.5,/en/squads/a3d88bd8/2016-2017/Empoli-Stats
4,38,38,3420,38,57,1.5,170,113,69.4,16,12,10,12,31.6,6,5,0,1,0.0,/en/squads/421387cf/2016-2017/Fiorentina-Stats
3,38,38,3420,38,64,1.68,166,102,63.9,9,9,20,8,21.1,8,4,2,2,33.3,/en/squads/658bf2de/2016-2017/Genoa-Stats
2,38,38,3420,38,49,1.29,161,112,72.7,19,5,14,9,23.7,6,5,1,0,16.7,/en/squads/d609edc0/2016-2017/Internazionale-Stats
3,38,38,3420,38,27,0.71,108,81,75.9,29,4,5,18,47.4,1,1,0,0,0.0,/en/squads/e0652b02/2016-2017/Juventus-Stats
3,38,38,3420,38,51,1.34,168,117,72.6,21,7,10,8,21.1,9,5,2,2,28.6,/en/squads/7213da33/2016-2017/Lazio-Stats
1,38,38,3420,38,45,1.18,189,144,78.8,18,9,11,12,31.6,10,5,2,3,28.6,/en/squads/dc56fe14/2016-2017/Milan-Stats
2,38,38,3420,38,38,1.0,125,87,72.0,26,8,4,12,31.6,4,3,1,0,25.0,/en/squads/d48ad4ff/2016-2017/Napoli-Stats
2,38,38,3420,38,77,2.03,210,133,66.2,6,8,24,5,13.2,6,6,0,0,0.0,/en/squads/ee058a17/2016-2017/Palermo-Stats
2,38,38,3420,38,83,2.18,211,128,63.5,3,9,26,4,10.5,6,6,0,0,0.0,/en/squads/b985784c/2016-2017/Pescara-Stats
1,38,38,3420,38,38,1.0,154,116,76.6,28,3,7,14,36.8,4,2,2,0,50.0,/en/squads/cf74a709/2016-2017/Roma-Stats
2,38,38,3420,38,55,1.45,180,125,72.8,12,12,14,7,18.4,8,6,2,0,25.0,/en/squads/8ff9e3b3/2016-2017/Sampdoria-Stats
1,38,38,3330,38,56,1.51,191,135,73.3,13,7,18,7,18.4,8,5,2,1,28.6,/en/squads/e2befd26/2016-2017/Sassuolo-Stats
2,38,38,3420,38,66,1.74,173,107,65.9,13,14,11,5,13.2,7,7,0,0,0.0,/en/squads/105360fe/2016-2017/Torino-Stats
2,38,38,3420,38,56,1.47,157,101,69.4,12,9,17,7,18.4,9,8,0,1,0.0,/en/squads/04eea015/2016-2017/Udinese-Stats
