playedMatches,goals,assists,penalties,player.id,player.name,player.firstName,player.lastName,player.dateOfBirth,player.nationality,player.section,player.position,player.shirtNumber,player.lastUpdated,team.id,team.name,team.shortName,team.tla,team.crest,team.address,team.website,team.founded,team.clubColors,team.venue,team.lastUpdated,competition_code,competition_name,season_start_year
9,9,4.0,1.0,1244,Giorgian De Arrascaeta,Giorgian,de Arrascaeta,1994-06-01,Uruguay,Midfield,,,2024-06-11T22:59:38Z,1783,CR Flamengo,Flamengo,FLA,https://crests.football-data.org/1783.png,"null Rio de Janeiro, RJ null",https://www.flamengo.com.br/pagina-inicial-basquete,1919,Red / Black / White,Estadio Jornalista Mário Filho,2022-04-06T13:13:43Z,BSA,Campeonato Brasileiro Série A,2025
11,8,1.0,,91310,Kaio Jorge,,Kaio Jorge,2002-01-24,Brazil,Centre-Forward,,,2024-09-02T09:59:11Z,1771,Cruzeiro EC,Cruzeiro,CRU,https://crests.football-data.org/1771.png,"Rua Timbiras 2903, Bairro Preto Belo Horizonte, MG 30140-062",http://www.cruzeiro.com.br,1921,Blue / White,Estádio Governador Magalhães Pinto,2022-04-10T11:03:46Z,BSA,Campeonato Brasileiro Série A,2025
10,7,1.0,,59859,Pablo Vegetti,Pablo,Vegetti,1988-10-15,Argentina,Offence,,,2023-07-31T10:34:23Z,1780,CR Vasco da Gama,Vasco da Gama,VAS,https://crests.football-data.org/1780.png,"Rua Gen. Almério de Moura 131, Bairro Vasco da Gama Rio de Janeiro, RJ 20921-060",http://www.vasco.com.br,1898,Black / White,Estádio Club de Regatas Vasco da Gama,2023-02-18T08:43:37Z,BSA,Campeonato Brasileiro Série A,2025
11,6,2.0,4.0,1340,Reinaldo,,Reinaldo,1989-09-28,Brazil,Defence,,,2024-06-18T09:41:48Z,4364,Mirassol FC,Mirassol,MIR,https://crests.football-data.org/4364.png,"null Mirassol, SP null",http://www.mirassolfc.com.br,1925,Green / Yellow,Estádio José Maria de Campos Maia,2023-07-31T08:47:23Z,BSA,Campeonato Brasileiro Série A,2025
10,5,1.0,1.0,1325,Yuri Alberto,,Yuri Alberto,2001-03-18,Brazil,Offence,,,2025-03-10T09:42:27Z,1779,SC Corinthians Paulista,Corinthians,COR,https://crests.football-data.org/1779.png,"Rua São Jorge 777, Tatuapé São Paulo, SP 03087-000",http://www.corinthians.com.br,1910,Black / White,Neo Química Arena,2024-07-29T17:24:47Z,BSA,Campeonato Brasileiro Série A,2025
10,4,,1.0,40134,Pedro Raul,,Pedro Raúl,1996-11-05,Brazil,Offence,,,2023-10-26T09:47:28Z,1837,Ceará SC,Ceará,CSC,https://crests.football-data.org/1837.png,"Av. João Pessoa 3532, Porangabuçu Fortaleza, CE 60425-680",http://www.cearasc.com,1914,Black / White,Estádio Castelão,2023-02-18T08:33:26Z,BSA,Campeonato Brasileiro Série A,2025
11,4,1.0,,114353,Isidro Pitta,Isidro,Pitta,1999-08-14,Paraguay,Midfield,,,2023-07-30T23:15:50Z,4286,RB Bragantino,Bragantino,RBB,https://crests.football-data.org/4286.png,"Rua Emílio Colela S/N, Jd. Nova Bragança Bragança Paulista, SP 12914-410",http://www.bragantino.net,1928,White / Black,Estádio Nabi Abi Chedid,2023-02-18T08:43:26Z,BSA,Campeonato Brasileiro Série A,2025
9,4,2.0,1.0,1077,Pedro,,Pedro,1997-06-20,Brazil,Offence,,,2023-07-30T23:15:48Z,1783,CR Flamengo,Flamengo,FLA,https://crests.football-data.org/1783.png,"null Rio de Janeiro, RJ null",https://www.flamengo.com.br/pagina-inicial-basquete,1919,Red / Black / White,Estadio Jornalista Mário Filho,2022-04-06T13:13:43Z,BSA,Campeonato Brasileiro Série A,2025
11,3,,,1226,Rony,,Rony,1995-05-11,Brazil,Offence,,,2024-06-13T09:41:56Z,1766,CA Mineiro,Mineiro,CAM,https://crests.football-data.org/1766.png,"Av. Olegário Maciel 1516, Lourdes Belo Horizonte, MG 30180-111",http://www.atletico.com.br,1908,Black / White,Estádio Raimundo Sampaio,2022-12-28T10:32:33Z,BSA,Campeonato Brasileiro Série A,2025
11,3,1.0,,39599,Juan Lucero,Juan,Lucero,1991-11-30,Argentina,Offence,,,2023-09-18T08:57:30Z,3984,Fortaleza EC,Fortaleza,FEC,https://crests.football-data.org/3984.png,"Avenida Senador Fernandes Távora 200, Pici Fortaleza, CE 60510-290",http://www.fortalezaec.net,1918,Red / Blue / White,Estádio Castelão,2022-04-06T13:16:50Z,BSA,Campeonato Brasileiro Série A,2025
