players_used,90s,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,url
1,38,59,4,2,6,3,55.5,0.3,-0.5,-0.01,340,941,36.1,942,98,69.9,45.9,308,91.9,63.2,575,31,5.4,72,1.89,16.9,/en/squads/2abfe087/2018-2019/Watford-Stats
1,38,55,4,0,10,1,62.7,0.31,8.7,0.23,306,825,37.1,917,155,59.0,43.0,309,91.9,61.3,554,29,5.2,16,0.42,12.1,/en/squads/7c21e445/2018-2019/West-Ham-United-Stats
3,38,46,3,1,6,4,39.4,0.26,-2.6,-0.07,218,552,39.5,593,105,52.4,39.1,291,82.8,50.5,508,15,3.0,18,0.47,12.1,/en/squads/8cec06e1/2018-2019/Wolverhampton-Wanderers-Stats
2,38,50,6,3,2,2,52.6,0.29,4.6,0.12,325,794,40.9,805,98,61.6,48.9,337,88.4,57.0,632,21,3.3,42,1.11,8.6,/en/squads/8d6fd021/2018-2019/Alaves-Stats
2,38,45,5,0,6,0,42.8,0.32,-2.2,-0.06,358,825,43.4,901,123,64.9,36.7,264,90.9,62.7,508,22,4.3,36,0.95,11.1,/en/squads/2b390eca/2018-2019/Athletic-Club-Stats
2,38,29,5,0,4,2,42.3,0.28,15.3,0.4,220,596,36.9,583,104,56.6,33.3,302,88.1,57.2,555,22,4.0,16,0.42,,/en/squads/db3b9613/2018-2019/Atletico-Madrid-Stats
2,38,36,2,0,2,1,40.4,0.3,5.4,0.14,125,244,51.2,970,211,15.7,26.0,224,41.1,37.8,440,8,1.8,38,1.0,15.8,/en/squads/206d90db/2018-2019/Barcelona-Stats
2,38,52,4,2,8,0,51.5,0.31,-0.5,-0.01,128,337,38.0,1153,195,20.3,30.6,276,37.3,36.8,466,25,5.4,58,1.53,18.7,/en/squads/fc536746/2018-2019/Real-Betis-Stats
2,38,62,6,4,5,1,59.7,0.32,-1.3,-0.03,257,669,38.4,925,161,44.3,38.0,348,74.4,55.1,581,20,3.4,37,0.97,15.6,/en/squads/f25da7fb/2018-2019/Celta-Vigo-Stats
2,38,50,3,2,3,1,44.1,0.31,-4.9,-0.13,325,855,38.0,912,108,69.4,44.6,235,94.5,66.5,403,20,5.0,84,2.21,18.1,/en/squads/bea5c710/2018-2019/Eibar-Stats
1,38,50,6,5,7,2,51.8,0.27,3.8,0.1,226,562,40.2,868,133,39.9,35.4,333,64.9,47.6,674,24,3.6,19,0.5,12.3,/en/squads/a8661628/2018-2019/Espanyol-Stats
2,38,35,4,1,2,2,40.1,0.26,7.1,0.19,359,963,37.3,832,52,83.5,50.3,282,95.0,59.3,475,20,4.2,38,1.0,15.5,/en/squads/7848bd64/2018-2019/Getafe-Stats
2,38,53,8,2,6,2,61.0,0.27,10.0,0.26,223,578,38.6,896,177,40.5,38.2,328,65.5,48.4,554,19,3.4,27,0.71,9.6,/en/squads/9024a00a/2018-2019/Girona-Stats
3,38,65,9,2,1,3,61.5,0.31,-0.5,-0.01,332,851,39.0,782,75,71.9,43.8,310,93.2,61.9,525,7,1.3,12,0.32,10.5,/en/squads/c6c493e6/2018-2019/Huesca-Stats
2,38,43,3,2,3,1,43.2,0.3,1.2,0.03,344,834,41.2,894,112,63.0,39.8,307,88.3,60.3,585,28,4.8,30,0.79,15.7,/en/squads/7c6f2c78/2018-2019/Leganes-Stats
3,38,66,8,1,6,2,68.9,0.27,4.9,0.13,207,577,35.9,662,184,48.2,39.4,394,65.5,47.8,595,19,3.2,32,0.84,14.6,/en/squads/9800b6a1/2018-2019/Levante-Stats
2,38,70,7,0,10,1,65.8,0.3,-3.2,-0.08,240,581,41.3,887,197,44.2,37.2,306,61.8,46.5,574,13,2.3,35,0.92,15.5,/en/squads/98e8af82/2018-2019/Rayo-Vallecano-Stats
3,38,46,6,0,6,0,47.9,0.31,1.9,0.05,126,363,34.7,923,233,27.1,32.3,256,44.1,42.5,400,26,6.5,38,1.0,14.2,/en/squads/53a2f082/2018-2019/Real-Madrid-Stats
2,38,46,2,1,11,2,39.9,0.27,-4.1,-0.11,218,556,39.2,1156,142,31.2,31.5,295,66.1,47.7,590,28,4.7,52,1.37,17.8,/en/squads/e31d1cd9/2018-2019/Real-Sociedad-Stats
3,38,47,6,2,4,0,50.3,0.28,3.3,0.09,191,630,30.3,875,216,45.8,40.2,294,77.9,55.3,539,30,5.6,30,0.79,20.7,/en/squads/ad2be733/2018-2019/Sevilla-Stats
2,38,35,7,2,6,2,42.4,0.23,9.4,0.25,186,548,33.9,635,176,46.6,35.1,305,82.6,57.1,620,14,2.3,18,0.47,12.5,/en/squads/dcc91a7b/2018-2019/Valencia-Stats
2,38,51,6,1,8,1,53.2,0.29,3.2,0.08,269,842,31.9,900,172,59.1,47.5,347,89.3,60.6,614,20,3.3,14,0.37,13.1,/en/squads/17859612/2018-2019/Valladolid-Stats
2,38,52,3,2,5,3,55.8,0.28,6.8,0.18,227,532,42.7,708,154,45.9,39.2,303,68.3,50.6,677,23,3.4,36,0.95,11.8,/en/squads/2a8183b3/2018-2019/Villarreal-Stats
1,38,52,6,3,7,2,47.9,0.25,-2.1,-0.06,296,775,38.2,826,82,59.2,42.7,329,86.9,56.7,571,14,2.5,18,0.47,13.7,/en/squads/25622401/2018-2019/Amiens-Stats
2,38,49,3,0,3,2,48.3,0.27,1.3,0.03,250,608,41.1,743,191,49.7,39.4,307,77.9,51.2,565,21,3.7,35,0.92,17.8,/en/squads/69236f98/2018-2019/Angers-Stats
2,38,42,6,1,11,0,46.7,0.27,4.7,0.12,262,601,43.6,855,126,43.7,37.6,338,67.2,48.9,598,13,2.2,22,0.58,13.6,/en/squads/123f3efe/2018-2019/Bordeaux-Stats
1,38,54,6,4,5,2,65.9,0.31,13.9,0.37,356,772,46.1,910,178,56.6,41.3,319,80.6,54.6,606,37,6.1,16,0.42,11.7,/en/squads/74229020/2018-2019/Caen-Stats
2,38,60,3,2,7,1,50.9,0.28,-8.1,-0.21,298,671,44.4,987,194,42.2,33.7,339,74.9,52.3,556,34,6.1,63,1.66,18.6,/en/squads/8dfb7350/2018-2019/Dijon-Stats
2,38,68,3,2,4,0,56.0,0.31,-12.0,-0.32,305,724,42.1,729,123,61.6,44.2,304,90.5,59.8,483,26,5.4,11,0.29,9.3,/en/squads/d41b5f53/2018-2019/Guingamp-Stats
1,38,33,6,1,4,0,39.0,0.25,6.0,0.16,177,557,31.8,838,189,41.9,36.2,275,74.9,53.5,497,29,5.8,44,1.16,16.5,/en/squads/cb188c0c/2018-2019/Lille-Stats
2,38,47,5,2,4,3,39.6,0.24,-4.4,-0.12,138,327,42.2,903,193,25.6,30.4,279,34.4,37.8,441,13,2.9,39,1.03,15.2,/en/squads/d53c0b06/2018-2019/Lyon-Stats
2,38,52,10,1,2,0,46.0,0.25,-6.0,-0.16,196,493,39.8,974,171,37.6,35.7,249,51.0,42.2,414,21,5.1,36,0.95,14.6,/en/squads/5725cc7b/2018-2019/Marseille-Stats
3,38,57,5,0,6,2,50.4,0.3,-4.6,-0.12,149,395,37.7,741,176,32.7,30.3,282,54.3,43.3,496,14,2.8,22,0.58,12.6,/en/squads/fd6114db/2018-2019/Monaco-Stats
2,38,42,3,1,8,2,41.5,0.26,1.5,0.04,319,712,44.8,1026,183,51.2,39.9,290,64.5,48.0,508,25,4.9,39,1.03,13.7,/en/squads/281b0e73/2018-2019/Montpellier-Stats
3,38,48,4,2,7,0,45.5,0.29,-2.5,-0.07,247,568,43.5,839,157,39.3,33.5,314,75.8,51.7,508,25,4.9,47,1.24,15.2,/en/squads/d7a486cd/2018-2019/Nantes-Stats
2,38,35,3,0,5,1,44.1,0.25,10.1,0.27,127,345,36.8,905,225,20.6,28.5,325,48.9,40.3,590,17,2.9,19,0.5,11.5,/en/squads/132ebc33/2018-2019/Nice-Stats
1,38,58,4,0,4,1,60.4,0.31,3.4,0.09,234,690,33.9,824,160,54.2,40.0,291,83.5,55.2,491,28,5.7,33,0.87,14.5,/en/squads/1cbf5f9e/2018-2019/Nimes-Stats
2,38,35,5,1,3,4,36.2,0.23,5.2,0.14,61,147,41.5,678,179,12.8,25.3,247,24.3,31.7,429,9,2.1,29,0.76,13.7,/en/squads/e2d8892c/2018-2019/Paris-Saint-Germain-Stats
1,38,42,7,1,3,2,44.9,0.26,4.9,0.13,257,654,39.3,861,136,49.8,40.7,291,77.3,53.8,667,28,4.2,27,0.71,13.2,/en/squads/7fdd64e0/2018-2019/Reims-Stats
2,38,52,4,0,9,1,44.1,0.26,-6.9,-0.18,195,499,39.1,759,157,39.9,33.1,290,67.6,49.6,548,22,4.0,52,1.37,12.7,/en/squads/b3072e00/2018-2019/Rennes-Stats
2,38,41,7,0,7,1,49.0,0.27,9.0,0.24,171,571,29.9,901,171,41.8,36.4,323,60.1,44.0,488,11,2.3,18,0.47,12.8,/en/squads/d298ef2c/2018-2019/Saint-Etienne-Stats
2,38,48,7,3,4,1,45.1,0.25,-1.9,-0.05,269,676,39.8,840,193,48.3,39.3,342,78.9,55.6,583,27,4.6,30,0.79,12.3,/en/squads/c0d3eab4/2018-2019/Strasbourg-Stats
2,38,57,5,2,5,1,51.6,0.26,-4.4,-0.12,259,683,37.9,969,174,44.8,37.8,384,64.8,48.0,619,21,3.4,42,1.11,15.4,/en/squads/3f8c4b5f/2018-2019/Toulouse-Stats
3,34,71,1,2,8,2,60.8,0.32,-8.2,-0.24,178,491,36.3,848,143,41.2,36.9,276,51.4,42.4,470,16,3.4,26,0.76,13.7,/en/squads/0cdc4311/2018-2019/Augsburg-Stats
2,34,32,5,1,3,1,29.7,0.32,-1.3,-0.04,110,261,42.1,1012,170,23.1,26.6,165,16.4,30.9,249,10,4.0,52,1.53,17.5,/en/squads/054efa67/2018-2019/Bayern-Munich-Stats
2,34,44,4,1,7,0,41.5,0.29,-2.5,-0.07,146,447,32.7,903,177,32.9,31.0,235,63.8,48.4,458,19,4.1,38,1.12,12.0,/en/squads/add600ae/2018-2019/Dortmund-Stats
2,34,65,7,1,7,0,56.9,0.3,-8.1,-0.24,233,582,40.0,715,152,43.5,36.7,328,82.6,54.5,553,30,5.4,6,0.18,9.2,/en/squads/b1278397/2018-2019/Dusseldorf-Stats
2,34,48,1,1,5,1,44.1,0.27,-2.9,-0.09,350,745,47.0,1023,107,53.6,44.6,236,83.5,56.8,457,20,4.4,37,1.09,9.0,/en/squads/f0ac8ee6/2018-2019/Eintracht-Frankfurt-Stats
2,34,61,7,0,11,0,58.1,0.31,-2.9,-0.09,263,647,40.6,964,143,39.7,36.7,335,78.8,59.2,552,13,2.4,29,0.85,14.8,/en/squads/a486e511/2018-2019/Freiburg-Stats
1,34,42,3,0,3,0,48.2,0.3,6.2,0.18,174,465,37.4,1338,190,26.3,30.5,264,42.8,40.0,458,26,5.7,33,0.97,13.8,/en/squads/32f3ee20/2018-2019/Monchengladbach-Stats
3,34,71,6,1,10,1,65.1,0.27,-4.9,-0.14,310,633,49.0,982,150,45.9,32.0,310,58.7,43.4,569,26,4.6,42,1.24,3.0,/en/squads/60b5e41f/2018-2019/Hannover-96-Stats
2,34,57,4,1,6,2,52.1,0.3,-2.9,-0.08,369,836,44.1,967,104,58.1,40.8,309,88.7,57.5,536,33,6.2,30,0.88,14.2,/en/squads/2818f8bc/2018-2019/Hertha-BSC-Stats
2,34,52,7,1,4,1,49.1,0.25,-1.9,-0.06,178,424,42.0,1073,194,29.8,29.3,253,41.1,39.8,462,15,3.2,60,1.76,18.0,/en/squads/033ea6b8/2018-2019/Hoffenheim-Stats
2,34,52,4,2,10,3,43.0,0.27,-6.0,-0.18,211,476,44.3,1214,169,30.1,40.5,207,53.1,42.0,424,11,2.6,53,1.56,10.9,/en/squads/c7a9f859/2018-2019/Bayer-Leverkusen-Stats
2,34,57,3,1,8,0,51.9,0.29,-5.1,-0.15,203,596,34.1,881,160,41.7,36.1,293,78.2,56.7,522,22,4.2,37,1.09,14.5,/en/squads/a224b06a/2018-2019/Mainz-05-Stats
2,34,68,2,1,7,2,53.5,0.29,-12.5,-0.37,231,661,34.9,1017,138,44.1,39.0,337,62.9,49.8,633,10,1.6,20,0.59,9.6,/en/squads/6f2c108c/2018-2019/Nurnberg-Stats
2,34,29,5,1,4,1,39.7,0.29,11.7,0.34,241,598,40.3,822,128,50.0,39.6,229,81.7,55.7,389,16,4.1,59,1.74,19.5,/en/squads/acbb6a5b/2018-2019/RB-Leipzig-Stats
2,34,55,5,1,4,1,52.7,0.29,-1.3,-0.04,216,507,42.6,779,127,42.2,36.4,254,70.1,49.8,427,21,4.9,32,0.94,14.7,/en/squads/c539e393/2018-2019/Schalke-04-Stats
1,34,70,2,2,7,4,56.4,0.31,-9.6,-0.28,259,714,36.3,911,129,55.4,40.3,305,68.5,52.7,518,22,4.2,41,1.21,14.7,/en/squads/598bc722/2018-2019/Stuttgart-Stats
3,34,49,4,2,5,0,48.6,0.29,-0.4,-0.01,213,501,42.5,941,169,36.1,34.8,310,51.9,43.1,510,13,2.5,25,0.74,13.4,/en/squads/62add3bf/2018-2019/Werder-Bremen-Stats
2,34,50,4,3,1,0,51.9,0.31,1.9,0.06,261,560,46.6,1251,186,32.5,34.0,275,56.0,46.6,530,24,4.5,28,0.82,10.9,/en/squads/4eaa11d7/2018-2019/Wolfsburg-Stats
3,38,46,4,3,6,3,39.4,0.27,-3.6,-0.1,187,457,40.9,800,173,31.0,30.3,272,76.8,52.8,448,12,2.7,49,1.29,14.5,/en/squads/922493f3/2018-2019/Atalanta-Stats
1,38,56,4,1,4,1,50.6,0.27,-4.4,-0.11,251,543,46.2,776,225,41.1,36.4,353,63.5,46.7,599,32,5.3,14,0.37,11.3,/en/squads/1d8099f8/2018-2019/Bologna-Stats
1,38,54,8,2,4,2,61.5,0.26,9.5,0.25,337,722,46.7,884,175,48.6,36.9,369,79.1,53.6,646,25,3.9,31,0.82,12.8,/en/squads/c4260e09/2018-2019/Cagliari-Stats
3,38,75,2,2,8,2,62.5,0.28,-10.5,-0.28,251,590,42.5,765,123,46.3,37.1,353,66.9,43.7,660,19,2.9,13,0.34,19.7,/en/squads/cc919b35/2018-2019/Chievo-Stats
3,38,70,6,0,8,2,64.5,0.25,-3.5,-0.09,156,454,34.4,862,230,35.0,34.3,347,43.8,40.6,628,23,3.7,33,0.87,14.7,/en/squads/a3d88bd8/2018-2019/Empoli-Stats
3,38,45,5,1,5,3,37.5,0.22,-4.5,-0.12,184,511,36.0,877,190,39.9,38.1,304,53.0,42.5,583,16,2.7,35,0.92,9.9,/en/squads/421387cf/2018-2019/Fiorentina-Stats
2,38,69,5,3,8,1,58.4,0.26,-9.6,-0.25,191,572,33.4,941,237,37.2,36.1,356,62.4,47.6,618,23,3.7,21,0.55,7.0,/en/squads/6a7ad59d/2018-2019/Frosinone-Stats
3,38,57,5,0,9,2,53.5,0.29,-1.5,-0.04,279,772,36.1,767,114,62.3,35.3,334,88.0,60.0,590,14,2.4,21,0.55,22.1,/en/squads/658bf2de/2018-2019/Genoa-Stats
1,38,33,3,1,3,3,33.1,0.24,3.1,0.08,140,299,46.8,901,203,21.0,27.3,265,41.5,37.1,492,16,3.3,27,0.71,14.5,/en/squads/d609edc0/2018-2019/Internazionale-Stats
3,38,30,2,1,4,1,34.5,0.29,5.5,0.14,182,344,52.9,720,167,31.3,32.7,287,41.5,39.0,489,11,2.2,30,0.79,15.7,/en/squads/e0652b02/2018-2019/Juventus-Stats
3,38,46,5,2,5,3,50.0,0.3,7.0,0.18,192,495,38.8,916,183,39.6,27.3,274,48.2,41.9,529,12,2.3,31,0.82,16.0,/en/squads/7213da33/2018-2019/Lazio-Stats
2,38,36,4,1,5,1,38.9,0.25,3.9,0.1,160,345,46.4,963,221,21.6,32.3,324,42.3,36.9,597,19,3.2,24,0.63,11.4,/en/squads/dc56fe14/2018-2019/Milan-Stats
3,38,36,4,1,4,0,34.5,0.22,-1.5,-0.04,100,333,30.0,781,150,25.2,28.8,277,49.1,41.2,485,18,3.7,24,0.63,12.9,/en/squads/d48ad4ff/2018-2019/Napoli-Stats
2,38,61,8,1,8,5,56.6,0.24,0.6,0.02,324,752,43.1,773,145,48.9,39.8,484,77.3,51.2,860,36,4.2,13,0.34,9.4,/en/squads/eab4234c/2018-2019/Parma-Stats
2,38,48,4,0,7,1,47.6,0.26,0.6,0.02,214,484,44.2,879,200,34.6,35.4,305,59.0,46.9,579,12,2.1,31,0.82,13.3,/en/squads/cf74a709/2018-2019/Roma-Stats
4,38,56,5,0,10,0,49.9,0.26,-6.1,-0.16,241,593,40.6,1012,186,40.8,37.6,335,53.7,43.6,529,13,2.5,20,0.53,12.3,/en/squads/1d2fe027/2018-2019/SPAL-Stats
2,38,51,7,2,6,1,49.7,0.29,-0.3,-0.01,134,394,34.0,905,189,26.4,34.7,311,49.8,39.4,606,25,4.1,49,1.29,16.5,/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats
2,38,60,4,0,12,2,58.0,0.31,0.0,0.0,195,473,41.2,932,168,34.9,32.7,315,47.0,38.2,623,17,2.7,29,0.76,13.7,/en/squads/e2befd26/2018-2019/Sassuolo-Stats
2,38,37,3,0,5,0,43.3,0.27,6.3,0.17,311,690,45.1,881,128,47.7,38.0,329,82.1,50.9,582,27,4.6,37,0.97,13.9,/en/squads/105360fe/2018-2019/Torino-Stats
2,38,53,9,0,6,1,55.8,0.27,3.8,0.1,302,680,44.4,730,139,49.5,36.0,406,78.6,50.0,735,19,2.6,14,0.37,10.0,/en/squads/04eea015/2018-2019/Udinese-Stats
