players_used,Poss,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,url
28,59.0,38,27311,2487,7711,13441,6402,884,27307,672,370,55.1,302,44.9,17170,84748,44019,840,684,205,603,349,18666,1727,/en/squads/361ca564/2018-2019/Tottenham-Hotspur-Stats
25,46.7,38,21508,2252,6504,9887,5303,845,21507,543,292,53.8,251,46.2,11747,56181,28366,588,434,191,586,418,12440,1273,/en/squads/2abfe087/2018-2019/Watford-Stats
26,48.6,38,22541,2350,6338,11093,5350,782,22536,668,389,58.2,279,41.8,11634,67597,34846,731,542,189,552,390,13762,1471,/en/squads/7c21e445/2018-2019/West-Ham-United-Stats
21,46.8,38,22684,2093,6742,11104,5061,705,22680,596,331,55.5,264,44.3,11225,63786,34764,743,494,192,498,401,13845,1335,/en/squads/8cec06e1/2018-2019/Wolverhampton-Wanderers-Stats
26,42.7,38,18475,2174,6367,8264,4063,609,18472,489,276,56.4,213,43.6,8348,47885,24646,511,366,103,587,341,9540,1102,/en/squads/8d6fd021/2018-2019/Alaves-Stats
27,50.0,38,21553,1935,6265,10194,5320,703,21546,542,288,53.1,254,46.9,10781,59362,31442,626,533,124,522,344,13087,1434,/en/squads/2b390eca/2018-2019/Athletic-Club-Stats
29,49.2,38,23123,1928,6339,10785,6196,765,23119,572,366,64.0,205,35.8,12778,67129,34534,677,581,169,497,412,14831,1369,/en/squads/db3b9613/2018-2019/Atletico-Madrid-Stats
30,64.4,38,30394,2182,7325,14901,8400,1045,30385,753,446,59.2,307,40.8,19443,96850,52422,851,840,266,456,435,23143,2095,/en/squads/206d90db/2018-2019/Barcelona-Stats
25,61.8,38,26762,2351,7748,12726,6515,826,26755,717,449,62.6,267,37.2,16024,89234,48124,887,705,218,569,392,19278,1622,/en/squads/fc536746/2018-2019/Real-Betis-Stats
28,51.6,38,22889,2297,7252,10891,4967,670,22882,626,380,60.7,246,39.3,12743,68374,34962,673,588,141,499,371,14866,1278,/en/squads/f25da7fb/2018-2019/Celta-Vigo-Stats
25,54.0,38,22528,1611,4998,10759,6998,907,22520,592,344,58.1,248,41.9,11159,58787,28489,565,523,135,576,387,12814,1596,/en/squads/bea5c710/2018-2019/Eibar-Stats
25,49.4,38,21903,2499,7590,9658,4910,689,21899,523,318,60.8,204,39.0,12023,66105,34689,642,500,139,565,374,13752,1482,/en/squads/a8661628/2018-2019/Espanyol-Stats
26,40.7,38,17357,1810,5155,7727,4688,688,17351,576,299,51.9,277,48.1,7394,42933,20707,448,383,117,589,366,8009,1121,/en/squads/7848bd64/2018-2019/Getafe-Stats
26,48.0,38,21363,2422,7551,9834,4221,633,21357,537,316,58.8,221,41.2,11343,59837,31729,634,487,102,502,370,13037,1303,/en/squads/9024a00a/2018-2019/Girona-Stats
30,44.5,38,19270,2109,6288,8630,4582,723,19263,592,314,53.0,278,47.0,9347,55988,28071,653,484,127,557,356,10474,1201,/en/squads/c6c493e6/2018-2019/Huesca-Stats
29,43.1,38,19164,1976,6160,8726,4496,632,19159,469,253,53.9,216,46.1,9754,50091,24360,447,367,98,476,304,10646,1141,/en/squads/7c6f2c78/2018-2019/Leganes-Stats
26,45.7,38,18925,2262,6322,8319,4541,688,18917,738,402,54.5,336,45.5,9156,58480,32056,709,451,175,535,429,10747,1284,/en/squads/9800b6a1/2018-2019/Levante-Stats
29,48.7,38,20761,2337,7145,9307,4597,620,20756,848,534,63.0,314,37.0,11826,71546,37033,831,551,150,644,495,12385,1316,/en/squads/98e8af82/2018-2019/Rayo-Vallecano-Stats
27,60.1,38,28079,2035,7389,13413,7527,1076,28070,756,460,60.8,295,39.0,17576,94175,47867,1009,748,301,493,356,20515,2081,/en/squads/53a2f082/2018-2019/Real-Madrid-Stats
30,51.7,38,22714,2466,7645,10663,4646,660,22704,679,411,60.5,267,39.3,12418,74688,39771,695,523,134,571,466,14458,1367,/en/squads/e31d1cd9/2018-2019/Real-Sociedad-Stats
27,52.3,38,22828,2154,7148,9945,5989,953,22823,606,357,58.9,249,41.1,12731,68655,38134,828,590,199,486,391,14442,1792,/en/squads/ad2be733/2018-2019/Sevilla-Stats
25,47.1,38,21680,2095,6684,9870,5366,835,21673,589,343,58.2,246,41.8,11323,65473,34907,751,498,177,501,337,13565,1547,/en/squads/dcc91a7b/2018-2019/Valencia-Stats
28,46.8,38,20386,2292,6916,9021,4660,592,20379,477,294,61.6,183,38.4,10474,60429,32563,662,473,149,507,347,11933,1294,/en/squads/17859612/2018-2019/Valladolid-Stats
26,48.3,38,21795,2184,6753,10048,5230,804,21789,603,348,57.7,255,42.3,11752,64587,34419,715,478,209,503,340,13666,1643,/en/squads/2a8183b3/2018-2019/Villarreal-Stats
26,46.5,38,20420,2115,6267,10079,4295,507,20417,485,257,53.0,227,46.8,10378,57014,28955,518,388,85,645,402,11837,1256,/en/squads/25622401/2018-2019/Amiens-Stats
24,43.3,38,21133,1925,6496,10339,4544,649,21123,561,316,56.3,245,43.7,10395,59303,31790,700,537,134,611,446,12834,1304,/en/squads/69236f98/2018-2019/Angers-Stats
33,50.1,38,22991,2210,7383,11299,4566,556,22985,657,345,52.5,312,47.5,12741,69799,37229,742,532,140,606,427,14411,1364,/en/squads/123f3efe/2018-2019/Bordeaux-Stats
26,44.0,38,20025,2201,6881,9794,3563,450,20021,535,268,50.1,267,49.9,9667,53957,26317,500,405,66,656,412,11381,1008,/en/squads/74229020/2018-2019/Caen-Stats
26,47.9,38,21354,2162,6625,10126,4857,598,21350,602,350,58.1,252,41.9,11125,67253,35482,677,515,115,603,383,12929,1328,/en/squads/8dfb7350/2018-2019/Dijon-Stats
30,44.1,38,19990,1856,5712,9693,4825,680,19984,573,354,61.8,219,38.2,9165,59010,29292,645,489,139,605,475,11242,1377,/en/squads/d41b5f53/2018-2019/Guingamp-Stats
25,51.4,38,22423,1942,6276,11493,4899,672,22410,632,365,57.8,267,42.2,12898,73225,39974,757,648,172,550,461,14412,1448,/en/squads/cb188c0c/2018-2019/Lille-Stats
25,60.4,38,26905,1993,6483,14139,6516,1008,26895,764,463,60.6,301,39.4,17306,95052,52811,977,708,255,601,454,18891,2073,/en/squads/d53c0b06/2018-2019/Lyon-Stats
24,55.2,38,24294,1972,6839,12198,5526,787,24289,655,355,54.2,299,45.6,14818,78072,41164,809,639,159,570,366,15837,1461,/en/squads/5725cc7b/2018-2019/Marseille-Stats
42,49.8,38,22263,1881,6325,10873,5284,694,22258,574,292,50.9,282,49.1,12649,70228,39454,773,547,134,640,350,14006,1612,/en/squads/fd6114db/2018-2019/Monaco-Stats
25,48.0,38,22177,2056,6793,10466,5110,659,22174,563,303,53.8,260,46.2,10848,60471,30342,601,426,127,600,387,13466,1485,/en/squads/281b0e73/2018-2019/Montpellier-Stats
33,50.1,38,22164,2063,6408,10385,5599,691,22156,507,280,55.2,227,44.8,11768,58910,31689,656,509,131,645,396,13223,1464,/en/squads/d7a486cd/2018-2019/Nantes-Stats
30,54.8,38,25818,2474,8543,12993,4533,667,25809,927,506,54.6,421,45.4,13450,70876,39675,740,517,242,653,409,17947,1523,/en/squads/132ebc33/2018-2019/Nice-Stats
23,45.7,38,20197,1847,6344,9054,5034,663,20191,681,362,53.2,319,46.8,10101,58854,31970,717,482,185,645,405,11265,1216,/en/squads/1cbf5f9e/2018-2019/Nimes-Stats
30,63.7,38,28901,1840,6504,15314,7323,1110,28888,748,453,60.6,293,39.2,17807,95583,54256,993,746,253,501,454,21754,2190,/en/squads/e2d8892c/2018-2019/Paris-Saint-Germain-Stats
27,43.6,38,20060,2151,7361,8846,4127,608,20058,588,319,54.3,269,45.7,10123,61064,32182,593,398,123,603,338,11495,1253,/en/squads/7fdd64e0/2018-2019/Reims-Stats
28,50.6,38,22207,1905,6565,10831,5086,673,22197,768,390,50.8,378,49.2,12496,73573,39806,884,602,180,611,373,14057,1514,/en/squads/b3072e00/2018-2019/Rennes-Stats
29,52.5,38,23365,2117,7530,10996,5066,769,23360,568,314,55.3,254,44.7,11619,64037,34370,753,492,177,518,408,14976,1530,/en/squads/d298ef2c/2018-2019/Saint-Etienne-Stats
26,50.1,38,22722,2144,7076,10905,4953,565,22716,515,286,55.5,229,44.5,13141,68647,37582,683,549,109,591,399,14623,1449,/en/squads/c0d3eab4/2018-2019/Strasbourg-Stats
29,48.2,38,21560,2377,6780,10135,4892,662,21549,695,366,52.7,328,47.2,11336,63368,34445,684,513,159,696,447,12795,1446,/en/squads/3f8c4b5f/2018-2019/Toulouse-Stats
30,46.4,34,18950,2152,6550,8752,3877,593,18945,407,217,53.3,190,46.7,9631,52308,26312,515,364,80,504,336,10914,1143,/en/squads/0cdc4311/2018-2019/Augsburg-Stats
24,65.7,34,27295,1572,6398,13813,7296,1226,27291,683,426,62.4,257,37.6,16384,90227,49369,960,728,243,469,315,20325,2174,/en/squads/054efa67/2018-2019/Bayern-Munich-Stats
23,58.1,34,25919,1845,6539,13672,5943,829,25915,737,440,59.7,297,40.3,15941,85698,43630,784,610,207,530,381,18684,1626,/en/squads/add600ae/2018-2019/Dortmund-Stats
24,43.2,34,18363,2081,6608,8212,3744,572,18356,435,232,53.3,203,46.7,9580,52985,27987,553,346,125,466,257,10988,1199,/en/squads/b1278397/2018-2019/Dusseldorf-Stats
30,47.2,34,18899,1922,5739,9079,4331,700,18895,522,293,56.1,229,43.9,9030,54681,30101,625,406,175,528,365,10463,1235,/en/squads/f0ac8ee6/2018-2019/Eintracht-Frankfurt-Stats
28,44.0,34,18724,2188,6576,8638,3667,531,18719,441,236,53.5,205,46.5,8730,53596,28408,507,369,118,464,300,11288,1056,/en/squads/a486e511/2018-2019/Freiburg-Stats
22,53.1,34,22515,2107,7022,10979,4688,718,22508,488,280,57.4,207,42.4,12727,78751,45660,775,517,130,473,300,15624,1520,/en/squads/32f3ee20/2018-2019/Monchengladbach-Stats
32,46.3,34,19244,2233,6547,9176,3739,533,19241,529,277,52.4,252,47.6,9719,58489,30454,572,405,116,558,389,11258,1094,/en/squads/60b5e41f/2018-2019/Hannover-96-Stats
26,47.9,34,20051,2083,6050,10251,3961,611,20047,515,305,59.2,209,40.6,11616,56652,27835,562,450,135,554,332,12228,1229,/en/squads/2818f8bc/2018-2019/Hertha-BSC-Stats
29,53.8,34,21996,1995,6560,10363,5317,940,21989,596,356,59.7,240,40.3,12546,73337,41580,950,613,194,499,361,14348,1583,/en/squads/033ea6b8/2018-2019/Hoffenheim-Stats
21,59.8,34,25994,1974,6954,13384,5848,864,25989,555,326,58.7,229,41.3,13049,71263,37329,719,484,162,581,394,18139,1775,/en/squads/c7a9f859/2018-2019/Bayer-Leverkusen-Stats
28,46.1,34,19264,2020,5988,8762,4754,643,19261,556,316,56.8,240,43.2,10481,57318,29507,624,472,134,513,393,11364,1253,/en/squads/a224b06a/2018-2019/Mainz-05-Stats
27,42.4,34,17943,2357,6850,7849,3432,460,17937,468,253,54.1,215,45.9,8687,51985,27835,483,341,72,486,293,10490,976,/en/squads/6f2c108c/2018-2019/Nurnberg-Stats
23,49.6,34,21038,1638,5254,10359,5654,829,21031,555,312,56.2,243,43.8,9533,57137,31646,733,535,177,574,391,12363,1597,/en/squads/acbb6a5b/2018-2019/RB-Leipzig-Stats
32,45.4,34,18476,1848,5885,8933,3940,652,18467,610,358,58.7,252,41.3,9416,58880,31863,676,473,140,525,377,10710,1135,/en/squads/c539e393/2018-2019/Schalke-04-Stats
26,45.9,34,19205,2097,6327,8926,4127,587,19204,397,239,60.2,158,39.8,9075,51465,26774,506,391,92,499,308,11120,1125,/en/squads/598bc722/2018-2019/Stuttgart-Stats
24,52.1,34,22276,2114,6390,10720,5341,719,22272,413,220,53.3,193,46.7,11744,65657,35048,635,500,125,523,332,14280,1663,/en/squads/62add3bf/2018-2019/Werder-Bremen-Stats
25,53.3,34,20950,2357,7146,9574,4433,653,20945,436,256,58.7,180,41.3,11668,66904,35385,618,438,137,489,330,13078,1305,/en/squads/4eaa11d7/2018-2019/Wolfsburg-Stats
27,57.3,38,26487,1927,6923,12124,7708,1097,26483,654,363,55.5,291,44.5,16541,90108,46783,1104,849,263,652,464,18013,1929,/en/squads/922493f3/2018-2019/Atalanta-Stats
29,44.9,38,20309,2235,6440,9194,4926,721,20304,542,273,50.4,269,49.6,10638,62652,33445,675,499,142,557,360,11912,1312,/en/squads/1d8099f8/2018-2019/Bologna-Stats
30,49.8,38,22949,2387,6843,11161,5130,653,22946,346,180,52.0,166,48.0,11486,59374,30384,555,447,84,540,368,14386,1282,/en/squads/c4260e09/2018-2019/Cagliari-Stats
36,43.3,38,20666,2374,7142,9621,4092,499,20660,365,201,55.1,164,44.9,10531,54119,26992,500,386,75,544,358,12447,1217,/en/squads/cc919b35/2018-2019/Chievo-Stats
29,47.9,38,22252,2401,6708,10134,5680,835,22245,556,333,59.9,223,40.1,13042,74663,41211,801,603,185,544,367,14544,1556,/en/squads/a3d88bd8/2018-2019/Empoli-Stats
27,50.4,38,21739,2168,6436,10234,5304,830,21733,591,306,51.8,284,48.1,11891,70602,37679,801,549,192,601,376,13206,1531,/en/squads/421387cf/2018-2019/Fiorentina-Stats
33,41.5,38,19629,2410,7126,8745,3979,524,19624,427,213,49.9,214,50.1,9849,51774,28579,520,407,72,482,348,11451,1207,/en/squads/6a7ad59d/2018-2019/Frosinone-Stats
31,43.4,38,19557,2046,5834,8570,5408,745,19552,501,289,57.7,212,42.3,9899,57245,31380,690,551,124,497,329,11086,1261,/en/squads/658bf2de/2018-2019/Genoa-Stats
23,59.4,38,27339,2148,7205,13219,7153,1003,27330,512,285,55.7,225,43.9,16606,86555,46653,954,700,176,534,310,19396,1907,/en/squads/d609edc0/2018-2019/Internazionale-Stats
31,55.9,38,25818,1991,6533,12752,6767,908,25810,637,376,59.0,260,40.8,15863,84024,44961,926,679,199,496,320,18223,1833,/en/squads/e0652b02/2018-2019/Juventus-Stats
30,50.8,38,24027,2131,6576,11161,6540,940,24021,612,344,56.2,268,43.8,13455,77688,42988,912,685,200,526,332,15712,1722,/en/squads/7213da33/2018-2019/Lazio-Stats
23,54.1,38,25190,2419,7718,11864,5834,753,25186,543,341,62.8,202,37.2,16104,85328,45355,821,605,159,583,415,17446,1743,/en/squads/dc56fe14/2018-2019/Milan-Stats
26,59.1,38,28662,1986,6516,14900,7490,920,28658,570,336,58.9,234,41.1,18967,93730,52568,934,880,202,470,325,20995,2082,/en/squads/d48ad4ff/2018-2019/Napoli-Stats
31,37.7,38,17996,2754,7182,7560,3485,496,17991,519,279,53.8,237,45.7,9240,51969,26571,487,378,120,529,375,9827,979,/en/squads/eab4234c/2018-2019/Parma-Stats
26,51.4,38,23184,2300,6646,10797,5977,938,23178,640,363,56.7,275,43.0,12309,70603,37094,838,600,196,549,347,15207,1664,/en/squads/cf74a709/2018-2019/Roma-Stats
28,50.4,38,21867,2527,7337,9819,4984,616,21859,492,274,55.7,216,43.9,12589,73844,40762,910,641,137,541,397,14145,1248,/en/squads/1d2fe027/2018-2019/SPAL-Stats
24,54.9,38,25094,2477,7136,12368,5814,716,25082,478,286,59.8,192,40.2,14304,72633,39028,630,513,100,526,461,16987,1679,/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats
29,53.8,38,24071,2342,7530,11334,5455,661,24066,631,359,56.9,272,43.1,14144,76401,41505,721,541,164,553,388,16273,1504,/en/squads/e2befd26/2018-2019/Sassuolo-Stats
25,51.1,38,21591,2124,6337,10123,5403,758,21585,589,338,57.4,251,42.6,11107,66453,34465,770,588,136,629,450,12754,1387,/en/squads/105360fe/2018-2019/Torino-Stats
31,42.6,38,19764,2356,6652,9253,4105,596,19756,564,337,59.8,227,40.2,10731,62811,34053,713,506,137,605,374,11441,1072,/en/squads/04eea015/2018-2019/Udinese-Stats
