players_used,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,url
30,38,15930,14072,1797,409,35,139,666,805,193,97,63,22,11463,61,349,/en/squads/33c895d4/2018-2019/Southampton-Stats
28,38,23056,21115,1867,457,87,136,643,851,194,54,81,5,18808,74,445,/en/squads/361ca564/2018-2019/Tottenham-Hotspur-Stats
25,38,16974,15065,1820,483,32,117,570,755,177,84,55,0,12550,89,348,/en/squads/2abfe087/2018-2019/Watford-Stats
26,38,18038,16053,1914,501,75,161,631,824,188,86,82,4,13847,71,416,/en/squads/7c21e445/2018-2019/West-Ham-United-Stats
21,38,18261,16415,1773,361,51,194,622,843,195,63,87,3,13961,73,394,/en/squads/8cec06e1/2018-2019/Wolverhampton-Wanderers-Stats
26,38,14061,12027,1976,589,21,121,729,818,145,59,54,2,9631,58,342,/en/squads/8d6fd021/2018-2019/Alaves-Stats
27,38,17584,15587,1923,577,49,185,728,847,153,56,72,3,13195,74,369,/en/squads/2b390eca/2018-2019/Athletic-Club-Stats
29,38,19014,17148,1786,470,77,144,590,730,217,83,96,0,14943,80,354,/en/squads/db3b9613/2018-2019/Atletico-Madrid-Stats
30,38,26691,24835,1754,575,148,219,394,676,205,68,33,2,23263,102,354,/en/squads/206d90db/2018-2019/Barcelona-Stats
25,38,22871,20943,1849,640,50,234,590,658,186,58,57,17,19411,79,361,/en/squads/fc536746/2018-2019/Real-Betis-Stats
28,38,18808,16862,1856,548,35,191,659,697,163,70,58,3,14955,90,314,/en/squads/f25da7fb/2018-2019/Celta-Vigo-Stats
25,38,18501,16274,2135,547,20,287,1057,1042,223,36,152,4,12976,92,463,/en/squads/bea5c710/2018-2019/Eibar-Stats
25,38,17740,15748,1908,579,70,174,544,734,175,45,59,14,13855,84,381,/en/squads/a8661628/2018-2019/Espanyol-Stats
26,38,13021,10784,2135,621,39,264,638,1001,158,34,64,8,8108,102,408,/en/squads/7848bd64/2018-2019/Getafe-Stats
26,38,17212,15241,1911,589,39,206,743,767,136,60,59,0,13136,60,314,/en/squads/9024a00a/2018-2019/Girona-Stats
30,38,14891,12867,1930,538,33,161,771,811,168,86,55,5,10586,94,344,/en/squads/c6c493e6/2018-2019/Huesca-Stats
29,38,15210,13274,1861,458,19,174,744,876,139,40,81,2,10733,75,307,/en/squads/7c6f2c78/2018-2019/Leganes-Stats
26,38,14765,12715,1965,537,36,183,674,730,201,117,53,4,10824,85,368,/en/squads/9800b6a1/2018-2019/Levante-Stats
29,38,16307,14257,1979,588,39,207,783,794,186,84,73,3,12469,71,362,/en/squads/98e8af82/2018-2019/Rayo-Vallecano-Stats
27,38,24198,22147,1939,625,57,410,762,754,221,49,93,1,20625,112,390,/en/squads/53a2f082/2018-2019/Real-Madrid-Stats
30,38,18547,16447,2008,604,61,199,627,848,178,78,71,5,14565,92,381,/en/squads/e31d1cd9/2018-2019/Real-Sociedad-Stats
27,38,18806,16760,1935,559,50,219,812,775,223,68,77,18,14555,111,427,/en/squads/ad2be733/2018-2019/Sevilla-Stats
25,38,17639,15690,1874,579,47,218,715,722,196,61,86,14,13679,75,372,/en/squads/dcc91a7b/2018-2019/Valencia-Stats
28,38,16279,14209,1974,592,21,204,804,745,201,69,70,6,12015,96,364,/en/squads/17859612/2018-2019/Valladolid-Stats
26,38,17648,15718,1835,509,48,183,618,765,168,75,64,4,13758,95,343,/en/squads/2a8183b3/2018-2019/Villarreal-Stats
26,38,16189,14079,2045,576,30,88,586,916,137,51,66,1,11932,65,324,/en/squads/25622401/2018-2019/Amiens-Stats
24,38,16772,14829,1892,510,37,93,628,823,166,84,72,1,12957,51,325,/en/squads/69236f98/2018-2019/Angers-Stats
33,38,18571,16552,1959,539,47,154,658,834,168,99,52,2,14526,60,382,/en/squads/123f3efe/2018-2019/Bordeaux-Stats
26,38,15516,13480,1986,555,19,209,647,895,126,47,65,1,11472,50,311,/en/squads/74229020/2018-2019/Caen-Stats
26,38,17019,15043,1917,487,33,171,606,828,167,70,63,2,13027,59,327,/en/squads/8dfb7350/2018-2019/Dijon-Stats
30,38,15728,13649,2025,505,15,140,809,916,194,111,57,4,11355,54,348,/en/squads/d41b5f53/2018-2019/Guingamp-Stats
25,38,18325,16325,1961,579,76,118,575,872,164,57,90,2,14521,39,329,/en/squads/cb188c0c/2018-2019/Lille-Stats
25,38,22585,20651,1840,482,92,136,684,767,227,113,62,4,19007,94,351,/en/squads/d53c0b06/2018-2019/Lyon-Stats
24,38,19944,17923,1975,516,69,127,827,897,225,97,92,3,15952,46,334,/en/squads/5725cc7b/2018-2019/Marseille-Stats
42,38,18035,15923,2057,570,50,153,748,916,195,90,73,1,14098,55,371,/en/squads/fd6114db/2018-2019/Monaco-Stats
25,38,17733,15701,1974,525,23,208,749,908,171,70,82,1,13573,58,373,/en/squads/281b0e73/2018-2019/Montpellier-Stats
33,38,17765,15636,2052,540,26,151,725,931,182,89,61,1,13321,77,381,/en/squads/d7a486cd/2018-2019/Nantes-Stats
30,38,21274,19383,1851,590,30,173,495,692,172,61,83,1,18039,40,312,/en/squads/132ebc33/2018-2019/Nice-Stats
23,38,15574,13382,2152,555,33,145,736,1009,202,78,105,7,11364,40,343,/en/squads/1cbf5f9e/2018-2019/Nimes-Stats
30,38,25100,23350,1658,469,186,151,588,633,237,112,42,11,21887,92,300,/en/squads/e2d8892c/2018-2019/Paris-Saint-Germain-Stats
27,38,15680,13708,1893,510,48,178,633,848,164,93,47,6,11567,79,327,/en/squads/7fdd64e0/2018-2019/Reims-Stats
28,38,17863,15889,1913,482,44,179,663,861,191,114,42,2,14148,61,341,/en/squads/b3072e00/2018-2019/Rennes-Stats
29,38,19107,17040,2007,524,44,178,770,857,224,72,108,4,15063,60,342,/en/squads/d298ef2c/2018-2019/Saint-Etienne-Stats
26,38,18749,16765,1941,458,31,332,719,898,157,71,59,2,14722,43,381,/en/squads/c0d3eab4/2018-2019/Strasbourg-Stats
29,38,16989,14931,1989,531,43,110,629,822,158,61,79,4,12893,69,333,/en/squads/3f8c4b5f/2018-2019/Toulouse-Stats
30,34,15066,13300,1681,411,22,146,603,750,142,37,79,10,10999,85,380,/en/squads/0cdc4311/2018-2019/Augsburg-Stats
24,34,23944,22241,1615,385,47,209,777,712,287,112,125,2,20441,88,396,/en/squads/054efa67/2018-2019/Bayern-Munich-Stats
23,34,22172,20416,1690,457,63,139,458,752,168,54,77,1,18779,66,390,/en/squads/add600ae/2018-2019/Dortmund-Stats
24,34,14623,12897,1677,457,26,218,544,649,144,34,91,3,11056,49,301,/en/squads/b1278397/2018-2019/Dusseldorf-Stats
30,34,14928,13127,1720,454,52,109,678,769,179,65,64,0,10568,81,379,/en/squads/f0ac8ee6/2018-2019/Eintracht-Frankfurt-Stats
28,34,14903,13145,1707,449,19,175,528,679,150,90,38,1,11389,51,322,/en/squads/a486e511/2018-2019/Freiburg-Stats
22,34,19093,17411,1612,421,27,174,565,666,189,67,91,2,15736,70,329,/en/squads/32f3ee20/2018-2019/Monchengladbach-Stats
32,34,15117,13278,1781,481,12,93,522,743,143,57,81,2,11348,58,357,/en/squads/60b5e41f/2018-2019/Hannover-96-Stats
26,34,16140,14358,1707,447,25,131,554,714,146,34,98,1,12348,75,325,/en/squads/2818f8bc/2018-2019/Hertha-BSC-Stats
29,34,18031,16338,1627,413,32,113,667,695,182,76,84,0,14436,66,378,/en/squads/033ea6b8/2018-2019/Hoffenheim-Stats
21,34,22081,20354,1662,453,30,169,633,728,189,94,78,1,18245,65,429,/en/squads/c7a9f859/2018-2019/Bayer-Leverkusen-Stats
28,34,15327,13529,1715,412,42,164,646,770,150,45,92,5,11451,83,341,/en/squads/a224b06a/2018-2019/Mainz-05-Stats
27,34,14199,12455,1691,418,20,130,495,686,151,50,84,5,10558,53,303,/en/squads/6f2c108c/2018-2019/Nurnberg-Stats
23,34,16841,14905,1849,515,54,78,616,852,190,59,101,0,12448,87,409,/en/squads/acbb6a5b/2018-2019/RB-Leipzig-Stats
32,34,14474,12723,1672,442,24,101,521,734,155,24,128,1,10812,79,315,/en/squads/c539e393/2018-2019/Schalke-04-Stats
26,34,15209,13362,1780,475,18,117,727,727,169,64,91,0,11198,67,346,/en/squads/598bc722/2018-2019/Stuttgart-Stats
24,34,18331,16553,1738,449,31,129,676,729,168,91,66,0,14383,40,410,/en/squads/62add3bf/2018-2019/Werder-Bremen-Stats
25,34,17159,15333,1759,482,30,250,682,744,175,65,64,5,13184,67,382,/en/squads/4eaa11d7/2018-2019/Wolfsburg-Stats
27,38,22141,20066,2004,584,47,212,801,822,242,122,107,2,18142,71,406,/en/squads/922493f3/2018-2019/Atalanta-Stats
29,38,15954,13825,2046,560,11,110,737,832,207,107,41,3,12019,83,369,/en/squads/1d8099f8/2018-2019/Bologna-Stats
30,38,18871,16789,2024,547,31,153,794,826,190,74,96,3,14474,58,369,/en/squads/c4260e09/2018-2019/Cagliari-Stats
36,38,16525,14562,1885,528,17,169,677,760,131,51,48,3,12531,78,354,/en/squads/cc919b35/2018-2019/Chievo-Stats
29,38,18410,16384,1949,535,38,175,636,772,187,69,76,4,14608,77,385,/en/squads/a3d88bd8/2018-2019/Empoli-Stats
27,38,17283,15287,1948,564,42,140,780,761,236,53,131,2,13307,48,341,/en/squads/421387cf/2018-2019/Fiorentina-Stats
33,38,15608,13580,1955,584,15,167,815,748,160,65,66,3,11532,73,385,/en/squads/6a7ad59d/2018-2019/Frosinone-Stats
31,38,15427,13430,1932,543,27,100,797,775,186,48,113,0,11171,65,320,/en/squads/658bf2de/2018-2019/Genoa-Stats
23,38,23425,21373,1988,551,50,228,1092,801,301,126,97,2,19523,64,394,/en/squads/d609edc0/2018-2019/Internazionale-Stats
31,38,21878,20038,1765,494,52,322,867,672,244,88,86,3,18333,75,351,/en/squads/e0652b02/2018-2019/Juventus-Stats
30,38,19752,17919,1736,429,51,167,738,723,226,76,113,2,15807,97,372,/en/squads/7213da33/2018-2019/Lazio-Stats
23,38,21047,19053,1931,534,32,233,752,769,230,112,46,1,17537,63,345,/en/squads/dc56fe14/2018-2019/Milan-Stats
26,38,24763,22856,1822,484,59,233,774,733,255,95,91,2,21096,85,383,/en/squads/d48ad4ff/2018-2019/Napoli-Stats
31,38,13707,11696,1920,464,27,122,511,731,144,80,46,1,9920,91,345,/en/squads/eab4234c/2018-2019/Parma-Stats
26,38,19082,17109,1923,521,45,210,855,783,228,74,105,1,15305,50,332,/en/squads/cf74a709/2018-2019/Roma-Stats
28,38,17829,15788,2004,666,7,122,863,713,196,85,78,1,14255,37,397,/en/squads/1d2fe027/2018-2019/SPAL-Stats
24,38,21032,19073,1889,625,44,123,641,696,168,94,45,0,17067,70,405,/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats
29,38,20009,17981,1955,621,50,143,660,737,185,62,112,3,16386,73,381,/en/squads/e2befd26/2018-2019/Sassuolo-Stats
25,38,17064,14979,2010,621,25,187,751,803,182,59,37,3,12851,75,385,/en/squads/105360fe/2018-2019/Torino-Stats
31,38,15218,13255,1897,511,25,153,585,725,164,55,66,1,11520,66,319,/en/squads/04eea015/2018-2019/Udinese-Stats
