players_used,Playing Time,Playing Time,Playing Time,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,url
1,38,38,3420,38,59,1.55,180,123,69.4,14,8,16,7,18.4,5,4,1,0,20.0,/en/squads/2abfe087/2018-2019/Watford-Stats
1,38,38,3420,38,55,1.45,198,143,74.2,15,7,16,7,18.4,5,4,1,0,20.0,/en/squads/7c21e445/2018-2019/West-Ham-United-Stats
3,38,38,3420,38,46,1.21,141,99,69.5,16,9,13,9,23.7,4,3,0,1,0.0,/en/squads/8cec06e1/2018-2019/Wolverhampton-Wanderers-Stats
2,38,38,3420,38,50,1.32,167,119,73.7,13,11,14,8,21.1,6,6,0,0,0.0,/en/squads/8d6fd021/2018-2019/Alaves-Stats
2,38,38,3420,38,45,1.18,120,75,66.7,13,14,11,10,26.3,5,5,0,0,0.0,/en/squads/2b390eca/2018-2019/Athletic-Club-Stats
2,38,38,3420,38,29,0.76,136,109,82.4,22,10,6,20,52.6,5,5,0,0,0.0,/en/squads/db3b9613/2018-2019/Atletico-Madrid-Stats
2,38,38,3420,38,36,0.95,130,95,73.8,26,9,3,17,44.7,2,2,0,0,0.0,/en/squads/206d90db/2018-2019/Barcelona-Stats
2,38,38,3420,38,52,1.37,155,102,69.0,14,8,16,11,28.9,5,4,1,0,20.0,/en/squads/fc536746/2018-2019/Real-Betis-Stats
2,38,38,3420,38,62,1.63,167,106,66.5,10,11,17,8,21.1,7,6,0,1,0.0,/en/squads/f25da7fb/2018-2019/Celta-Vigo-Stats
2,38,38,3420,38,50,1.32,132,82,64.4,11,14,13,9,23.7,4,3,1,0,25.0,/en/squads/bea5c710/2018-2019/Eibar-Stats
1,38,38,3420,38,50,1.32,167,117,73.7,14,11,13,10,26.3,8,6,2,0,25.0,/en/squads/a8661628/2018-2019/Espanyol-Stats
2,38,38,3420,38,35,0.92,134,99,76.9,15,14,9,13,34.2,6,4,1,1,20.0,/en/squads/7848bd64/2018-2019/Getafe-Stats
2,38,38,3420,38,53,1.39,206,154,78.2,9,10,19,9,23.7,8,8,0,0,0.0,/en/squads/9024a00a/2018-2019/Girona-Stats
3,38,38,3420,38,65,1.71,174,112,67.8,7,12,19,6,15.8,9,9,0,0,0.0,/en/squads/c6c493e6/2018-2019/Huesca-Stats
2,38,38,3420,38,43,1.13,134,91,70.1,11,12,15,11,28.9,4,3,1,0,25.0,/en/squads/7c6f2c78/2018-2019/Leganes-Stats
3,38,38,3420,38,66,1.74,226,161,74.3,11,11,16,7,18.4,9,8,1,0,11.1,/en/squads/9800b6a1/2018-2019/Levante-Stats
2,38,38,3420,38,70,1.84,182,109,65.4,8,8,22,7,18.4,11,7,4,0,36.4,/en/squads/98e8af82/2018-2019/Rayo-Vallecano-Stats
3,38,38,3420,38,46,1.21,138,91,71.0,21,5,12,12,31.6,8,6,1,1,14.3,/en/squads/53a2f082/2018-2019/Real-Madrid-Stats
2,38,38,3420,38,46,1.21,142,97,69.0,13,11,14,9,23.7,3,2,1,0,33.3,/en/squads/e31d1cd9/2018-2019/Real-Sociedad-Stats
3,38,38,3419,38,47,1.24,156,108,73.7,17,8,13,10,26.3,7,6,1,0,14.3,/en/squads/ad2be733/2018-2019/Sevilla-Stats
2,38,38,3420,38,35,0.92,152,118,81.6,15,16,7,13,34.2,8,7,1,0,12.5,/en/squads/dcc91a7b/2018-2019/Valencia-Stats
2,38,38,3420,38,51,1.34,155,102,71.0,10,11,17,9,23.7,9,6,3,0,33.3,/en/squads/17859612/2018-2019/Valladolid-Stats
2,38,38,3420,38,52,1.37,185,135,73.5,10,14,14,11,28.9,5,3,1,1,25.0,/en/squads/2a8183b3/2018-2019/Villarreal-Stats
1,38,38,3420,38,52,1.37,166,114,72.3,9,11,18,11,28.9,9,6,2,1,25.0,/en/squads/25622401/2018-2019/Amiens-Stats
2,38,38,3419,38,49,1.29,165,116,72.1,10,16,12,13,34.2,5,3,2,0,40.0,/en/squads/69236f98/2018-2019/Angers-Stats
2,38,38,3420,38,42,1.11,153,110,76.5,10,11,17,10,26.3,7,6,1,0,14.3,/en/squads/123f3efe/2018-2019/Bordeaux-Stats
1,38,38,3420,38,54,1.42,193,139,75.1,7,12,19,9,23.7,8,6,2,0,25.0,/en/squads/74229020/2018-2019/Caen-Stats
2,38,38,3420,38,60,1.58,171,112,66.7,9,7,22,6,15.8,3,3,0,0,0.0,/en/squads/8dfb7350/2018-2019/Dijon-Stats
2,38,38,3420,38,68,1.79,171,101,62.0,5,12,21,10,26.3,6,3,2,1,40.0,/en/squads/d41b5f53/2018-2019/Guingamp-Stats
1,38,38,3420,38,33,0.87,125,90,78.4,22,9,7,15,39.5,10,6,2,2,25.0,/en/squads/cb188c0c/2018-2019/Lille-Stats
2,38,38,3420,38,47,1.24,149,105,71.8,21,9,8,10,26.3,5,5,0,0,0.0,/en/squads/d53c0b06/2018-2019/Lyon-Stats
2,38,38,3416,38,52,1.37,138,84,69.6,18,7,13,12,31.6,12,10,2,0,16.7,/en/squads/5725cc7b/2018-2019/Marseille-Stats
3,38,38,3420,38,57,1.5,147,89,64.6,8,12,18,8,21.1,8,5,3,0,37.5,/en/squads/fd6114db/2018-2019/Monaco-Stats
2,38,38,3420,38,42,1.11,144,103,72.9,15,14,9,12,31.6,5,3,1,1,25.0,/en/squads/281b0e73/2018-2019/Montpellier-Stats
3,38,38,3420,38,48,1.26,130,78,66.2,13,9,16,8,21.1,8,4,4,0,50.0,/en/squads/d7a486cd/2018-2019/Nantes-Stats
2,38,38,3420,38,35,0.92,155,118,79.4,15,11,12,16,42.1,6,3,3,0,50.0,/en/squads/132ebc33/2018-2019/Nice-Stats
1,38,38,3420,38,58,1.53,180,122,70.0,15,8,15,10,26.3,5,4,1,0,20.0,/en/squads/1cbf5f9e/2018-2019/Nimes-Stats
2,38,38,3420,38,35,0.92,131,99,77.1,29,4,5,17,44.7,6,5,1,0,16.7,/en/squads/e2d8892c/2018-2019/Paris-Saint-Germain-Stats
1,38,38,3420,38,42,1.11,150,110,76.7,13,16,9,14,36.8,7,7,0,0,0.0,/en/squads/7fdd64e0/2018-2019/Reims-Stats
2,38,38,3420,38,52,1.37,158,106,69.6,13,13,12,11,28.9,5,4,1,0,20.0,/en/squads/b3072e00/2018-2019/Rennes-Stats
2,38,38,3420,38,41,1.08,153,112,77.8,19,9,10,13,34.2,9,7,1,1,12.5,/en/squads/d298ef2c/2018-2019/Saint-Etienne-Stats
2,38,38,3420,38,48,1.26,149,100,72.5,11,16,11,9,23.7,9,7,2,0,22.2,/en/squads/c0d3eab4/2018-2019/Strasbourg-Stats
2,38,38,3416,38,57,1.5,178,121,70.8,8,14,16,9,23.7,6,5,1,0,16.7,/en/squads/3f8c4b5f/2018-2019/Toulouse-Stats
3,34,34,3060,34,71,2.09,190,120,63.2,8,8,18,5,14.7,2,1,1,0,50.0,/en/squads/0cdc4311/2018-2019/Augsburg-Stats
2,34,34,3060,34,32,0.94,79,48,65.8,24,6,4,12,35.3,6,5,0,1,0.0,/en/squads/054efa67/2018-2019/Bayern-Munich-Stats
2,34,34,3060,34,44,1.29,134,90,70.1,23,7,4,10,29.4,5,4,0,1,0.0,/en/squads/add600ae/2018-2019/Dortmund-Stats
2,34,34,3060,34,65,1.91,179,114,67.6,13,5,16,5,14.7,7,7,0,0,0.0,/en/squads/b1278397/2018-2019/Dusseldorf-Stats
2,34,34,3060,34,48,1.41,165,118,71.5,15,9,10,9,26.5,1,1,0,0,0.0,/en/squads/f0ac8ee6/2018-2019/Eintracht-Frankfurt-Stats
2,34,34,3060,34,61,1.79,175,114,69.1,8,12,14,5,14.7,7,7,0,0,0.0,/en/squads/a486e511/2018-2019/Freiburg-Stats
1,34,34,3060,34,42,1.24,156,114,75.0,16,7,11,13,38.2,3,3,0,0,0.0,/en/squads/32f3ee20/2018-2019/Monchengladbach-Stats
3,34,34,3060,34,71,2.09,226,155,71.2,5,6,23,5,14.7,7,6,1,0,14.3,/en/squads/60b5e41f/2018-2019/Hannover-96-Stats
2,34,34,3060,34,57,1.68,159,103,66.7,11,10,13,9,26.5,6,4,1,1,20.0,/en/squads/2818f8bc/2018-2019/Hertha-BSC-Stats
2,34,34,3060,34,52,1.53,173,122,74.0,13,12,9,5,14.7,7,7,0,0,0.0,/en/squads/033ea6b8/2018-2019/Hoffenheim-Stats
2,34,34,3060,34,52,1.53,139,88,65.5,18,4,12,9,26.5,6,4,2,0,33.3,/en/squads/c7a9f859/2018-2019/Bayer-Leverkusen-Stats
2,34,34,3060,34,57,1.68,173,116,68.8,12,7,15,7,20.6,4,3,0,1,0.0,/en/squads/a224b06a/2018-2019/Mainz-05-Stats
2,34,34,3060,34,68,2.0,179,112,63.1,3,10,21,4,11.8,4,2,1,1,33.3,/en/squads/6f2c108c/2018-2019/Nurnberg-Stats
2,34,34,3060,34,29,0.85,121,93,80.2,19,9,6,16,47.1,6,5,0,1,0.0,/en/squads/acbb6a5b/2018-2019/RB-Leipzig-Stats
2,34,34,3057,34,55,1.62,166,111,69.9,8,9,17,7,20.6,6,5,1,0,16.7,/en/squads/c539e393/2018-2019/Schalke-04-Stats
1,34,34,3060,34,70,2.06,179,113,62.0,7,7,20,6,17.6,3,2,0,1,0.0,/en/squads/598bc722/2018-2019/Stuttgart-Stats
3,34,34,3060,34,49,1.44,157,108,71.3,14,11,9,5,14.7,5,4,0,1,0.0,/en/squads/62add3bf/2018-2019/Werder-Bremen-Stats
2,34,34,3060,34,50,1.47,159,108,71.1,16,7,11,9,26.5,6,4,1,1,20.0,/en/squads/4eaa11d7/2018-2019/Wolfsburg-Stats
3,38,38,3420,38,46,1.21,133,90,68.4,20,9,9,9,23.7,5,4,0,1,0.0,/en/squads/922493f3/2018-2019/Atalanta-Stats
1,38,38,3420,38,56,1.47,173,118,69.9,11,11,16,10,26.3,4,4,0,0,0.0,/en/squads/1d8099f8/2018-2019/Bologna-Stats
1,38,38,3420,38,54,1.42,205,151,77.6,10,11,17,7,18.4,10,8,2,0,20.0,/en/squads/c4260e09/2018-2019/Cagliari-Stats
3,38,38,3420,38,75,1.97,211,136,65.4,2,14,22,7,18.4,4,2,2,0,50.0,/en/squads/cc919b35/2018-2019/Chievo-Stats
3,38,38,3420,38,70,1.84,235,166,72.8,10,8,20,5,13.2,8,6,1,1,14.3,/en/squads/a3d88bd8/2018-2019/Empoli-Stats
3,38,38,3420,38,45,1.18,147,104,72.8,8,17,13,9,23.7,6,5,1,0,16.7,/en/squads/421387cf/2018-2019/Fiorentina-Stats
2,38,38,3420,38,69,1.82,213,145,70.0,5,10,23,9,23.7,5,5,0,0,0.0,/en/squads/6a7ad59d/2018-2019/Frosinone-Stats
3,38,38,3420,38,57,1.5,170,113,69.4,8,14,16,7,18.4,6,5,1,0,16.7,/en/squads/658bf2de/2018-2019/Genoa-Stats
1,38,38,3420,38,33,0.87,127,97,76.4,20,9,9,17,44.7,5,3,0,2,0.0,/en/squads/d609edc0/2018-2019/Internazionale-Stats
3,38,38,3420,38,30,0.79,111,81,74.8,28,6,4,16,42.1,4,2,1,1,33.3,/en/squads/e0652b02/2018-2019/Juventus-Stats
3,38,38,3420,38,46,1.21,149,105,72.5,17,8,13,10,26.3,6,5,1,0,16.7,/en/squads/7213da33/2018-2019/Lazio-Stats
2,38,38,3420,38,36,0.95,140,104,77.1,19,11,8,12,31.6,5,4,1,0,20.0,/en/squads/dc56fe14/2018-2019/Milan-Stats
3,38,38,3417,38,36,0.95,137,101,76.6,24,7,7,14,36.8,4,4,0,0,0.0,/en/squads/d48ad4ff/2018-2019/Napoli-Stats
2,38,38,3420,38,61,1.61,205,149,74.1,10,11,17,10,26.3,8,8,0,0,0.0,/en/squads/eab4234c/2018-2019/Parma-Stats
2,38,38,3420,38,48,1.26,164,116,73.2,18,12,8,10,26.3,7,4,1,2,20.0,/en/squads/cf74a709/2018-2019/Roma-Stats
4,38,38,3417,38,56,1.47,176,120,71.0,11,9,18,10,26.3,5,5,0,0,0.0,/en/squads/1d2fe027/2018-2019/SPAL-Stats
2,38,38,3420,38,51,1.34,149,98,70.5,15,8,15,13,34.2,8,7,1,0,12.5,/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats
2,38,38,3415,38,60,1.58,167,106,66.5,9,16,13,12,31.6,8,4,3,1,42.9,/en/squads/e2befd26/2018-2019/Sassuolo-Stats
2,38,38,3420,38,37,0.97,145,106,76.6,16,15,7,15,39.5,5,3,2,0,40.0,/en/squads/105360fe/2018-2019/Torino-Stats
2,38,38,3420,38,53,1.39,182,130,75.8,11,10,17,9,23.7,9,9,0,0,0.0,/en/squads/04eea015/2018-2019/Udinese-Stats
