players_used,Playing Time,Playing Time,Playing Time,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,url
2,38,38,3420,38,47,1.24,181,134,76.8,16,11,11,8,21.1,7,5,2,0,28.6,/en/squads/361ca564/2019-2020/Tottenham-Hotspur-Stats
1,38,38,3420,38,64,1.68,178,116,68.5,8,10,20,9,23.7,9,8,1,0,11.1,/en/squads/2abfe087/2019-2020/Watford-Stats
4,38,38,3420,38,62,1.63,187,127,69.5,10,9,19,7,18.4,6,5,1,0,16.7,/en/squads/7c21e445/2019-2020/West-Ham-United-Stats
1,38,38,3420,38,40,1.05,129,88,69.8,15,14,9,13,34.2,3,1,2,0,66.7,/en/squads/8cec06e1/2019-2020/Wolverhampton-Wanderers-Stats
3,38,38,3418,38,59,1.55,161,99,70.8,10,9,19,9,23.7,15,12,3,0,20.0,/en/squads/8d6fd021/2019-2020/Alaves-Stats
2,38,38,3416,38,38,1.0,128,92,74.2,13,12,13,12,31.6,7,5,0,2,0.0,/en/squads/2b390eca/2019-2020/Athletic-Club-Stats
2,38,38,3420,38,27,0.71,112,88,78.6,18,16,4,17,44.7,4,3,0,1,0.0,/en/squads/db3b9613/2019-2020/Atletico-Madrid-Stats
2,38,38,3420,38,38,1.0,119,80,73.1,25,7,6,15,39.5,7,6,1,0,14.3,/en/squads/206d90db/2019-2020/Barcelona-Stats
2,38,38,3418,38,60,1.58,154,95,68.2,10,11,17,6,15.8,11,11,0,0,0.0,/en/squads/fc536746/2019-2020/Real-Betis-Stats
3,38,38,3420,38,49,1.29,149,100,70.5,7,16,15,12,31.6,5,5,0,0,0.0,/en/squads/f25da7fb/2019-2020/Celta-Vigo-Stats
2,38,38,3420,38,56,1.47,138,81,62.3,11,9,18,11,28.9,6,4,2,0,33.3,/en/squads/bea5c710/2019-2020/Eibar-Stats
2,38,38,3412,38,58,1.53,163,106,68.1,5,10,23,6,15.8,7,6,1,0,14.3,/en/squads/a8661628/2019-2020/Espanyol-Stats
1,38,38,3420,38,37,0.97,109,73,70.6,14,12,12,15,39.5,6,5,1,0,16.7,/en/squads/7848bd64/2019-2020/Getafe-Stats
2,38,38,3420,38,45,1.18,156,110,73.7,16,8,14,13,34.2,5,4,1,0,20.0,/en/squads/a0435291/2019-2020/Granada-Stats
2,38,38,3419,38,51,1.34,138,87,67.4,8,12,18,9,23.7,7,6,1,0,14.3,/en/squads/7c6f2c78/2019-2020/Leganes-Stats
2,38,38,3420,38,53,1.39,215,161,76.7,14,7,17,6,15.8,6,3,2,1,40.0,/en/squads/9800b6a1/2019-2020/Levante-Stats
3,38,38,3420,38,65,1.71,190,125,73.7,9,6,23,5,13.2,16,15,1,0,6.3,/en/squads/2aa12281/2019-2020/Mallorca-Stats
3,38,38,3418,38,54,1.42,143,89,65.7,13,13,12,11,28.9,5,5,0,0,0.0,/en/squads/03c57e2b/2019-2020/Osasuna-Stats
2,38,38,3420,38,25,0.66,110,85,79.1,26,9,3,19,50.0,2,2,0,0,0.0,/en/squads/53a2f082/2019-2020/Real-Madrid-Stats
2,38,38,3420,38,48,1.26,144,96,71.5,16,8,14,9,23.7,9,7,1,1,12.5,/en/squads/e31d1cd9/2019-2020/Real-Sociedad-Stats
2,38,38,3420,38,34,0.89,117,83,73.5,19,13,6,17,44.7,4,3,1,0,25.0,/en/squads/ad2be733/2019-2020/Sevilla-Stats
2,38,38,3420,38,53,1.39,190,136,75.8,14,11,13,8,21.1,9,7,2,0,22.2,/en/squads/dcc91a7b/2019-2020/Valencia-Stats
3,38,38,3420,38,43,1.13,139,95,74.1,9,15,14,12,31.6,8,7,1,0,12.5,/en/squads/17859612/2019-2020/Valladolid-Stats
2,38,38,3420,38,49,1.29,164,116,75.0,18,6,14,12,31.6,9,8,1,0,11.1,/en/squads/2a8183b3/2019-2020/Villarreal-Stats
1,28,28,2520,28,50,1.79,142,93,65.5,4,11,13,5,17.9,1,1,0,0,0.0,/en/squads/25622401/2019-2020/Amiens-Stats
2,28,28,2520,28,33,1.18,90,57,66.7,11,6,11,12,42.9,3,3,0,0,0.0,/en/squads/69236f98/2019-2020/Angers-Stats
1,28,28,2520,28,34,1.21,108,74,70.4,9,10,9,6,21.4,3,2,1,0,33.3,/en/squads/123f3efe/2019-2020/Bordeaux-Stats
2,28,28,2520,28,37,1.32,143,104,76.9,8,10,10,8,28.6,6,4,2,0,33.3,/en/squads/fb08dbb3/2019-2020/Brest-Stats
2,28,28,2520,28,37,1.32,128,93,71.9,7,9,12,6,21.4,1,1,0,0,0.0,/en/squads/8dfb7350/2019-2020/Dijon-Stats
1,28,28,2520,28,27,0.96,83,58,72.3,15,4,9,12,42.9,6,4,1,1,20.0,/en/squads/cb188c0c/2019-2020/Lille-Stats
2,28,28,2520,28,27,0.96,97,73,74.2,11,7,10,9,32.1,3,2,0,1,0.0,/en/squads/d53c0b06/2019-2020/Lyon-Stats
2,28,28,2520,28,29,1.04,99,71,74.7,16,8,4,11,39.3,5,4,1,0,20.0,/en/squads/5725cc7b/2019-2020/Marseille-Stats
2,28,28,2520,28,35,1.25,135,100,77.0,8,10,10,8,28.6,4,4,0,0,0.0,/en/squads/f83960ae/2019-2020/Metz-Stats
1,28,28,2520,28,44,1.57,134,91,71.6,11,7,10,7,25.0,6,6,0,0,0.0,/en/squads/fd6114db/2019-2020/Monaco-Stats
3,28,28,2517,28,34,1.22,132,98,76.5,11,7,10,8,28.6,5,3,2,0,40.0,/en/squads/281b0e73/2019-2020/Montpellier-Stats
2,28,28,2520,28,31,1.11,101,68,72.3,11,4,13,10,35.7,6,3,2,1,40.0,/en/squads/d7a486cd/2019-2020/Nantes-Stats
2,28,28,2520,28,38,1.36,137,100,75.9,11,8,9,4,14.3,7,5,1,1,16.7,/en/squads/132ebc33/2019-2020/Nice-Stats
2,28,28,2520,28,44,1.57,127,84,68.5,7,6,15,7,25.0,4,4,0,0,0.0,/en/squads/1cbf5f9e/Nimes-Stats
4,27,27,2430,27,24,0.89,81,58,70.4,22,2,3,14,51.9,0,0,0,0,,/en/squads/e2d8892c/2019-2020/Paris-Saint-Germain-Stats
2,28,28,2520,28,21,0.75,91,66,79.1,10,11,7,12,42.9,6,2,4,0,66.7,/en/squads/7fdd64e0/2019-2020/Reims-Stats
2,28,28,2520,28,24,0.86,98,73,78.6,15,5,8,10,35.7,5,3,2,0,40.0,/en/squads/b3072e00/2019-2020/Rennes-Stats
3,28,28,2520,28,45,1.61,125,80,68.0,8,6,14,5,17.9,6,5,0,1,0.0,/en/squads/d298ef2c/2019-2020/Saint-Etienne-Stats
1,27,27,2430,27,32,1.19,104,71,75.0,11,5,11,8,29.6,7,6,1,0,14.3,/en/squads/c0d3eab4/2019-2020/Strasbourg-Stats
3,28,28,2520,28,58,2.07,146,87,62.3,3,4,21,3,10.7,5,3,2,0,40.0,/en/squads/3f8c4b5f/2019-2020/Toulouse-Stats
2,34,34,3060,34,63,1.85,155,94,59.4,9,9,16,7,20.6,1,0,1,0,100.0,/en/squads/0cdc4311/2019-2020/Augsburg-Stats
2,34,34,3060,34,32,0.94,113,81,74.3,26,4,4,15,44.1,4,3,1,0,25.0,/en/squads/054efa67/2019-2020/Bayern-Munich-Stats
2,34,34,3060,34,41,1.21,102,64,62.7,21,6,7,15,44.1,3,3,0,0,0.0,/en/squads/add600ae/2019-2020/Dortmund-Stats
2,34,34,3060,34,67,1.97,177,112,63.8,6,12,16,4,11.8,5,3,2,0,40.0,/en/squads/b1278397/2019-2020/Dusseldorf-Stats
3,34,34,3060,34,60,1.76,174,116,67.2,13,6,15,5,14.7,3,3,0,0,0.0,/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats
3,34,34,3060,34,47,1.38,191,144,77.0,13,9,12,7,20.6,4,3,0,1,0.0,/en/squads/a486e511/2019-2020/Freiburg-Stats
1,34,34,3060,34,40,1.18,158,117,75.3,20,5,9,7,20.6,2,1,1,0,50.0,/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats
3,34,34,3058,34,59,1.74,173,116,69.9,11,8,15,9,26.5,7,7,0,0,0.0,/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats
2,34,34,3060,34,53,1.56,167,114,71.9,15,7,12,8,23.5,8,6,2,0,25.0,/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats
1,34,34,3060,34,69,2.03,156,87,58.3,10,6,18,6,17.6,6,4,2,0,33.3,/en/squads/bc357bf7/2019-2020/Koln-Stats
1,34,34,3060,34,44,1.29,143,99,70.6,19,6,9,10,29.4,2,2,0,0,0.0,/en/squads/c7a9f859/2019-2020/Bayer-Leverkusen-Stats
2,34,34,3060,34,65,1.91,181,115,65.7,11,4,19,5,14.7,5,3,2,0,40.0,/en/squads/a224b06a/2019-2020/Mainz-05-Stats
2,34,34,3060,34,74,2.18,185,112,62.2,4,8,22,5,14.7,5,4,1,0,20.0,/en/squads/d9f93f02/2019-2020/Paderborn-07-Stats
2,34,34,3060,34,37,1.09,121,84,71.1,18,12,4,10,29.4,2,2,0,0,0.0,/en/squads/acbb6a5b/2019-2020/RB-Leipzig-Stats
2,34,34,3057,34,58,1.71,173,117,69.9,9,12,13,7,20.6,6,6,0,0,0.0,/en/squads/c539e393/2019-2020/Schalke-04-Stats
2,34,34,3060,34,58,1.71,167,109,67.1,12,5,17,8,23.5,4,3,1,0,25.0,/en/squads/7a41008f/2019-2020/Union-Berlin-Stats
2,34,34,3060,34,69,2.03,174,108,60.9,8,7,19,4,11.8,1,1,0,0,0.0,/en/squads/62add3bf/2019-2020/Werder-Bremen-Stats
2,34,34,3060,34,46,1.35,142,97,71.1,13,10,11,8,23.5,5,5,0,0,0.0,/en/squads/4eaa11d7/2019-2020/Wolfsburg-Stats
3,38,38,3420,38,48,1.26,139,94,69.8,23,9,6,10,26.3,6,6,0,0,0.0,/en/squads/922493f3/2019-2020/Atalanta-Stats
2,38,38,3420,38,65,1.71,189,124,68.8,12,11,15,2,5.3,8,6,1,1,14.3,/en/squads/1d8099f8/2019-2020/Bologna-Stats
3,38,38,3420,38,79,2.08,236,159,70.3,6,7,25,6,15.8,11,9,1,1,10.0,/en/squads/4ef57aeb/2019-2020/Brescia-Stats
3,38,38,3418,38,56,1.47,195,141,74.9,11,12,15,7,18.4,9,7,1,1,12.5,/en/squads/c4260e09/2019-2020/Cagliari-Stats
3,38,38,3420,38,48,1.26,162,112,75.9,12,13,13,11,28.9,11,9,2,0,18.2,/en/squads/421387cf/2019-2020/Fiorentina-Stats
2,38,38,3420,38,73,1.92,201,130,67.2,10,9,19,7,18.4,9,7,0,2,0.0,/en/squads/658bf2de/2019-2020/Genoa-Stats
2,38,38,3420,38,51,1.34,174,124,75.9,12,13,13,10,26.3,9,9,0,0,0.0,/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats
2,38,38,3420,38,36,0.95,118,82,72.0,24,10,4,14,36.8,4,3,1,0,25.0,/en/squads/d609edc0/2019-2020/Internazionale-Stats
3,38,38,3420,38,43,1.13,162,118,79.0,26,5,7,12,31.6,12,9,1,2,10.0,/en/squads/e0652b02/2019-2020/Juventus-Stats
1,38,38,3420,38,42,1.11,154,112,77.3,24,6,8,11,28.9,9,7,1,1,12.5,/en/squads/7213da33/2019-2020/Lazio-Stats
2,38,38,3420,38,85,2.24,256,172,71.1,9,8,21,3,7.9,13,11,2,0,15.4,/en/squads/ffcbe334/2019-2020/Lecce-Stats
3,38,38,3420,38,46,1.21,154,104,73.4,19,9,10,12,31.6,10,5,5,0,50.0,/en/squads/dc56fe14/2019-2020/Milan-Stats
2,38,38,3420,38,50,1.32,138,88,68.8,18,8,12,7,18.4,8,7,1,0,12.5,/en/squads/d48ad4ff/2019-2020/Napoli-Stats
2,38,38,3420,38,57,1.5,212,152,76.4,14,7,17,6,15.8,11,7,3,1,30.0,/en/squads/eab4234c/2019-2020/Parma-Stats
3,38,38,3420,38,51,1.34,158,106,73.4,21,7,10,7,18.4,10,9,1,0,10.0,/en/squads/cf74a709/2019-2020/Roma-Stats
3,38,38,3420,38,77,2.03,228,153,69.3,5,5,28,3,7.9,8,7,1,0,12.5,/en/squads/1d2fe027/2019-2020/SPAL-Stats
2,38,38,3420,38,65,1.71,178,117,68.0,12,6,20,9,23.7,9,8,0,1,0.0,/en/squads/8ff9e3b3/2019-2020/Sampdoria-Stats
3,38,38,3420,38,63,1.66,184,124,70.1,14,9,15,7,18.4,9,8,1,0,11.1,/en/squads/e2befd26/2019-2020/Sassuolo-Stats
3,38,38,3420,38,68,1.79,208,142,72.1,11,7,20,7,18.4,11,10,1,0,9.1,/en/squads/105360fe/2019-2020/Torino-Stats
1,38,38,3420,38,51,1.34,194,141,77.8,12,9,17,14,36.8,10,8,2,0,20.0,/en/squads/04eea015/2019-2020/Udinese-Stats
