players_used,Poss,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,url
27,43.8,38,18071,2226,6282,7633,4377,585,18066,553,300,54.2,253,45.8,9792,52441,25249,511,381,111,486,290,9720,994,/en/squads/a0435291/2019-2020/Granada-Stats
29,43.9,38,18841,1764,5798,8465,4791,636,18836,581,342,58.9,239,41.1,9273,49830,24609,498,412,122,544,291,10246,1145,/en/squads/7c6f2c78/2019-2020/Leganes-Stats
29,48.3,38,20210,2479,7642,8291,4454,632,20205,637,386,60.6,251,39.4,10797,61650,32153,711,417,157,537,302,12313,1350,/en/squads/9800b6a1/2019-2020/Levante-Stats
32,45.0,38,19626,2340,6588,8406,4870,686,19616,709,392,55.3,317,44.7,11405,65851,34539,740,527,201,625,353,11691,1201,/en/squads/2aa12281/2019-2020/Mallorca-Stats
31,47.4,38,20122,2002,6073,9400,4869,661,20114,525,315,60.0,210,40.0,9935,51175,25607,562,428,124,611,306,10840,1346,/en/squads/03c57e2b/2019-2020/Osasuna-Stats
26,58.8,38,27693,2234,7711,12551,7671,1038,27682,769,484,62.9,285,37.1,17146,92265,47544,951,727,302,518,315,19981,1951,/en/squads/53a2f082/2019-2020/Real-Madrid-Stats
27,56.2,38,24037,2340,7553,11352,5327,778,24032,591,355,60.1,234,39.6,14006,75872,40635,737,523,149,552,357,15827,1573,/en/squads/e31d1cd9/2019-2020/Real-Sociedad-Stats
26,57.9,38,25650,2229,7794,11678,6387,920,25643,667,413,61.9,254,38.1,14440,74929,39085,803,571,211,541,352,17430,1804,/en/squads/ad2be733/2019-2020/Sevilla-Stats
28,49.0,38,21847,2592,7697,9694,4654,638,21839,549,345,62.8,203,37.0,12893,70910,36309,671,491,114,521,283,14386,1367,/en/squads/dcc91a7b/2019-2020/Valencia-Stats
30,44.7,38,19410,2162,6607,9057,3980,480,19404,569,338,59.4,231,40.6,9985,55513,27378,510,403,110,537,324,11102,1096,/en/squads/17859612/2019-2020/Valladolid-Stats
25,52.9,38,24137,2532,7874,11259,5231,772,24126,690,431,62.5,259,37.5,13189,71106,37620,694,518,209,601,310,16111,1472,/en/squads/2a8183b3/2019-2020/Villarreal-Stats
27,45.6,28,15949,1587,4731,8179,3192,350,15944,409,244,59.7,165,40.3,7853,42492,21131,384,299,82,543,358,9610,999,/en/squads/25622401/2019-2020/Amiens-Stats
26,45.3,28,16445,1346,5096,7662,3853,511,16444,479,291,60.8,187,39.0,7730,42925,23294,542,385,127,455,344,10448,1080,/en/squads/69236f98/2019-2020/Angers-Stats
26,53.6,28,18253,1724,5742,9723,2955,385,18251,507,273,53.8,233,46.0,10991,52483,26706,441,350,101,457,285,12191,989,/en/squads/123f3efe/2019-2020/Bordeaux-Stats
24,49.8,28,17263,2041,6000,7885,3546,470,17258,364,209,57.4,155,42.6,9330,48143,25023,415,307,66,464,283,10983,1133,/en/squads/fb08dbb3/2019-2020/Brest-Stats
28,46.5,28,16323,1848,5938,7538,3047,489,16322,543,312,57.5,231,42.5,8571,49178,25530,513,372,112,469,303,10015,897,/en/squads/8dfb7350/2019-2020/Dijon-Stats
25,52.9,28,17279,1255,4060,9261,4127,551,17271,522,307,58.8,215,41.2,9397,52108,27799,544,429,136,442,300,11171,1066,/en/squads/cb188c0c/2019-2020/Lille-Stats
27,56.2,28,19207,1629,5456,9834,4080,558,19201,578,341,59.0,237,41.0,11551,60851,32940,563,442,142,484,293,13191,1196,/en/squads/d53c0b06/2019-2020/Lyon-Stats
23,53.5,28,18065,1485,5084,8972,4199,516,18059,510,316,62.0,194,38.0,11047,59654,31913,639,468,139,441,298,11831,1099,/en/squads/5725cc7b/2019-2020/Marseille-Stats
24,45.3,28,15860,1638,5207,7745,3123,368,15856,561,337,60.1,224,39.9,7743,50513,25532,578,463,105,461,302,9502,840,/en/squads/f83960ae/2019-2020/Metz-Stats
28,50.9,28,17559,1547,4862,8731,4142,656,17555,500,308,61.6,192,38.4,10067,56025,31702,646,416,155,401,259,11605,1295,/en/squads/fd6114db/2019-2020/Monaco-Stats
27,47.6,28,15917,1628,5080,7394,3597,463,15912,449,218,48.6,231,51.4,7983,43243,23427,425,297,79,461,192,9652,1096,/en/squads/281b0e73/2019-2020/Montpellier-Stats
29,48.0,28,16839,1459,5037,8268,3742,477,16837,561,322,57.4,238,42.4,9108,51561,26102,548,434,136,474,305,10514,1028,/en/squads/d7a486cd/2019-2020/Nantes-Stats
31,54.6,28,18875,1893,6345,9323,3417,458,18870,626,364,58.1,262,41.9,10225,55202,31327,499,394,139,479,281,13324,1255,/en/squads/132ebc33/2019-2020/Nice-Stats
28,45.0,28,14493,1345,4519,6626,3515,486,14491,469,233,49.7,236,50.3,7068,39938,21216,421,295,91,465,250,8049,953,/en/squads/1cbf5f9e/Nimes-Stats
31,65.2,27,21903,1328,4729,12011,5325,855,21895,675,406,60.1,268,39.7,13031,67065,37548,711,568,194,410,233,16642,1669,/en/squads/e2d8892c/2019-2020/Paris-Saint-Germain-Stats
26,48.9,28,16410,1640,6000,7221,3385,488,16405,519,301,58.0,218,42.0,8780,53250,29387,597,375,114,459,231,10261,1035,/en/squads/7fdd64e0/2019-2020/Reims-Stats
26,49.6,28,16431,1665,5490,7998,3138,456,16426,488,261,53.5,227,46.5,9926,53981,28245,557,389,107,435,263,10319,929,/en/squads/b3072e00/2019-2020/Rennes-Stats
31,48.2,28,16336,1527,5344,7827,3335,434,16331,485,289,59.6,196,40.4,8001,50278,27056,515,352,96,476,296,9974,969,/en/squads/d298ef2c/2019-2020/Saint-Etienne-Stats
25,49.6,27,15640,1461,4811,7586,3427,469,15636,426,257,60.3,169,39.7,9288,49549,26561,492,388,80,440,255,9971,973,/en/squads/c0d3eab4/2019-2020/Strasbourg-Stats
30,44.2,28,15562,1755,5101,7114,3522,492,15556,471,287,60.9,184,39.1,8756,48343,26213,556,379,96,475,293,9271,945,/en/squads/3f8c4b5f/2019-2020/Toulouse-Stats
28,38.6,34,16178,2334,6414,6784,3190,508,16173,473,233,49.3,240,50.7,8252,43431,20950,411,281,104,512,304,8347,808,/en/squads/0cdc4311/2019-2020/Augsburg-Stats
29,65.1,34,27878,1923,7313,13410,7376,1215,27872,741,480,64.8,261,35.2,17382,92867,49916,930,624,266,515,309,20486,2285,/en/squads/054efa67/2019-2020/Bayern-Munich-Stats
27,60.4,34,27633,1949,7849,13650,6343,852,27631,750,468,62.4,282,37.6,16995,85828,43712,792,608,199,494,351,20513,1729,/en/squads/add600ae/2019-2020/Dortmund-Stats
28,45.6,34,18732,2030,6468,8196,4250,542,18728,453,257,56.7,196,43.3,9240,50961,25340,487,352,97,476,272,11271,1256,/en/squads/b1278397/2019-2020/Dusseldorf-Stats
27,50.9,34,20419,1985,6428,9309,4903,762,20417,520,330,63.5,190,36.5,10145,57981,30952,677,441,147,523,301,12165,1380,/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats
26,48.1,34,19615,2565,7346,8247,4202,658,19609,452,249,55.1,203,44.9,10684,59004,30501,537,412,120,521,259,11966,1116,/en/squads/a486e511/2019-2020/Freiburg-Stats
25,52.4,34,21776,2267,7659,9822,4533,785,21770,638,387,60.7,251,39.3,13011,67728,35910,650,429,183,491,321,14209,1292,/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats
32,44.7,34,18882,2245,6610,8985,3495,524,18879,526,351,66.7,175,33.3,9692,57318,29175,546,422,123,521,345,11260,1058,/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats
31,51.6,34,21896,2499,8107,9908,4074,701,21892,512,299,58.4,213,41.6,11882,62387,32328,598,400,148,478,324,14282,1250,/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats
29,46.7,34,19055,2172,6627,8619,4007,625,19051,450,272,60.4,179,39.8,9962,52836,25870,494,342,92,570,300,11111,1145,/en/squads/bc357bf7/2019-2020/Koln-Stats
24,63.2,34,26856,2245,7685,14063,5334,845,26854,710,450,63.4,260,36.6,15221,81517,40657,761,575,217,600,360,18938,1463,/en/squads/c7a9f859/2019-2020/Bayer-Leverkusen-Stats
25,43.2,34,18148,2210,6311,7907,4161,635,18145,614,379,61.7,235,38.3,9831,54963,28563,524,399,128,600,346,10146,1133,/en/squads/a224b06a/2019-2020/Mainz-05-Stats
27,45.9,34,19472,2478,7836,8041,3854,551,19468,689,382,55.4,307,44.6,10969,65414,33453,682,435,174,655,362,11400,993,/en/squads/d9f93f02/2019-2020/Paderborn-07-Stats
29,55.3,34,24052,2074,6715,11858,5694,917,24047,623,388,62.3,235,37.7,13506,70728,38909,759,509,223,560,320,16137,1685,/en/squads/acbb6a5b/2019-2020/RB-Leipzig-Stats
29,49.0,34,19874,2237,6728,9032,4373,597,19872,687,421,61.3,266,38.7,10821,63707,32858,603,450,139,625,417,11915,1191,/en/squads/c539e393/2019-2020/Schalke-04-Stats
26,41.9,34,17693,2129,6444,7580,3871,555,17688,456,259,56.8,197,43.2,8742,45422,22165,387,323,85,509,248,9350,929,/en/squads/7a41008f/2019-2020/Union-Berlin-Stats
30,48.8,34,20589,2279,6731,9795,4255,634,20583,470,259,55.1,211,44.9,12593,59550,29999,509,408,111,552,326,12816,1304,/en/squads/62add3bf/2019-2020/Werder-Bremen-Stats
26,48.4,34,19700,1974,6269,8974,4673,693,19696,612,352,57.5,260,42.5,10467,56332,29899,620,449,148,545,373,11512,1234,/en/squads/4eaa11d7/2019-2020/Wolfsburg-Stats
30,57.2,38,26093,1876,6557,12183,7584,1117,26083,616,347,56.3,267,43.3,16491,84807,43655,978,780,256,595,358,17836,1854,/en/squads/922493f3/2019-2020/Atalanta-Stats
31,52.6,38,22738,2314,6600,10533,5822,794,22732,628,349,55.6,278,44.3,13270,75441,38917,799,556,203,617,331,14486,1649,/en/squads/1d8099f8/2019-2020/Bologna-Stats
32,40.6,38,18739,2524,6842,7804,4306,653,18735,450,275,61.1,175,38.9,9591,55133,30316,537,385,86,557,316,10769,1231,/en/squads/4ef57aeb/2019-2020/Brescia-Stats
33,45.7,38,21020,2568,7154,9248,4843,586,21015,538,324,60.2,214,39.8,11102,64793,34422,662,564,100,543,337,13049,1278,/en/squads/c4260e09/2019-2020/Cagliari-Stats
33,47.4,38,21343,2205,6723,9390,5490,845,21332,670,428,63.9,242,36.1,12273,71566,39481,857,545,195,595,388,13488,1432,/en/squads/421387cf/2019-2020/Fiorentina-Stats
34,49.5,38,22193,2703,7647,9844,4922,653,22178,565,335,59.3,230,40.7,12672,64976,33616,583,434,103,558,349,14203,1269,/en/squads/658bf2de/2019-2020/Genoa-Stats
30,49.8,38,21661,2367,6427,10342,5111,744,21652,546,328,60.1,217,39.7,11821,64502,33903,728,553,146,536,307,13229,1554,/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats
29,54.2,38,24766,2441,7448,11450,6087,1024,24755,498,311,62.4,187,37.6,13950,76296,41980,797,520,190,515,292,17092,1806,/en/squads/d609edc0/2019-2020/Internazionale-Stats
30,58.1,38,27421,2020,6575,13503,7570,863,27407,689,434,63.0,254,36.9,17726,83654,42833,879,767,211,510,293,20049,1734,/en/squads/e0652b02/2019-2020/Juventus-Stats
27,50.4,38,23332,2356,7008,10481,6081,950,23314,580,360,62.1,217,37.4,13144,80519,45995,935,658,212,503,270,15748,1658,/en/squads/7213da33/2019-2020/Lazio-Stats
30,44.8,38,21113,2771,7565,9066,4702,718,21099,464,296,63.8,168,36.2,11985,65854,36369,752,536,144,481,318,13564,1349,/en/squads/ffcbe334/2019-2020/Lecce-Stats
32,54.9,38,24800,2257,6836,11724,6509,936,24791,656,402,61.3,254,38.7,15448,81062,42849,816,704,219,598,342,16958,1702,/en/squads/dc56fe14/2019-2020/Milan-Stats
25,59.2,38,28084,2139,6780,14082,7442,917,28079,587,362,61.7,225,38.3,18571,94242,53505,979,803,194,427,296,21074,2008,/en/squads/d48ad4ff/2019-2020/Napoli-Stats
25,43.8,38,20080,2717,7279,8488,4533,730,20074,564,326,57.8,235,41.7,11250,63880,33929,673,502,185,582,355,12051,1210,/en/squads/eab4234c/2019-2020/Parma-Stats
31,52.7,38,23255,2266,6676,10889,5948,999,23241,671,417,62.1,253,37.7,12899,80074,42749,944,718,236,537,282,15834,1638,/en/squads/cf74a709/2019-2020/Roma-Stats
34,46.9,38,20738,2614,7307,9038,4632,620,20731,519,357,68.8,162,31.2,11194,62194,32378,696,461,141,518,354,13190,1225,/en/squads/1d2fe027/2019-2020/SPAL-Stats
31,42.7,38,20099,2280,6197,9151,4989,705,20087,507,307,60.6,200,39.4,10309,56300,30093,613,463,100,505,295,11802,1358,/en/squads/8ff9e3b3/2019-2020/Sampdoria-Stats
31,57.5,38,25903,2438,7367,12657,6132,843,25897,757,468,61.8,288,38.0,14874,86686,48546,902,678,234,522,339,18445,1575,/en/squads/e2befd26/2019-2020/Sassuolo-Stats
27,47.4,38,20846,2533,7181,9045,4883,737,20838,715,449,62.8,266,37.2,10971,63687,33973,843,544,156,605,360,12474,1202,/en/squads/105360fe/2019-2020/Torino-Stats
25,44.7,38,21128,2448,7177,9500,4716,706,21128,550,350,63.6,199,36.2,12203,67349,36437,709,539,163,538,328,13279,1261,/en/squads/04eea015/2019-2020/Udinese-Stats
