players_used,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,url
29,38,79,5,4,468,460,81,697,331,288,5,7,2,1913,504,555,47.6,/en/squads/9800b6a1/2019-2020/Levante-Stats
32,38,93,5,4,509,526,58,682,376,338,8,16,1,1867,634,729,46.5,/en/squads/2aa12281/2019-2020/Mallorca-Stats
31,38,110,6,3,551,410,80,755,417,361,2,5,0,2056,874,869,50.1,/en/squads/03c57e2b/2019-2020/Osasuna-Stats
26,38,82,4,3,487,474,84,776,381,355,11,2,0,2047,521,411,55.9,/en/squads/53a2f082/2019-2020/Real-Madrid-Stats
27,38,79,2,2,501,489,78,719,320,321,2,9,1,1892,815,710,53.4,/en/squads/e31d1cd9/2019-2020/Real-Sociedad-Stats
26,38,97,1,1,522,480,92,880,346,344,4,4,1,2069,746,695,51.8,/en/squads/ad2be733/2019-2020/Sevilla-Stats
28,38,80,8,3,416,543,100,677,360,311,6,9,1,1778,553,601,47.9,/en/squads/dcc91a7b/2019-2020/Valencia-Stats
30,38,84,0,0,484,530,81,645,390,327,6,8,0,1964,618,764,44.7,/en/squads/17859612/2019-2020/Valladolid-Stats
25,38,78,1,0,483,422,71,619,339,323,10,9,2,1894,536,622,46.3,/en/squads/2a8183b3/2019-2020/Villarreal-Stats
27,28,59,4,2,403,320,37,463,300,238,5,1,1,1543,470,551,46.0,/en/squads/25622401/2019-2020/Amiens-Stats
26,28,43,2,1,336,315,28,550,267,279,1,3,0,1511,449,455,49.7,/en/squads/69236f98/2019-2020/Angers-Stats
26,28,55,0,0,379,361,40,425,302,284,1,3,1,1562,487,445,52.3,/en/squads/123f3efe/2019-2020/Bordeaux-Stats
24,28,45,2,0,329,286,35,520,352,282,4,6,0,1464,405,477,45.9,/en/squads/fb08dbb3/2019-2020/Brest-Stats
28,28,43,2,0,351,334,32,451,332,304,0,1,2,1497,542,499,52.1,/en/squads/8dfb7350/2019-2020/Dijon-Stats
25,28,51,3,2,385,343,60,528,278,237,7,6,3,1536,478,479,49.9,/en/squads/cb188c0c/2019-2020/Lille-Stats
27,28,50,4,1,342,312,26,495,311,304,4,3,3,1495,455,372,55.0,/en/squads/d53c0b06/2019-2020/Lyon-Stats
23,28,68,3,1,376,318,23,499,312,325,4,5,2,1471,472,448,51.3,/en/squads/5725cc7b/2019-2020/Marseille-Stats
24,28,45,4,0,335,344,31,447,312,337,2,4,0,1504,462,547,45.8,/en/squads/f83960ae/2019-2020/Metz-Stats
28,28,61,10,1,336,345,44,510,281,307,3,6,1,1479,405,372,52.1,/en/squads/fd6114db/2019-2020/Monaco-Stats
27,28,57,5,2,421,386,42,614,308,286,4,5,2,1596,606,518,53.9,/en/squads/281b0e73/2019-2020/Montpellier-Stats
29,28,52,2,1,376,340,44,464,305,347,0,6,1,1638,464,518,47.3,/en/squads/d7a486cd/2019-2020/Nantes-Stats
31,28,58,7,4,295,362,22,395,343,279,4,7,2,1441,279,299,48.3,/en/squads/132ebc33/2019-2020/Nice-Stats
28,28,44,6,3,360,401,39,544,329,302,2,4,1,1431,575,596,49.1,/en/squads/1cbf5f9e/Nimes-Stats
31,27,51,1,1,333,291,57,520,255,295,5,0,1,1511,234,226,50.9,/en/squads/e2d8892c/2019-2020/Paris-Saint-Germain-Stats
26,28,57,5,5,384,385,45,539,325,324,4,6,0,1478,427,503,45.9,/en/squads/7fdd64e0/2019-2020/Reims-Stats
26,28,51,1,0,387,404,40,478,272,296,5,5,1,1462,495,465,51.6,/en/squads/b3072e00/2019-2020/Rennes-Stats
31,28,61,3,2,371,324,43,563,376,318,3,6,0,1542,532,526,50.3,/en/squads/d298ef2c/2019-2020/Saint-Etienne-Stats
25,27,47,1,1,367,311,33,579,301,293,4,7,0,1442,512,399,56.2,/en/squads/c0d3eab4/2019-2020/Strasbourg-Stats
30,28,49,5,1,396,295,30,534,320,346,4,5,1,1517,468,522,47.3,/en/squads/3f8c4b5f/2019-2020/Toulouse-Stats
28,34,68,2,2,378,384,81,479,434,314,4,1,3,1765,545,612,47.1,/en/squads/0cdc4311/2019-2020/Augsburg-Stats
29,34,54,3,2,322,355,78,850,342,293,6,4,1,2048,478,403,54.3,/en/squads/054efa67/2019-2020/Bayern-Munich-Stats
27,34,49,1,1,305,327,56,510,375,329,1,3,3,1914,361,358,50.2,/en/squads/add600ae/2019-2020/Dortmund-Stats
28,34,78,0,0,407,430,56,705,376,307,3,5,4,1737,583,649,47.3,/en/squads/b1278397/2019-2020/Dusseldorf-Stats
27,34,71,4,2,425,368,57,892,376,377,1,3,2,2047,699,665,51.2,/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats
26,34,43,2,1,329,437,56,649,354,252,5,4,0,1629,636,673,48.6,/en/squads/a486e511/2019-2020/Freiburg-Stats
25,34,77,3,3,424,446,91,570,381,322,5,2,0,1880,546,554,49.6,/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats
32,34,78,4,2,465,350,57,527,409,341,3,7,2,1725,611,530,53.5,/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats
31,34,66,2,1,383,416,61,579,349,309,3,8,2,1666,564,541,51.0,/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats
29,34,79,4,1,487,436,75,708,435,413,3,6,2,1948,715,668,51.7,/en/squads/bc357bf7/2019-2020/Koln-Stats
24,34,61,6,3,394,369,92,713,333,353,2,2,0,2035,518,490,51.4,/en/squads/c7a9f859/2019-2020/Bayer-Leverkusen-Stats
25,34,75,3,2,462,401,70,615,363,331,3,5,1,1785,609,669,47.7,/en/squads/a224b06a/2019-2020/Mainz-05-Stats
27,34,84,3,2,426,358,62,572,364,400,2,5,2,1797,462,564,45.0,/en/squads/d9f93f02/2019-2020/Paderborn-07-Stats
29,34,53,3,3,373,370,78,628,364,361,3,2,0,2031,518,484,51.7,/en/squads/acbb6a5b/2019-2020/RB-Leipzig-Stats
29,34,64,2,1,400,380,81,472,407,361,1,6,2,1927,627,632,49.8,/en/squads/c539e393/2019-2020/Schalke-04-Stats
26,34,71,5,3,523,374,64,628,421,322,3,4,1,1848,908,835,52.1,/en/squads/7a41008f/2019-2020/Union-Berlin-Stats
30,34,80,4,4,461,450,53,601,423,345,4,1,3,1723,568,666,46.0,/en/squads/62add3bf/2019-2020/Werder-Bremen-Stats
26,34,71,4,2,490,399,72,651,377,363,3,5,0,1999,644,599,51.8,/en/squads/4eaa11d7/2019-2020/Wolfsburg-Stats
30,38,80,2,1,534,518,50,767,418,351,9,6,3,2145,624,500,55.5,/en/squads/922493f3/2019-2020/Atalanta-Stats
31,38,109,7,3,595,567,85,733,412,338,6,8,1,1903,644,666,49.2,/en/squads/1d8099f8/2019-2020/Bologna-Stats
32,38,95,6,3,504,583,68,641,361,273,3,11,3,1768,498,602,45.3,/en/squads/4ef57aeb/2019-2020/Brescia-Stats
33,38,108,6,3,534,449,56,762,337,338,3,9,3,1836,516,691,42.8,/en/squads/c4260e09/2019-2020/Cagliari-Stats
33,38,105,5,3,546,500,50,726,347,333,8,11,0,1926,458,491,48.3,/en/squads/421387cf/2019-2020/Fiorentina-Stats
34,38,107,10,5,571,514,57,723,385,335,12,9,2,1828,600,583,50.7,/en/squads/658bf2de/2019-2020/Genoa-Stats
30,38,87,7,2,555,490,91,750,398,290,7,9,1,2146,718,783,47.8,/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats
29,38,104,6,3,563,450,96,790,370,287,10,4,1,1862,515,470,52.3,/en/squads/d609edc0/2019-2020/Internazionale-Stats
30,38,87,3,2,508,486,73,698,370,318,10,12,0,1811,432,338,56.1,/en/squads/e0652b02/2019-2020/Juventus-Stats
27,38,99,2,1,462,399,71,741,378,311,12,9,1,1921,450,515,46.6,/en/squads/7213da33/2019-2020/Lazio-Stats
30,38,98,5,2,469,490,67,711,383,293,10,13,3,1804,487,495,49.6,/en/squads/ffcbe334/2019-2020/Lecce-Stats
32,38,97,6,2,545,460,63,713,419,345,4,10,1,1928,538,507,51.5,/en/squads/dc56fe14/2019-2020/Milan-Stats
25,38,73,2,0,421,523,54,813,330,295,2,8,1,1958,384,374,50.7,/en/squads/d48ad4ff/2019-2020/Napoli-Stats
25,38,81,1,0,519,467,60,597,394,348,4,11,0,1871,540,463,53.8,/en/squads/eab4234c/2019-2020/Parma-Stats
31,38,111,7,4,541,435,45,781,400,303,7,10,0,1852,530,415,56.1,/en/squads/cf74a709/2019-2020/Roma-Stats
34,38,98,4,1,541,525,53,693,394,327,6,8,3,1718,552,520,51.5,/en/squads/1d2fe027/2019-2020/SPAL-Stats
31,38,111,7,5,563,459,63,814,396,354,10,9,4,1928,588,625,48.5,/en/squads/8ff9e3b3/2019-2020/Sampdoria-Stats
31,38,99,3,1,498,560,64,562,348,332,4,9,4,1812,341,385,47.0,/en/squads/e2befd26/2019-2020/Sassuolo-Stats
27,38,96,7,5,606,539,63,756,495,314,3,11,3,2048,699,640,52.2,/en/squads/105360fe/2019-2020/Torino-Stats
25,38,77,3,2,506,414,65,730,375,340,0,10,0,1888,483,534,47.5,/en/squads/04eea015/2019-2020/Udinese-Stats
