players_used,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,url
,,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,
29,38,88,5,1,421,437,73,699,351,336,2,8,0,1861,501,589,46.0,/en/squads/18bb7c10/2019-2020/Arsenal-Stats
28,38,70,1,1,451,525,62,798,423,291,2,6,1,1900,705,742,48.7,/en/squads/8602292d/2019-2020/Aston-Villa-Stats
27,38,78,3,2,369,388,67,646,475,299,2,6,0,1979,792,835,48.7,/en/squads/4ba7cbea/2019-2020/Bournemouth-Stats
25,38,59,2,1,386,325,71,689,419,379,2,2,2,2065,690,577,54.5,/en/squads/d07537b9/2019-2020/Brighton-and-Hove-Albion-Stats
22,38,67,0,0,412,369,89,743,387,344,1,5,1,1860,937,917,50.5,/en/squads/943e8050/2019-2020/Burnley-Stats
27,38,60,0,0,386,384,63,862,459,362,6,2,3,2210,703,701,50.1,/en/squads/cff3d9bb/2019-2020/Chelsea-Stats
25,38,62,2,0,424,479,53,588,444,390,2,1,2,1915,771,776,49.8,/en/squads/47c64c55/2019-2020/Crystal-Palace-Stats
24,38,76,3,3,472,394,58,804,408,408,0,4,3,1966,860,835,50.7,/en/squads/d3fd31cc/2019-2020/Everton-Stats
24,38,43,3,1,418,444,64,779,423,432,6,10,2,2104,659,674,49.4,/en/squads/a2d435b3/2019-2020/Leicester-City-Stats
24,38,38,1,0,331,293,53,896,352,325,4,1,1,2194,655,588,52.7,/en/squads/822bd0ba/2019-2020/Liverpool-Stats
24,38,64,4,2,362,296,68,915,352,301,10,3,1,1959,515,498,50.8,/en/squads/b8fd03ef/2019-2020/Manchester-City-Stats
29,38,73,0,0,423,427,56,635,379,333,12,3,1,2084,557,512,52.1,/en/squads/19538871/2019-2020/Manchester-United-Stats
28,38,66,3,0,370,423,75,591,391,357,0,2,2,1871,733,781,48.4,/en/squads/b2b47a98/2019-2020/Newcastle-United-Stats
30,38,68,3,0,363,430,50,473,397,379,1,7,3,1989,518,673,43.5,/en/squads/1c781004/2019-2020/Norwich-City-Stats
26,38,63,2,1,412,306,78,866,420,377,1,3,0,2041,946,886,51.6,/en/squads/1df6b87e/2019-2020/Sheffield-United-Stats
25,38,55,4,1,450,388,58,690,425,416,4,4,1,2150,810,878,48.0,/en/squads/33c895d4/2019-2020/Southampton-Stats
29,38,84,3,1,423,424,66,641,381,415,4,7,2,2022,642,671,48.9,/en/squads/361ca564/2019-2020/Tottenham-Hotspur-Stats
26,38,80,3,2,481,342,68,684,424,369,7,9,3,1996,823,802,50.6,/en/squads/2abfe087/2019-2020/Watford-Stats
29,38,64,1,1,387,345,66,737,421,417,3,6,3,2052,855,801,51.6,/en/squads/7c21e445/2019-2020/West-Ham-United-Stats
21,38,61,2,2,407,360,49,718,437,367,4,3,1,2113,775,711,52.2,/en/squads/8cec06e1/2019-2020/Wolverhampton-Wanderers-Stats
32,38,111,7,3,621,432,61,562,392,346,5,15,0,1766,905,712,56.0,/en/squads/8d6fd021/2019-2020/Alaves-Stats
26,38,90,2,0,522,436,84,754,373,324,4,7,2,1911,912,683,57.2,/en/squads/2b390eca/2019-2020/Athletic-Club-Stats
30,38,93,3,2,513,479,116,574,412,406,6,4,3,1950,827,723,53.4,/en/squads/db3b9613/2019-2020/Atletico-Madrid-Stats
28,38,92,6,3,416,529,83,417,342,323,3,7,0,1874,455,364,55.6,/en/squads/206d90db/2019-2020/Barcelona-Stats
27,38,108,9,3,473,577,84,624,302,299,6,11,1,1709,579,558,50.9,/en/squads/fc536746/2019-2020/Real-Betis-Stats
30,38,104,6,3,473,527,70,636,396,357,6,5,0,1905,650,659,49.7,/en/squads/f25da7fb/2019-2020/Celta-Vigo-Stats
26,38,92,3,2,538,411,73,870,430,338,5,6,1,2039,974,1091,47.2,/en/squads/bea5c710/2019-2020/Eibar-Stats
31,38,107,9,6,581,469,65,710,360,364,1,7,2,1927,755,814,48.1,/en/squads/a8661628/2019-2020/Espanyol-Stats
30,38,135,5,2,706,495,106,833,367,341,4,6,2,1947,914,1024,47.2,/en/squads/7848bd64/2019-2020/Getafe-Stats
27,38,109,1,1,590,497,70,670,383,349,3,5,0,1764,748,849,46.8,/en/squads/a0435291/2019-2020/Granada-Stats
29,38,127,4,2,591,500,75,771,418,357,4,7,1,1821,778,865,47.4,/en/squads/7c6f2c78/2019-2020/Leganes-Stats
