players_used,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,url
28,38,903,23.76,678,38,82,33,60,12,150,3.95,114,6,10,5,12,3,/en/squads/206d90db/2019-2020/Barcelona-Stats
27,38,837,22.03,611,62,77,37,39,11,75,1.97,52,4,6,7,6,0,/en/squads/fc536746/2019-2020/Real-Betis-Stats
30,38,659,17.34,477,52,41,37,44,8,67,1.76,43,3,8,5,8,0,/en/squads/f25da7fb/2019-2020/Celta-Vigo-Stats
26,38,709,18.66,450,97,40,55,48,19,63,1.66,38,7,5,6,7,0,/en/squads/bea5c710/2019-2020/Eibar-Stats
31,38,691,18.18,469,82,37,45,50,8,44,1.16,26,5,2,6,3,2,/en/squads/a8661628/2019-2020/Espanyol-Stats
30,38,691,18.18,464,83,36,35,63,10,70,1.84,43,7,7,6,6,1,/en/squads/7848bd64/2019-2020/Getafe-Stats
27,38,670,17.63,434,89,32,38,58,19,86,2.26,52,9,5,8,8,4,/en/squads/a0435291/2019-2020/Granada-Stats
29,38,752,19.79,509,87,44,48,57,7,54,1.42,38,4,2,3,6,1,/en/squads/7c6f2c78/2019-2020/Leganes-Stats
29,38,746,19.63,547,71,48,35,37,8,79,2.08,52,4,6,8,9,0,/en/squads/9800b6a1/2019-2020/Levante-Stats
32,38,742,19.53,510,78,51,38,57,8,64,1.68,41,1,6,5,10,1,/en/squads/2aa12281/2019-2020/Mallorca-Stats
31,38,783,20.61,553,94,40,42,42,12,73,1.92,49,9,4,5,5,1,/en/squads/03c57e2b/2019-2020/Osasuna-Stats
26,38,1021,26.87,780,68,73,46,42,12,125,3.29,90,7,7,5,15,1,/en/squads/53a2f082/2019-2020/Real-Madrid-Stats
27,38,744,19.58,550,70,34,40,39,11,92,2.42,69,6,4,6,2,5,/en/squads/e31d1cd9/2019-2020/Real-Sociedad-Stats
26,38,873,22.97,636,90,51,42,42,12,89,2.34,58,8,10,5,8,0,/en/squads/ad2be733/2019-2020/Sevilla-Stats
28,38,612,16.11,445,53,39,22,43,10,80,2.11,56,5,8,2,9,0,/en/squads/dcc91a7b/2019-2020/Valencia-Stats
30,38,647,17.03,453,47,46,31,58,12,53,1.39,34,2,4,6,7,0,/en/squads/17859612/2019-2020/Valladolid-Stats
25,38,864,22.74,642,66,60,44,37,15,108,2.84,71,5,10,10,11,1,/en/squads/2a8183b3/2019-2020/Villarreal-Stats
27,28,405,14.46,283,33,35,12,31,11,50,1.79,36,0,4,4,5,1,/en/squads/25622401/2019-2020/Amiens-Stats
26,28,629,22.46,452,65,35,33,35,9,48,1.71,36,2,3,4,3,0,/en/squads/69236f98/2019-2020/Angers-Stats
26,28,530,18.93,357,53,32,28,43,17,65,2.32,35,9,7,7,6,1,/en/squads/123f3efe/2019-2020/Bordeaux-Stats
24,28,574,20.5,443,47,19,23,25,17,59,2.11,44,5,1,5,1,3,/en/squads/fb08dbb3/2019-2020/Brest-Stats
28,28,580,20.71,390,75,46,32,30,7,44,1.57,31,3,3,6,1,0,/en/squads/8dfb7350/2019-2020/Dijon-Stats
25,28,615,21.96,414,65,57,33,37,9,58,2.07,38,5,5,4,5,1,/en/squads/cb188c0c/2019-2020/Lille-Stats
27,28,636,22.71,453,53,56,30,31,13,72,2.57,51,2,9,4,5,1,/en/squads/d53c0b06/2019-2020/Lyon-Stats
23,28,637,22.75,427,74,40,40,43,13,63,2.25,40,6,5,5,6,1,/en/squads/5725cc7b/2019-2020/Marseille-Stats
24,28,544,19.43,379,44,49,25,34,13,46,1.64,29,5,6,3,1,2,/en/squads/f83960ae/2019-2020/Metz-Stats
28,28,668,23.86,462,58,55,41,40,12,75,2.68,52,5,5,7,6,0,/en/squads/fd6114db/2019-2020/Monaco-Stats
27,28,617,22.04,418,70,25,40,51,13,58,2.07,39,6,2,5,5,1,/en/squads/281b0e73/2019-2020/Montpellier-Stats
29,28,583,20.82,407,57,40,30,36,13,40,1.43,30,2,4,2,1,1,/en/squads/d7a486cd/2019-2020/Nantes-Stats
31,28,598,21.36,396,52,55,44,39,12,72,2.57,50,7,2,8,5,0,/en/squads/132ebc33/2019-2020/Nice-Stats
28,28,593,21.18,391,77,35,41,36,13,47,1.68,30,4,3,6,4,0,/en/squads/1cbf5f9e/Nimes-Stats
31,27,795,29.44,606,42,61,36,37,13,124,4.59,91,6,12,8,7,0,/en/squads/e2d8892c/2019-2020/Paris-Saint-Germain-Stats
26,28,594,21.21,433,61,34,26,31,9,45,1.61,29,5,2,2,7,0,/en/squads/7fdd64e0/2019-2020/Reims-Stats
26,28,602,21.5,422,40,51,30,52,7,62,2.21,44,3,6,5,4,0,/en/squads/b3072e00/2019-2020/Rennes-Stats
31,28,520,18.57,352,54,38,25,37,14,51,1.82,30,8,2,5,5,1,/en/squads/d298ef2c/2019-2020/Saint-Etienne-Stats
25,27,572,21.19,423,56,34,23,31,5,56,2.07,43,3,3,2,5,0,/en/squads/c0d3eab4/2019-2020/Strasbourg-Stats
30,28,552,19.71,381,57,35,34,29,16,39,1.39,26,2,2,4,4,1,/en/squads/3f8c4b5f/2019-2020/Toulouse-Stats
28,34,599,17.62,391,71,42,34,49,12,68,2.0,43,4,7,4,8,2,/en/squads/0cdc4311/2019-2020/Augsburg-Stats
29,34,1108,32.59,862,72,70,56,34,14,176,5.18,140,7,11,7,9,2,/en/squads/054efa67/2019-2020/Bayern-Munich-Stats
27,34,794,23.35,598,59,57,43,29,8,155,4.56,129,5,13,6,2,0,/en/squads/add600ae/2019-2020/Dortmund-Stats
28,34,747,21.97,491,89,52,41,59,15,64,1.88,45,7,4,4,4,0,/en/squads/b1278397/2019-2020/Dusseldorf-Stats
27,34,878,25.82,611,95,63,60,39,10,100,2.94,61,16,6,13,2,2,/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats
26,34,784,23.06,517,89,50,56,67,5,75,2.21,38,9,5,8,15,0,/en/squads/a486e511/2019-2020/Freiburg-Stats
25,34,827,24.32,589,66,56,47,56,13,114,3.35,82,8,10,5,8,1,/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats
32,34,636,18.71,446,63,46,39,34,8,83,2.44,52,8,11,8,4,0,/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats
31,34,797,23.44,538,83,56,55,55,10,91,2.68,60,6,7,12,4,2,/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats
29,34,723,21.26,500,73,44,47,45,14,83,2.44,54,7,7,9,6,0,/en/squads/bc357bf7/2019-2020/Koln-Stats
24,34,853,25.09,614,91,59,53,25,11,108,3.18,80,8,9,4,5,2,/en/squads/c7a9f859/2019-2020/Bayer-Leverkusen-Stats
25,34,795,23.38,552,81,66,41,44,11,76,2.24,51,5,9,6,4,1,/en/squads/a224b06a/2019-2020/Mainz-05-Stats
27,34,730,21.47,487,76,61,43,47,16,59,1.74,40,3,5,9,2,0,/en/squads/d9f93f02/2019-2020/Paderborn-07-Stats
29,34,981,28.85,726,73,65,61,42,14,138,4.06,92,9,17,11,8,1,/en/squads/acbb6a5b/2019-2020/RB-Leipzig-Stats
29,34,639,18.79,431,69,44,42,37,16,58,1.71,43,5,4,1,5,0,/en/squads/c539e393/2019-2020/Schalke-04-Stats
26,34,659,19.38,424,86,41,49,49,10,66,1.94,37,8,3,8,8,2,/en/squads/7a41008f/2019-2020/Union-Berlin-Stats
30,34,756,22.24,536,68,44,52,37,19,69,2.03,43,4,6,11,2,3,/en/squads/62add3bf/2019-2020/Werder-Bremen-Stats
26,34,814,23.94,542,94,50,59,57,12,80,2.35,49,6,9,7,9,0,/en/squads/4eaa11d7/2019-2020/Wolfsburg-Stats
30,38,1242,32.68,938,91,67,75,51,20,170,4.47,120,8,10,16,12,4,/en/squads/922493f3/2019-2020/Atalanta-Stats
31,38,967,25.45,726,68,62,47,50,14,85,2.24,54,4,10,10,7,0,/en/squads/1d8099f8/2019-2020/Bologna-Stats
32,38,725,19.08,482,88,27,50,70,8,58,1.53,36,8,0,6,7,1,/en/squads/4ef57aeb/2019-2020/Brescia-Stats
33,38,771,20.29,574,71,50,32,32,12,82,2.16,61,5,3,6,4,3,/en/squads/c4260e09/2019-2020/Cagliari-Stats
33,38,970,25.53,676,93,61,59,69,12,83,2.18,48,9,6,11,9,0,/en/squads/421387cf/2019-2020/Fiorentina-Stats
34,38,754,19.84,540,59,41,51,48,15,80,2.11,53,4,5,6,10,2,/en/squads/658bf2de/2019-2020/Genoa-Stats
30,38,766,20.16,562,70,42,56,31,5,77,2.03,51,5,7,6,7,1,/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats
29,38,1078,28.37,786,79,65,81,50,17,137,3.61,98,6,9,11,12,1,/en/squads/d609edc0/2019-2020/Internazionale-Stats
30,38,1209,31.82,901,79,75,69,69,16,125,3.29,82,7,13,10,12,1,/en/squads/e0652b02/2019-2020/Juventus-Stats
27,38,1038,27.32,770,76,71,60,44,17,135,3.55,98,2,10,9,13,3,/en/squads/7213da33/2019-2020/Lazio-Stats
30,38,935,24.61,711,79,38,45,51,11,93,2.45,55,8,7,9,12,2,/en/squads/ffcbe334/2019-2020/Lecce-Stats
32,38,1089,28.66,817,77,75,60,47,13,102,2.68,67,6,8,10,10,1,/en/squads/dc56fe14/2019-2020/Milan-Stats
25,38,1242,32.68,982,75,65,65,41,14,103,2.71,71,9,3,11,7,2,/en/squads/d48ad4ff/2019-2020/Napoli-Stats
25,38,808,21.26,587,71,58,38,42,12,95,2.5,66,7,10,5,5,2,/en/squads/eab4234c/2019-2020/Parma-Stats
31,38,1133,29.82,801,101,78,76,57,20,128,3.37,90,7,9,11,11,0,/en/squads/cf74a709/2019-2020/Roma-Stats
34,38,822,21.63,579,91,49,36,56,11,45,1.18,25,4,5,5,6,0,/en/squads/1d2fe027/2019-2020/SPAL-Stats
31,38,972,25.58,693,91,46,68,62,12,80,2.11,53,4,3,6,12,2,/en/squads/8ff9e3b3/2019-2020/Sampdoria-Stats
31,38,968,25.47,721,57,65,59,50,16,116,3.05,82,2,13,11,8,0,/en/squads/e2befd26/2019-2020/Sassuolo-Stats
27,38,786,20.68,542,91,43,43,53,14,73,1.92,44,8,5,12,4,0,/en/squads/105360fe/2019-2020/Torino-Stats
25,38,826,21.74,628,69,48,37,32,12,61,1.61,43,4,6,4,1,3,/en/squads/04eea015/2019-2020/Udinese-Stats
