players_used,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,url
29,38,30,427,143,33.5,11.24,3.76,0.06,0.19,19.2,29,3,5,39.9,35.9,0.09,-9.9,-8.9,/en/squads/7c6f2c78/2019-2020/Leganes-Stats
29,38,45,422,133,31.5,11.11,3.5,0.09,0.3,19.0,21,5,5,48.1,44.2,0.11,-3.1,-4.2,/en/squads/9800b6a1/2019-2020/Levante-Stats
32,38,39,410,118,28.8,10.79,3.11,0.08,0.26,19.2,22,8,10,41.1,33.3,0.08,-2.1,-2.3,/en/squads/2aa12281/2019-2020/Mallorca-Stats
31,38,46,455,142,31.2,11.97,3.74,0.08,0.27,18.7,22,8,8,49.4,43.2,0.1,-3.4,-5.2,/en/squads/03c57e2b/2019-2020/Osasuna-Stats
26,38,69,552,222,40.2,14.53,5.84,0.11,0.26,18.0,18,11,11,67.9,59.2,0.11,1.1,-1.2,/en/squads/53a2f082/2019-2020/Real-Madrid-Stats
27,38,54,424,139,32.8,11.16,3.66,0.12,0.36,17.7,12,4,5,48.9,45.1,0.11,5.1,4.9,/en/squads/e31d1cd9/2019-2020/Real-Sociedad-Stats
26,38,53,484,164,33.9,12.74,4.32,0.1,0.28,16.7,17,7,7,53.2,47.9,0.1,-0.2,-1.9,/en/squads/ad2be733/2019-2020/Sevilla-Stats
28,38,45,331,111,33.5,8.71,2.92,0.12,0.36,18.0,18,5,8,43.3,37.2,0.11,1.7,2.8,/en/squads/dcc91a7b/2019-2020/Valencia-Stats
30,38,31,369,116,31.4,9.71,3.05,0.08,0.24,20.0,29,3,6,36.6,32.1,0.09,-5.6,-4.1,/en/squads/17859612/2019-2020/Valladolid-Stats
25,38,62,483,160,33.1,12.71,4.21,0.11,0.33,18.2,15,10,11,63.6,55.2,0.12,-1.6,-3.2,/en/squads/2a8183b3/2019-2020/Villarreal-Stats
27,28,30,229,77,33.6,8.18,2.75,0.12,0.35,19.3,13,3,5,27.4,23.4,0.1,2.6,3.6,/en/squads/25622401/2019-2020/Amiens-Stats
26,28,27,363,113,31.1,12.96,4.04,0.07,0.23,19.2,16,1,1,29.3,28.5,0.08,-2.3,-2.5,/en/squads/69236f98/2019-2020/Angers-Stats
26,28,40,308,106,34.4,11.0,3.79,0.12,0.36,19.8,21,2,2,30.4,28.8,0.09,9.6,9.2,/en/squads/123f3efe/2019-2020/Bordeaux-Stats
24,28,32,320,97,30.3,11.43,3.46,0.1,0.32,19.2,7,1,5,30.7,26.8,0.08,1.3,4.2,/en/squads/fb08dbb3/2019-2020/Brest-Stats
28,28,26,335,100,29.9,11.96,3.57,0.07,0.25,18.7,11,1,1,30.5,29.9,0.09,-4.5,-4.9,/en/squads/8dfb7350/2019-2020/Dijon-Stats
25,28,35,342,121,35.4,12.21,4.32,0.09,0.25,18.6,10,5,8,40.3,34.0,0.1,-5.3,-4.0,/en/squads/cb188c0c/2019-2020/Lille-Stats
27,28,42,354,130,36.7,12.64,4.64,0.1,0.28,19.1,15,5,6,37.6,33.0,0.09,4.4,4.0,/en/squads/d53c0b06/2019-2020/Lyon-Stats
23,28,38,370,115,31.1,13.21,4.11,0.09,0.3,19.7,20,4,6,36.2,31.6,0.09,1.8,2.4,/en/squads/5725cc7b/2019-2020/Marseille-Stats
24,28,27,306,96,31.4,10.93,3.43,0.08,0.26,20.7,19,2,4,27.1,24.0,0.08,-0.1,1.0,/en/squads/f83960ae/2019-2020/Metz-Stats
28,28,44,376,135,35.9,13.43,4.82,0.11,0.3,16.9,16,4,4,48.9,45.7,0.13,-4.9,-5.7,/en/squads/fd6114db/2019-2020/Monaco-Stats
27,28,33,348,112,32.2,12.43,4.0,0.09,0.28,19.2,22,2,5,35.3,31.3,0.09,-2.3,-0.3,/en/squads/281b0e73/2019-2020/Montpellier-Stats
29,28,23,332,112,33.7,11.86,4.0,0.06,0.19,20.1,9,2,2,30.2,28.7,0.09,-7.2,-7.7,/en/squads/d7a486cd/2019-2020/Nantes-Stats
31,28,41,334,125,37.4,11.93,4.46,0.11,0.29,18.9,25,5,5,35.7,31.9,0.1,5.3,4.1,/en/squads/132ebc33/2019-2020/Nice-Stats
28,28,29,355,105,29.6,12.68,3.75,0.08,0.26,19.4,12,2,2,30.3,28.7,0.08,-1.3,-1.7,/en/squads/1cbf5f9e/Nimes-Stats
31,27,71,441,186,42.2,16.33,6.89,0.15,0.35,15.9,21,6,8,74.2,67.9,0.16,-3.2,-2.9,/en/squads/e2d8892c/2019-2020/Paris-Saint-Germain-Stats
26,28,26,333,87,26.1,11.89,3.11,0.06,0.24,19.3,14,5,5,30.6,26.7,0.08,-4.6,-5.7,/en/squads/7fdd64e0/2019-2020/Reims-Stats
26,28,37,336,108,32.1,12.0,3.86,0.1,0.31,19.0,27,3,5,37.1,33.4,0.1,-0.1,0.6,/en/squads/b3072e00/2019-2020/Rennes-Stats
31,28,28,304,97,31.9,10.86,3.46,0.08,0.24,19.0,15,5,5,31.4,27.6,0.09,-3.4,-4.6,/en/squads/d298ef2c/2019-2020/Saint-Etienne-Stats
25,27,32,323,105,32.5,11.96,3.89,0.09,0.28,18.3,13,3,4,34.2,31.1,0.1,-2.2,-2.1,/en/squads/c0d3eab4/2019-2020/Strasbourg-Stats
30,28,21,310,90,29.0,11.07,3.21,0.05,0.19,18.5,12,4,6,31.7,27.2,0.09,-10.7,-10.2,/en/squads/3f8c4b5f/2019-2020/Toulouse-Stats
28,34,45,358,129,36.0,10.53,3.79,0.12,0.33,19.0,24,3,5,43.1,39.1,0.11,1.9,2.9,/en/squads/0cdc4311/2019-2020/Augsburg-Stats
29,34,97,609,243,39.9,17.91,7.15,0.15,0.37,16.5,13,6,6,89.5,84.8,0.14,7.5,6.2,/en/squads/054efa67/2019-2020/Bayern-Munich-Stats
27,34,84,442,188,42.5,13.0,5.53,0.19,0.44,16.7,14,2,2,61.0,59.5,0.14,23.0,22.5,/en/squads/add600ae/2019-2020/Dortmund-Stats
28,34,36,424,114,26.9,12.47,3.35,0.08,0.28,20.0,20,4,4,35.9,32.7,0.08,0.1,-0.7,/en/squads/b1278397/2019-2020/Dusseldorf-Stats
27,34,57,500,170,34.0,14.71,5.0,0.11,0.32,16.7,16,2,2,59.5,58.0,0.12,-2.5,-3.0,/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats
26,34,46,442,138,31.2,13.0,4.06,0.09,0.3,17.7,27,5,6,46.7,42.0,0.1,-0.7,-1.0,/en/squads/a486e511/2019-2020/Freiburg-Stats
25,34,64,475,187,39.4,13.97,5.5,0.13,0.32,17.0,26,4,6,72.0,67.2,0.15,-8.0,-7.2,/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats
32,34,45,357,119,33.3,10.5,3.5,0.12,0.35,17.7,12,3,3,43.1,40.7,0.12,1.9,1.3,/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats
31,34,52,447,154,34.5,13.15,4.53,0.11,0.32,17.1,24,3,4,56.1,53.0,0.12,-4.1,-4.0,/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats
29,34,50,413,147,35.6,12.15,4.32,0.12,0.33,16.8,20,2,4,48.9,46.3,0.12,1.1,1.7,/en/squads/bc357bf7/2019-2020/Koln-Stats
24,34,57,492,182,37.0,14.47,5.35,0.11,0.3,16.7,6,2,2,59.1,57.5,0.12,-2.1,-2.5,/en/squads/c7a9f859/2019-2020/Bayer-Leverkusen-Stats
25,34,42,450,139,30.9,13.24,4.09,0.09,0.28,18.9,13,3,3,48.2,45.8,0.1,-6.2,-6.8,/en/squads/a224b06a/2019-2020/Mainz-05-Stats
27,34,37,427,124,29.0,12.56,3.65,0.08,0.28,19.7,20,2,4,39.2,36.1,0.09,-2.2,-1.1,/en/squads/d9f93f02/2019-2020/Paderborn-07-Stats
29,34,81,545,206,37.8,16.03,6.06,0.14,0.37,17.0,23,5,5,71.3,67.6,0.13,9.7,8.4,/en/squads/acbb6a5b/2019-2020/RB-Leipzig-Stats
29,34,35,383,124,32.4,11.26,3.65,0.09,0.27,18.5,10,2,2,37.8,36.2,0.1,-2.8,-3.2,/en/squads/c539e393/2019-2020/Schalke-04-Stats
26,34,38,397,130,32.7,11.68,3.82,0.09,0.26,18.0,7,4,5,41.4,37.6,0.1,-3.4,-3.6,/en/squads/7a41008f/2019-2020/Union-Berlin-Stats
30,34,40,419,133,31.7,12.32,3.91,0.09,0.28,18.7,11,3,6,39.4,34.7,0.09,0.6,2.3,/en/squads/62add3bf/2019-2020/Werder-Bremen-Stats
26,34,48,471,153,32.5,13.85,4.5,0.09,0.29,18.0,12,4,4,52.8,49.7,0.11,-4.8,-5.7,/en/squads/4eaa11d7/2019-2020/Wolfsburg-Stats
30,38,96,700,256,36.6,18.42,6.74,0.13,0.35,17.3,31,7,10,83.5,75.6,0.11,12.5,13.4,/en/squads/922493f3/2019-2020/Atalanta-Stats
31,38,48,549,160,29.1,14.45,4.21,0.08,0.27,18.8,29,5,6,56.9,52.2,0.1,-8.9,-9.2,/en/squads/1d8099f8/2019-2020/Bologna-Stats
32,38,34,414,138,33.3,10.89,3.63,0.07,0.22,17.9,32,4,4,43.4,40.2,0.1,-9.4,-10.2,/en/squads/4ef57aeb/2019-2020/Brescia-Stats
33,38,50,438,136,31.1,11.53,3.58,0.11,0.34,19.5,16,4,6,41.8,37.1,0.09,8.2,8.9,/en/squads/c4260e09/2019-2020/Cagliari-Stats
33,38,48,538,170,31.6,14.16,4.47,0.07,0.23,18.2,23,9,11,53.6,45.4,0.09,-5.6,-6.4,/en/squads/421387cf/2019-2020/Fiorentina-Stats
34,38,46,420,140,33.3,11.05,3.68,0.08,0.25,19.2,24,11,16,48.7,36.2,0.09,-2.7,-1.2,/en/squads/658bf2de/2019-2020/Genoa-Stats
30,38,45,435,146,33.6,11.45,3.84,0.09,0.25,17.4,12,8,9,50.5,43.6,0.1,-5.5,-6.6,/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats
29,38,80,607,216,35.6,15.97,5.68,0.12,0.32,17.6,22,10,11,69.4,60.8,0.1,10.6,9.2,/en/squads/d609edc0/2019-2020/Internazionale-Stats
30,38,73,665,224,33.7,17.5,5.89,0.09,0.27,19.0,40,13,14,71.1,60.1,0.09,1.9,-0.1,/en/squads/e0652b02/2019-2020/Juventus-Stats
27,38,77,562,204,36.3,14.79,5.37,0.11,0.3,18.2,21,15,18,68.0,53.9,0.1,9.0,8.1,/en/squads/7213da33/2019-2020/Lazio-Stats
30,38,52,513,165,32.2,13.5,4.34,0.08,0.25,19.6,19,11,15,54.7,43.5,0.09,-2.7,-2.5,/en/squads/ffcbe334/2019-2020/Lecce-Stats
32,38,60,610,186,30.5,16.05,4.89,0.09,0.28,19.0,24,8,9,62.8,56.0,0.09,-2.8,-4.0,/en/squads/dc56fe14/2019-2020/Milan-Stats
25,38,60,683,225,32.9,17.97,5.92,0.08,0.24,19.0,17,5,5,61.7,57.8,0.09,-1.7,-2.8,/en/squads/d48ad4ff/2019-2020/Napoli-Stats
25,38,53,458,145,31.7,12.05,3.82,0.11,0.34,19.0,23,4,6,48.4,43.7,0.1,4.6,5.3,/en/squads/eab4234c/2019-2020/Parma-Stats
31,38,73,630,198,31.4,16.58,5.21,0.1,0.31,18.7,35,12,14,73.2,62.8,0.1,-0.2,-1.8,/en/squads/cf74a709/2019-2020/Roma-Stats
34,38,27,462,117,25.3,12.16,3.08,0.05,0.19,19.4,23,5,7,40.7,35.2,0.08,-13.7,-13.2,/en/squads/1d2fe027/2019-2020/SPAL-Stats
31,38,48,549,161,29.3,14.45,4.24,0.07,0.24,19.4,25,9,12,50.2,40.8,0.08,-2.2,-1.8,/en/squads/8ff9e3b3/2019-2020/Sampdoria-Stats
31,38,69,547,191,34.9,14.39,5.03,0.12,0.34,19.8,32,5,6,52.9,48.2,0.09,16.1,15.8,/en/squads/e2befd26/2019-2020/Sassuolo-Stats
27,38,44,438,144,32.9,11.53,3.79,0.08,0.26,18.4,21,7,8,44.8,39.4,0.09,-0.8,-2.4,/en/squads/105360fe/2019-2020/Torino-Stats
25,38,37,469,141,30.1,12.34,3.71,0.08,0.26,18.5,12,0,0,41.6,41.6,0.09,-4.6,-4.6,/en/squads/04eea015/2019-2020/Udinese-Stats
