players_used,90s,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,url
2,38,33,1,1,2,1,27.1,0.25,-4.9,-0.13,121,288,42.0,1017,191,21.9,33.0,239,27.2,30.3,426,17,4.0,77,2.03,15.3,/en/squads/822bd0ba/2019-2020/Liverpool-Stats
2,38,35,3,1,4,1,34.1,0.29,0.1,0.0,92,227,40.5,1047,195,16.6,28.0,167,31.7,31.6,323,15,4.6,64,1.69,11.0,/en/squads/b8fd03ef/2019-2020/Manchester-City-Stats
1,38,36,3,1,8,1,34.7,0.25,-0.3,-0.01,83,262,31.7,672,153,28.4,30.6,268,26.5,29.0,489,10,2.0,22,0.58,15.0,/en/squads/19538871/2019-2020/Manchester-United-Stats
1,38,58,2,3,8,2,63.0,0.32,7.0,0.18,288,750,38.4,749,119,60.7,42.0,340,86.8,58.3,686,21,3.1,26,0.68,11.6,/en/squads/b2b47a98/2019-2020/Newcastle-United-Stats
3,38,75,4,1,11,3,66.5,0.29,-5.5,-0.14,173,622,27.8,1292,211,36.0,22.7,349,45.0,38.6,682,30,4.4,26,0.68,11.3,/en/squads/1c781004/2019-2020/Norwich-City-Stats
2,38,39,1,0,2,0,43.7,0.32,4.7,0.12,270,872,31.0,816,110,74.4,51.2,272,97.4,69.1,572,20,3.5,23,0.61,7.0,/en/squads/1df6b87e/2019-2020/Sheffield-United-Stats
2,38,60,3,1,5,1,54.7,0.31,-4.3,-0.11,229,706,32.4,824,103,59.8,42.3,255,83.5,56.2,578,29,5.0,39,1.03,17.0,/en/squads/33c895d4/2019-2020/Southampton-Stats
2,38,47,5,1,4,2,53.0,0.26,8.0,0.21,167,484,34.5,798,160,39.7,33.3,292,57.2,41.7,574,23,4.0,24,0.63,17.6,/en/squads/361ca564/2019-2020/Tottenham-Hotspur-Stats
1,38,64,8,3,7,3,62.6,0.31,1.6,0.04,302,923,32.7,912,118,71.7,46.9,295,91.2,62.2,581,30,5.2,55,1.45,15.9,/en/squads/2abfe087/2019-2020/Watford-Stats
4,38,62,5,2,6,3,60.5,0.3,1.5,0.04,288,743,38.8,773,142,62.7,43.1,291,88.7,58.9,600,12,2.0,22,0.58,16.8,/en/squads/7c21e445/2019-2020/West-Ham-United-Stats
1,38,40,1,1,6,1,35.5,0.26,-3.5,-0.09,250,528,47.3,578,127,53.1,39.0,283,78.1,48.7,530,20,3.8,11,0.29,11.7,/en/squads/8cec06e1/2019-2020/Wolverhampton-Wanderers-Stats
3,38,59,12,3,3,0,56.6,0.27,-2.4,-0.06,375,828,45.3,783,103,66.0,46.1,344,90.4,58.6,527,12,2.3,15,0.39,9.1,/en/squads/8d6fd021/2019-2020/Alaves-Stats
2,38,38,5,2,2,2,39.8,0.28,3.8,0.1,345,817,42.2,976,172,56.5,41.4,298,89.3,60.9,547,26,4.8,20,0.53,10.0,/en/squads/2b390eca/2019-2020/Athletic-Club-Stats
2,38,27,3,1,4,3,29.8,0.24,5.8,0.15,233,592,39.4,637,112,56.4,30.2,320,72.8,50.0,533,12,2.3,12,0.32,,/en/squads/db3b9613/2019-2020/Atletico-Madrid-Stats
2,38,38,6,2,1,0,36.5,0.26,-1.5,-0.04,127,249,51.0,1237,182,15.4,25.7,254,22.8,27.8,401,19,4.7,43,1.13,15.2,/en/squads/206d90db/2019-2020/Barcelona-Stats
2,38,60,11,1,4,1,54.8,0.29,-4.2,-0.11,158,464,34.1,1045,171,34.1,33.0,284,38.0,35.5,524,12,2.3,59,1.55,17.8,/en/squads/fc536746/2019-2020/Real-Betis-Stats
3,38,49,5,3,3,0,45.8,0.28,-3.2,-0.08,202,576,35.1,784,136,44.5,30.1,339,67.0,49.1,604,20,3.3,16,0.42,16.0,/en/squads/f25da7fb/2019-2020/Celta-Vigo-Stats
2,38,56,4,2,3,1,52.2,0.35,-2.8,-0.07,297,896,33.1,882,93,72.3,52.9,268,96.3,70.6,471,26,5.5,77,2.03,10.2,/en/squads/bea5c710/2019-2020/Eibar-Stats
2,38,58,6,0,4,2,54.4,0.31,-1.6,-0.04,228,688,33.1,895,133,52.5,31.1,316,69.0,49.6,495,29,5.9,51,1.35,7.8,/en/squads/a8661628/2019-2020/Espanyol-Stats
1,38,37,5,0,2,2,38.3,0.3,3.3,0.09,359,970,37.0,880,46,83.4,52.7,259,91.1,58.5,383,20,5.2,69,1.82,18.1,/en/squads/7848bd64/2019-2020/Getafe-Stats
2,38,45,4,1,5,0,45.9,0.27,0.9,0.02,329,899,36.6,1074,137,60.1,42.5,325,78.2,55.1,538,27,5.0,68,1.79,13.6,/en/squads/a0435291/2019-2020/Granada-Stats
2,38,51,6,2,7,1,46.5,0.29,-3.5,-0.09,260,774,33.6,828,165,62.1,41.8,292,89.0,62.5,513,18,3.5,42,1.11,14.5,/en/squads/7c6f2c78/2019-2020/Leganes-Stats
2,38,53,3,1,9,2,54.3,0.23,3.3,0.09,179,515,34.8,813,206,43.2,37.6,354,46.3,39.4,636,20,3.1,49,1.29,14.4,/en/squads/9800b6a1/2019-2020/Levante-Stats
3,38,65,15,2,7,1,63.8,0.26,-0.2,-0.01,253,670,37.8,932,185,51.9,38.0,320,58.1,47.8,539,26,4.8,28,0.74,8.3,/en/squads/2aa12281/2019-2020/Mallorca-Stats
3,38,54,5,3,5,0,51.1,0.33,-2.9,-0.08,289,858,33.7,885,144,67.2,47.1,306,85.9,58.4,488,21,4.3,47,1.24,16.4,/en/squads/03c57e2b/2019-2020/Osasuna-Stats
2,38,25,2,0,5,0,30.8,0.26,5.8,0.15,90,312,28.8,970,227,22.7,26.9,246,37.4,38.2,460,23,5.0,37,0.97,14.2,/en/squads/53a2f082/2019-2020/Real-Madrid-Stats
2,38,48,7,2,4,1,45.4,0.26,-1.6,-0.04,220,509,43.2,1128,133,30.1,30.3,246,69.1,48.0,447,13,2.9,65,1.71,17.7,/en/squads/e31d1cd9/2019-2020/Real-Sociedad-Stats
2,38,34,3,3,2,1,32.3,0.24,-0.7,-0.02,179,450,39.8,813,179,34.9,33.7,281,59.1,45.5,478,19,4.0,29,0.76,11.7,/en/squads/ad2be733/2019-2020/Sevilla-Stats
2,38,53,7,3,4,1,50.2,0.22,-1.8,-0.05,211,599,35.2,878,201,41.3,34.2,337,70.0,50.3,619,12,1.9,19,0.5,10.8,/en/squads/dcc91a7b/2019-2020/Valencia-Stats
3,38,43,7,2,5,0,48.0,0.29,5.0,0.13,258,793,32.5,789,130,63.1,49.5,365,80.8,56.1,590,15,2.5,18,0.47,,/en/squads/17859612/2019-2020/Valladolid-Stats
2,38,49,8,0,10,2,45.2,0.22,-1.8,-0.05,146,442,33.0,858,173,32.3,28.0,329,50.2,40.5,648,19,2.9,27,0.71,10.2,/en/squads/2a8183b3/2019-2020/Villarreal-Stats
1,28,50,1,1,12,1,40.8,0.29,-8.2,-0.29,194,462,42.0,562,93,47.7,38.4,255,76.1,51.0,425,10,2.4,10,0.36,11.8,/en/squads/25622401/2019-2020/Amiens-Stats
2,28,33,3,2,1,0,27.8,0.28,-5.2,-0.19,134,369,36.3,528,126,39.8,35.9,222,71.6,50.2,362,19,5.2,22,0.79,15.1,/en/squads/69236f98/2019-2020/Angers-Stats
1,28,34,2,0,4,1,32.7,0.28,-0.3,-0.01,159,394,40.4,637,99,40.2,,246,56.1,40.9,434,17,3.9,28,1.0,,/en/squads/123f3efe/2019-2020/Bordeaux-Stats
2,28,37,4,0,4,0,45.7,0.28,8.7,0.31,136,393,34.6,817,160,36.2,38.3,243,39.9,35.6,484,21,4.3,28,1.0,5.3,/en/squads/fb08dbb3/2019-2020/Brest-Stats
2,28,37,1,2,5,2,28.8,0.22,-6.2,-0.22,198,464,42.7,814,170,38.2,31.3,249,61.4,45.6,469,32,6.8,22,0.79,14.0,/en/squads/8dfb7350/2019-2020/Dijon-Stats
1,28,27,4,1,1,3,25.0,0.25,1.0,0.04,130,390,33.3,563,137,44.0,37.2,200,71.0,52.4,323,11,3.4,24,0.86,17.0,/en/squads/cb188c0c/2019-2020/Lille-Stats
2,28,27,2,1,2,3,24.8,0.24,0.8,0.03,105,234,44.9,688,163,23.7,27.2,194,36.6,34.0,323,14,4.3,27,0.96,15.4,/en/squads/d53c0b06/2019-2020/Lyon-Stats
2,28,29,4,0,2,2,32.5,0.29,5.5,0.2,120,377,31.8,728,140,38.6,25.0,160,60.0,43.8,341,21,6.2,24,0.86,16.2,/en/squads/5725cc7b/2019-2020/Marseille-Stats
2,28,35,4,0,5,0,32.6,0.22,-2.4,-0.09,200,623,32.1,708,106,60.9,43.8,219,87.7,59.1,482,32,6.6,33,1.18,26.5,/en/squads/f83960ae/2019-2020/Metz-Stats
1,28,44,6,0,7,1,42.8,0.28,-0.2,-0.01,146,337,43.3,637,136,34.5,,212,55.2,42.3,394,20,5.1,39,1.39,,/en/squads/fd6114db/2019-2020/Monaco-Stats
3,28,34,3,1,3,2,32.9,0.21,0.9,0.03,202,395,51.1,744,172,35.6,30.9,230,56.5,44.5,389,18,4.6,28,1.0,18.4,/en/squads/281b0e73/2019-2020/Montpellier-Stats
2,28,31,3,0,3,1,29.2,0.24,-0.8,-0.03,150,465,32.3,704,133,44.9,46.2,198,75.3,51.0,392,10,2.6,31,1.11,10.0,/en/squads/d7a486cd/2019-2020/Nantes-Stats
2,28,38,5,0,6,2,43.5,0.28,7.5,0.27,56,172,32.6,621,155,17.4,30.9,228,28.1,30.0,454,15,3.3,17,0.61,8.2,/en/squads/132ebc33/2019-2020/Nice-Stats
2,28,44,4,1,4,1,36.4,0.27,-6.6,-0.24,156,450,34.7,589,84,48.7,40.9,214,76.2,51.9,328,11,3.4,31,1.11,14.3,/en/squads/1cbf5f9e/Nimes-Stats
4,27,24,0,0,1,1,21.8,0.27,-1.2,-0.04,38,102,37.3,499,93,14.6,21.6,166,17.5,26.1,249,6,2.4,16,0.59,17.4,/en/squads/e2d8892c/2019-2020/Paris-Saint-Germain-Stats
2,28,21,2,1,3,0,27.3,0.24,6.3,0.22,117,361,32.4,821,137,31.7,26.1,210,48.1,42.3,413,27,6.5,20,0.71,9.0,/en/squads/7fdd64e0/2019-2020/Reims-Stats
2,28,24,3,1,4,1,26.1,0.22,3.1,0.11,176,392,44.9,718,123,37.0,33.4,199,63.3,44.2,414,35,8.5,25,0.89,14.6,/en/squads/b3072e00/2019-2020/Rennes-Stats
3,28,45,5,0,2,0,40.2,0.28,-4.8,-0.17,125,375,33.3,605,104,42.0,39.5,209,57.9,42.7,338,13,3.8,20,0.71,9.7,/en/squads/d298ef2c/2019-2020/Saint-Etienne-Stats
1,27,32,6,0,3,0,33.4,0.26,1.4,0.05,199,458,43.4,651,111,49.3,39.6,201,68.2,51.3,335,17,5.1,9,0.33,11.0,/en/squads/c0d3eab4/2019-2020/Strasbourg-Stats
3,28,58,3,1,3,1,44.0,0.27,-13.0,-0.47,222,586,37.9,739,96,51.4,40.3,286,72.0,49.9,437,17,3.9,28,1.0,15.6,/en/squads/3f8c4b5f/2019-2020/Toulouse-Stats
2,34,63,0,0,3,3,56.7,0.36,-3.3,-0.1,197,622,31.7,947,153,45.1,35.1,303,64.4,49.6,550,23,4.2,45,1.32,13.9,/en/squads/0cdc4311/2019-2020/Augsburg-Stats
2,34,32,3,0,6,1,35.8,0.29,4.8,0.14,141,283,49.8,1309,208,19.4,24.0,190,15.3,27.4,314,10,3.2,124,3.65,14.3,/en/squads/054efa67/2019-2020/Bayern-Munich-Stats
2,34,41,3,0,7,3,37.9,0.36,-0.1,0.0,92,294,31.3,922,196,24.3,28.2,226,31.0,33.7,344,12,3.5,49,1.44,15.4,/en/squads/add600ae/2019-2020/Dortmund-Stats
2,34,67,3,1,7,4,57.7,0.31,-5.3,-0.16,244,583,41.9,981,159,43.5,36.9,256,60.9,48.5,471,20,4.2,36,1.06,12.9,/en/squads/b1278397/2019-2020/Dusseldorf-Stats
3,34,60,3,1,5,2,51.9,0.28,-6.1,-0.18,253,571,44.3,1149,141,39.6,33.2,231,50.2,41.2,418,20,4.8,48,1.41,13.5,/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats
3,34,47,3,0,6,0,53.2,0.26,6.2,0.18,218,618,35.3,1083,169,35.0,35.9,365,65.5,52.2,554,18,3.2,23,0.68,12.6,/en/squads/a486e511/2019-2020/Freiburg-Stats
1,34,40,1,1,3,0,47.5,0.29,7.5,0.22,180,418,43.1,1263,169,25.7,29.8,282,33.3,34.6,501,13,2.6,49,1.44,16.9,/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats
3,34,59,7,3,8,2,50.5,0.26,-6.5,-0.19,306,671,45.6,934,139,50.4,39.5,273,73.3,50.8,548,36,6.6,29,0.85,22.8,/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats
2,34,53,6,0,4,2,54.7,0.28,3.7,0.11,150,437,34.3,1151,200,28.6,30.5,293,36.9,34.8,565,22,3.9,38,1.12,17.0,/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats
1,34,69,4,1,11,2,54.8,0.32,-12.2,-0.36,270,552,48.9,901,103,46.5,37.9,297,44.8,38.4,479,20,4.2,23,0.68,11.8,/en/squads/bc357bf7/2019-2020/Koln-Stats
1,34,44,2,1,4,0,48.1,0.33,4.1,0.12,180,498,36.1,1365,204,30.4,32.3,232,35.8,35.9,365,14,3.8,55,1.62,16.7,/en/squads/c7a9f859/2019-2020/Bayer-Leverkusen-Stats
2,34,65,3,3,7,1,58.9,0.31,-5.1,-0.15,194,577,33.6,953,225,39.7,36.8,316,63.0,48.3,555,33,5.9,35,1.03,13.6,/en/squads/a224b06a/2019-2020/Mainz-05-Stats
2,34,74,4,3,7,2,60.7,0.31,-11.3,-0.33,160,359,44.6,1180,225,24.1,31.5,282,26.6,29.9,524,10,1.9,27,0.79,15.2,/en/squads/d9f93f02/2019-2020/Paderborn-07-Stats
2,34,37,2,0,7,0,38.0,0.3,1.0,0.03,121,346,35.0,1102,195,24.4,25.9,237,32.5,33.6,420,19,4.5,71,2.09,17.6,/en/squads/acbb6a5b/2019-2020/RB-Leipzig-Stats
2,34,58,6,2,9,2,54.3,0.29,-1.7,-0.05,176,549,32.1,1043,138,37.5,37.6,267,59.2,45.4,488,28,5.7,31,0.91,12.7,/en/squads/c539e393/2019-2020/Schalke-04-Stats
2,34,58,3,0,7,1,51.9,0.29,-5.1,-0.15,383,841,45.5,1107,122,55.9,41.7,276,80.4,56.5,529,32,6.0,38,1.12,13.4,/en/squads/7a41008f/2019-2020/Union-Berlin-Stats
2,34,69,1,1,11,3,50.5,0.29,-15.5,-0.46,205,506,40.5,917,160,37.4,33.8,310,52.6,41.9,614,12,2.0,31,0.91,12.0,/en/squads/62add3bf/2019-2020/Werder-Bremen-Stats
2,34,46,5,1,4,0,45.7,0.29,-0.3,-0.01,235,540,43.5,994,159,40.7,36.4,240,56.3,45.0,460,21,4.6,46,1.35,16.3,/en/squads/4eaa11d7/2019-2020/Wolfsburg-Stats
3,38,48,6,2,4,3,41.9,0.26,-3.1,-0.08,175,410,42.7,892,194,29.4,26.9,235,63.0,48.7,366,8,2.2,67,1.76,19.7,/en/squads/922493f3/2019-2020/Atalanta-Stats
2,38,65,6,2,6,1,54.1,0.26,-9.9,-0.26,161,366,44.0,869,222,29.2,27.0,296,37.8,33.3,482,44,9.1,30,0.79,33.0,/en/squads/1d8099f8/2019-2020/Bologna-Stats
3,38,79,9,1,9,3,69.0,0.26,-7.0,-0.19,170,467,36.4,731,218,42.0,31.8,365,43.8,38.1,682,20,2.9,17,0.45,10.1,/en/squads/4ef57aeb/2019-2020/Brescia-Stats
3,38,56,7,0,3,3,52.3,0.23,-0.7,-0.02,188,541,34.8,750,154,48.1,40.2,362,49.7,40.0,665,23,3.5,15,0.39,10.1,/en/squads/c4260e09/2019-2020/Cagliari-Stats
3,38,48,9,2,5,0,50.2,0.25,2.2,0.06,128,417,30.7,828,232,35.5,35.2,281,43.8,38.3,543,19,3.5,35,0.92,12.2,/en/squads/421387cf/2019-2020/Fiorentina-Stats
2,38,73,7,3,7,2,65.8,0.29,-5.2,-0.14,190,542,35.1,1042,180,40.5,,341,35.2,34.7,593,26,4.4,19,0.5,,/en/squads/658bf2de/2019-2020/Genoa-Stats
2,38,51,9,2,7,1,51.1,0.25,1.1,0.03,194,720,26.9,697,84,61.7,43.7,344,84.3,55.7,570,17,3.0,16,0.42,11.0,/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats
2,38,36,3,0,5,1,33.0,0.25,-2.0,-0.05,114,239,47.7,922,203,18.3,29.9,291,24.1,28.6,545,26,4.8,21,0.55,12.2,/en/squads/d609edc0/2019-2020/Internazionale-Stats
3,38,43,9,1,3,0,44.7,0.22,1.7,0.04,94,191,49.2,715,197,21.3,25.1,251,15.5,24.8,464,14,3.0,44,1.16,13.6,/en/squads/e0652b02/2019-2020/Juventus-Stats
1,38,42,7,1,7,1,44.4,0.24,3.4,0.09,148,368,40.2,936,143,32.1,31.2,293,23.2,25.9,474,10,2.1,18,0.47,13.6,/en/squads/7213da33/2019-2020/Lazio-Stats
2,38,85,11,1,10,3,79.1,0.27,-2.9,-0.08,145,363,39.9,745,221,31.7,32.2,375,33.9,30.6,687,29,4.2,18,0.47,12.0,/en/squads/ffcbe334/2019-2020/Lecce-Stats
3,38,46,5,1,4,1,45.6,0.24,0.6,0.02,188,430,43.7,932,189,32.2,34.9,278,46.8,36.9,506,29,5.7,39,1.03,12.0,/en/squads/dc56fe14/2019-2020/Milan-Stats
2,38,50,7,1,4,1,42.6,0.26,-6.4,-0.17,65,180,36.1,833,141,17.0,25.7,240,15.8,21.6,425,15,3.5,32,0.84,16.2,/en/squads/d48ad4ff/2019-2020/Napoli-Stats
2,38,57,7,1,10,0,61.0,0.25,4.0,0.11,234,495,47.3,847,129,41.3,29.3,382,38.0,31.2,685,21,3.1,10,0.26,7.8,/en/squads/eab4234c/2019-2020/Parma-Stats
3,38,51,9,1,5,0,53.4,0.28,2.4,0.06,170,380,44.7,1012,209,29.4,31.4,249,32.9,33.8,470,11,2.3,53,1.39,18.2,/en/squads/cf74a709/2019-2020/Roma-Stats
3,38,77,7,3,4,3,67.5,0.26,-6.5,-0.17,227,565,40.2,903,206,40.4,37.2,355,56.3,43.1,623,19,3.0,24,0.63,10.3,/en/squads/1d2fe027/2019-2020/SPAL-Stats
2,38,65,8,0,10,4,53.5,0.26,-7.5,-0.2,192,544,35.3,784,142,45.2,29.8,310,61.3,44.6,630,16,2.5,34,0.89,16.4,/en/squads/8ff9e3b3/2019-2020/Sampdoria-Stats
3,38,63,8,1,9,4,54.7,0.26,-4.3,-0.11,108,307,35.2,932,172,26.1,24.8,261,24.5,25.9,537,21,3.9,38,1.0,18.8,/en/squads/e2befd26/2019-2020/Sassuolo-Stats
3,38,68,10,3,7,3,61.9,0.25,-3.1,-0.08,258,552,46.7,885,120,39.3,30.9,356,57.3,40.8,613,22,3.6,19,0.5,9.3,/en/squads/105360fe/2019-2020/Torino-Stats
1,38,51,8,2,4,0,52.1,0.22,1.1,0.03,184,421,43.7,812,171,34.5,32.7,358,39.4,34.1,581,25,4.3,20,0.53,11.6,/en/squads/04eea015/2019-2020/Udinese-Stats
