players_used,Age,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),url
26,29.3,38,3420,90,100,38,418,84,,128,19,185,1.11,39,56,-17,-0.45,42.0,53.0,-11.0,-0.29,/en/squads/bea5c710/2019-2020/Eibar-Stats
31,27.7,38,3420,90,100,38,418,83,,130,19,189,0.66,27,58,-31,-0.82,38.6,51.0,-12.4,-0.33,/en/squads/a8661628/2019-2020/Espanyol-Stats
30,27.5,38,3420,90,100,38,418,84,,128,19,175,1.42,43,37,6,0.16,41.6,41.4,0.2,0.0,/en/squads/7848bd64/2019-2020/Getafe-Stats
27,26.8,38,3420,90,100,38,418,82,,133,24,174,1.47,52,45,7,0.18,44.9,42.6,2.3,0.06,/en/squads/a0435291/2019-2020/Granada-Stats
29,26.9,38,3420,90,100,38,418,82,,130,25,190,0.95,30,51,-21,-0.55,39.9,42.8,-2.9,-0.08,/en/squads/7c6f2c78/2019-2020/Leganes-Stats
29,27.7,38,3420,90,100,38,418,84,,134,19,187,1.29,47,53,-6,-0.16,48.1,62.9,-14.8,-0.39,/en/squads/9800b6a1/2019-2020/Levante-Stats
32,26.8,38,3420,90,100,38,418,83,,132,22,185,0.87,40,65,-25,-0.66,41.1,63.5,-22.4,-0.59,/en/squads/2aa12281/2019-2020/Mallorca-Stats
31,27.7,38,3420,90,100,38,418,83,,129,20,185,1.37,46,54,-8,-0.21,49.4,49.4,0.1,0.0,/en/squads/03c57e2b/2019-2020/Osasuna-Stats
26,27.6,38,3420,90,100,38,418,85,,120,18,198,2.29,70,25,45,1.18,67.9,33.3,34.6,0.91,/en/squads/53a2f082/2019-2020/Real-Madrid-Stats
27,24.8,38,3420,90,100,38,418,83,,126,22,195,1.47,56,48,8,0.21,48.9,43.0,5.8,0.15,/en/squads/e31d1cd9/2019-2020/Real-Sociedad-Stats
26,27.7,38,3420,90,100,38,418,83,,133,23,187,1.84,54,34,20,0.53,53.2,36.1,17.1,0.45,/en/squads/ad2be733/2019-2020/Sevilla-Stats
28,27.0,38,3420,90,100,38,418,83,,132,22,187,1.39,46,53,-7,-0.18,43.3,56.0,-12.7,-0.33,/en/squads/dcc91a7b/2019-2020/Valencia-Stats
30,27.1,38,3420,90,100,38,418,83,,126,22,179,1.11,32,43,-11,-0.29,36.6,54.5,-18.0,-0.47,/en/squads/17859612/2019-2020/Valladolid-Stats
25,27.6,38,3420,90,100,38,418,84,,132,20,188,1.58,63,49,14,0.37,63.6,46.3,17.3,0.45,/en/squads/2a8183b3/2019-2020/Villarreal-Stats
27,27.4,28,2520,90,100,28,308,84,,83,19,113,0.82,31,50,-19,-0.68,27.4,39.3,-11.9,-0.43,/en/squads/25622401/2019-2020/Amiens-Stats
26,28.0,28,2520,90,100,28,308,84,,80,23,116,1.39,28,33,-5,-0.18,29.3,28.4,0.9,0.03,/en/squads/69236f98/2019-2020/Angers-Stats
26,26.9,28,2520,90,100,28,308,84,,84,20,111,1.32,40,34,6,0.21,30.4,36.9,-6.6,-0.23,/en/squads/123f3efe/2019-2020/Bordeaux-Stats
24,26.1,28,2520,90,100,28,308,85,,82,18,114,1.21,34,37,-3,-0.11,30.7,45.5,-14.8,-0.53,/en/squads/fb08dbb3/2019-2020/Brest-Stats
28,26.9,28,2520,90,100,28,308,83,,82,25,114,1.07,27,37,-10,-0.36,30.5,38.4,-8.0,-0.28,/en/squads/8dfb7350/2019-2020/Dijon-Stats
25,24.3,28,2520,90,100,28,308,85,,80,17,116,1.75,35,27,8,0.29,40.3,31.4,8.8,0.32,/en/squads/cb188c0c/2019-2020/Lille-Stats
27,24.8,28,2520,90,100,28,308,84,,81,21,115,1.43,42,27,15,0.54,37.6,27.1,10.6,0.38,/en/squads/d53c0b06/2019-2020/Lyon-Stats
23,27.1,28,2520,90,100,28,308,86,,82,15,114,2.0,41,29,12,0.43,36.2,31.8,4.4,0.16,/en/squads/5725cc7b/2019-2020/Marseille-Stats
24,25.9,28,2520,90,100,28,308,85,,77,18,119,1.21,27,35,-8,-0.29,27.1,38.1,-11.0,-0.39,/en/squads/f83960ae/2019-2020/Metz-Stats
28,26.0,28,2520,90,100,28,308,85,,76,16,117,1.43,44,44,0,0.0,48.9,42.7,6.1,0.22,/en/squads/fd6114db/2019-2020/Monaco-Stats
27,28.5,28,2520,90,100,28,308,86,,74,16,121,1.43,35,34,1,0.04,35.3,34.7,0.5,0.02,/en/squads/281b0e73/2019-2020/Montpellier-Stats
29,25.4,28,2520,90,100,28,308,86,,71,17,124,1.32,28,31,-3,-0.11,30.2,31.5,-1.2,-0.04,/en/squads/d7a486cd/2019-2020/Nantes-Stats
31,23.9,28,2520,90,100,28,308,84,,82,18,114,1.46,41,38,3,0.11,35.7,43.9,-8.2,-0.29,/en/squads/132ebc33/2019-2020/Nice-Stats
28,25.4,28,2520,90,100,28,308,85,,80,15,116,0.96,29,44,-15,-0.54,30.3,40.9,-10.6,-0.38,/en/squads/1cbf5f9e/Nimes-Stats
31,27.2,27,2430,90,100,27,297,84,,79,23,110,2.52,75,24,51,1.89,74.2,23.1,51.1,1.89,/en/squads/e2d8892c/2019-2020/Paris-Saint-Germain-Stats
26,25.3,28,2520,90,100,28,308,85,,81,18,115,1.46,26,21,5,0.18,30.6,28.5,2.1,0.08,/en/squads/7fdd64e0/2019-2020/Reims-Stats
26,25.5,28,2520,90,100,28,308,85,,83,17,111,1.79,38,24,14,0.5,37.1,30.2,6.9,0.25,/en/squads/b3072e00/2019-2020/Rennes-Stats
31,27.0,28,2520,90,100,28,308,84,,82,23,114,1.07,29,45,-16,-0.57,31.4,38.8,-7.4,-0.26,/en/squads/d298ef2c/2019-2020/Saint-Etienne-Stats
25,25.8,27,2430,90,100,27,297,86,,80,15,109,1.41,32,32,0,0.0,34.2,32.2,2.0,0.07,/en/squads/c0d3eab4/2019-2020/Strasbourg-Stats
30,25.1,28,2520,90,100,28,308,84,,82,20,113,0.46,22,58,-36,-1.29,31.7,45.6,-13.9,-0.5,/en/squads/3f8c4b5f/2019-2020/Toulouse-Stats
28,26.2,34,3060,90,100,34,374,84,,111,19,193,1.06,45,63,-18,-0.53,43.1,56.6,-13.5,-0.4,/en/squads/0cdc4311/2019-2020/Augsburg-Stats
29,26.7,34,3060,90,100,34,374,84,,104,21,163,2.41,100,32,68,2.0,89.5,37.9,51.6,1.52,/en/squads/054efa67/2019-2020/Bayern-Munich-Stats
27,25.8,34,3060,90,100,34,374,84,,111,19,191,2.03,84,41,43,1.26,61.0,40.9,20.1,0.59,/en/squads/add600ae/2019-2020/Dortmund-Stats
28,27.1,34,3060,90,100,34,374,84,,115,21,188,0.88,36,67,-31,-0.91,35.9,60.7,-24.8,-0.73,/en/squads/b1278397/2019-2020/Dusseldorf-Stats
27,27.0,34,3060,90,100,34,374,84,,109,21,194,1.32,59,60,-1,-0.03,59.5,49.9,9.6,0.28,/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats
26,26.4,34,3060,90,100,34,374,84,,111,20,189,1.41,48,47,1,0.03,46.7,64.6,-17.8,-0.52,/en/squads/a486e511/2019-2020/Freiburg-Stats
25,26.3,34,3060,90,100,34,374,84,,112,18,183,1.91,66,40,26,0.76,72.0,45.9,26.1,0.77,/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats
32,26.2,34,3060,90,100,34,374,83,,109,22,195,1.21,48,59,-11,-0.32,43.1,54.5,-11.4,-0.34,/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats
31,26.0,34,3060,90,100,34,374,82,,114,24,187,1.53,53,53,0,0.0,56.1,59.6,-3.4,-0.1,/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats
29,25.6,34,3060,90,100,34,374,82,,117,24,187,1.06,51,69,-18,-0.53,48.9,53.3,-4.4,-0.13,/en/squads/bc357bf7/2019-2020/Koln-Stats
24,26.1,34,3060,90,100,34,374,82,,113,25,186,1.85,61,44,17,0.5,59.1,51.2,7.8,0.23,/en/squads/c7a9f859/2019-2020/Bayer-Leverkusen-Stats
25,24.6,34,3060,90,100,34,374,83,,117,23,189,1.09,44,65,-21,-0.62,48.2,59.6,-11.5,-0.34,/en/squads/a224b06a/2019-2020/Mainz-05-Stats
27,25.7,34,3060,90,100,34,374,83,,119,22,187,0.59,37,74,-37,-1.09,39.2,67.3,-28.1,-0.83,/en/squads/d9f93f02/2019-2020/Paderborn-07-Stats
29,24.2,34,3060,90,100,34,374,83,,113,23,182,1.94,81,37,44,1.29,71.3,38.8,32.6,0.96,/en/squads/acbb6a5b/2019-2020/RB-Leipzig-Stats
29,24.6,34,3060,90,100,34,374,84,,106,21,179,1.15,38,58,-20,-0.59,37.8,51.6,-13.8,-0.41,/en/squads/c539e393/2019-2020/Schalke-04-Stats
26,27.7,34,3060,90,100,34,374,84,,113,20,193,1.21,41,58,-17,-0.5,41.4,54.3,-12.8,-0.38,/en/squads/7a41008f/2019-2020/Union-Berlin-Stats
30,26.7,34,3060,90,100,34,374,84,,117,18,168,0.91,42,69,-27,-0.79,39.4,55.4,-16.0,-0.47,/en/squads/62add3bf/2019-2020/Werder-Bremen-Stats
26,26.0,34,3060,90,100,34,374,85,,106,18,199,1.44,48,46,2,0.06,52.8,42.9,9.9,0.29,/en/squads/4eaa11d7/2019-2020/Wolfsburg-Stats
30,27.2,38,3420,90,100,38,418,82,,134,23,268,2.05,98,48,50,1.32,83.5,41.3,42.2,1.11,/en/squads/922493f3/2019-2020/Atalanta-Stats
31,27.2,38,3420,90,100,38,418,83,,136,20,274,1.24,52,65,-13,-0.34,56.9,54.8,2.0,0.05,/en/squads/1d8099f8/2019-2020/Bologna-Stats
32,25.6,38,3420,90,100,38,418,83,,121,23,235,0.66,35,79,-44,-1.16,43.4,74.5,-31.2,-0.82,/en/squads/4ef57aeb/2019-2020/Brescia-Stats
33,27.4,38,3420,90,100,38,418,83,,129,21,298,1.18,52,56,-4,-0.11,41.8,59.0,-17.2,-0.45,/en/squads/c4260e09/2019-2020/Cagliari-Stats
33,25.1,38,3420,90,100,38,418,83,,129,21,323,1.29,51,48,3,0.08,53.6,48.9,4.7,0.12,/en/squads/421387cf/2019-2020/Fiorentina-Stats
34,26.8,38,3420,90,100,38,418,82,,135,23,305,1.03,47,73,-26,-0.68,48.7,60.0,-11.3,-0.3,/en/squads/658bf2de/2019-2020/Genoa-Stats
30,26.1,38,3420,90,100,38,418,83,,128,22,320,1.29,47,51,-4,-0.11,50.5,53.7,-3.2,-0.08,/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats
29,27.7,38,3420,90,100,38,418,84,,134,18,298,2.16,81,36,45,1.18,69.4,40.7,28.7,0.76,/en/squads/d609edc0/2019-2020/Internazionale-Stats
30,28.6,38,3420,90,100,38,418,82,,127,25,272,2.18,76,43,33,0.87,71.1,44.9,26.1,0.69,/en/squads/e0652b02/2019-2020/Juventus-Stats
27,27.9,38,3420,90,100,38,418,83,,137,22,307,2.05,79,42,37,0.97,68.0,51.1,16.9,0.44,/en/squads/7213da33/2019-2020/Lazio-Stats
30,28.7,38,3420,90,100,38,418,82,,120,26,325,0.92,52,85,-33,-0.87,54.7,85.6,-30.8,-0.81,/en/squads/ffcbe334/2019-2020/Lecce-Stats
32,24.6,38,3420,90,100,38,418,82,,128,25,302,1.74,63,46,17,0.45,62.8,45.1,17.6,0.46,/en/squads/dc56fe14/2019-2020/Milan-Stats
25,26.9,38,3420,90,100,38,418,83,,135,21,277,1.63,61,50,11,0.29,61.7,44.7,16.9,0.45,/en/squads/d48ad4ff/2019-2020/Napoli-Stats
25,28.8,38,3420,90,100,38,418,83,,136,22,244,1.29,56,57,-1,-0.03,48.4,64.3,-15.9,-0.42,/en/squads/eab4234c/2019-2020/Parma-Stats
31,26.9,38,3420,90,100,38,418,83,,131,21,272,1.84,77,51,26,0.68,73.2,49.4,23.9,0.63,/en/squads/cf74a709/2019-2020/Roma-Stats
34,27.5,38,3420,90,100,38,418,83,,129,22,307,0.53,27,77,-50,-1.32,40.7,68.6,-27.9,-0.73,/en/squads/1d2fe027/2019-2020/SPAL-Stats
31,26.0,38,3420,90,100,38,418,82,,127,24,321,1.11,48,65,-17,-0.45,50.2,54.9,-4.7,-0.12,/en/squads/8ff9e3b3/2019-2020/Sampdoria-Stats
31,26.4,38,3420,90,100,38,418,83,,138,21,306,1.34,69,63,6,0.16,52.9,62.0,-9.2,-0.24,/en/squads/e2befd26/2019-2020/Sassuolo-Stats
27,27.3,38,3420,90,100,38,418,84,,118,21,277,1.05,46,68,-22,-0.58,44.8,60.8,-16.0,-0.42,/en/squads/105360fe/2019-2020/Torino-Stats
25,26.5,38,3420,90,100,38,418,84,,124,19,299,1.18,37,51,-14,-0.37,41.6,53.4,-11.8,-0.31,/en/squads/04eea015/2019-2020/Udinese-Stats
