id,utcDate,status,matchday,stage,group,lastUpdated,area_id,area_name,area_code,area_flag,competition_id,competition_name,competition_code,competition_type,competition_emblem,season_id,season_startDate,season_endDate,season_currentMatchday,season_winner,homeTeam_id,homeTeam_name,homeTeam_shortName,homeTeam_tla,homeTeam_crest,awayTeam_id,awayTeam_name,awayTeam_shortName,awayTeam_tla,awayTeam_crest,score_winner,score_duration,score_fullTime_home,score_fullTime_away,score_halfTime_home,score_halfTime_away,odds_msg,competition_id_api,competition_code_api,competition_name_api,season_filter_year
436675,2023-08-04T19:00:00Z,FINISHED,1.0,REGULAR_SEASON,,2024-05-08T09:01:05Z,2072,England,ENG,https://crests.football-data.org/770.svg,2016,Championship,ELC,LEAGUE,https://crests.football-data.org/ELC.png,1573,2023-08-04,2024-05-04,46,,345,Sheffield Wednesday FC,Sheffield Wed,SHE,https://crests.football-data.org/345.png,340,Southampton FC,Southampton,SOU,https://crests.football-data.org/340.png,AWAY_TEAM,REGULAR,1,2,0,1,Activate Odds-Package in User-Panel to retrieve odds.,2016,ELC,Championship,2023
436676,2023-08-05T14:00:00Z,FINISHED,1.0,REGULAR_SEASON,,2024-05-08T09:01:05Z,2072,England,ENG,https://crests.football-data.org/770.svg,2016,Championship,ELC,LEAGUE,https://crests.football-data.org/ELC.png,1573,2023-08-04,2024-05-04,46,,59,Blackburn Rovers FC,Blackburn,BLA,https://crests.football-data.org/59.png,74,West Bromwich Albion FC,West Brom,WBA,https://crests.football-data.org/74.png,HOME_TEAM,REGULAR,2,1,2,0,Activate Odds-Package in User-Panel to retrieve odds.,2016,ELC,Championship,2023
436677,2023-08-05T14:00:00Z,FINISHED,1.0,REGULAR_SEASON,,2024-05-08T09:01:05Z,2072,England,ENG,https://crests.football-data.org/770.svg,2016,Championship,ELC,LEAGUE,https://crests.football-data.org/ELC.png,1573,2023-08-04,2024-05-04,46,,387,Bristol City FC,Bristol City,BRI,https://crests.football-data.org/387.png,1081,Preston North End FC,Preston NE,PNE,https://crests.football-data.org/1081.png,DRAW,REGULAR,1,1,0,0,Activate Odds-Package in User-Panel to retrieve odds.,2016,ELC,Championship,2023
436678,2023-08-05T14:00:00Z,FINISHED,1.0,REGULAR_SEASON,,2024-05-08T09:01:05Z,2072,England,ENG,https://crests.football-data.org/770.svg,2016,Championship,ELC,LEAGUE,https://crests.football-data.org/ELC.png,1573,2023-08-04,2024-05-04,46,,343,Middlesbrough FC,Middlesbrough,MID,https://crests.football-data.org/343.png,384,Millwall FC,Millwall,MIL,https://crests.football-data.org/384.png,AWAY_TEAM,REGULAR,0,1,0,0,Activate Odds-Package in User-Panel to retrieve odds.,2016,ELC,Championship,2023
436679,2023-08-05T14:00:00Z,FINISHED,1.0,REGULAR_SEASON,,2024-05-18T20:21:08Z,2072,England,ENG,https://crests.football-data.org/770.svg,2016,Championship,ELC,LEAGUE,https://crests.football-data.org/ELC.png,1573,2023-08-04,2024-05-04,46,,68,Norwich City FC,Norwich,NOR,https://crests.football-data.org/68.png,322,Hull City AFC,Hull City,HUL,https://crests.football-data.org/322.png,HOME_TEAM,REGULAR,2,1,1,1,Activate Odds-Package in User-Panel to retrieve odds.,2016,ELC,Championship,2023
436680,2023-08-05T14:00:00Z,FINISHED,1.0,REGULAR_SEASON,,2024-05-08T09:01:05Z,2072,England,ENG,https://crests.football-data.org/770.svg,2016,Championship,ELC,LEAGUE,https://crests.football-data.org/ELC.png,1573,2023-08-04,2024-05-04,46,,1138,Plymouth Argyle FC,Plymouth Arg,PLY,https://crests.football-data.org/1138.png,394,Huddersfield Town AFC,Huddersfield,HUD,https://crests.football-data.org/394.png,HOME_TEAM,REGULAR,3,1,1,1,Activate Odds-Package in User-Panel to retrieve odds.,2016,ELC,Championship,2023
436681,2023-08-05T14:00:00Z,FINISHED,1.0,REGULAR_SEASON,,2024-05-08T09:01:05Z,2072,England,ENG,https://crests.football-data.org/770.svg,2016,Championship,ELC,LEAGUE,https://crests.football-data.org/ELC.png,1573,2023-08-04,2024-05-04,46,,346,Watford FC,Watford,WAT,https://crests.football-data.org/346.png,69,Queens Park Rangers FC,QPR,QPR,https://crests.football-data.org/69.png,HOME_TEAM,REGULAR,4,0,4,0,Activate Odds-Package in User-Panel to retrieve odds.,2016,ELC,Championship,2023
436682,2023-08-05T14:00:00Z,FINISHED,1.0,REGULAR_SEASON,,2024-05-08T09:01:05Z,2072,England,ENG,https://crests.football-data.org/770.svg,2016,Championship,ELC,LEAGUE,https://crests.football-data.org/ELC.png,1573,2023-08-04,2024-05-04,46,,70,Stoke City FC,Stoke,STK,https://crests.football-data.org/70.png,385,Rotherham United FC,Rotherham Utd,ROT,https://crests.football-data.org/385.png,HOME_TEAM,REGULAR,4,1,3,0,Activate Odds-Package in User-Panel to retrieve odds.,2016,ELC,Championship,2023
436683,2023-08-05T14:00:00Z,FINISHED,1.0,REGULAR_SEASON,,2024-05-08T09:01:05Z,2072,England,ENG,https://crests.football-data.org/770.svg,2016,Championship,ELC,LEAGUE,https://crests.football-data.org/ELC.png,1573,2023-08-04,2024-05-04,46,,72,Swansea City AFC,Swansea,SWA,https://crests.football-data.org/72.png,332,Birmingham City FC,Birmingham,BIR,https://crests.football-data.org/332.png,DRAW,REGULAR,1,1,0,1,Activate Odds-Package in User-Panel to retrieve odds.,2016,ELC,Championship,2023
436684,2023-08-06T11:00:00Z,FINISHED,1.0,REGULAR_SEASON,,2024-05-08T09:01:05Z,2072,England,ENG,https://crests.football-data.org/770.svg,2016,Championship,ELC,LEAGUE,https://crests.football-data.org/ELC.png,1573,2023-08-04,2024-05-04,46,,338,Leicester City FC,Leicester City,LEI,https://crests.football-data.org/338.png,1076,Coventry City FC,Coventry City,COV,https://crests.football-data.org/1076.png,HOME_TEAM,REGULAR,2,1,0,0,Activate Odds-Package in User-Panel to retrieve odds.,2016,ELC,Championship,2023
